Player_ID,Player,pos_norm,latest_school,schools_played,seasons_count,games_total,sos_season_weighted,award_count,awards,heisman_finish,games_rushing,games_receiving,rush_att,rush_yds,rush_td,rec,rec_yds,rec_td,yds_from_scrimmage,scrim_td,award_aa,award_ap_player_of_the_year_award_most_outstanding_player,award_big_12_offensive_player_of_the_year,award_big_ten_offensive_player_of_the_year,award_cusa_most_valuable_player,award_cusa_offensive_player_of_the_year,award_camp,award_fred_biletnikoff_award_outstanding_receiver,award_heisman_memorial_trophy_most_outstanding_player,award_johnny_the_jet_rodgers_award_most_outstanding_return_specialist,award_mac_offensive_player_of_the_year,award_maxwell,award_maxwell_award_player_of_the_year,award_pac_12_offensive_player_of_the_year,award_sec_offensive_player_of_the_year,award_sun_belt_offensive_player_of_the_year,award_sun_belt_player_of_the_year,award_walter_camp_player_of_the_year_award_most_outstanding_player
abraham-mendivil-1,Abraham Mendivil,WR,Arizona,Arizona,2,24.0,2.99,0.0,,0,0.0,13.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahkil-crumpton-1,Ahkil Crumpton,WR,Georgia,Georgia,2,24.0,6.698333333333333,0.0,,0,11.0,24.0,1.0,12.0,0.0,10.0,117.0,1.0,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aj-jones-5,AJ Jones,WR,Middle Tennessee State,Arizona|Middle Tennessee State,4,24.0,-2.8037499999999995,0.0,,0,0.0,22.0,0.0,0.0,0.0,33.0,243.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ajalen-holley-1,Ajalen Holley,WR,Louisiana-Monroe,Louisiana-Monroe,2,24.0,-3.485,0.0,,0,24.0,24.0,4.0,11.0,0.0,94.0,1019.0,7.0,1030.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
al-damion-riles-1,Al-Damion Riles,WR,Louisiana,Louisiana,2,24.0,-6.06375,0.0,,0,24.0,24.0,11.0,50.0,0.0,106.0,1206.0,6.0,1256.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alex-harris-2,Alex Harris,WR,Arizona State,Arizona State|UCF,5,24.0,-1.7408333333333335,0.0,,0,10.0,18.0,1.0,-5.0,0.0,10.0,124.0,1.0,39.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alfonso-onunwor-1,Alfonso Onunwor,WR,Idaho,Idaho,2,24.0,-5.702916666666667,0.0,,0,0.0,24.0,0.0,0.0,0.0,103.0,1259.0,9.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amba-etta-tawo-1,Amba Etta-Tawo,WR,Syracuse,Maryland|Syracuse,2,24.0,5.7,0.0,,0,0.0,24.0,0.0,0.0,0.0,114.0,1698.0,14.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andre-levrone-1,Andre Levrone,WR,Virginia,Virginia,3,24.0,2.862083333333333,0.0,,0,0.0,24.0,0.0,0.0,0.0,44.0,831.0,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andre-patton-1,Andre Patton,WR,Rutgers,Rutgers,2,24.0,4.025,0.0,,0,0.0,24.0,0.0,0.0,0.0,67.0,892.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anthony-rice-2,Anthony Rice,WR,Central Michigan,Central Michigan,2,24.0,-2.3087500000000003,0.0,,0,13.0,23.0,1.0,6.0,0.0,62.0,651.0,4.0,601.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antoine-porter-1,Antoine Porter,WR,Eastern Michigan,Eastern Michigan,2,24.0,-4.415,0.0,,0,24.0,24.0,2.0,-16.0,0.0,90.0,1039.0,8.0,1023.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antonio-gandy-golden-1,Antonio Gandy-Golden,WR,Liberty,Liberty,2,24.0,-7.659999999999999,0.0,,0,0.0,24.0,0.0,0.0,0.0,150.0,2433.0,20.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
austin-duke-1,Austin Duke,WR,Charlotte,Charlotte,2,24.0,-6.3950000000000005,0.0,,0,24.0,24.0,20.0,65.0,0.0,112.0,1337.0,9.0,1402.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bishop-louie-1,Bishop Louie,WR,Tulsa,Tulsa,3,24.0,-2.9491666666666667,0.0,,0,0.0,24.0,0.0,0.0,0.0,5.0,34.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brandon-bishop-1,Brandon Bishop,WR,East Carolina,East Carolina,2,24.0,-0.52,0.0,,0,0.0,24.0,0.0,0.0,0.0,25.0,250.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brandon-reilly-1,Brandon Reilly,WR,Nebraska,Nebraska,2,24.0,3.481666666666667,0.0,,0,24.0,24.0,19.0,142.0,0.0,61.0,1166.0,6.0,1308.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brayden-lenius-1,Brayden Lenius,WR,Washington,Washington,2,24.0,2.94,0.0,,0,0.0,15.0,0.0,0.0,0.0,35.0,396.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brenden-fulton-1,Brenden Fulton,WR,Colorado State,Colorado State,4,24.0,-3.0966666666666662,0.0,,0,11.0,23.0,1.0,3.0,0.0,5.0,63.0,0.0,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calif-gossett-1,Calif Gossett,WR,Louisiana,Louisiana,4,24.0,-0.58,0.0,,0,0.0,24.0,0.0,0.0,0.0,26.0,345.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cam-pickett-1,Cam Pickett,WR,Kansas,Ball State|Kansas,4,24.0,0.9349999999999997,0.0,,0,24.0,24.0,19.0,190.0,2.0,94.0,1004.0,5.0,1194.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cameron-posey-1,Cameron Posey,WR,Purdue,Purdue,2,24.0,2.85,0.0,,0,12.0,24.0,3.0,10.0,0.0,65.0,611.0,4.0,366.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cameron-wright-3,Cameron Wright,WR,Coastal Carolina,Coastal Carolina,2,24.0,-3.5100000000000002,0.0,,0,0.0,24.0,0.0,0.0,0.0,43.0,588.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chris-brooks-2,Chris Brooks,WR,Wisconsin,Wisconsin,4,24.0,7.66,0.0,,0,0.0,24.0,0.0,0.0,0.0,12.0,151.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chris-thompson-4,Chris Thompson,WR,Florida,Florida,2,24.0,4.852916666666666,0.0,,0,0.0,13.0,0.0,0.0,0.0,5.0,48.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cj-carroll-1,C.J. Carroll,WR,Virginia Tech,Virginia Tech,4,24.0,0.9695833333333335,0.0,,0,20.0,20.0,14.0,45.0,0.0,33.0,415.0,1.0,460.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cole-adams-1,Cole Adams,WR,Alabama,Alabama,3,24.0,6.204583333333335,0.0,,0,0.0,24.0,0.0,0.0,0.0,13.0,176.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cole-freytag-1,Cole Freytag,WR,UTEP,UTEP,2,24.0,-7.68,0.0,,0,23.0,23.0,2.0,-3.0,0.0,50.0,777.0,8.0,774.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corey-smith-9,Corey Smith,WR,Purdue,Purdue|Tulsa,2,24.0,0.7550000000000002,0.0,,0,12.0,24.0,1.0,2.0,0.0,26.0,416.0,3.0,181.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damion-willis-1,Damion Willis,WR,Troy,Troy,2,24.0,-6.476249999999999,0.0,,0,0.0,24.0,0.0,0.0,0.0,98.0,1496.0,13.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damoreea-stringfellow-1,Damore'ea Stringfellow,WR,Ole Miss,Ole Miss,2,24.0,5.125,0.0,,0,0.0,24.0,0.0,0.0,0.0,82.0,1219.0,11.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darius-savedge-1,Darius Savedge,WR,Old Dominion,Old Dominion,4,24.0,-4.495,0.0,,0,0.0,24.0,0.0,0.0,0.0,18.0,262.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darrius-sims-1,Darrius Sims,WR,Vanderbilt,Vanderbilt,2,24.0,3.645,0.0,,0,24.0,24.0,84.0,521.0,2.0,15.0,171.0,0.0,692.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dayton-metcalf-1,Dayton Metcalf,WR,Oklahoma State,Oklahoma State,4,24.0,3.890833333333333,0.0,,0,0.0,13.0,0.0,0.0,0.0,3.0,26.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deangelo-yancey-1,Deangelo Yancey,WR,Purdue,Purdue,2,24.0,2.85,0.0,,0,0.0,24.0,0.0,0.0,0.0,97.0,1651.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denylon-morrissette-1,De'Nylon Morrissette,WR,Purdue,Georgia|Purdue,4,24.0,6.79,0.0,,0,21.0,21.0,2.0,19.0,0.0,15.0,140.0,2.0,159.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deon-tay-mcmanus-1,Deon-Tay McManus,WR,Marshall,Marshall,2,24.0,-6.567083333333334,0.0,,0,0.0,24.0,0.0,0.0,0.0,75.0,787.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dequan-hampton-1,De'Quan Hampton,WR,USC,USC,2,24.0,7.215,0.0,,0,0.0,24.0,0.0,0.0,0.0,22.0,238.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
devin-gray-1,Devin Gray,WR,Cincinnati,Cincinnati,2,24.0,-1.1700000000000002,0.0,,0,12.0,24.0,3.0,-2.0,0.0,86.0,1304.0,8.0,858.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dj-riles-1,DJ Riles,WR,Georgia State,Georgia State,2,24.0,-0.8500000000000001,0.0,,0,12.0,24.0,2.0,27.0,0.0,36.0,348.0,1.0,199.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dom-henry-1,Dom Henry,WR,Florida Atlantic,BYU|Florida Atlantic,4,24.0,-4.095,0.0,,0,12.0,24.0,1.0,8.0,0.0,46.0,655.0,4.0,583.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donny-navarro-iii-1,Donny Navarro III,WR,Northwestern,Illinois|Northwestern,2,24.0,4.675000000000001,0.0,,0,0.0,24.0,0.0,0.0,0.0,48.0,404.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drelon-miller-1,Drelon Miller,WR,Colorado,Colorado,2,24.0,3.584583333333333,0.0,,0,24.0,24.0,50.0,144.0,1.0,52.0,435.0,4.0,579.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed-ogle-1,Ed Ogle,WR,Liberty,Liberty,4,24.0,-4.181666666666667,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ej-jenkins-1,E.J. Jenkins,WR,Georgia Tech,Georgia Tech|South Carolina,2,24.0,3.9299999999999997,0.0,,0,0.0,24.0,0.0,0.0,0.0,25.0,433.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eli-hohlt-1,Eli Hohlt,WR,Ball State,Ball State,3,24.0,-3.9499999999999997,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elic-ayomanor-1,Elic Ayomanor,WR,Stanford,Stanford,3,24.0,5.335000000000001,0.0,,0,0.0,24.0,0.0,0.0,0.0,125.0,1844.0,12.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ervin-phillips-1,Ervin Philips,WR,Syracuse,Syracuse,2,24.0,5.185,0.0,,0,24.0,24.0,17.0,94.0,2.0,179.0,1726.0,10.0,1820.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evan-boyd-1,Evan Boyd,WR,Michigan State,Central Michigan|Michigan State,3,24.0,-0.13833333333333334,0.0,,0,0.0,20.0,0.0,0.0,0.0,24.0,356.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
freddie-johnson-2,Freddie Johnson,WR,Temple,Temple,3,24.0,-2.145,0.0,,0,2.0,24.0,1.0,17.0,0.0,12.0,188.0,1.0,31.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garrett-mmahat-1,Garrett Mmahat,WR,Tulane,Tulane,3,24.0,-0.8699999999999998,0.0,,0,0.0,6.0,0.0,0.0,0.0,10.0,124.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grant-dubose-1,Grant Dubose,WR,Charlotte,Charlotte,2,24.0,-5.87,0.0,,0,12.0,24.0,3.0,18.0,0.0,126.0,1684.0,15.0,910.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ian-stewart-1,Ian Stewart,WR,Temple,Michigan State|Temple,6,24.0,-1.43625,0.0,,0,5.0,14.0,1.0,-13.0,0.0,14.0,132.0,2.0,63.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
irvin-charles-1,Irvin Charles,WR,Penn State,Penn State,3,24.0,5.83875,0.0,,0,0.0,24.0,0.0,0.0,0.0,3.0,110.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isaiah-jones-2,Zay Jones,WR,East Carolina,East Carolina,2,24.0,-0.52,0.0,,0,24.0,24.0,5.0,18.0,0.0,256.0,2845.0,13.0,2863.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
izaiah-gathings-1,Izaiah Gathings,WR,Middle Tennessee State,Middle Tennessee State,2,24.0,-6.234999999999999,0.0,,0,0.0,24.0,0.0,0.0,0.0,84.0,861.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jacolby-hewitt-1,Jacolby Hewitt,WR,Florida International,Florida International|Indiana,5,24.0,2.7266666666666666,0.0,,0,10.0,24.0,1.0,6.0,0.0,17.0,167.0,0.0,53.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jake-spiewak-1,Jake Spiewak,WR,Air Force,Air Force,3,24.0,-2.7225,0.0,,0,0.0,18.0,0.0,0.0,0.0,2.0,38.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jakobi-meyers-1,Jakobi Meyers,WR,North Carolina State,North Carolina State,2,24.0,3.0199999999999996,0.0,,0,24.0,24.0,8.0,-14.0,0.0,155.0,1774.0,9.0,1760.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jalen-bracey-1,Jalen Bracey,WR,Florida International,Florida International,2,24.0,-6.45,0.0,,0,24.0,24.0,12.0,19.0,0.0,70.0,610.0,3.0,629.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jalen-brooks-2,Jalen Brooks,WR,South Carolina,South Carolina,3,24.0,4.767499999999999,0.0,,0,12.0,24.0,4.0,51.0,1.0,58.0,785.0,2.0,555.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jamal-couch-1,Jamal Couch,WR,Mississippi State,Mississippi State,3,24.0,3.3504166666666664,0.0,,0,0.0,24.0,0.0,0.0,0.0,18.0,304.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jamarius-way-1,Jamarius Way,WR,South Alabama,South Alabama,2,24.0,-4.425,0.0,,0,24.0,24.0,7.0,38.0,0.0,108.0,1617.0,11.0,1655.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
james-quick-1,James Quick,WR,Louisville,Louisville,2,24.0,2.6179166666666664,0.0,,0,11.0,24.0,1.0,8.0,0.0,84.0,1393.0,11.0,632.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jamil-sabbagh-1,Jamil Sabbagh,WR,Central Michigan,Central Michigan,5,24.0,-4.173749999999999,0.0,,0,9.0,24.0,1.0,6.0,0.0,8.0,82.0,1.0,75.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
janarvis-pough-1,Janarvis Pough,WR,Bowling Green,Bowling Green,3,24.0,-3.22,0.0,,0,12.0,23.0,1.0,-1.0,0.0,23.0,231.0,0.0,105.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jaquan-white-1,Jaquan White,WR,UTEP,UTEP,2,24.0,-7.68,0.0,,0,12.0,24.0,3.0,10.0,0.0,46.0,553.0,7.0,504.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jayden-dixon-veal-1,Jayden Dixon-Veal,WR,California,California|Purdue,3,24.0,3.3212500000000005,0.0,,0,0.0,24.0,0.0,0.0,0.0,23.0,212.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jaylan-barbour-1,Jaylan Barbour,WR,Appalachian State,Appalachian State,2,24.0,-5.291250000000001,0.0,,0,23.0,23.0,3.0,17.0,0.0,9.0,94.0,1.0,111.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jermaine-adams-1,Jermaine Adams,WR,Army,Army,3,24.0,-4.4991666666666665,0.0,,0,0.0,21.0,0.0,0.0,0.0,4.0,48.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jerrid-marhefka-2,Jerrid Marhefka,WR,Ohio,Ohio,3,24.0,-5.265416666666667,0.0,,0,0.0,23.0,0.0,0.0,0.0,12.0,194.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jesse-prewitt-iii-1,Jesse Prewitt III,WR,Central Michigan,Central Michigan,3,24.0,-5.125,0.0,,0,0.0,24.0,0.0,0.0,0.0,54.0,624.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jhajuan-seales-1,Jhajuan Seales,WR,Oklahoma State,Oklahoma State,2,24.0,1.6404166666666666,0.0,,0,24.0,24.0,2.0,16.0,0.0,55.0,936.0,6.0,952.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jocquez-bruce-1,Jocquez Bruce,WR,Middle Tennessee State,Middle Tennessee State,5,24.0,-4.825833333333334,0.0,,0,17.0,20.0,45.0,206.0,1.0,19.0,184.0,1.0,350.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
john-hightower-1,John Hightower,WR,Boise State,Boise State,2,24.0,-1.5216666666666665,0.0,,0,24.0,24.0,24.0,317.0,2.0,82.0,1447.0,14.0,1764.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
john-niupalau-1,John Niupalau,WR,Eastern Michigan,Eastern Michigan,2,24.0,-4.38625,0.0,,0,0.0,24.0,0.0,0.0,0.0,55.0,727.0,8.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
john-thompson-8,John Thompson,WR,Washington State,Washington State,2,24.0,2.33,0.0,,0,0.0,24.0,0.0,0.0,0.0,47.0,450.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jojo-phillips-1,Jojo Phillips,WR,BYU,BYU,3,24.0,3.231666666666667,0.0,,0,0.0,24.0,0.0,0.0,0.0,25.0,377.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan-hogue-1,Jordan Hogue,WR,Ball State,Ball State,3,24.0,-3.4958333333333336,0.0,,0,0.0,24.0,0.0,0.0,0.0,33.0,267.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan-shipp-1,Jordan Shipp,WR,North Carolina,North Carolina,2,24.0,-0.32,0.0,,0,24.0,24.0,3.0,-5.0,0.0,69.0,785.0,7.0,780.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan-veasy-1,Jordan Veasy,WR,California,California,2,24.0,3.84,0.0,,0,0.0,24.0,0.0,0.0,0.0,63.0,797.0,9.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan-wayne-prather-1,Jordan Wayne-Prather,WR,Bowling Green,Bowling Green,2,24.0,-3.8850000000000002,0.0,,0,12.0,24.0,3.0,-1.0,0.0,27.0,233.0,0.0,56.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
josh-imatorbhebhe-1,Josh Imatorbhebhe,WR,Illinois,Illinois|USC,4,24.0,1.6925000000000001,0.0,,0,0.0,23.0,0.0,0.0,0.0,57.0,942.0,12.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
josh-knight-1,Josh Knight,WR,Marshall,Marshall,2,24.0,-6.414999999999999,0.0,,0,0.0,24.0,0.0,0.0,0.0,65.0,675.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
josh-magee-1,Josh Magee,WR,South Alabama,South Alabama,2,24.0,-4.489999999999999,0.0,,0,12.0,24.0,1.0,-2.0,0.0,72.0,1326.0,8.0,502.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
josh-stewart-2,Josh Stewart,WR,UTSA,UTSA,3,24.0,-7.480833333333333,0.0,,0,0.0,24.0,0.0,0.0,0.0,75.0,1200.0,8.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
justius-lowe-1,Justius Lowe,WR,Oregon,Oregon,4,24.0,5.922083333333333,0.0,,0,0.0,20.0,0.0,0.0,0.0,27.0,259.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kam-scott-1,Kam Scott,WR,Houston,Houston|Missouri,3,24.0,3.325416666666667,0.0,,0,0.0,24.0,0.0,0.0,0.0,25.0,542.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kamathi-holsey-1,Kamathi Holsey,WR,Buffalo,Buffalo,2,24.0,-5.455000000000001,0.0,,0,0.0,24.0,0.0,0.0,0.0,51.0,737.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kameron-shanks-1,Kameron Shanks,WR,Arkansas,Arkansas|UAB,3,24.0,2.15,0.0,,0,24.0,24.0,9.0,54.0,0.0,71.0,757.0,7.0,811.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keegan-jones-1,Keegan Jones,WR,UCLA,UCLA,2,24.0,0.975,0.0,,0,24.0,24.0,87.0,472.0,4.0,29.0,314.0,3.0,786.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keeon-johnson-2,Keeon Johnson,WR,Virginia,Virginia,2,24.0,2.9899999999999998,0.0,,0,0.0,24.0,0.0,0.0,0.0,62.0,649.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kenny-walker-2,Kenneth Walker III,WR,UCLA,UCLA,2,24.0,4.664166666666667,0.0,,0,24.0,24.0,2.0,14.0,0.0,31.0,596.0,5.0,610.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keshaun-singleton-1,Keshaun Singleton,WR,South Florida,South Florida,3,24.0,-2.29,0.0,,0,0.0,24.0,0.0,0.0,0.0,76.0,1285.0,11.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kevonn-mabon-1,Kevonn Mabon,WR,Ball State,Ball State,2,24.0,-3.5100000000000002,0.0,,0,24.0,24.0,14.0,60.0,1.0,155.0,1717.0,5.0,1777.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keyan-williams-1,Keyan Williams,WR,Ball State,Ball State|Fresno State|Nebraska,4,24.0,0.8545833333333333,0.0,,0,5.0,14.0,1.0,9.0,0.0,14.0,76.0,0.0,43.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kirk-johnson-6,Kirk Johnson,WR,UTSA,UTSA,3,24.0,-5.7,0.0,,0,9.0,20.0,1.0,0.0,0.0,24.0,171.0,0.0,137.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kris-white-1,Kris White,WR,Kent State,Kent State,3,24.0,-1.9066666666666665,0.0,,0,0.0,23.0,0.0,0.0,0.0,31.0,342.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kwazi-gilmer-1,Kwazi Gilmer,WR,UCLA,UCLA,2,24.0,9.185,0.0,,0,12.0,24.0,1.0,8.0,0.0,81.0,880.0,6.0,353.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kyle-mcneal-1,Kyle McNeal,WR,Florida International,Florida International,3,24.0,-8.35,0.0,,0,12.0,12.0,1.0,20.0,0.0,31.0,310.0,1.0,330.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
larry-dace-1,Larry Dace,WR,Tulane,Tulane,2,24.0,-2.315,0.0,,0,0.0,23.0,0.0,0.0,0.0,26.0,294.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
latreal-jones-1,Latreal Jones,WR,Southern Mississippi,Southern Mississippi,2,24.0,-2.23,0.0,,0,0.0,24.0,0.0,0.0,0.0,46.0,622.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leland-smith-1,Leland Smith,WR,San Jose State,Purdue|San Jose State,2,24.0,2.225,0.0,,0,0.0,24.0,0.0,0.0,0.0,49.0,760.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
