Player_ID,Player,pos_norm,latest_school,schools_played,seasons_count,games_total,sos_season_weighted,award_count,awards,heisman_finish,games_rushing,games_receiving,rush_att,rush_yds,rush_td,rec,rec_yds,rec_td,yds_from_scrimmage,scrim_td,award_aa,award_ap_player_of_the_year_award_most_outstanding_player,award_big_12_offensive_player_of_the_year,award_big_ten_offensive_player_of_the_year,award_cusa_most_valuable_player,award_cusa_offensive_player_of_the_year,award_camp,award_fred_biletnikoff_award_outstanding_receiver,award_heisman_memorial_trophy_most_outstanding_player,award_johnny_the_jet_rodgers_award_most_outstanding_return_specialist,award_mac_offensive_player_of_the_year,award_maxwell,award_maxwell_award_player_of_the_year,award_pac_12_offensive_player_of_the_year,award_sec_offensive_player_of_the_year,award_sun_belt_offensive_player_of_the_year,award_sun_belt_player_of_the_year,award_walter_camp_player_of_the_year_award_most_outstanding_player
christian-horn-1,Christian Horn,WR,Appalachian State,Appalachian State,5,57.0,-3.177368421052632,0.0,,0,0.0,57.0,0.0,0.0,0.0,98.0,1678.0,11.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eli-pancol-1,Eli Pancol,WR,Duke,Duke,6,57.0,-0.1517543859649124,0.0,,0,23.0,57.0,7.0,40.0,2.0,130.0,1710.0,14.0,372.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
johnny-johnson-iii-1,Johnny Johnson III,WR,Oregon,Oregon,5,57.0,1.3247368421052632,0.0,,0,0.0,57.0,0.0,0.0,0.0,139.0,1928.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jonathan-brady-1,Jonathan Brady,WR,Indiana,California|Indiana|New Mexico State,4,57.0,-1.6359649122807014,0.0,,0,41.0,57.0,24.0,150.0,1.0,112.0,1432.0,13.0,1467.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
josh-vann-1,Josh Vann,WR,South Carolina,South Carolina,5,57.0,5.434561403508772,0.0,,0,35.0,57.0,7.0,73.0,0.0,108.0,1352.0,10.0,1041.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keanu-hill-2,Keanu Hill,WR,BYU,BYU,6,57.0,0.2571929824561403,0.0,,0,0.0,57.0,0.0,0.0,0.0,85.0,1320.0,12.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keyshawn-smith-1,Keyshawn Smith,WR,SMU,Miami (FL)|SMU,5,57.0,0.5987719298245613,0.0,,0,22.0,57.0,5.0,15.0,0.0,106.0,1581.0,13.0,741.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malik-mcclain-1,Malik McClain,WR,Arizona State,Arizona State|Florida State|Penn State,5,57.0,3.6543859649122807,0.0,,0,13.0,57.0,1.0,6.0,0.0,72.0,993.0,8.0,212.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
noah-frith-1,Noah Frith,WR,Liberty,Liberty,6,57.0,-6.130350877192981,0.0,,0,0.0,57.0,0.0,0.0,0.0,90.0,1469.0,11.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
omarion-dollison-1,Omarion Dollison,WR,James Madison,James Madison|South Florida,5,57.0,-1.5919298245614038,0.0,,0,43.0,56.0,7.0,51.0,0.0,98.0,1353.0,8.0,771.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sean-atkins-1,Sean Atkins,WR,South Florida,South Florida,6,57.0,-1.2598245614035088,0.0,,0,37.0,56.0,9.0,75.0,0.0,200.0,2167.0,12.0,2148.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
