Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,punt,punt_yds,punt_yds_per_punt,awards,Year
Porter Wilson,porter-wilson-1,/cfb/players/porter-wilson-1.html,Duke,ACC,12,61,2732,44.8,,2021
Isaac Power,isaac-power-1,/cfb/players/isaac-power-1.html,Baylor,Big 12,14,49,2191,44.7,,2021
Andrew Boyle,andrew-boyle-1,/cfb/players/andrew-boyle-1.html,Washington State,Pac-12,3,2,89,44.5,,2021
Peter Moore,peter-moore-1,/cfb/players/peter-moore-1.html,Virginia Tech,ACC,13,65,2892,44.5,,2021
Mac Brown,mac-brown-1,/cfb/players/mac-brown-1.html,Ole Miss,SEC,13,41,1821,44.4,,2021
Matt Ference,matt-ference-1,/cfb/players/matt-ference-1.html,Northern Illinois,MAC,14,45,1998,44.4,,2021
Will Hart,will-hart-2,/cfb/players/will-hart-2.html,San Jose State,MWC,12,67,2976,44.4,,2021
Anthony Beck II,anthony-beck-ii-1,/cfb/players/anthony-beck-ii-1.html,Georgia Southern,Sun Belt,12,65,2881,44.3,,2021
Kyle Ulbrich,kyle-ulbrich-1,/cfb/players/kyle-ulbrich-1.html,Middle Tennessee State,CUSA,13,67,2971,44.3,,2021
Michael Williams,michael-williams-15,/cfb/players/michael-williams-15.html,Utah,Pac-12,14,8,354,44.3,,2021
Grant Carlson,grant-carlson-1,/cfb/players/grant-carlson-1.html,Boston College,ACC,12,53,2344,44.2,,2021
Jacob Finn,jacob-finn-1,/cfb/players/jacob-finn-1.html,Virginia,ACC,12,41,1812,44.2,,2021
George Georgopoulos,george-georgopoulos-1,/cfb/players/george-georgopoulos-1.html,Massachusetts,Ind,12,65,2864,44.1,,2021
Jeremy Crawshaw,jeremy-crawshaw-1,/cfb/players/jeremy-crawshaw-1.html,Florida,SEC,13,52,2293,44.1,,2021
Oscar Chapman,oscar-chapman-1,/cfb/players/oscar-chapman-1.html,Auburn,SEC,13,57,2515,44.1,,2021
Zach Harding,zach-harding-1,/cfb/players/zach-harding-1.html,Army,Ind,13,41,1808,44.1,,2021
Anthony Pecorella,anthony-pecorella-1,/cfb/players/anthony-pecorella-1.html,Maryland,Big Ten,12,28,1232,44.0,,2021
Logan Tyler,logan-tyler-1,/cfb/players/logan-tyler-1.html,Arizona State,Pac-12,13,1,44,44.0,,2021
Paxton Brooks,paxton-brooks-1,/cfb/players/paxton-brooks-1.html,Tennessee,SEC,13,45,1982,44.0,,2021
Ryan Hanson,ryan-hanson-1,/cfb/players/ryan-hanson-1.html,Arkansas State,Sun Belt,12,68,2995,44.0,,2021
Zach Murphy,zach-murphy-1,/cfb/players/zach-murphy-1.html,Wake Forest,ACC,14,2,88,44.0,,2021
Bernardo Rodriguez,bernardo-rodriguez-1,/cfb/players/bernardo-rodriguez-1.html,North Texas,CUSA,13,61,2675,43.9,,2021
Ivan Mora,ivan-mora-1,/cfb/players/ivan-mora-1.html,Wake Forest,ACC,14,50,2188,43.8,,2021
Ben Kiernan,ben-kiernan-1,/cfb/players/ben-kiernan-1.html,North Carolina,ACC,13,45,1966,43.7,,2021
Mason Hunt,mason-hunt-1,/cfb/players/mason-hunt-1.html,Southern Mississippi,CUSA,12,71,3098,43.6,,2021
Ty Zentner,ty-zentner-1,/cfb/players/ty-zentner-1.html,Kansas State,Big 12,13,39,1697,43.5,,2021
Tyler Sumpter,tyler-sumpter-2,/cfb/players/tyler-sumpter-2.html,West Virginia,Big 12,12,52,2261,43.5,,2021
Eddie Czaplicki,eddie-czaplicki-1,/cfb/players/eddie-czaplicki-1.html,Arizona State,Pac-12,13,45,1954,43.4,,2021
William Przystup,william-przystup-1,/cfb/players/william-przystup-1.html,Nebraska,Big Ten,12,31,1345,43.4,,2021
Jordy Sandy,jordy-sandy-1,/cfb/players/jordy-sandy-1.html,Texas Christian,Big 12,12,43,1861,43.3,,2021
Reid Bauer,reid-bauer-1,/cfb/players/reid-bauer-1.html,Arkansas,SEC,13,58,2510,43.3,,2021
Ryan Sanborn,ryan-sanborn-1,/cfb/players/ryan-sanborn-1.html,Stanford,Pac-12,12,60,2600,43.3,,2021
Jack Brooks,jack-brooks-1,/cfb/players/jack-brooks-1.html,South Alabama,Sun Belt,12,53,2292,43.2,,2021
Jamieson Sheahan,jamieson-sheahan-1,/cfb/players/jamieson-sheahan-1.html,California,Pac-12,12,53,2284,43.1,,2021
Jay Bramblett,jay-bramblett-1,/cfb/players/jay-bramblett-1.html,Notre Dame,Ind,13,58,2502,43.1,,2021
Jonn Young,jonn-young-1,/cfb/players/jonn-young-1.html,East Carolina,American,12,47,2025,43.1,,2021
Luke Akers,luke-akers-1,/cfb/players/luke-akers-1.html,UCLA,Pac-12,12,34,1464,43.1,,2021
Tom Snee,tom-snee-1,/cfb/players/tom-snee-1.html,Oregon,Pac-12,14,44,1897,43.1,,2021
Ethan Slike,ethan-slike-1,/cfb/players/ethan-slike-1.html,Akron,MAC,12,49,2109,43.0,,2021
Mason Fletcher,mason-fletcher-1,/cfb/players/mason-fletcher-1.html,Cincinnati,American,14,50,2151,43.0,,2021
Miles Tillman,miles-tillman-1,/cfb/players/miles-tillman-1.html,Middle Tennessee State,CUSA,1,1,43,43.0,,2021
Joel Velazquez,joel-velazquez-1,/cfb/players/joel-velazquez-1.html,Boise State,MWC,12,50,2146,42.9,,2021
Kai Kroeger,kai-kroeger-1,/cfb/players/kai-kroeger-1.html,South Carolina,SEC,13,59,2534,42.9,,2021
Max Morgan,max-morgan-2,/cfb/players/max-morgan-2.html,Liberty,Ind,10,25,1072,42.9,,2021
Aaron Rodriguez,aaron-rodriguez-1,/cfb/players/aaron-rodriguez-1.html,New Mexico,MWC,12,81,3466,42.8,,2021
Nick Haberer,nick-haberer-1,/cfb/players/nick-haberer-1.html,Washington State,Pac-12,13,52,2225,42.8,,2021
Aidan Alves,aidan-alves-1,/cfb/players/aidan-alves-1.html,Liberty,Ind,9,22,939,42.7,,2021
Alex Mastromanno,alex-mastromanno-1,/cfb/players/alex-mastromanno-1.html,Florida State,ACC,12,61,2606,42.7,,2021
Riley Riethman,riley-riethman-1,/cfb/players/riley-riethman-1.html,Navy,American,11,44,1877,42.7,,2021
Avery Atkins,avery-atkins-2,/cfb/players/avery-atkins-2.html,LSU,SEC,13,62,2639,42.6,,2021
Harrison Smith,harrison-smith-3,/cfb/players/harrison-smith-3.html,Vanderbilt,SEC,12,73,3111,42.6,,2021
Luke Magliozzi,luke-magliozzi-1,/cfb/players/luke-magliozzi-1.html,Troy,Sun Belt,12,61,2594,42.5,,2021
Ralph Fawaz,ralph-fawaz-1,/cfb/players/ralph-fawaz-1.html,Wyoming,MWC,13,58,2466,42.5,,2021
Stephen Kotsanlee,stephen-kotsanlee-1,/cfb/players/stephen-kotsanlee-1.html,Utah State,MWC,14,53,2251,42.5,,2021
Trevor Wilson,trevor-wilson-1,/cfb/players/trevor-wilson-1.html,Kansas,Big 12,12,2,85,42.5,,2021
Archer Trafford,archer-trafford-1,/cfb/players/archer-trafford-1.html,Mississippi State,SEC,8,26,1103,42.4,,2021
Tom Hutton,tom-hutton-2,/cfb/players/tom-hutton-2.html,Oklahoma State,Big 12,14,72,3056,42.4,,2021
Jesse Mirco,jesse-mirco-1,/cfb/players/jesse-mirco-1.html,Ohio State,Big Ten,13,31,1310,42.3,,2021
Bailey Rice,bailey-rice-1,/cfb/players/bailey-rice-1.html,Charlotte,CUSA,12,40,1688,42.2,,2021
Carson King,carson-king-2,/cfb/players/carson-king-2.html,Fresno State,MWC,13,56,2359,42.1,,2021
Kyle Greenwell,kyle-greenwell-1,/cfb/players/kyle-greenwell-1.html,UAB,CUSA,13,59,2484,42.1,,2021
Adam Barry,adam-barry-1,/cfb/players/adam-barry-1.html,Temple,American,12,63,2643,42.0,,2021
Jonah Wieland,jonah-wieland-1,/cfb/players/jonah-wieland-1.html,Ohio,MAC,12,28,1177,42.0,,2021
Nathan Snyder,nathan-snyder-2,/cfb/players/nathan-snyder-2.html,Ball State,MAC,13,55,2308,42.0,,2021
Charlie Mendes,charlie-mendes-1,/cfb/players/charlie-mendes-1.html,Rice,CUSA,12,61,2557,41.9,,2021
Michael Hayes,michael-hayes-4,/cfb/players/michael-hayes-4.html,Georgia State,Sun Belt,13,58,2428,41.9,,2021
Nick Mihalic,nick-mihalic-1,/cfb/players/nick-mihalic-1.html,Western Michigan,MAC,13,47,1971,41.9,,2021
James Evans,james-evans-2,/cfb/players/james-evans-2.html,Indiana,Big Ten,12,69,2886,41.8,,2021
Laine Wilkins,laine-wilkins-1,/cfb/players/laine-wilkins-1.html,Houston,American,14,59,2467,41.8,,2021
Mark Vassett,mark-vassett-1,/cfb/players/mark-vassett-1.html,Louisville,ACC,13,49,2047,41.8,,2021
Brendan Hall,brendan-hall-1,/cfb/players/brendan-hall-1.html,SMU,American,12,36,1502,41.7,,2021
Mark Crawford,mark-crawford-4,/cfb/players/mark-crawford-4.html,Minnesota,Big Ten,13,47,1961,41.7,,2021
Luke Larsen,luke-larsen-1,/cfb/players/luke-larsen-1.html,East Carolina,American,1,5,208,41.6,,2021
Matt Naranjo,matt-naranjo-1,/cfb/players/matt-naranjo-1.html,Bowling Green,MAC,12,64,2660,41.6,,2021
Cesar Barajas,cesar-barajas-1,/cfb/players/cesar-barajas-1.html,Louisiana Tech,CUSA,12,54,2242,41.5,,2021
David Shanahan,david-shanahan-1,/cfb/players/david-shanahan-1.html,Georgia Tech,ACC,12,61,2533,41.5,,2021
Derek Adams,derek-adams-1,/cfb/players/derek-adams-1.html,Northwestern,Big Ten,12,58,2408,41.5,,2021
Grant McKinniss,grant-mckinniss-1,/cfb/players/grant-mckinniss-1.html,Missouri,SEC,14,48,1990,41.5,,2021
Matthew Shipley,matthew-shipley-1,/cfb/players/matthew-shipley-1.html,Hawaii,MWC,13,55,2281,41.5,,2021
Will Spiers,will-spiers-1,/cfb/players/will-spiers-1.html,Clemson,ACC,13,63,2612,41.5,,2021
kirk Christodoulou,kirk-christodoulou-1,/cfb/players/kirk-christodoulou-1.html,Pitt,ACC,14,61,2523,41.4,,2021
Luke Elzinga,luke-elzinga-1,/cfb/players/luke-elzinga-1.html,Central Michigan,MAC,13,57,2355,41.3,,2021
Andrew Osteen,andrew-osteen-1,/cfb/players/andrew-osteen-1.html,UCF,American,13,71,2919,41.1,,2021
Josh Carlson,josh-carlson-1,/cfb/players/josh-carlson-1.html,New Mexico State,Ind,12,70,2879,41.1,,2021
Xavier Subotsch,xavier-subotsch-1,/cfb/players/xavier-subotsch-1.html,Appalachian State,Sun Belt,14,49,2007,41.0,,2021
Carson Bay,carson-bay-1,/cfb/players/carson-bay-1.html,Air Force,MWC,8,16,655,40.9,,2021
Cameron Peasley,cameron-peasley-1,/cfb/players/cameron-peasley-1.html,Utah,Pac-12,9,27,1101,40.8,,2021
Andrew Mevis,andrew-mevis-1,/cfb/players/andrew-mevis-1.html,Iowa State,Big 12,13,25,1016,40.6,,2021
Corey Dunn,corey-dunn-1,/cfb/players/corey-dunn-1.html,Iowa State,Big 12,9,21,849,40.4,,2021
Reis Vernon,reis-vernon-1,/cfb/players/reis-vernon-1.html,Kansas,Big 12,12,49,1981,40.4,,2021
Robert LeFevre,robert-lefevre-1,/cfb/players/robert-lefevre-1.html,Marshall,CUSA,13,61,2465,40.4,,2021
Evan Finegan,evan-finegan-1,/cfb/players/evan-finegan-1.html,Buffalo,MAC,12,9,363,40.3,,2021
Bailey Flint,bailey-flint-1,/cfb/players/bailey-flint-1.html,Toledo,MAC,13,62,2491,40.2,,2021
Evan Silva,evan-silva-1,/cfb/players/evan-silva-1.html,Nevada-Las Vegas,MWC,12,52,2084,40.1,,2021
Devyn McCormick,devyn-mccormick-1,/cfb/players/devyn-mccormick-1.html,Louisiana-Monroe,Sun Belt,12,70,2800,40.0,,2021
Nelson Foley,nelson-foley-1,/cfb/players/nelson-foley-1.html,Miami (FL),ACC,1,1,40,40.0,,2021
Joe McFadden,joe-mcfadden-1,/cfb/players/joe-mcfadden-1.html,Connecticut,Ind,12,61,2426,39.8,,2021
Charles Bein,charles-bein-1,/cfb/players/charles-bein-1.html,Air Force,MWC,11,24,952,39.7,,2021
Ethan Duane,ethan-duane-1,/cfb/players/ethan-duane-1.html,Old Dominion,CUSA,13,58,2300,39.7,,2021
Tucker Day,tucker-day-1,/cfb/players/tucker-day-1.html,Mississippi State,SEC,13,17,675,39.7,,2021
Jack Wilson,jack-wilson-4,/cfb/players/jack-wilson-4.html,Ohio,MAC,11,19,753,39.6,,2021
Jackson Baltar,jackson-baltar-1,/cfb/players/jackson-baltar-1.html,Buffalo,MAC,10,28,1107,39.5,,2021
Joshua Sloan,joshua-sloan-1,/cfb/players/joshua-sloan-1.html,UTEP,CUSA,13,64,2526,39.5,,2021
Dom Dzioban,dom-dzioban-1,/cfb/players/dom-dzioban-1.html,Miami (OH),MAC,13,52,2047,39.4,,2021
James Burnip,james-burnip-1,/cfb/players/james-burnip-1.html,Alabama,SEC,15,48,1878,39.1,,2021
Andrew Stokes,andrew-stokes-2,/cfb/players/andrew-stokes-2.html,South Florida,American,11,56,2183,39.0,,2021
Aidan Swanson,aidan-swanson-1,/cfb/players/aidan-swanson-1.html,Clemson,ACC,2,3,116,38.7,,2021
James Williams,james-williams-15,/cfb/players/james-williams-15.html,Syracuse,ACC,8,38,1462,38.5,,2021
Kolby Morgan,kolby-morgan-1,/cfb/players/kolby-morgan-1.html,Tennessee,SEC,1,4,154,38.5,,2021
Zac Collins,zac-collins-1,/cfb/players/zac-collins-1.html,Purdue,Big Ten,2,2,77,38.5,,2021
Brendan Cropsey,brendan-cropsey-1,/cfb/players/brendan-cropsey-1.html,Purdue,Big Ten,3,5,192,38.4,,2021
Seamus O'Kelly,seamus-okelly-1,/cfb/players/seamus-okelly-1.html,Texas State,Sun Belt,12,60,2303,38.4,,2021
Jack Ansell,jack-ansell-1,/cfb/players/jack-ansell-1.html,Purdue,Big Ten,12,44,1683,38.3,,2021
Ben Finley,ben-finley-1,/cfb/players/ben-finley-1.html,North Carolina State,ACC,4,1,38,38.0,,2021
Charlton Butt,charlton-butt-1,/cfb/players/charlton-butt-1.html,Nevada-Las Vegas,MWC,1,6,228,38.0,,2021
Chevan Cordeiro,chevan-cordeiro-1,/cfb/players/chevan-cordeiro-1.html,Hawaii,MWC,11,2,76,38.0,,2021
Jared Smolar,jared-smolar-1,/cfb/players/jared-smolar-1.html,Indiana,Big Ten,12,1,38,38.0,,2021
Drew Plitt,drew-plitt-1,/cfb/players/drew-plitt-1.html,Ball State,MAC,13,2,75,37.5,,2021
Charles Ouverson,charles-ouverson-1,/cfb/players/charles-ouverson-1.html,Coastal Carolina,Sun Belt,13,40,1493,37.3,,2021
Matt Fraanje,matt-fraanje-1,/cfb/players/matt-fraanje-1.html,SMU,American,6,9,336,37.3,,2021
Ian Hawkins,ian-hawkins-1,/cfb/players/ian-hawkins-1.html,Syracuse,ACC,4,26,966,37.2,,2021
Sam Loy,sam-loy-1,/cfb/players/sam-loy-1.html,Arkansas,SEC,1,1,37,37.0,,2021
Wilson Berry,wilson-berry-1,/cfb/players/wilson-berry-1.html,Kentucky,SEC,2,4,148,37.0,,2021
Daniel Cerni,daniel-cerni-1,/cfb/players/daniel-cerni-1.html,Nebraska,Big Ten,5,16,590,36.9,,2021
Cameron Shook,cameron-shook-1,/cfb/players/cameron-shook-1.html,Iowa State,Big 12,3,6,220,36.7,,2021
Lucas Borrow,lucas-borrow-1,/cfb/players/lucas-borrow-1.html,Ball State,MAC,5,7,257,36.7,,2021
Haydn Kerr,haydn-kerr-1,/cfb/players/haydn-kerr-1.html,Connecticut,Ind,10,19,687,36.2,,2021
Josh Smith,josh-smith-19,/cfb/players/josh-smith-19.html,Kent State,MAC,13,52,1881,36.2,,2021
Duke Paane,duke-paane-1,/cfb/players/duke-paane-1.html,Navy,American,1,5,179,35.8,,2021
Kieran Colahan,kieran-colahan-1,/cfb/players/kieran-colahan-1.html,Coastal Carolina,Sun Belt,13,1,35,35.0,,2021
Sam Howell,sam-howell-1,/cfb/players/sam-howell-1.html,North Carolina,ACC,12,1,35,35.0,,2021
Kellen Grave-De,kellen-grave-de-1,/cfb/players/kellen-grave-de-1.html,Navy,American,1,4,139,34.8,,2021
Kellen Grave de Peralta,kellen-grave-de-peralta-1,/cfb/players/kellen-grave-de-peralta-1.html,Navy,American,1,4,139,34.8,,2021
Carson Strong,carson-strong-1,/cfb/players/carson-strong-1.html,Nevada,MWC,12,3,104,34.7,,2021
Jake Genyk,jake-genyk-1,/cfb/players/jake-genyk-1.html,Northwestern,Big Ten,3,4,138,34.5,,2021
Clayton Howell,clayton-howell-1,/cfb/players/clayton-howell-1.html,Appalachian State,Sun Belt,14,2,66,33.0,,2021
Cameron Rising,cameron-rising-1,/cfb/players/cameron-rising-1.html,Utah,Pac-12,13,3,98,32.7,,2021
Dustin Crum,dustin-crum-1,/cfb/players/dustin-crum-1.html,Kent State,MAC,14,1,30,30.0,,2021
Nate Needham,nate-needham-2,/cfb/players/nate-needham-2.html,Bowling Green,MAC,12,1,30,30.0,,2021
Conor Schlichting,conor-schlichting-1,/cfb/players/conor-schlichting-1.html,Wisconsin,Big Ten,13,6,179,29.8,,2021
Jayden De Laura,jayden-de-laura-1,/cfb/players/jayden-de-laura-1.html,Washington State,Pac-12,12,1,28,28.0,,2021
Nate Cox,nate-cox-1,/cfb/players/nate-cox-1.html,Nevada,MWC,10,2,52,26.0,,2021
Matthew Goodyear,matthew-goodyear-1,/cfb/players/matthew-goodyear-1.html,Fresno State,MWC,1,1,24,24.0,,2021
Holton Ahlers,holton-ahlers-1,/cfb/players/holton-ahlers-1.html,East Carolina,American,12,1,22,22.0,,2021
Tanner Mordecai,tanner-mordecai-1,/cfb/players/tanner-mordecai-1.html,SMU,American,12,1,15,15.0,,2021
Colby Barker,colby-barker-1,/cfb/players/colby-barker-1.html,Syracuse,ACC,1,1,8,8.0,,2021
League Average,,,,,,,,43.2,,2021
