Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,punt,punt_yds,punt_yds_per_punt,awards,Year
Kelly Bryant,kelly-bryant-1,/cfb/players/kelly-bryant-1.html,Clemson,ACC,14,1,45,45.0,,2017
Hunter Lent,hunter-lent-1,/cfb/players/hunter-lent-1.html,North Carolina,ACC,5,25,1122,44.9,,2017
Cade Coffey,cade-coffey-1,/cfb/players/cade-coffey-1.html,Idaho,Sun Belt,12,66,2943,44.6,,2017
Ryan Winslow,ryan-winslow-1,/cfb/players/ryan-winslow-1.html,Pitt,ACC,12,57,2536,44.5,,2017
Brandon Wright,brandon-wright-3,/cfb/players/brandon-wright-3.html,Georgia State,Sun Belt,12,27,1199,44.4,,2017
Ryan Anderson,ryan-anderson-3,/cfb/players/ryan-anderson-3.html,Rutgers,Big Ten,12,79,3508,44.4,,2017
Zach Oakley,zach-oakley-1,/cfb/players/zach-oakley-1.html,Central Michigan,MAC,8,7,311,44.4,,2017
Corey Fatony,corey-fatony-1,/cfb/players/corey-fatony-1.html,Missouri,SEC,13,58,2570,44.3,,2017
Drue Chrisman,dru-chrisman-1,/cfb/players/dru-chrisman-1.html,Ohio State,Big Ten,13,51,2256,44.2,,2017
Drue Chrisman,drue-chrisman-1,/cfb/players/drue-chrisman-1.html,Ohio State,Big Ten,13,51,2256,44.2,,2017
Jack Fox,jack-fox-1,/cfb/players/jack-fox-1.html,Rice,CUSA,12,57,2520,44.2,,2017
Alan Luna,alan-luna-1,/cfb/players/alan-luna-1.html,UTEP,CUSA,12,79,3483,44.1,,2017
Dom Maggio,dom-maggio-1,/cfb/players/dom-maggio-1.html,Wake Forest,ACC,13,68,2996,44.1,,2017
Pressley Harvin III,pressley-harvin-iii-1,/cfb/players/pressley-harvin-iii-1.html,Georgia Tech,ACC,11,50,2205,44.1,,2017
Austin Barnes,austin-barnes-1,/cfb/players/austin-barnes-1.html,East Carolina,American,11,50,2200,44.0,,2017
Joseph Davidson,joseph-davidson-1,/cfb/players/joseph-davidson-1.html,Bowling Green,MAC,12,60,2641,44.0,,2017
Kaare Vedvik,kaare-vedvik-1,/cfb/players/kaare-vedvik-1.html,Marshall,CUSA,13,59,2597,44.0,,2017
Mason King,mason-king-1,/cfb/players/mason-king-1.html,Louisville,ACC,13,43,1887,43.9,,2017
Mitch Wishnowsky,mitch-wishnowsky-1,/cfb/players/mitch-wishnowsky-1.html,Utah,Pac-12,13,52,2282,43.9,,2017
Alex Kinney,alex-kinney-1,/cfb/players/alex-kinney-1.html,Colorado,Pac-12,12,56,2451,43.8,,2017
A.J. Cole III,aj-cole-iii-1,/cfb/players/aj-cole-iii-1.html,North Carolina State,ACC,13,54,2358,43.7,,2017
Lester Coleman,lester-coleman-1,/cfb/players/lester-coleman-1.html,Virginia,ACC,13,75,3278,43.7,,2017
Derek Adams,derek-adams-1,/cfb/players/derek-adams-1.html,Kent State,MAC,12,79,3447,43.6,,2017
Nick Walsh,nick-walsh-1,/cfb/players/nick-walsh-1.html,Kansas State,Big 12,12,57,2487,43.6,,2017
Tyler Newsome,tyler-newsome-1,/cfb/players/tyler-newsome-1.html,Notre Dame,Ind,13,63,2749,43.6,,2017
Arthur Hart,arthur-hart-1,/cfb/players/arthur-hart-1.html,Charlotte,CUSA,12,85,3695,43.5,,2017
Joseph Charlton,joseph-charlton-1,/cfb/players/joseph-charlton-1.html,South Carolina,SEC,13,55,2390,43.5,,2017
Jack Sheldon,jack-sheldon-1,/cfb/players/jack-sheldon-1.html,Central Michigan,MAC,11,75,3253,43.4,,2017
Jonathan Hernandez,jonathan-hernandez-2,/cfb/players/jonathan-hernandez-2.html,South Florida,American,12,61,2649,43.4,,2017
Evan Rabon,evan-rabon-1,/cfb/players/evan-rabon-1.html,Coastal Carolina,Sun Belt,12,56,2425,43.3,,2017
Blake Gillikin,blake-gillikin-1,/cfb/players/blake-gillikin-1.html,Penn State,Big Ten,13,52,2244,43.2,,2017
Logan Tyler,logan-tyler-1,/cfb/players/logan-tyler-1.html,Florida State,ACC,13,66,2849,43.2,,2017
Sterling Hofrichter,sterling-hofrichter-1,/cfb/players/sterling-hofrichter-1.html,Syracuse,ACC,12,57,2462,43.2,,2017
Zach Sinor,zach-sinor-1,/cfb/players/zach-sinor-1.html,Oklahoma State,Big 12,13,38,1639,43.1,,2017
Dylan Klumph,dylan-klumph-1,/cfb/players/dylan-klumph-1.html,California,Pac-12,11,46,1976,43.0,,2017
Dylan Klumph,dylan-klumph-2,/cfb/players/dylan-klumph-2.html,California,Pac-12,12,46,1976,43.0,,2017
Hunter Niswander,hunter-niswander-1,/cfb/players/hunter-niswander-1.html,Northwestern,Big Ten,13,67,2883,43.0,,2017
Jack Milas,jack-milas-1,/cfb/players/jack-milas-1.html,Ball State,MAC,12,1,43,43.0,,2017
JK Scott,jk-scott-3,/cfb/players/jk-scott-3.html,Alabama,SEC,14,54,2320,43.0,,2017
Ryan Santoso,ryan-santoso-1,/cfb/players/ryan-santoso-1.html,Minnesota,Big Ten,12,66,2838,43.0,,2017
Shane Morris,shane-morris-1,/cfb/players/shane-morris-1.html,Central Michigan,MAC,13,1,43,43.0,,2017
Zach Von Rosenberg,zach-von-rosenberg-1,/cfb/players/zach-von-rosenberg-1.html,LSU,SEC,11,36,1548,43.0,,2017
Jonny Linehan,jonny-linehan-1,/cfb/players/jonny-linehan-1.html,BYU,Ind,13,59,2533,42.9,,2017
Nick Schrage,nick-schrage-1,/cfb/players/nick-schrage-1.html,Army,Ind,13,25,1072,42.9,,2017
Stefan Flintoft,stefan-flintoft-1,/cfb/players/stefan-flintoft-1.html,UCLA,Pac-12,13,56,2404,42.9,,2017
Andrew David,andrew-david-1,/cfb/players/andrew-david-1.html,Texas Christian,Big 12,4,6,257,42.8,,2017
Logan Cooke,logan-cooke-1,/cfb/players/logan-cooke-1.html,Mississippi State,SEC,13,52,2220,42.7,,2017
Jake Julien,jake-julien-1,/cfb/players/jake-julien-1.html,Eastern Michigan,MAC,9,33,1407,42.6,,2017
Logan Laurent,logan-laurent-1,/cfb/players/logan-laurent-1.html,Massachusetts,Ind,12,65,2772,42.6,,2017
Blake Cusick,blake-cusick-1,/cfb/players/blake-cusick-1.html,Fresno State,MWC,14,67,2850,42.5,,2017
Jack Spicer,jack-spicer-1,/cfb/players/jack-spicer-1.html,Miami (FL),ACC,7,2,85,42.5,,2017
Ryan Gersonde,ryan-gersonde-1,/cfb/players/ryan-gersonde-1.html,Iowa,Big Ten,3,13,552,42.5,,2017
Derrick Mitchell,derrick-mitchell-2,/cfb/players/derrick-mitchell-2.html,Western Michigan,MAC,12,65,2756,42.4,,2017
Marcus Ripley,marcus-ripley-1,/cfb/players/marcus-ripley-1.html,Texas State,Sun Belt,12,81,3433,42.4,,2017
Oscar Bradburn,oscar-bradburn-1,/cfb/players/oscar-bradburn-1.html,Virginia Tech,ACC,13,66,2798,42.4,,2017
Ryan Rickel,ryan-rickel-1,/cfb/players/ryan-rickel-1.html,Florida Atlantic,CUSA,14,47,1993,42.4,,2017
Austin Seibert,austin-seibert-1,/cfb/players/austin-seibert-1.html,Oklahoma,Big 12,14,43,1820,42.3,,2017
Joel Whitford,joel-whitford-1,/cfb/players/joel-whitford-1.html,Washington,Pac-12,13,42,1778,42.3,,2017
Matt Panton,matt-panton-1,/cfb/players/matt-panton-1.html,Kentucky,SEC,12,64,2707,42.3,,2017
Tom Bennett,tom-bennett-1,/cfb/players/tom-bennett-1.html,Tulsa,American,12,61,2581,42.3,,2017
Mac Brown,mac-brown-1,/cfb/players/mac-brown-1.html,Ole Miss,SEC,4,5,211,42.2,,2017
Nick Gasser,nick-gasser-1,/cfb/players/nick-gasser-1.html,Akron,MAC,14,85,3588,42.2,,2017
Brogan Roback,brogan-roback-1,/cfb/players/brogan-roback-1.html,Eastern Michigan,MAC,12,10,421,42.1,,2017
Caleb Lightbourn,caleb-lightbourn-1,/cfb/players/caleb-lightbourn-1.html,Nebraska,Big Ten,12,59,2486,42.1,,2017
Charlie Scott,charlie-scott-2,/cfb/players/charlie-scott-2.html,Air Force,MWC,12,41,1728,42.1,,2017
Stan Gaudion,stan-gaudion-1,/cfb/players/stan-gaudion-1.html,Hawaii,MWC,12,58,2440,42.1,,2017
Aaron Dalton,aaron-dalton-1,/cfb/players/aaron-dalton-1.html,Utah State,MWC,13,76,3193,42.0,,2017
Austin Parker,austin-parker-2,/cfb/players/austin-parker-2.html,Duke,ACC,12,61,2565,42.0,,2017
Blake Hayes,blake-hayes-1,/cfb/players/blake-hayes-1.html,Illinois,Big Ten,12,77,3231,42.0,,2017
Erik Powell,erik-powell-1,/cfb/players/erik-powell-1.html,Washington State,Pac-12,13,22,923,42.0,,2017
Jake Hartbarger,jake-hartbarger-1,/cfb/players/jake-hartbarger-1.html,Michigan State,Big Ten,13,69,2895,42.0,,2017
James Smith,james-smith-8,/cfb/players/james-smith-8.html,Cincinnati,American,12,64,2688,42.0,,2017
Harrison Heim,harrison-heim-1,/cfb/players/harrison-heim-1.html,Louisiana-Monroe,Sun Belt,12,58,2433,41.9,,2017
Dane Roy,dane-roy-1,/cfb/players/dane-roy-1.html,Houston,American,12,58,2423,41.8,,2017
Reid Budrovich,reid-budrovich-1,/cfb/players/reid-budrovich-1.html,USC,Pac-12,14,55,2289,41.6,,2017
Yannis Routsas,yannis-routsas-1,/cfb/players/yannis-routsas-1.html,UTSA,CUSA,11,47,1953,41.6,,2017
Peyton Theisler,peyton-theisler-1,/cfb/players/peyton-theisler-1.html,New Mexico State,Sun Belt,13,80,3322,41.5,,2017
Will Gleeson,will-gleeson-1,/cfb/players/will-gleeson-1.html,Ole Miss,SEC,12,51,2114,41.5,,2017
Dominic Panazzolo,dominic-panazzolo-1,/cfb/players/dominic-panazzolo-1.html,Texas Tech,Big 12,13,60,2484,41.4,,2017
Joel Dixon,joel-dixon-1,/cfb/players/joel-dixon-1.html,UAB,CUSA,13,65,2687,41.3,,2017
Jonathan Hagee,jonathan-hagee-1,/cfb/players/jonathan-hagee-1.html,Ball State,MAC,1,5,206,41.2,,2017
Matt Ference,matt-ference-1,/cfb/players/matt-ference-1.html,Northern Illinois,MAC,13,83,3421,41.2,,2017
Blake Patterson,blake-patterson-1,/cfb/players/blake-patterson-1.html,North Texas,CUSA,10,34,1398,41.1,,2017
Cody Grace,cody-grace-1,/cfb/players/cody-grace-1.html,Arkansas State,Sun Belt,11,49,2014,41.1,,2017
Brent Stockstill,brent-stockstill-1,/cfb/players/brent-stockstill-1.html,Middle Tennessee State,CUSA,7,4,164,41.0,,2017
Jake Browning,jake-browning-1,/cfb/players/jake-browning-1.html,Washington,Pac-12,13,3,123,41.0,,2017
Nick Jacobs,nick-jacobs-1,/cfb/players/nick-jacobs-1.html,Memphis,American,12,26,1065,41.0,,2017
Stone Wilson,stone-wilson-1,/cfb/players/stone-wilson-1.html,Florida International,CUSA,13,57,2337,41.0,,2017
Billy Kinney,billy-kinney-1,/cfb/players/billy-kinney-1.html,West Virginia,Big 12,13,70,2863,40.9,,2017
Evan Pantels,evan-pantels-1,/cfb/players/evan-pantels-1.html,Nevada-Las Vegas,MWC,9,22,900,40.9,,2017
Spencer Smith,spencer-smith-6,/cfb/players/spencer-smith-6.html,Memphis,American,13,23,940,40.9,,2017
Steven Coutts,steven-coutts-1,/cfb/players/steven-coutts-1.html,California,Pac-12,2,5,204,40.8,,2017
Haydon Whitehead,haydon-whitehead-1,/cfb/players/haydon-whitehead-1.html,Indiana,Big Ten,12,85,3459,40.7,,2017
Quinn Skillin,quinn-skillin-1,/cfb/players/quinn-skillin-1.html,Boise State,MWC,14,40,1626,40.7,,2017
Sam Geraci,sam-geraci-1,/cfb/players/sam-geraci-1.html,Louisiana,Sun Belt,12,64,2606,40.7,,2017
Colin Downing,colin-downing-1,/cfb/players/colin-downing-1.html,Iowa State,Big 12,13,66,2677,40.6,,2017
Jamie Sackville,jamie-sackville-1,/cfb/players/jamie-sackville-1.html,SMU,American,13,59,2396,40.6,,2017
Joel Velazquez,joel-velazquez-1,/cfb/players/joel-velazquez-1.html,Boise State,MWC,14,22,894,40.6,,2017
Kyle Deween,kyle-deween-1,/cfb/players/kyle-deween-1.html,Buffalo,MAC,12,56,2274,40.6,,2017
Michael Farkas,michael-farkas-1,/cfb/players/michael-farkas-1.html,Ohio,MAC,13,58,2352,40.6,,2017
Will Spiers,will-spiers-1,/cfb/players/will-spiers-1.html,Clemson,ACC,14,67,2723,40.6,,2017
Zac Everett,zac-everett-1,/cfb/players/zac-everett-1.html,Southern Mississippi,CUSA,12,64,2597,40.6,,2017
Bailey Cate,bailey-cate-1,/cfb/players/bailey-cate-1.html,Old Dominion,CUSA,12,66,2674,40.5,,2017
Joe Schopper,joe-schopper-1,/cfb/players/joe-schopper-1.html,Purdue,Big Ten,13,73,2953,40.5,,2017
Kyle Kramer,kyle-kramer-2,/cfb/players/kyle-kramer-2.html,Miami (OH),MAC,12,64,2595,40.5,,2017
Owen White,owen-white-1,/cfb/players/owen-white-1.html,Navy,American,13,42,1703,40.5,,2017
Alex Starzyk,alex-starzyk-1,/cfb/players/alex-starzyk-1.html,Temple,American,13,57,2301,40.4,,2017
Brad Robbins,brad-robbins-1,/cfb/players/brad-robbins-1.html,Michigan,Big Ten,10,64,2583,40.4,,2017
Connor Martin,connor-martin-1,/cfb/players/connor-martin-1.html,Baylor,Big 12,12,39,1572,40.3,,2017
Jake Collins,jake-collins-1,/cfb/players/jake-collins-1.html,Western Kentucky,CUSA,13,57,2290,40.2,,2017
Jake Collins,jake-collins-3,/cfb/players/jake-collins-3.html,Western Kentucky,CUSA,13,57,2290,40.2,,2017
Matt Flynn,matt-flynn-2,/cfb/players/matt-flynn-2.html,Georgia Southern,Sun Belt,12,66,2656,40.2,,2017
Sam Loy,sam-loy-1,/cfb/players/sam-loy-1.html,Vanderbilt,SEC,12,64,2575,40.2,,2017
Anthony Lotti,anthony-lotti-1,/cfb/players/anthony-lotti-1.html,Wisconsin,Big Ten,14,57,2281,40.0,,2017
Connor Allen,connor-allen-1,/cfb/players/connor-allen-1.html,Wisconsin,Big Ten,14,4,160,40.0,,2017
Mike Knoll,mike-knoll-2,/cfb/players/mike-knoll-2.html,Boston College,ACC,13,77,3079,40.0,,2017
Tyler Sumpter,tyler-sumpter-1,/cfb/players/tyler-sumpter-1.html,Troy,Sun Belt,13,59,2360,40.0,,2017
Tyler Sumpter,tyler-sumpter-2,/cfb/players/tyler-sumpter-2.html,Troy,Sun Belt,13,59,2360,40.0,,2017
Michael Sleep-Dalton,michael-sleep-dalton-1,/cfb/players/michael-sleep-dalton-1.html,Arizona State,Pac-12,13,62,2474,39.9,,2017
Xavier Subotsch,xavier-subotsch-1,/cfb/players/xavier-subotsch-1.html,Appalachian State,Sun Belt,13,55,2193,39.9,,2017
Ian Shannon,ian-shannon-1,/cfb/players/ian-shannon-1.html,Auburn,SEC,4,14,557,39.8,,2017
Bryce Crawford,bryce-crawford-1,/cfb/players/bryce-crawford-1.html,San Jose State,MWC,12,10,397,39.7,,2017
Cole Moos,cole-moos-1,/cfb/players/cole-moos-1.html,Kansas,Big 12,12,83,3287,39.6,,2017
Mac Loudermilk,mac-loudermilk-1,/cfb/players/mac-loudermilk-1.html,UCF,American,13,46,1822,39.6,,2017
Matt Bonadies,matt-bonadies-1,/cfb/players/matt-bonadies-1.html,Middle Tennessee State,CUSA,13,59,2334,39.6,,2017
Quinton Conaway,quinton-conaway-1,/cfb/players/quinton-conaway-1.html,Nevada,MWC,12,48,1902,39.6,,2017
Aidan Marshall,aidan-marshall-1,/cfb/players/aidan-marshall-1.html,Auburn,SEC,11,43,1693,39.4,,2017
Adam Nunez,adam-nunez-1,/cfb/players/adam-nunez-1.html,Texas Christian,Big 12,14,62,2439,39.3,,2017
Carson King,carson-king-1,/cfb/players/carson-king-1.html,Clemson,ACC,3,3,118,39.3,,2017
Tim Zaleski,tim-zaleski-1,/cfb/players/tim-zaleski-1.html,Wyoming,MWC,13,87,3409,39.2,,2017
Wade Lees,wade-lees-1,/cfb/players/wade-lees-1.html,Maryland,Big Ten,12,64,2511,39.2,,2017
Zachary Block,zachary-block-1,/cfb/players/zachary-block-1.html,Tulane,American,12,53,2079,39.2,,2017
Davan Dyer,davan-dyer-1,/cfb/players/davan-dyer-1.html,Louisiana Tech,CUSA,8,19,742,39.1,,2017
Corey Edwards,corey-edwards-1,/cfb/players/corey-edwards-1.html,BYU,Ind,12,1,39,39.0,,2017
Brett Graham,brett-graham-1,/cfb/players/brett-graham-1.html,Connecticut,American,12,63,2442,38.8,,2017
Miles Butler,miles-butler-1,/cfb/players/miles-butler-1.html,Kentucky,SEC,4,3,116,38.7,,2017
Blake Johnson,blake-johnson-1,/cfb/players/blake-johnson-1.html,Arkansas,SEC,12,59,2277,38.6,,2017
Zach Feagles,zach-feagles-1,/cfb/players/zach-feagles-1.html,Miami (FL),ACC,13,72,2777,38.6,,2017
Michael Julian,michael-julian-1,/cfb/players/michael-julian-1.html,Toledo,MAC,10,6,231,38.5,,2017
Nick Porebski,nick-porebski-1,/cfb/players/nick-porebski-1.html,Oregon State,Pac-12,12,49,1885,38.5,,2017
Adam Stack,adam-stack-1,/cfb/players/adam-stack-1.html,Oregon,Pac-12,13,62,2379,38.4,,2017
Kyle Sweet,kyle-sweet-1,/cfb/players/kyle-sweet-1.html,Washington State,Pac-12,13,33,1266,38.4,,2017
Brandon Heicklen,brandon-heicklen-1,/cfb/players/brandon-heicklen-1.html,San Diego State,MWC,13,59,2258,38.3,,2017
Oliver Holdensen,oliver-holdensen-1,/cfb/players/oliver-holdensen-1.html,Georgia State,Sun Belt,12,32,1226,38.3,,2017
Bailey Flint,bailey-flint-1,/cfb/players/bailey-flint-1.html,Toledo,MAC,14,47,1788,38.0,,2017
Trevor Wood,trevor-wood-1,/cfb/players/trevor-wood-1.html,Arizona,Pac-12,10,2,76,38.0,,2017
Colten Rastetter,colten-rastetter-1,/cfb/players/colten-rastetter-1.html,Iowa,Big Ten,13,55,2078,37.8,,2017
Will Hart,will-hart-2,/cfb/players/will-hart-2.html,Michigan,Big Ten,4,13,490,37.7,,2017
Brady Farlow,brady-farlow-1,/cfb/players/brady-farlow-1.html,Louisiana Tech,CUSA,9,36,1355,37.6,,2017
Jake Verity,jake-verity-1,/cfb/players/jake-verity-1.html,East Carolina,American,12,3,112,37.3,,2017
Nathan Snyder,nathan-snyder-2,/cfb/players/nathan-snyder-2.html,Ball State,MAC,12,50,1865,37.3,,2017
Chase McLaughlin,chase-mclaughlin-1,/cfb/players/chase-mclaughlin-1.html,Illinois,Big Ten,12,1,37,37.0,,2017
Nathan Stanley,nathan-stanley-2,/cfb/players/nathan-stanley-2.html,Iowa,Big Ten,13,3,111,37.0,,2017
Zack Mahoney,zack-mahoney-1,/cfb/players/zack-mahoney-1.html,Syracuse,ACC,7,1,37,37.0,,2017
Alvin Kenworthy,alvin-kenworthy-1,/cfb/players/alvin-kenworthy-1.html,North Texas,CUSA,5,18,663,36.8,,2017
Kyle Thompson,kyle-thompson-1,/cfb/players/kyle-thompson-1.html,Kansas,Big 12,2,4,147,36.8,,2017
Riley Erickson,riley-erickson-1,/cfb/players/riley-erickson-1.html,Nevada-Las Vegas,MWC,5,24,878,36.6,,2017
Brandon Dawkins,brandon-dawkins-2,/cfb/players/brandon-dawkins-2.html,Arizona,Pac-12,7,1,36,36.0,,2017
Dan Kubiuk,dan-kubiuk-1,/cfb/players/dan-kubiuk-1.html,Northwestern,Big Ten,3,2,72,36.0,,2017
Jonn Young,jonn-young-1,/cfb/players/jonn-young-1.html,West Virginia,Big 12,2,2,72,36.0,,2017
Josh Growden,josh-growden-1,/cfb/players/josh-growden-1.html,LSU,SEC,11,23,827,36.0,,2017
Zach Lee,zach-lee-1,/cfb/players/zach-lee-1.html,Utah State,MWC,1,1,36,36.0,,2017
Alex Bland,alex-bland-1,/cfb/players/alex-bland-1.html,Oregon State,Pac-12,3,11,395,35.9,,2017
Jake Glatting,jake-glatting-1,/cfb/players/jake-glatting-1.html,Arizona,Pac-12,13,31,1113,35.9,,2017
Damon Foncham,damon-foncham-1,/cfb/players/damon-foncham-1.html,Arkansas State,Sun Belt,12,6,213,35.5,,2017
William Holmquist,william-holmquist-1,/cfb/players/william-holmquist-1.html,Duke,ACC,2,5,177,35.4,,2017
Derambez Drinkard,derambez-drinkard-1,/cfb/players/derambez-drinkard-1.html,Coastal Carolina,Sun Belt,7,1,35,35.0,,2017
Jonathan Banks,jonathan-banks-1,/cfb/players/jonathan-banks-1.html,Tulane,American,11,3,105,35.0,,2017
Josh Pollack,josh-pollack-1,/cfb/players/josh-pollack-1.html,Arizona,Pac-12,13,15,519,34.6,,2017
Morgan Hagee,morgan-hagee-1,/cfb/players/morgan-hagee-1.html,Ball State,MAC,12,20,689,34.5,,2017
Zach Potter,zach-potter-2,/cfb/players/zach-potter-2.html,Army,Ind,4,2,69,34.5,,2017
D.J. Moore,dj-moore-3,/cfb/players/dj-moore-3.html,Maryland,Big Ten,12,1,34,34.0,,2017
Ivan Oraha,ivan-oraha-1,/cfb/players/ivan-oraha-1.html,Eastern Michigan,MAC,11,22,741,33.7,,2017
John Urzua,john-urzua-1,/cfb/players/john-urzua-1.html,Middle Tennessee State,CUSA,6,2,65,32.5,,2017
Kent Myers,kent-myers-1,/cfb/players/kent-myers-1.html,Utah State,MWC,10,2,65,32.5,,2017
Kenny Hill,kenny-hill-1,/cfb/players/kenny-hill-1.html,Texas Christian,Big 12,13,1,32,32.0,,2017
Riley Ferguson,riley-ferguson-1,/cfb/players/riley-ferguson-1.html,Memphis,American,13,1,32,32.0,,2017
Cooper Mojsiejenko,cooper-mojsiejenko-1,/cfb/players/cooper-mojsiejenko-1.html,Central Michigan,MAC,6,6,190,31.7,,2017
Jeff Hollingsworth,jeff-hollingsworth-1,/cfb/players/jeff-hollingsworth-1.html,Georgia State,Sun Belt,1,2,63,31.5,,2017
Glen Cuiellette,glen-cuiellette-1,/cfb/players/glen-cuiellette-1.html,Tulane,American,11,1,31,31.0,,2017
Briggs Bourgeois,briggs-bourgeois-1,/cfb/players/briggs-bourgeois-1.html,Southern Mississippi,CUSA,13,3,90,30.0,,2017
John Mackesy,john-mackesy-1,/cfb/players/john-mackesy-1.html,Boise State,MWC,3,1,29,29.0,,2017
Ross Bowers,ross-bowers-1,/cfb/players/ross-bowers-1.html,California,Pac-12,12,3,87,29.0,,2017
Ty Gangi,ty-gangi-1,/cfb/players/ty-gangi-1.html,Nevada,MWC,10,6,174,29.0,,2017
Kody Schexnayder,kody-schexnayder-1,/cfb/players/kody-schexnayder-1.html,Mississippi State,SEC,1,1,28,28.0,,2017
Mitchell Cox,mitchell-cox-1,/cfb/players/mitchell-cox-1.html,Washington State,Pac-12,7,8,224,28.0,,2017
Paul Fricano,paul-fricano-1,/cfb/players/paul-fricano-1.html,Eastern Michigan,MAC,12,2,56,28.0,,2017
George Bollas,george-bollas-1,/cfb/players/george-bollas-1.html,Kent State,MAC,11,3,81,27.0,,2017
Josh Orne,josh-orne-2,/cfb/players/josh-orne-2.html,Northern Illinois,MAC,12,2,54,27.0,,2017
Manny Wilkins,manny-wilkins-1,/cfb/players/manny-wilkins-1.html,Arizona State,Pac-12,13,2,52,26.0,,2017
Reid Nelson,reid-nelson-1,/cfb/players/reid-nelson-1.html,Vanderbilt,SEC,3,2,49,24.5,,2017
Rylee Critcher,rylee-critcher-1,/cfb/players/rylee-critcher-1.html,Appalachian State,Sun Belt,13,2,49,24.5,,2017
Marcus McMaryion,marcus-mcmaryion-1,/cfb/players/marcus-mcmaryion-1.html,Fresno State,MWC,14,1,23,23.0,,2017
Will Grier,will-grier-1,/cfb/players/will-grier-1.html,West Virginia,Big 12,11,1,23,23.0,,2017
Jeff Riney,jeff-riney-1,/cfb/players/jeff-riney-1.html,Notre Dame,Ind,1,1,20,20.0,,2017
Brice Ramsey,brice-ramsey-1,/cfb/players/brice-ramsey-1.html,Georgia,SEC,4,1,19,19.0,,2017
James Fonseca,james-fonseca-1,/cfb/players/james-fonseca-1.html,Akron,MAC,1,1,15,15.0,,2017
Nick Fitzgerald,nick-fitzgerald-2,/cfb/players/nick-fitzgerald-2.html,Mississippi State,SEC,12,1,14,14.0,,2017
Jacob Herbers,jacob-herbers-1,/cfb/players/jacob-herbers-1.html,Minnesota,Big Ten,10,1,11,11.0,,2017
A.J. Erdely,aj-erdely-1,/cfb/players/aj-erdely-1.html,UAB,CUSA,13,1,8,8.0,,2017
League Average,,,,,,,,41.8,,2017
