Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,punt,punt_yds,punt_yds_per_punt,awards,Year
Will Gleeson,will-gleeson-1,/cfb/players/will-gleeson-1.html,Ole Miss,SEC,12,28,1235,44.1,,2016
Michael Almond,michael-almond-1,/cfb/players/michael-almond-1.html,South Carolina,SEC,1,2,88,44.0,,2016
Mason King,mason-king-1,/cfb/players/mason-king-1.html,Louisville,ACC,13,55,2413,43.9,,2016
Matt Haack,matt-haack-1,/cfb/players/matt-haack-1.html,Arizona State,Pac-12,12,66,2897,43.9,,2016
Corey Fatony,corey-fatony-1,/cfb/players/corey-fatony-1.html,Missouri,SEC,12,66,2894,43.8,,2016
Justin Vogel,justin-vogel-1,/cfb/players/justin-vogel-1.html,Miami (FL),ACC,13,64,2803,43.8,,2016
Alex Boy,alex-boy-2,/cfb/players/alex-boy-2.html,Nevada,MWC,12,51,2230,43.7,,2016
Chad Kelly,chad-kelly-1,/cfb/players/chad-kelly-1.html,Ole Miss,SEC,9,3,131,43.7,,2016
Eric Keena,eric-keena-1,/cfb/players/eric-keena-1.html,North Texas,CUSA,13,72,3148,43.7,,2016
Gary Wunderlich,gary-wunderlich-1,/cfb/players/gary-wunderlich-1.html,Ole Miss,SEC,12,21,917,43.7,,2016
Jake Collins,jake-collins-3,/cfb/players/jake-collins-3.html,Western Kentucky,CUSA,13,37,1617,43.7,,2016
Austin Barnes,austin-barnes-1,/cfb/players/austin-barnes-1.html,Eastern Michigan,MAC,13,63,2739,43.5,,2016
Jake Bailey,jake-bailey-1,/cfb/players/jake-bailey-1.html,Stanford,Pac-12,13,50,2176,43.5,,2016
Tyler Newsome,tyler-newsome-1,/cfb/players/tyler-newsome-1.html,Notre Dame,Ind,11,54,2347,43.5,,2016
Kenneth Allen,kenneth-allen-1,/cfb/players/kenneth-allen-1.html,Michigan,Big Ten,13,54,2340,43.3,,2016
Gerald Shouse,gerald-shouse-1,/cfb/players/gerald-shouse-1.html,Louisiana Tech,CUSA,13,34,1470,43.2,,2016
Nick Ellis,nick-ellis-1,/cfb/players/nick-ellis-1.html,Toledo,MAC,13,54,2328,43.1,,2016
Ryan Rodwell,ryan-rodwell-1,/cfb/players/ryan-rodwell-1.html,Georgia Tech,ACC,13,46,1984,43.1,,2016
Manny Wilkins,manny-wilkins-1,/cfb/players/manny-wilkins-1.html,Arizona State,Pac-12,10,3,129,43.0,,2016
Shane Tripucka,shane-tripucka-1,/cfb/players/shane-tripucka-1.html,Texas A&M,SEC,13,69,2962,42.9,,2016
Blake Gillikin,blake-gillikin-1,/cfb/players/blake-gillikin-1.html,Penn State,Big Ten,14,61,2611,42.8,,2016
Zach Sinor,zach-sinor-1,/cfb/players/zach-sinor-1.html,Oklahoma State,Big 12,13,56,2395,42.8,,2016
Alex Barta,alex-barta-1,/cfb/players/alex-barta-1.html,Navy,American,10,23,983,42.7,,2016
Jake Collins,jake-collins-1,/cfb/players/jake-collins-1.html,Western Kentucky,CUSA,13,39,1666,42.7,,2016
Nick Walsh,nick-walsh-1,/cfb/players/nick-walsh-1.html,Kansas State,Big 12,13,50,2136,42.7,,2016
Sterling Hofrichter,sterling-hofrichter-1,/cfb/players/sterling-hofrichter-1.html,Syracuse,ACC,12,77,3289,42.7,,2016
Tom Sheldon,tom-sheldon-1,/cfb/players/tom-sheldon-1.html,North Carolina,ACC,13,50,2134,42.7,,2016
Dalton Schomp,dalton-schomp-1,/cfb/players/dalton-schomp-1.html,Florida Atlantic,CUSA,12,68,2895,42.6,,2016
Ryan Winslow,ryan-winslow-1,/cfb/players/ryan-winslow-1.html,Pitt,ACC,13,56,2385,42.6,,2016
Jonny Linehan,jonny-linehan-1,/cfb/players/jonny-linehan-1.html,BYU,Ind,13,57,2420,42.5,,2016
Sean Kelly,sean-kelly-1,/cfb/players/sean-kelly-1.html,South Carolina,SEC,13,72,3062,42.5,,2016
Josh Pollack,josh-pollack-1,/cfb/players/josh-pollack-1.html,Arizona,Pac-12,12,48,2028,42.3,,2016
Kevin Phillips,kevin-phillips-1,/cfb/players/kevin-phillips-1.html,Auburn,SEC,11,45,1902,42.3,,2016
Worth Gregory,worth-gregory-2,/cfb/players/worth-gregory-2.html,East Carolina,American,12,51,2159,42.3,,2016
Corey Bojorquez,corey-bojorquez-1,/cfb/players/corey-bojorquez-1.html,New Mexico,MWC,13,49,2067,42.2,,2016
Caleb Houston,caleb-houston-1,/cfb/players/caleb-houston-1.html,UCF,American,13,74,3117,42.1,,2016
Colten Rastetter,colten-rastetter-1,/cfb/players/colten-rastetter-1.html,Iowa,Big Ten,4,1,42,42.0,,2016
Dom Maggio,dom-maggio-1,/cfb/players/dom-maggio-1.html,Wake Forest,ACC,13,72,3026,42.0,,2016
Grant Aasen,grant-aasen-1,/cfb/players/grant-aasen-1.html,Georgia Tech,ACC,2,1,42,42.0,,2016
Seth Russell,seth-russell-1,/cfb/players/seth-russell-1.html,Baylor,Big 12,9,1,42,42.0,,2016
Yannis Routsas,yannis-routsas-1,/cfb/players/yannis-routsas-1.html,UTSA,CUSA,13,69,2898,42.0,,2016
Lumi Kaba,lumi-kaba-1,/cfb/players/lumi-kaba-1.html,Texas State,Sun Belt,12,74,3098,41.9,,2016
Alex Kelley,alex-kelley-1,/cfb/players/alex-kelley-1.html,Colorado,Pac-12,14,4,167,41.8,,2016
Dalton Parks,dalton-parks-1,/cfb/players/dalton-parks-1.html,Tulsa,American,13,64,2672,41.8,,2016
Kyle Kramer,kyle-kramer-2,/cfb/players/kyle-kramer-2.html,Miami (OH),MAC,7,30,1254,41.8,,2016
Billy Kinney,billy-kinney-1,/cfb/players/billy-kinney-1.html,West Virginia,Big 12,13,59,2462,41.7,,2016
Evan Pantels,evan-pantels-1,/cfb/players/evan-pantels-1.html,Nevada-Las Vegas,MWC,12,64,2670,41.7,,2016
Austin Rehkow,austin-rehkow-1,/cfb/players/austin-rehkow-1.html,Idaho,Sun Belt,13,56,2332,41.6,,2016
Drew Galitz,drew-galitz-1,/cfb/players/drew-galitz-1.html,Baylor,Big 12,13,54,2246,41.6,,2016
Logan Laurent,logan-laurent-1,/cfb/players/logan-laurent-1.html,Massachusetts,Ind,12,62,2582,41.6,,2016
Peyton Theisler,peyton-theisler-1,/cfb/players/peyton-theisler-1.html,New Mexico State,Sun Belt,12,74,3077,41.6,,2016
Sam Loy,sam-loy-1,/cfb/players/sam-loy-1.html,Vanderbilt,SEC,13,68,2832,41.6,,2016
Cole Moos,cole-moos-1,/cfb/players/cole-moos-1.html,Kansas,Big 12,12,73,3024,41.4,,2016
Derrick Mitchell,derrick-mitchell-2,/cfb/players/derrick-mitchell-2.html,Western Michigan,MAC,14,16,662,41.4,,2016
Josh Growden,josh-growden-1,/cfb/players/josh-growden-1.html,LSU,SEC,12,57,2357,41.4,,2016
A.J. Cole III,aj-cole-iii-1,/cfb/players/aj-cole-iii-1.html,North Carolina State,ACC,13,51,2104,41.3,,2016
Alex Kinney,alex-kinney-1,/cfb/players/alex-kinney-1.html,Colorado,Pac-12,14,72,2971,41.3,,2016
Ethan Wood,ethan-wood-1,/cfb/players/ethan-wood-1.html,Wyoming,MWC,14,70,2891,41.3,,2016
Hunter Niswander,hunter-niswander-1,/cfb/players/hunter-niswander-1.html,Northwestern,Big Ten,13,73,3015,41.3,,2016
Justin Wain,justin-wain-1,/cfb/players/justin-wain-1.html,Connecticut,American,12,73,3017,41.3,,2016
Kyle Schmidt,kyle-schmidt-1,/cfb/players/kyle-schmidt-1.html,Ball State,MAC,12,57,2354,41.3,,2016
Nick Porebski,nick-porebski-1,/cfb/players/nick-porebski-1.html,Oregon State,Pac-12,12,64,2643,41.3,,2016
Tanner Blain,tanner-blain-1,/cfb/players/tanner-blain-1.html,San Diego State,MWC,14,63,2602,41.3,,2016
Jonathan Hernandez,jonathan-hernandez-2,/cfb/players/jonathan-hernandez-2.html,South Florida,American,13,63,2597,41.2,,2016
Mike Weaver,mike-weaver-1,/cfb/players/mike-weaver-1.html,Wake Forest,ACC,13,10,412,41.2,,2016
Austin Seibert,austin-seibert-1,/cfb/players/austin-seibert-1.html,Oklahoma,Big 12,13,48,1975,41.1,,2016
Colin Downing,colin-downing-1,/cfb/players/colin-downing-1.html,Iowa State,Big 12,12,58,2381,41.1,,2016
Ron Coluzzi,ron-coluzzi-1,/cfb/players/ron-coluzzi-1.html,Iowa,Big Ten,13,75,3080,41.1,,2016
Steve Brosy,steve-brosy-1,/cfb/players/steve-brosy-1.html,Air Force,MWC,13,48,1973,41.1,,2016
Adam Searl,adam-searl-1,/cfb/players/adam-searl-1.html,UCLA,Pac-12,3,6,246,41.0,,2016
Alan Luna,alan-luna-1,/cfb/players/alan-luna-1.html,UTEP,CUSA,12,62,2542,41.0,,2016
Bentlee Critcher,bentlee-critcher-1,/cfb/players/bentlee-critcher-1.html,Appalachian State,Sun Belt,13,55,2255,41.0,,2016
Cooper Mojsiejenko,cooper-mojsiejenko-1,/cfb/players/cooper-mojsiejenko-1.html,Central Michigan,MAC,10,20,819,41.0,,2016
Dayton Balvanz,dayton-balvanz-1,/cfb/players/dayton-balvanz-1.html,Louisiana-Monroe,Sun Belt,12,63,2586,41.0,,2016
Riley Ferguson,riley-ferguson-1,/cfb/players/riley-ferguson-1.html,Memphis,American,13,1,41,41.0,,2016
Tyler Stehling,tyler-stehling-1,/cfb/players/tyler-stehling-1.html,Rice,CUSA,11,1,41,41.0,,2016
Austin Parker,austin-parker-2,/cfb/players/austin-parker-2.html,Duke,ACC,7,38,1556,40.9,,2016
Jake Hartbarger,jake-hartbarger-1,/cfb/players/jake-hartbarger-1.html,Michigan State,Big Ten,12,54,2211,40.9,,2016
Ryan Kay,ryan-kay-1,/cfb/players/ryan-kay-1.html,Troy,Sun Belt,13,69,2820,40.9,,2016
Ryan Santoso,ryan-santoso-1,/cfb/players/ryan-santoso-1.html,Minnesota,Big Ten,13,77,3151,40.9,,2016
Michael Farkas,michael-farkas-1,/cfb/players/michael-farkas-1.html,Ohio,MAC,14,71,2895,40.8,,2016
Zachary Block,zachary-block-1,/cfb/players/zachary-block-1.html,Tulane,American,12,68,2772,40.8,,2016
Jack Fox,jack-fox-1,/cfb/players/jack-fox-1.html,Rice,CUSA,12,75,3051,40.7,,2016
Jake Browning,jake-browning-1,/cfb/players/jake-browning-1.html,Washington,Pac-12,14,3,122,40.7,H-6,2016
Joe Schopper,joe-schopper-1,/cfb/players/joe-schopper-1.html,Purdue,Big Ten,12,56,2277,40.7,,2016
Tristan Vizcaino,tristan-vizcaino-1,/cfb/players/tristan-vizcaino-1.html,Washington,Pac-12,14,51,2077,40.7,,2016
Dane Roy,dane-roy-1,/cfb/players/dane-roy-1.html,Houston,American,13,59,2397,40.6,,2016
David Reisner,david-reisner-1,/cfb/players/david-reisner-1.html,Illinois,Big Ten,5,23,934,40.6,,2016
Derek Adams,derek-adams-1,/cfb/players/derek-adams-1.html,Kent State,MAC,12,76,3063,40.3,,2016
James Coleman,james-coleman-3,/cfb/players/james-coleman-3.html,Western Michigan,MAC,11,28,1128,40.3,,2016
Joseph Gedeon,joseph-gedeon-1,/cfb/players/joseph-gedeon-1.html,Indiana,Big Ten,13,61,2457,40.3,,2016
Logan Tyler,logan-tyler-1,/cfb/players/logan-tyler-1.html,Florida State,ACC,13,54,2177,40.3,,2016
Stefan Flintoft,stefan-flintoft-1,/cfb/players/stefan-flintoft-1.html,UCLA,Pac-12,5,23,928,40.3,,2016
Jack Sheldon,jack-sheldon-1,/cfb/players/jack-sheldon-1.html,Central Michigan,MAC,12,47,1890,40.2,,2016
Ryan Frain,ryan-frain-1,/cfb/players/ryan-frain-1.html,Illinois,Big Ten,10,53,2127,40.1,,2016
Greg Stroman,greg-stroman-1,/cfb/players/greg-stroman-1.html,Virginia Tech,ACC,11,2,80,40.0,,2016
Kaare Vedvik,kaare-vedvik-1,/cfb/players/kaare-vedvik-1.html,Marshall,CUSA,12,70,2800,40.0,,2016
Logan Cooke,logan-cooke-1,/cfb/players/logan-cooke-1.html,Mississippi State,SEC,10,44,1760,40.0,,2016
Sam Geraci,sam-geraci-1,/cfb/players/sam-geraci-1.html,Cincinnati,American,12,66,2641,40.0,,2016
Brandon Wright,brandon-wright-3,/cfb/players/brandon-wright-3.html,Georgia State,Sun Belt,12,61,2430,39.8,,2016
Kyle Deween,kyle-deween-1,/cfb/players/kyle-deween-1.html,Buffalo,MAC,12,72,2865,39.8,,2016
Wade Lees,wade-lees-1,/cfb/players/wade-lees-1.html,Maryland,Big Ten,13,72,2868,39.8,,2016
Caleb Lightbourn,caleb-lightbourn-1,/cfb/players/caleb-lightbourn-1.html,Nebraska,Big Ten,12,65,2578,39.7,,2016
Adam Nunez,adam-nunez-1,/cfb/players/adam-nunez-1.html,Texas Christian,Big 12,13,72,2851,39.6,,2016
Jamie Sackville,jamie-sackville-1,/cfb/players/jamie-sackville-1.html,SMU,American,12,71,2813,39.6,,2016
Jake Glatting,jake-glatting-1,/cfb/players/jake-glatting-1.html,Arizona,Pac-12,3,10,394,39.4,,2016
Damon Foncham,damon-foncham-1,/cfb/players/damon-foncham-1.html,Arkansas State,Sun Belt,13,77,3026,39.3,,2016
Davis Webb,davis-webb-1,/cfb/players/davis-webb-1.html,California,Pac-12,12,7,275,39.3,,2016
Arthur Hart,arthur-hart-1,/cfb/players/arthur-hart-1.html,Charlotte,CUSA,11,68,2664,39.2,,2016
Grant McKinniss,grant-mckinniss-1,/cfb/players/grant-mckinniss-1.html,Kentucky,SEC,13,58,2273,39.2,,2016
Jacob Ambrose,jacob-ambrose-1,/cfb/players/jacob-ambrose-1.html,Northern Illinois,MAC,12,70,2740,39.1,,2016
Matt Flynn,matt-flynn-2,/cfb/players/matt-flynn-2.html,Georgia Southern,Sun Belt,12,56,2189,39.1,,2016
Alex Starzyk,alex-starzyk-1,/cfb/players/alex-starzyk-1.html,Temple,American,14,53,2065,39.0,,2016
Grant Warren,grant-warren-1,/cfb/players/grant-warren-1.html,Ole Miss,SEC,1,1,39,39.0,,2016
Rhett Almond,rhett-almond-1,/cfb/players/rhett-almond-1.html,BYU,Ind,13,1,39,39.0,,2016
Matt Bonadies,matt-bonadies-1,/cfb/players/matt-bonadies-1.html,Middle Tennessee State,CUSA,13,58,2248,38.8,,2016
Mitchell Ludwig,mitchell-ludwig-1,/cfb/players/mitchell-ludwig-1.html,Virginia Tech,ACC,14,68,2638,38.8,,2016
Marshall Long,marshall-long-1,/cfb/players/marshall-long-1.html,Georgia,SEC,9,49,1897,38.7,,2016
Matt Aragon,matt-aragon-1,/cfb/players/matt-aragon-1.html,Arizona,Pac-12,1,3,116,38.7,,2016
Marcus Ripley,marcus-ripley-1,/cfb/players/marcus-ripley-1.html,Texas State,Sun Belt,10,8,307,38.4,,2016
Nick Jacobs,nick-jacobs-1,/cfb/players/nick-jacobs-1.html,Memphis,American,7,12,461,38.4,,2016
Austin Kent,austin-kent-1,/cfb/players/austin-kent-1.html,UCLA,Pac-12,8,44,1687,38.3,,2016
Blake Cusick,blake-cusick-1,/cfb/players/blake-cusick-1.html,Fresno State,MWC,12,78,2990,38.3,,2016
Chris Tilbey,chris-tilbey-1,/cfb/players/chris-tilbey-1.html,USC,Pac-12,13,50,1917,38.3,,2016
Kyle Sweet,kyle-sweet-1,/cfb/players/kyle-sweet-1.html,Washington State,Pac-12,13,32,1224,38.3,,2016
Michael Barden,michael-barden-1,/cfb/players/michael-barden-1.html,Texas Tech,Big 12,11,43,1645,38.3,,2016
Mike Knoll,mike-knoll-2,/cfb/players/mike-knoll-2.html,Boston College,ACC,13,94,3601,38.3,,2016
Andy Teasdall,andy-teasdall-1,/cfb/players/andy-teasdall-1.html,Clemson,ACC,14,61,2321,38.0,,2016
Deshaun Watson,deshaun-watson-1,/cfb/players/deshaun-watson-1.html,Clemson,ACC,15,1,38,38.0,H-2,2016
Erik Baughman,erik-baughman-1,/cfb/players/erik-baughman-1.html,Texas Tech,Big 12,1,3,114,38.0,,2016
Hayden Tobola,hayden-tobola-1,/cfb/players/hayden-tobola-1.html,Rice,CUSA,11,1,38,38.0,,2016
Justin Martin,justin-martin-3,/cfb/players/justin-martin-3.html,Miami (OH),MAC,11,33,1253,38.0,,2016
Stephen Johnson,stephen-johnson-8,/cfb/players/stephen-johnson-8.html,Kentucky,SEC,12,1,38,38.0,,2016
Aaron Dalton,aaron-dalton-1,/cfb/players/aaron-dalton-1.html,Utah State,MWC,12,62,2348,37.9,,2016
Michael Cintron,michael-cintron-1,/cfb/players/michael-cintron-1.html,Rutgers,Big Ten,12,95,3600,37.9,,2016
Bailey Cate,bailey-cate-1,/cfb/players/bailey-cate-1.html,Old Dominion,CUSA,13,57,2157,37.8,,2016
Ian Wheeler,ian-wheeler-2,/cfb/players/ian-wheeler-2.html,Oregon,Pac-12,12,59,2233,37.8,,2016
Anthony Lotti,anthony-lotti-1,/cfb/players/anthony-lotti-1.html,Wisconsin,Big Ten,12,51,1923,37.7,,2016
James Sherman,james-sherman-1,/cfb/players/james-sherman-1.html,Texas State,Sun Belt,10,3,113,37.7,,2016
Nick Gasser,nick-gasser-1,/cfb/players/nick-gasser-1.html,Akron,MAC,12,59,2226,37.7,,2016
Stone Wilson,stone-wilson-1,/cfb/players/stone-wilson-1.html,Florida International,CUSA,12,61,2293,37.6,,2016
Daniel Pasquariello,daniel-pasquariello-1,/cfb/players/daniel-pasquariello-1.html,Penn State,Big Ten,1,2,75,37.5,,2016
Oliver Holdensen,oliver-holdensen-1,/cfb/players/oliver-holdensen-1.html,Georgia State,Sun Belt,4,6,225,37.5,,2016
Zach Charme,zach-charme-1,/cfb/players/zach-charme-1.html,Washington State,Pac-12,7,8,297,37.1,,2016
Alex Robinson,alex-robinson-2,/cfb/players/alex-robinson-2.html,Stanford,Pac-12,3,4,148,37.0,,2016
Carson King,carson-king-1,/cfb/players/carson-king-1.html,Clemson,ACC,1,1,37,37.0,,2016
Carter Stanley,carter-stanley-1,/cfb/players/carter-stanley-1.html,Kansas,Big 12,9,1,37,37.0,,2016
DeShone Kizer,deshone-kizer-1,/cfb/players/deshone-kizer-1.html,Notre Dame,Ind,12,1,37,37.0,,2016
Kody Schexnayder,kody-schexnayder-1,/cfb/players/kody-schexnayder-1.html,Mississippi State,SEC,4,18,665,36.9,,2016
P.J. Rosowski,pj-rosowski-1,/cfb/players/pj-rosowski-1.html,Wisconsin,Big Ten,14,15,550,36.7,,2016
Corliss Waitman,corliss-waitman-1,/cfb/players/corliss-waitman-1.html,South Alabama,Sun Belt,13,17,621,36.5,,2016
Danny Stirt,danny-stirt-2,/cfb/players/danny-stirt-2.html,Duke,ACC,11,25,913,36.5,,2016
J.D. Mote,jd-mote-1,/cfb/players/jd-mote-1.html,Army,Ind,6,15,544,36.3,,2016
Brad Davis,brad-davis-3,/cfb/players/brad-davis-3.html,Old Dominion,CUSA,13,1,36,36.0,,2016
Morgan Hagee,morgan-hagee-1,/cfb/players/morgan-hagee-1.html,Ball State,MAC,12,4,144,36.0,,2016
Shane Buechele,shane-buechele-1,/cfb/players/shane-buechele-1.html,Texas,Big 12,12,1,36,36.0,,2016
Zach Smith,zach-smith-6,/cfb/players/zach-smith-6.html,Baylor,Big 12,10,1,36,36.0,,2016
Jermaine Adams,jermaine-adams-1,/cfb/players/jermaine-adams-1.html,Army,Ind,8,9,323,35.9,,2016
Daniel Jones,daniel-jones-4,/cfb/players/daniel-jones-4.html,Duke,ACC,12,2,71,35.5,,2016
Nick Schrage,nick-schrage-1,/cfb/players/nick-schrage-1.html,Army,Ind,8,12,426,35.5,,2016
C.J. Beathard,cj-beathard-1,/cfb/players/cj-beathard-1.html,Iowa,Big Ten,13,2,70,35.0,,2016
Joseph Occhipinti,joseph-occhipinti-1,/cfb/players/joseph-occhipinti-1.html,Western Kentucky,CUSA,1,1,35,35.0,,2016
Mac Loudermilk,mac-loudermilk-1,/cfb/players/mac-loudermilk-1.html,UCF,American,10,6,210,35.0,,2016
Preston Heard,preston-heard-1,/cfb/players/preston-heard-1.html,Baylor,Big 12,3,1,35,35.0,,2016
Cameron Echols-Luper,cameron-echols-luper-1,/cfb/players/cameron-echols-luper-1.html,Arkansas State,Sun Belt,13,4,139,34.8,,2016
Brice Ramsey,brice-ramsey-1,/cfb/players/brice-ramsey-1.html,Georgia,SEC,7,20,693,34.7,,2016
Sam Gentry,sam-gentry-1,/cfb/players/sam-gentry-1.html,New Mexico,MWC,3,5,172,34.4,,2016
Logan McPherson,logan-mcpherson-1,/cfb/players/logan-mcpherson-1.html,Louisiana Tech,CUSA,13,5,170,34.0,,2016
Zack Mahoney,zack-mahoney-1,/cfb/players/zack-mahoney-1.html,Syracuse,ACC,10,1,34,34.0,,2016
Eric Dungey,eric-dungey-1,/cfb/players/eric-dungey-1.html,Syracuse,ACC,9,1,33,33.0,,2016
Jack Steed,jack-steed-1,/cfb/players/jack-steed-1.html,Florida State,ACC,13,1,33,33.0,,2016
Hayden Pezzoni,hayden-pezzoni-1,/cfb/players/hayden-pezzoni-1.html,Charlotte,CUSA,4,8,259,32.4,,2016
Ian Shannon,ian-shannon-1,/cfb/players/ian-shannon-1.html,Auburn,SEC,5,3,92,30.7,,2016
Glen Cuiellette,glen-cuiellette-1,/cfb/players/glen-cuiellette-1.html,Tulane,American,12,4,116,29.0,,2016
Jerry Fitschen,jerry-fitschen-1,/cfb/players/jerry-fitschen-1.html,Akron,MAC,1,1,29,29.0,,2016
Reid Nelson,reid-nelson-1,/cfb/players/reid-nelson-1.html,Vanderbilt,SEC,1,2,56,28.0,,2016
Brent Stockstill,brent-stockstill-1,/cfb/players/brent-stockstill-1.html,Middle Tennessee State,CUSA,10,1,27,27.0,,2016
Montell Cozart,montell-cozart-1,/cfb/players/montell-cozart-1.html,Kansas,Big 12,8,1,27,27.0,,2016
Hayden Moore,hayden-moore-1,/cfb/players/hayden-moore-1.html,Cincinnati,American,7,1,24,24.0,,2016
Tyler Rogers,tyler-rogers-1,/cfb/players/tyler-rogers-1.html,New Mexico State,Sun Belt,11,1,21,21.0,,2016
Mylik Mitchell,mylik-mitchell-1,/cfb/players/mylik-mitchell-1.html,Kent State,MAC,4,1,20,20.0,,2016
Nick Holley,nick-holley-1,/cfb/players/nick-holley-1.html,Kent State,MAC,11,1,18,18.0,,2016
Taylor Lamb,taylor-lamb-1,/cfb/players/taylor-lamb-1.html,Appalachian State,Sun Belt,13,2,30,15.0,,2016
Ryan Graham,ryan-graham-1,/cfb/players/ryan-graham-1.html,Northern Illinois,MAC,9,1,14,14.0,,2016
Nate German,nate-german-1,/cfb/players/nate-german-1.html,Rice,CUSA,11,1,5,5.0,,2016
League Average,,,,,,,,41.4,,2016
