position,fold,rows_val,fold_accuracy,fold_roc_auc,fold_f1,fold_logloss,fold_brier
QB,1,183,0.7158469945355191,0.7587586206896552,0.8156028368794326,0.5280217698881883,0.17890675365924835
QB,2,183,0.6721311475409836,0.6984691088026244,0.7744360902255639,0.5693752995761686,0.1972494125366211
QB,3,183,0.6994535519125683,0.7098141060688901,0.7985347985347986,0.5607014289180846,0.19306230545043945
QB,4,183,0.6830601092896175,0.6749589939857845,0.7803030303030303,0.5906512101591133,0.20466184616088867
QB,5,182,0.6923076923076923,0.6646273637374862,0.7878787878787878,0.6153581525833448,0.20924092829227448
