position,fold,rows_val,fold_accuracy,fold_roc_auc,fold_f1,fold_logloss,fold_brier
OL,1,538,0.6765799256505576,0.6037202380952381,0.7990762124711316,0.6017972858609778,0.20740044116973877
OL,2,538,0.7007434944237918,0.6318434189498657,0.8168373151308305,0.5891644106307442,0.20061005651950836
OL,3,538,0.6951672862453532,0.6286472148541113,0.8110599078341014,0.5882197487699707,0.2024969756603241
OL,4,538,0.6877323420074349,0.6465723182364861,0.8060046189376443,0.578815028799009,0.19888702034950256
OL,5,538,0.6691449814126395,0.6040825740975666,0.7954022988505747,0.609451469516742,0.2097550630569458
