position,fold,rows_val,fold_accuracy,fold_roc_auc,fold_f1,fold_logloss,fold_brier
TE,1,145,0.7379310344827587,0.5841282458929519,0.8467741935483871,0.5573210229485493,0.18453332781791687
TE,2,145,0.7448275862068966,0.5488871224165343,0.8514056224899599,0.574381535399271,0.18960176408290863
TE,3,145,0.7379310344827587,0.5155007949125596,0.8455284552845529,0.612522413110313,0.19972221553325653
TE,4,145,0.7655172413793103,0.6489136195018548,0.8629032258064516,0.5265782983292299,0.17554140090942383
TE,5,145,0.7517241379310344,0.6046753246753247,0.8582677165354331,0.5543317156029434,0.18275867402553558
