position,fold,rows_val,fold_accuracy,fold_roc_auc,fold_f1,fold_logloss,fold_brier
LB,1,334,0.7844311377245509,0.6569511217948717,0.8745644599303136,0.5119719839383173,0.1667187213897705
LB,2,333,0.7807807807807807,0.7074878246753247,0.8734835355285961,0.4922878442217338,0.16045457124710083
LB,3,333,0.7627627627627628,0.6931818181818182,0.8635578583765112,0.4987929192378312,0.1633487492799759
LB,4,333,0.7597597597597597,0.6393665158371041,0.8611111111111112,0.5241866233264478,0.17248429358005524
LB,5,333,0.7387387387387387,0.583710407239819,0.8476357267950964,0.5621507496741114,0.18567898869514465
