position,fold,rows_val,fold_mae,fold_rmse,fold_r2
SPEC,1,71,8.000392396566903,11.449332686836525,0.21216600434072552
SPEC,2,70,8.104587195696151,11.089745445822448,0.271097794054865
SPEC,3,70,7.871961344299317,11.050440364444773,0.28862740011481536
SPEC,4,70,9.573862741524831,12.775815347423988,0.1603666723371432
SPEC,5,70,9.08061260280064,11.684332721773615,0.09287325122232648
