position,fold,rows_val,fold_accuracy,fold_roc_auc,fold_f1,fold_logloss,fold_brier
WR,1,380,0.781578947368421,0.6344737272876084,0.8748114630467572,0.506831548530479,0.16665621101856232
WR,2,380,0.781578947368421,0.6904567032247504,0.8755622188905547,0.4792603636544556,0.15726932883262634
WR,3,379,0.7757255936675461,0.6707111768087377,0.8725637181409296,0.4929051937634019,0.16241291165351868
WR,4,379,0.7783641160949868,0.6485998193315266,0.874251497005988,0.5017170697713123,0.16349603235721588
WR,5,379,0.7915567282321899,0.665147409049848,0.8826151560178306,0.4956813991462689,0.15953323245048523
