position,fold,rows_val,fold_mae,fold_rmse,fold_r2
QB,1,126,11.329866563585071,13.933316814801808,0.16610778653408287
QB,2,126,12.175623420884875,14.867710833016249,0.1136891076237796
QB,3,126,11.686533444625612,14.373662244499615,0.1030579497715195
QB,4,126,10.574796849205383,13.435337898854215,0.26019707122634894
QB,5,125,11.888956258056638,14.20771906649563,0.016772826138441665
