position,fold,rows_val,fold_accuracy,fold_roc_auc,fold_f1,fold_logloss,fold_brier
IDL,1,213,0.7887323943661971,0.6432284541723666,0.8818897637795275,0.48814232236705335,0.15978464484214783
IDL,2,213,0.8028169014084507,0.6367989056087551,0.8894736842105263,0.48339112522001315,0.15642991662025452
IDL,3,212,0.7877358490566038,0.6056022408963585,0.8806366047745358,0.49873230056035833,0.1611432433128357
IDL,4,212,0.7830188679245284,0.62703081232493,0.8776595744680851,0.4921535047132468,0.15825898945331573
IDL,5,212,0.7783018867924528,0.619187675070028,0.8753315649867374,0.49934160143920897,0.16239851713180542
