Player_ID,Player,pos_norm,latest_school,schools_played,games_total,sos_season_weighted,weighted_sos_percentile,sos_multiplier,award_count,awards,heisman_finish,year_score_sum,heisman_bonus,base_raw_score,career_score_raw,raw_per_game,raw_per_game_shrunk,component_pg_sos_raw,component_games_sos_raw,component_pg_sos_norm,component_games_sos_norm,score_blend_pre_norm,career_score_norm_0_100
baker-mayfield-1,Baker Mayfield,QB,Oklahoma,Oklahoma,40.0,4.4345,0.854278728606357,1.854278728606357,14.0,AA|AP Player of the Year Award [Most Outstanding Player]|Big 12 Offensive Player of the Year|Camp|Davey O'Brien Award [Most Outstanding Quarterback]|H-1|H-3|H-4|Heisman Memorial Trophy [Most Outstanding Player]|Manning Award [Most Outstanding Quarterback]|Maxwell|Maxwell Award [Player of the Year]|Walter Camp Player of the Year Award [Most Outstanding Player],1,580.2,100.0,1060.3200000000002,1060.3200000000002,26.508000000000003,23.316358695652177,43.23502795790369,74.17114914425427,100.0,73.7943,93.448575,100.0
deshaun-watson-1,Deshaun Watson,QB,Clemson,Clemson,30.0,5.88,0.9508557457212714,1.9508557457212714,10.0,AA|ACC Offensive Player of the Year|ACC Player of the Year|Davey O'Brien Award [Most Outstanding Quarterback]|H-2|H-3|Johnny Unitas Golden Arm Award [Most Outstanding Senior Quarterback]|Manning Award [Most Outstanding Quarterback],2,418.02,80.0,751.99,751.99,25.066333333333333,21.228402777777777,41.41355153151318,58.525672371638144,95.8773,68.3897,89.00540000000001,95.5244
bo-nix-1,Bo Nix,QB,Oregon,Auburn|Oregon,61.0,5.840819672131148,0.9491442542787286,1.9491442542787287,2.0,H-3|Pac-12 Offensive Player of the Year,3,526.88,60.0,852.5899999999999,852.5899999999999,13.976885245901638,12.907798507462685,25.159161296208442,118.89779951100245,84.9438,100.0,88.70785,93.3077
caleb-williams-3,Caleb Williams,QB,USC,Oklahoma|USC,37.0,3.9043243243243246,0.8146699266503667,1.8146699266503667,9.0,AA|AP Player of the Year Award [Most Outstanding Player]|Camp|H-1|Heisman Memorial Trophy [Most Outstanding Player]|Maxwell|Maxwell Award [Player of the Year]|Pac-12 Offensive Player of the Year|Walter Camp Player of the Year Award [Most Outstanding Player],1,467.76,100.0,855.38,855.38,23.118378378378377,20.17703488372093,36.61465841246375,67.14278728606357,93.8452,70.9497,88.12132500000001,91.7928
lamar-jackson-1,Lamar Jackson,QB,Louisville,Louisville,38.0,3.021315789473684,0.7246943765281174,1.7246943765281175,13.0,AA|ACC Offensive Player of the Year|ACC Player of the Year|AP Player of the Year Award [Most Outstanding Player]|Camp|H-1|H-3|Heisman Memorial Trophy [Most Outstanding Player]|Maxwell|Maxwell Award [Player of the Year]|Walter Camp Player of the Year Award [Most Outstanding Player],1,525.4,100.0,908.23,908.23,23.90078947368421,20.91960227272727,36.07992039897755,65.53838630806847,92.4608,70.4689,86.96282500000001,90.6302
dillon-gabriel-1,Dillon Gabriel,QB,Oregon,Oklahoma|Oregon|UCF,64.0,2.61046875,0.6821515892420538,1.6821515892420538,2.0,Big Ten Offensive Player of the Year|H-3,3,633.42,60.0,1030.04,1030.04,16.094375,14.889607142857141,25.046576318546975,107.65770171149144,84.6843,93.3988,86.86292499999999,89.6813
joe-burrow-1,Joe Burrow,QB,LSU,LSU|Ohio State,39.0,3.9153846153846152,0.8166259168704156,1.8166259168704157,13.0,AA|AP Player of the Year Award [Most Outstanding Player]|Camp|Davey O'Brien Award [Most Outstanding Quarterback]|H-1|Heisman Memorial Trophy [Most Outstanding Player]|Johnny Unitas Golden Arm Award [Most Outstanding Senior Quarterback]|Manning Award [Most Outstanding Quarterback]|Maxwell|Maxwell Award [Player of the Year]|SEC Offensive Player of the Year|Vince Lombardi Award [Lineman of the Year]|Walter Camp Player of the Year Award [Most Outstanding Player],1,448.5400000000001,100.0,851.26,851.26,21.827179487179485,19.18872222222222,34.85873010051616,70.84841075794621,91.4008,72.2963,86.624675,88.8766
jayden-daniels-1,Jayden Daniels,QB,LSU,Arizona State|LSU,55.0,2.609090909090909,0.6811735941320294,1.6811735941320294,10.0,AA|AP Player of the Year Award [Most Outstanding Player]|Camp|Davey O'Brien Award [Most Outstanding Quarterback]|H-1|Heisman Memorial Trophy [Most Outstanding Player]|Johnny Unitas Golden Arm Award [Most Outstanding Senior Quarterback]|Manning Award [Most Outstanding Quarterback]|SEC Offensive Player of the Year|Walter Camp Player of the Year Award [Most Outstanding Player],1,572.72,100.0,988.21,988.21,17.967454545454547,16.40069672131148,27.57241825323661,92.46454767726162,86.829,84.033,86.13,88.1761
michael-penix-jr-1,Michael Penix Jr.,QB,Washington,Indiana|Washington,48.0,4.613541666666667,0.873838630806846,1.873838630806846,4.0,H-2|H-8|Maxwell|Maxwell Award [Player of the Year],2,430.12,80.0,756.3299999999999,756.3299999999999,15.756874999999999,14.232638888888888,26.66966856832382,89.94425427872861,86.4653,81.7522,85.287025,87.5546
fernando-mendoza-1,Fernando Mendoza,QB,Indiana,California|Indiana,36.0,4.153055555555556,0.8288508557457213,1.8288508557457213,11.0,AA|AP Player of the Year Award [Most Outstanding Player]|Big Ten Offensive Player of the Year|Camp|Davey O'Brien Award [Most Outstanding Quarterback]|H-1|Heisman Memorial Trophy [Most Outstanding Player]|Manning Award [Most Outstanding Quarterback]|Maxwell|Maxwell Award [Player of the Year]|Walter Camp Player of the Year Award [Most Outstanding Player],1,385.59999999999997,100.0,746.47,746.47,20.735277777777778,18.06434523809524,33.036993247176625,65.83863080684597,89.8065,70.5738,84.998325,86.9951
