Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Cedric Byrd,cedric-byrd-1,/cfb/players/cedric-byrd-1.html,Hawaii,MWC,15,98,1097,11.2,10,73.1,4,36,9.0,0,2.4,102,1133,11.1,10,,2019
Austin Watkins,austin-watkins-1,/cfb/players/austin-watkins-1.html,UAB,CUSA,14,57,1092,19.2,6,78.0,1,-1,-1.0,0,-0.1,58,1091,18.8,6,,2019
Jadan Blue,jadan-blue-1,/cfb/players/jadan-blue-1.html,Temple,American,13,95,1067,11.2,4,82.1,6,20,3.3,0,1.5,101,1087,10.8,4,,2019
Hasise Dubois,hasise-dubois-1,/cfb/players/hasise-dubois-1.html,Virginia,ACC,14,75,1062,14.2,6,75.9,0,0,,0,0.0,75,1062,14.2,6,,2019
Amon-Ra St. Brown,amon-ra-st-brown-1,/cfb/players/amon-ra-st-brown-1.html,USC,Pac-12,13,77,1042,13.5,6,80.2,7,60,8.6,1,4.6,84,1102,13.1,7,,2019
Keylon Stokes,keylon-stokes-1,/cfb/players/keylon-stokes-1.html,Tulsa,American,12,62,1040,16.8,6,86.7,9,42,4.7,0,3.5,71,1082,15.2,6,,2019
Chase Claypool,chase-claypool-1,/cfb/players/chase-claypool-1.html,Notre Dame,Ind,13,66,1037,15.7,13,79.8,0,0,,0,0.0,66,1037,15.7,13,,2019
David Bell,david-bell-6,/cfb/players/david-bell-6.html,Purdue,Big Ten,12,86,1035,12.0,7,86.3,3,12,4.0,1,1.0,89,1047,11.8,8,,2019
Dyami Brown,dyami-brown-1,/cfb/players/dyami-brown-1.html,North Carolina,ACC,13,51,1034,20.3,12,79.5,1,2,2.0,0,0.2,52,1036,19.9,12,,2019
Trishton Jackson,trishton-jackson-1,/cfb/players/trishton-jackson-1.html,Syracuse,ACC,12,66,1023,15.5,11,85.3,2,3,1.5,0,0.3,68,1026,15.1,11,,2019
Denzel Mims,denzel-mims-1,/cfb/players/denzel-mims-1.html,Baylor,Big 12,14,66,1020,15.5,12,72.9,0,0,,0,0.0,66,1020,15.5,12,,2019
Dazz Newsome,dazz-newsome-1,/cfb/players/dazz-newsome-1.html,North Carolina,ACC,12,72,1018,14.1,10,84.8,3,9,3.0,0,0.8,75,1027,13.7,10,,2019
Harrison Bryant,harrison-bryant-1,/cfb/players/harrison-bryant-1.html,Florida Atlantic,CUSA,13,65,1004,15.4,7,77.2,0,0,,0,0.0,65,1004,15.4,7,AA,2019
Whop Philyor,whop-philyor-1,/cfb/players/whop-philyor-1.html,Indiana,Big Ten,12,70,1002,14.3,5,83.5,10,43,4.3,0,3.6,80,1045,13.1,5,,2019
Kendall Hinton,kendall-hinton-1,/cfb/players/kendall-hinton-1.html,Wake Forest,ACC,11,73,1001,13.7,4,91.0,2,9,4.5,0,0.8,75,1010,13.5,4,,2019
Sage Surratt,sage-surratt-1,/cfb/players/sage-surratt-1.html,Wake Forest,ACC,9,66,1001,15.2,11,111.2,0,0,,0,0.0,66,1001,15.2,11,,2019
Siaosi Mariner,siaosi-mariner-1,/cfb/players/siaosi-mariner-1.html,Utah State,MWC,13,63,987,15.7,10,75.9,0,0,,0,0.0,63,987,15.7,10,,2019
Easop Winston,easop-winston-1,/cfb/players/easop-winston-1.html,Washington State,Pac-12,13,85,970,11.4,11,74.6,0,0,,0,0.0,85,970,11.4,11,,2019
Jauan Jennings,jauan-jennings-1,/cfb/players/jauan-jennings-1.html,Tennessee,SEC,13,59,969,16.4,8,74.5,13,51,3.9,1,3.9,72,1020,14.2,9,,2019
John Hightower,john-hightower-1,/cfb/players/john-hightower-1.html,Boise State,MWC,14,51,943,18.5,8,67.4,16,154,9.6,0,11.0,67,1097,16.4,8,,2019
Elijah Cooks,elijah-cooks-1,/cfb/players/elijah-cooks-1.html,Nevada,MWC,13,76,926,12.2,8,71.2,0,0,,0,0.0,76,926,12.2,8,,2019
Cody White,cody-white-3,/cfb/players/cody-white-3.html,Michigan State,Big Ten,13,66,922,14.0,6,70.9,6,22,3.7,0,1.7,72,944,13.1,6,,2019
Jason-Matthew Sharsh,jason-matthew-sharsh-1,/cfb/players/jason-matthew-sharsh-1.html,Hawaii,MWC,15,87,913,10.5,5,60.9,3,13,4.3,0,0.9,90,926,10.3,5,,2019
Tyler Vaughns,tyler-vaughns-1,/cfb/players/tyler-vaughns-1.html,USC,Pac-12,13,74,912,12.3,6,70.2,0,0,,0,0.0,74,912,12.3,6,,2019
Victor Tucker,victor-tucker-1,/cfb/players/victor-tucker-1.html,Charlotte,CUSA,13,52,909,17.5,7,69.9,3,18,6.0,1,1.4,55,927,16.9,8,,2019
C.J. Johnson,cj-johnson-6,/cfb/players/cj-johnson-6.html,East Carolina,American,12,54,908,16.8,4,75.7,0,0,,0,0.0,54,908,16.8,4,,2019
Marquez Stevenson,marquez-stevenson-1,/cfb/players/marquez-stevenson-1.html,Houston,American,12,52,907,17.4,9,75.6,9,89,9.9,0,7.4,61,996,16.3,9,,2019
Ja'Marcus Bradley,jamarcus-bradley-1,/cfb/players/jamarcus-bradley-1.html,Louisiana,Sun Belt,14,60,906,15.1,10,64.7,0,0,,0,0.0,60,906,15.1,10,,2019
Branden Mack,branden-mack-1,/cfb/players/branden-mack-1.html,Temple,American,13,59,904,15.3,7,69.5,2,14,7.0,0,1.1,61,918,15.0,7,,2019
KJ Hamler,kj-hamler-1,/cfb/players/kj-hamler-1.html,Penn State,Big Ten,13,56,904,16.1,8,69.5,13,43,3.3,0,3.3,69,947,13.7,8,,2019
Tylan Wallace,tylan-wallace-1,/cfb/players/tylan-wallace-1.html,Oklahoma State,Big 12,9,53,903,17.0,8,100.3,1,0,0.0,0,0.0,54,903,16.7,8,,2019
Tim Jones,tim-jones-8,/cfb/players/tim-jones-8.html,Southern Mississippi,CUSA,13,73,902,12.4,3,69.4,1,-2,-2.0,0,-0.2,74,900,12.2,3,,2019
Quintez Cephus,quintez-cephus-1,/cfb/players/quintez-cephus-1.html,Wisconsin,Big Ten,14,59,901,15.3,7,64.4,0,0,,0,0.0,59,901,15.3,7,,2019
JD Spielman,jd-spielman-1,/cfb/players/jd-spielman-1.html,Nebraska,Big Ten,12,49,898,18.3,5,74.8,4,31,7.8,0,2.6,53,929,17.5,5,,2019
Kalil Pimpleton,kalil-pimpleton-1,/cfb/players/kalil-pimpleton-1.html,Central Michigan,MAC,14,82,894,10.9,6,63.9,7,81,11.6,0,5.8,89,975,11.0,6,,2019
Terrell Jana,terrell-jana-1,/cfb/players/terrell-jana-1.html,Virginia,ACC,14,74,886,12.0,3,63.3,0,0,,0,0.0,74,886,12.0,3,,2019
Deshaunte Jones,deshaunte-jones-1,/cfb/players/deshaunte-jones-1.html,Iowa State,Big 12,13,76,877,11.5,2,67.5,4,3,0.8,0,0.2,80,880,11.0,2,,2019
Kaylon Geiger,kaylon-geiger-1,/cfb/players/kaylon-geiger-1.html,Troy,Sun Belt,12,77,873,11.3,5,72.8,4,36,9.0,1,3.0,81,909,11.2,6,,2019
Jhamon Ausbon,jhamon-ausbon-1,/cfb/players/jhamon-ausbon-1.html,Texas A&M,SEC,13,66,872,13.2,5,67.1,0,0,,0,0.0,66,872,13.2,5,,2019
Khalil Shakir,khalil-shakir-1,/cfb/players/khalil-shakir-1.html,Boise State,MWC,14,63,872,13.8,6,62.3,19,66,3.5,3,4.7,82,938,11.4,9,,2019
Isaiah McKoy,isaiah-mckoy-1,/cfb/players/isaiah-mckoy-1.html,Kent State,MAC,12,57,870,15.3,8,72.5,0,0,,0,0.0,57,870,15.3,8,,2019
Justyn Ross,justyn-ross-1,/cfb/players/justyn-ross-1.html,Clemson,ACC,14,66,865,13.1,8,61.8,0,0,,0,0.0,66,865,13.1,8,,2019
Jonathan Adams Jr.,jonathan-adams-jr-1,/cfb/players/jonathan-adams-jr-1.html,Arkansas State,Sun Belt,13,62,851,13.7,5,65.5,0,0,,0,0.0,62,851,13.7,5,,2019
Elijah Moore,elijah-moore-1,/cfb/players/elijah-moore-1.html,Ole Miss,SEC,12,67,850,12.7,6,70.8,4,-1,-0.3,0,-0.1,71,849,12.0,6,,2019
Maurice Ffrench,maurice-ffrench-1,/cfb/players/maurice-ffrench-1.html,Pitt,ACC,11,96,850,8.9,4,77.3,9,22,2.4,0,2.0,105,872,8.3,4,,2019
Chris Olave,chris-olave-1,/cfb/players/chris-olave-1.html,Ohio State,Big Ten,14,49,849,17.3,12,60.6,2,5,2.5,0,0.4,51,854,16.7,12,,2019
Johnny Johnson III,johnny-johnson-iii-1,/cfb/players/johnny-johnson-iii-1.html,Oregon,Pac-12,14,57,836,14.7,7,59.7,0,0,,0,0.0,57,836,14.7,7,,2019
Andrew Parchment,andrew-parchment-1,/cfb/players/andrew-parchment-1.html,Kansas,Big 12,12,65,831,12.8,7,69.3,1,0,0.0,0,0.0,66,831,12.6,7,,2019
Brycen Hopkins,brycen-hopkins-1,/cfb/players/brycen-hopkins-1.html,Purdue,Big Ten,12,61,830,13.6,7,69.2,0,0,,0,0.0,61,830,13.6,7,,2019
Seth Williams,seth-williams-1,/cfb/players/seth-williams-1.html,Auburn,SEC,12,59,830,14.1,8,69.2,0,0,,0,0.0,59,830,14.1,8,,2019
Tre Nixon,tre-nixon-1,/cfb/players/tre-nixon-1.html,UCF,American,13,49,830,16.9,7,63.8,0,0,,0,0.0,49,830,16.9,7,,2019
Hunter Bryant,hunter-bryant-2,/cfb/players/hunter-bryant-2.html,Washington,Pac-12,12,52,825,15.9,3,68.8,2,-4,-2.0,0,-0.3,54,821,15.2,3,,2019
Bryan Edwards,bryan-edwards-1,/cfb/players/bryan-edwards-1.html,South Carolina,SEC,10,71,816,11.5,6,81.6,2,22,11.0,0,2.2,73,838,11.5,6,,2019
Bailey Gaither,bailey-gaither-1,/cfb/players/bailey-gaither-1.html,San Jose State,MWC,12,52,812,15.6,6,67.7,0,0,,0,0.0,52,812,15.6,6,,2019
JaCorey Sullivan,jacorey-sullivan-1,/cfb/players/jacorey-sullivan-1.html,Central Michigan,MAC,13,57,808,14.2,3,62.2,0,0,,0,0.0,57,808,14.2,3,,2019
Kirk Merritt,kirk-merritt-1,/cfb/players/kirk-merritt-1.html,Arkansas State,Sun Belt,13,70,806,11.5,12,62.0,2,11,5.5,0,0.8,72,817,11.3,12,,2019
Dante Wright,dante-wright-1,/cfb/players/dante-wright-1.html,Colorado State,MWC,12,57,805,14.1,4,67.1,17,214,12.6,2,17.8,74,1019,13.8,6,,2019
Jahcour Pearson,jahcour-pearson-1,/cfb/players/jahcour-pearson-1.html,Western Kentucky,CUSA,13,76,804,10.6,7,61.8,5,-12,-2.4,0,-0.9,81,792,9.8,7,,2019
Reggie Roberson Jr.,reggie-roberson-jr-1,/cfb/players/reggie-roberson-jr-1.html,SMU,American,8,43,803,18.7,6,100.4,2,7,3.5,0,0.9,45,810,18.0,6,,2019
Skyy Moore,skyy-moore-1,/cfb/players/skyy-moore-1.html,Western Michigan,MAC,13,51,802,15.7,3,61.7,1,2,2.0,1,0.2,52,804,15.5,4,,2019
Tyquan Thornton,tyquan-thornton-1,/cfb/players/tyquan-thornton-1.html,Baylor,Big 12,14,45,782,17.4,5,55.9,0,0,,0,0.0,45,782,17.4,5,,2019
Sam Crawford Jr.,sam-crawford-jr-1,/cfb/players/sam-crawford-jr-1.html,Tulsa,American,12,59,777,13.2,5,64.8,0,0,,0,0.0,59,777,13.2,5,,2019
Thomas Hennigan,thomas-hennigan-1,/cfb/players/thomas-hennigan-1.html,Appalachian State,Sun Belt,14,61,773,12.7,6,55.2,1,4,4.0,0,0.3,62,777,12.5,6,,2019
Deangleo Antoine,deangleo-antoine-1,/cfb/players/deangleo-antoine-1.html,Florida Atlantic,CUSA,13,61,771,12.6,5,59.3,8,146,18.3,1,11.2,69,917,13.3,6,,2019
Brad Rozner,brad-rozner-1,/cfb/players/brad-rozner-1.html,Rice,CUSA,12,55,770,14.0,5,64.2,0,0,,0,0.0,55,770,14.0,5,,2019
Laviska Shenault Jr.,laviska-shenault-jr-1,/cfb/players/laviska-shenault-jr-1.html,Colorado,Pac-12,11,56,764,13.6,4,69.5,23,161,7.0,2,14.6,79,925,11.7,6,,2019
Dezmon Patmon,dezmon-patmon-1,/cfb/players/dezmon-patmon-1.html,Washington State,Pac-12,13,58,762,13.1,8,58.6,0,0,,0,0.0,58,762,13.1,8,,2019
Tyler Snead,tyler-snead-1,/cfb/players/tyler-snead-1.html,East Carolina,American,12,66,759,11.5,5,63.3,4,27,6.8,0,2.3,70,786,11.2,5,,2019
Ronnie Bell,ronnie-bell-3,/cfb/players/ronnie-bell-3.html,Michigan,Big Ten,13,48,758,15.8,1,58.3,1,9,9.0,0,0.7,49,767,15.7,1,,2019
Cornelius McCoy,cornelius-mccoy-1,/cfb/players/cornelius-mccoy-1.html,Georgia State,Sun Belt,13,70,757,10.8,5,58.2,1,4,4.0,0,0.3,71,761,10.7,5,,2019
Geraud Sanders,geraud-sanders-1,/cfb/players/geraud-sanders-1.html,Air Force,MWC,13,30,746,24.9,7,57.4,2,-36,-18.0,0,-2.8,32,710,22.2,7,,2019
Henry Ruggs III,henry-ruggs-iii-1,/cfb/players/henry-ruggs-iii-1.html,Alabama,SEC,12,40,746,18.7,7,62.2,2,75,37.5,1,6.3,42,821,19.5,8,,2019
Charleston Rambo,charleston-rambo-1,/cfb/players/charleston-rambo-1.html,Oklahoma,Big 12,14,43,743,17.3,5,53.1,2,15,7.5,0,1.1,45,758,16.8,5,,2019
Jaelon Darden,jaelon-darden-1,/cfb/players/jaelon-darden-1.html,North Texas,CUSA,12,76,736,9.7,12,61.3,2,13,6.5,0,1.1,78,749,9.6,12,,2019
Taysir Mack,taysir-mack-1,/cfb/players/taysir-mack-1.html,Pitt,ACC,12,63,736,11.7,3,61.3,0,0,,0,0.0,63,736,11.7,3,,2019
Antonio Gibson,antonio-gibson-2,/cfb/players/antonio-gibson-2.html,Memphis,American,14,38,735,19.3,8,52.5,33,369,11.2,4,26.4,71,1104,15.5,12,,2019
Arthur Jackson III,arthur-jackson-iii-1,/cfb/players/arthur-jackson-iii-1.html,Eastern Michigan,MAC,13,46,732,15.9,7,56.3,0,0,,0,0.0,46,732,15.9,7,,2019
Nico Collins,nico-collins-1,/cfb/players/nico-collins-1.html,Michigan,Big Ten,12,37,729,19.7,7,60.8,0,0,,0,0.0,37,729,19.7,7,,2019
George Pickens,george-pickens-1,/cfb/players/george-pickens-1.html,Georgia,SEC,14,49,727,14.8,8,51.9,0,0,,0,0.0,49,727,14.8,8,,2019
Stephan Robinson,stephan-robinson-2,/cfb/players/stephan-robinson-2.html,Kansas,Big 12,12,45,727,16.2,8,60.6,4,13,3.3,0,1.1,49,740,15.1,8,,2019
Austin Trammell,austin-trammell-1,/cfb/players/austin-trammell-1.html,Rice,CUSA,12,60,726,12.1,4,60.5,2,13,6.5,0,1.1,62,739,11.9,4,,2019
Cameron Ross,cameron-ross-1,/cfb/players/cameron-ross-1.html,Connecticut,American,11,60,723,12.1,4,65.7,3,27,9.0,0,2.5,63,750,11.9,4,,2019
Ihmir Smith-Marsette,ihmir-smith-marsette-1,/cfb/players/ihmir-smith-marsette-1.html,Iowa,Big Ten,13,44,722,16.4,5,55.5,11,108,9.8,3,8.3,55,830,15.1,8,,2019
Tarique Milton,tarique-milton-1,/cfb/players/tarique-milton-1.html,Iowa State,Big 12,13,35,722,20.6,3,55.5,0,0,,0,0.0,35,722,20.6,3,,2019
Kylen Granson,kylen-granson-1,/cfb/players/kylen-granson-1.html,SMU,American,13,43,721,16.8,9,55.5,2,11,5.5,0,0.8,45,732,16.3,9,,2019
Isaiah Hamilton,isaiah-hamilton-2,/cfb/players/isaiah-hamilton-2.html,San Jose State,MWC,12,43,718,16.7,4,59.8,7,32,4.6,0,2.7,50,750,15.0,4,,2019
Marlon Williams,marlon-williams-5,/cfb/players/marlon-williams-5.html,UCF,American,12,51,717,14.1,6,59.8,0,0,,0,0.0,51,717,14.1,6,,2019
Darnell Mooney,darnell-mooney-1,/cfb/players/darnell-mooney-1.html,Tulane,American,13,48,713,14.9,5,54.8,0,0,,0,0.0,48,713,14.9,5,,2019
Tony Brown,tony-brown-9,/cfb/players/tony-brown-9.html,Colorado,Pac-12,12,56,707,12.6,5,58.9,6,33,5.5,1,2.8,62,740,11.9,6,,2019
Aaron Fuller,aaron-fuller-1,/cfb/players/aaron-fuller-1.html,Washington,Pac-12,13,59,702,11.9,6,54.0,0,0,,0,0.0,59,702,11.9,6,,2019
Charlie Kolar,charlie-kolar-1,/cfb/players/charlie-kolar-1.html,Iowa State,Big 12,13,51,697,13.7,7,53.6,0,0,,0,0.0,51,697,13.7,7,,2019
Darrell Stewart Jr.,darrell-stewart-jr-1,/cfb/players/darrell-stewart-jr-1.html,Michigan State,Big Ten,9,49,697,14.2,4,77.4,2,-13,-6.5,0,-1.4,51,684,13.4,4,,2019
Randal Grimes,randal-grimes-1,/cfb/players/randal-grimes-1.html,Nevada-Las Vegas,MWC,11,44,696,15.8,7,63.3,0,0,,0,0.0,44,696,15.8,7,,2019
Kobe Smith,kobe-smith-2,/cfb/players/kobe-smith-2.html,San Diego State,MWC,13,58,691,11.9,4,53.2,0,0,,0,0.0,58,691,11.9,4,,2019
Matt Bushman,matt-bushman-1,/cfb/players/matt-bushman-1.html,BYU,Ind,13,47,688,14.6,4,52.9,0,0,,0,0.0,47,688,14.6,4,,2019
Antonio Nunn,antonio-nunn-1,/cfb/players/antonio-nunn-1.html,Buffalo,MAC,12,49,687,14.0,6,57.3,0,0,,0,0.0,49,687,14.0,6,,2019
Justin Hall,justin-hall-3,/cfb/players/justin-hall-3.html,Ball State,MAC,12,61,684,11.2,6,57.0,24,187,7.8,2,15.6,85,871,10.2,8,,2019
Kyle Philips,kyle-philips-4,/cfb/players/kyle-philips-4.html,UCLA,Pac-12,12,60,681,11.4,5,56.8,1,7,7.0,0,0.6,61,688,11.3,5,,2019
Bryce Mitchell,bryce-mitchell-1,/cfb/players/bryce-mitchell-1.html,Toledo,MAC,12,35,679,19.4,4,56.6,0,0,,0,0.0,35,679,19.4,4,,2019
Joe Reed,joe-reed-4,/cfb/players/joe-reed-4.html,Virginia,ACC,13,77,679,8.8,7,52.2,8,42,5.3,0,3.2,85,721,8.5,7,,2019
Sam James,sam-james-1,/cfb/players/sam-james-1.html,West Virginia,Big 12,12,69,677,9.8,2,56.4,4,19,4.8,0,1.6,73,696,9.5,2,,2019
La'Michael Pettway,lamichael-pettway-1,/cfb/players/lamichael-pettway-1.html,Iowa State,Big 12,13,55,676,12.3,6,52.0,0,0,,0,0.0,55,676,12.3,6,,2019
Michael Wilson,michael-wilson-3,/cfb/players/michael-wilson-3.html,Stanford,Pac-12,12,56,672,12.0,5,56.0,0,0,,0,0.0,56,672,12.0,5,,2019
Terrace Marshall Jr.,terrace-marshall-jr-1,/cfb/players/terrace-marshall-jr-1.html,LSU,SEC,12,46,671,14.6,13,55.9,0,0,,0,0.0,46,671,14.6,13,,2019
Blake Proehl,blake-proehl-1,/cfb/players/blake-proehl-1.html,East Carolina,American,12,54,670,12.4,4,55.8,0,0,,0,0.0,54,670,12.4,4,,2019
Shermar Thornton,shermar-thornton-1,/cfb/players/shermar-thornton-1.html,Florida International,CUSA,13,51,668,13.1,5,51.4,0,0,,0,0.0,51,668,13.1,5,,2019
Reginald Todd,reginald-todd-1,/cfb/players/reginald-todd-1.html,Troy,Sun Belt,12,38,666,17.5,5,55.5,0,0,,0,0.0,38,666,17.5,5,,2019
Erik Ezukanma,erik-ezukanma-1,/cfb/players/erik-ezukanma-1.html,Texas Tech,Big 12,12,42,664,15.8,4,55.3,0,0,,0,0.0,42,664,15.8,4,,2019
Isiah Cox,isiah-cox-1,/cfb/players/isiah-cox-1.html,Ohio,MAC,13,39,663,17.0,2,51.0,1,15,15.0,0,1.2,40,678,17.0,2,,2019
Michael Lawrence,michael-lawrence-1,/cfb/players/michael-lawrence-1.html,North Texas,CUSA,12,48,661,13.8,3,55.1,0,0,,0,0.0,48,661,13.8,3,,2019
Quian Williams,quian-williams-1,/cfb/players/quian-williams-1.html,Eastern Michigan,MAC,13,52,661,12.7,6,50.8,0,0,,0,0.0,52,661,12.7,6,,2019
Benjamin Waters,benjamin-waters-1,/cfb/players/benjamin-waters-1.html,Air Force,MWC,13,22,658,29.9,7,50.6,5,9,1.8,0,0.7,27,667,24.7,7,,2019
Van Jefferson,van-jefferson-1,/cfb/players/van-jefferson-1.html,Florida,SEC,13,49,657,13.4,6,50.5,1,7,7.0,0,0.5,50,664,13.3,6,,2019
RJ Turner,rj-turner-1,/cfb/players/rj-turner-1.html,Texas Tech,Big 12,12,45,654,14.5,3,54.5,0,0,,0,0.0,45,654,14.5,3,,2019
Alec Pierce,alec-pierce-2,/cfb/players/alec-pierce-2.html,Cincinnati,American,14,37,652,17.6,2,46.6,0,0,,0,0.0,37,652,17.6,2,,2019
Tyrone Scott,tyrone-scott-1,/cfb/players/tyrone-scott-1.html,Central Michigan,MAC,14,37,650,17.6,5,46.4,1,15,15.0,0,1.1,38,665,17.5,5,,2019
Kyle Pitts,kyle-pitts-1,/cfb/players/kyle-pitts-1.html,Florida,SEC,13,54,649,12.0,5,49.9,0,0,,0,0.0,54,649,12.0,5,,2019
Malik Stanley,malik-stanley-1,/cfb/players/malik-stanley-1.html,Louisiana Tech,CUSA,13,40,649,16.2,3,49.9,0,0,,0,0.0,40,649,16.2,3,,2019
Quintin Morris,quintin-morris-1,/cfb/players/quintin-morris-1.html,Bowling Green,MAC,12,55,649,11.8,4,54.1,0,0,,0,0.0,55,649,11.8,4,,2019
Romeo Doubs,romeo-doubs-1,/cfb/players/romeo-doubs-1.html,Nevada,MWC,11,44,649,14.8,4,59.0,1,-1,-1.0,0,-0.1,45,648,14.4,4,,2019
Tony Nicholson,tony-nicholson-1,/cfb/players/tony-nicholson-1.html,New Mexico State,Ind,12,60,644,10.7,6,53.7,3,5,1.7,0,0.4,63,649,10.3,6,,2019
Giovanni Ricci,giovanni-ricci-1,/cfb/players/giovanni-ricci-1.html,Western Michigan,MAC,13,51,642,12.6,8,49.4,0,0,,0,0.0,51,642,12.6,8,,2019
Devin Asiasi,devin-asiasi-1,/cfb/players/devin-asiasi-1.html,UCLA,Pac-12,12,44,641,14.6,4,53.4,0,0,,0,0.0,44,641,14.6,4,,2019
Austin Maloney,austin-maloney-1,/cfb/players/austin-maloney-1.html,Florida International,CUSA,13,33,639,19.4,2,49.2,0,0,,0,0.0,33,639,19.4,2,,2019
