Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Elijah Cooks,elijah-cooks-1,/cfb/players/elijah-cooks-1.html,San Jose State,MWC,12,69,1076,15.6,10,89.7,0,0,,0,0.0,69,1076,15.6,10,,2022
Quentin Johnston,quentin-johnston-1,/cfb/players/quentin-johnston-1.html,Texas Christian,Big 12,14,60,1069,17.8,6,76.4,3,-7,-2.3,0,-0.5,63,1062,16.9,6,,2022
Jared Wayne,jared-wayne-1,/cfb/players/jared-wayne-1.html,Pitt,ACC,12,60,1063,17.7,5,88.6,0,0,,0,0.0,60,1063,17.7,5,,2022
Trey Palmer,trey-palmer-1,/cfb/players/trey-palmer-1.html,Nebraska,Big Ten,12,71,1043,14.7,9,86.9,5,75,15.0,0,6.3,76,1118,14.7,9,,2022
Tyrin Smith,tyrin-smith-1,/cfb/players/tyrin-smith-1.html,UTEP,CUSA,12,71,1039,14.6,7,86.6,5,36,7.2,0,3.0,76,1075,14.1,7,,2022
Jacob Cowing,jacob-cowing-1,/cfb/players/jacob-cowing-1.html,Arizona,Pac-12,12,85,1034,12.2,7,86.2,3,1,0.3,0,0.1,88,1035,11.8,7,,2022
Tyler Hudson,tyler-hudson-1,/cfb/players/tyler-hudson-1.html,Louisville,ACC,12,69,1034,15.0,2,86.2,0,0,,0,0.0,69,1034,15.0,2,,2022
Josh Downs,josh-downs-2,/cfb/players/josh-downs-2.html,North Carolina,ACC,11,94,1029,10.9,11,93.5,0,0,,0,0.0,94,1029,10.9,11,,2022
Malik Nabers,malik-nabers-1,/cfb/players/malik-nabers-1.html,LSU,SEC,14,72,1017,14.1,3,72.6,1,5,5.0,0,0.4,73,1022,14.0,3,,2022
C.J. Johnson,cj-johnson-6,/cfb/players/cj-johnson-6.html,East Carolina,American,13,67,1016,15.2,10,78.2,0,0,,0,0.0,67,1016,15.2,10,,2022
Kris Thornton,kris-thornton-1,/cfb/players/kris-thornton-1.html,James Madison,Sun Belt,11,59,1015,17.2,7,92.3,4,27,6.8,0,2.5,63,1042,16.5,7,,2022
Sam Pinckney,sam-pinckney-1,/cfb/players/sam-pinckney-1.html,Coastal Carolina,Sun Belt,13,71,996,14.0,3,76.6,0,0,,0,0.0,71,996,14.0,3,,2022
Demario Douglas,demario-douglas-1,/cfb/players/demario-douglas-1.html,Liberty,Ind,13,79,993,12.6,6,76.4,5,105,21.0,1,8.1,84,1098,13.1,7,,2022
Joshua Cephus,joshua-cephus-1,/cfb/players/joshua-cephus-1.html,UTSA,CUSA,13,87,985,11.3,6,75.8,3,10,3.3,1,0.8,90,995,11.1,7,,2022
Oronde Gadsden II,oronde-gadsden-ii-1,/cfb/players/oronde-gadsden-ii-1.html,Syracuse,ACC,13,61,975,16.0,6,75.0,0,0,,0,0.0,61,975,16.0,6,,2022
Malik Heath,malik-heath-1,/cfb/players/malik-heath-1.html,Ole Miss,SEC,13,60,971,16.2,5,74.7,0,0,,0,0.0,60,971,16.2,5,,2022
Jeremiah Hunter,jeremiah-hunter-1,/cfb/players/jeremiah-hunter-1.html,California,Pac-12,11,60,965,16.1,5,87.7,0,0,,0,0.0,60,965,16.1,5,,2022
Ali Jennings,ali-jennings-1,/cfb/players/ali-jennings-1.html,Old Dominion,Sun Belt,9,54,959,17.8,9,106.6,0,0,,0,0.0,54,959,17.8,9,,2022
Elijah Spencer,elijah-spencer-1,/cfb/players/elijah-spencer-1.html,Charlotte,CUSA,12,57,943,16.5,9,78.6,0,0,,0,0.0,57,943,16.5,9,,2022
Brock Bowers,brock-bowers-1,/cfb/players/brock-bowers-1.html,Georgia,SEC,15,63,942,15.0,7,62.8,9,109,12.1,3,7.3,72,1051,14.6,10,,2022
Jaylin Lane,jaylin-lane-1,/cfb/players/jaylin-lane-1.html,Middle Tennessee State,CUSA,11,69,940,13.6,5,85.5,3,4,1.3,0,0.4,72,944,13.1,5,,2022
Tre Harris,tre-harris-1,/cfb/players/tre-harris-1.html,Louisiana Tech,CUSA,12,65,935,14.4,10,77.9,5,22,4.4,0,1.8,70,957,13.7,10,,2022
Shocky Jacques-Louis,shocky-jacques-louis-1,/cfb/players/shocky-jacques-louis-1.html,Akron,MAC,12,74,931,12.6,2,77.6,0,0,,0,0.0,74,931,12.6,2,,2022
Antwane Wells Jr.,antwane-wells-jr-1,/cfb/players/antwane-wells-jr-1.html,South Carolina,SEC,13,68,928,13.6,6,71.4,3,10,3.3,1,0.8,71,938,13.2,7,,2022
Khaleb Hood,khaleb-hood-1,/cfb/players/khaleb-hood-1.html,Georgia Southern,Sun Belt,13,87,925,10.6,3,71.2,2,3,1.5,0,0.2,89,928,10.4,3,,2022
Brian Cobbs,brian-cobbs-2,/cfb/players/brian-cobbs-2.html,Utah State,MWC,13,76,923,12.1,5,71.0,2,6,3.0,0,0.5,78,929,11.9,5,,2022
Trea Shropshire,trea-shropshire-1,/cfb/players/trea-shropshire-1.html,UAB,CUSA,12,41,923,22.5,6,76.9,0,0,,0,0.0,41,923,22.5,6,,2022
Devontez Walker,devontez-walker-1,/cfb/players/devontez-walker-1.html,Kent State,MAC,12,58,921,15.9,11,76.8,3,29,9.7,1,2.4,61,950,15.6,12,,2022
Jose Barbon,jose-barbon-1,/cfb/players/jose-barbon-1.html,Temple,American,12,72,918,12.8,2,76.5,0,0,,0,0.0,72,918,12.8,2,,2022
Matt Landers,matt-landers-1,/cfb/players/matt-landers-1.html,Arkansas,SEC,13,47,901,19.2,8,69.3,2,21,10.5,0,1.6,49,922,18.8,8,,2022
Tyler Scott,tyler-scott-3,/cfb/players/tyler-scott-3.html,Cincinnati,American,11,54,899,16.6,9,81.7,0,0,,0,0.0,54,899,16.6,9,,2022
Johnny Wilson,johnny-wilson-3,/cfb/players/johnny-wilson-3.html,Florida State,ACC,13,43,897,20.9,5,69.0,0,0,,0,0.0,43,897,20.9,5,,2022
Jason Brownlee,jason-brownlee-1,/cfb/players/jason-brownlee-1.html,Southern Mississippi,Sun Belt,13,55,891,16.2,8,68.5,0,0,,0,0.0,55,891,16.2,8,,2022
Troy Franklin,troy-franklin-2,/cfb/players/troy-franklin-2.html,Oregon,Pac-12,13,61,891,14.6,9,68.5,0,0,,0,0.0,61,891,14.6,9,,2022
Dalton Kincaid,dalton-kincaid-1,/cfb/players/dalton-kincaid-1.html,Utah,Pac-12,12,70,890,12.7,8,74.2,0,0,,0,0.0,70,890,12.7,8,,2022
Ronnie Bell,ronnie-bell-3,/cfb/players/ronnie-bell-3.html,Michigan,Big Ten,14,62,889,14.3,4,63.5,3,23,7.7,1,1.6,65,912,14.0,5,,2022
Sam Wiglusz,sam-wiglusz-1,/cfb/players/sam-wiglusz-1.html,Ohio,MAC,14,73,877,12.0,11,62.6,2,23,11.5,0,1.6,75,900,12.0,11,,2022
Brad Rozner,brad-rozner-1,/cfb/players/brad-rozner-1.html,Rice,CUSA,13,44,876,19.9,10,67.4,0,0,,0,0.0,44,876,19.9,10,,2022
Jordan Addison,jordan-addison-1,/cfb/players/jordan-addison-1.html,USC,Pac-12,11,59,875,14.8,8,79.5,4,33,8.3,0,3.0,63,908,14.4,8,,2022
Jalon Calhoun,jalon-calhoun-1,/cfb/players/jalon-calhoun-1.html,Duke,ACC,13,62,873,14.1,4,67.2,0,0,,0,0.0,62,873,14.1,4,,2022
Daewood Davis,daewood-davis-1,/cfb/players/daewood-davis-1.html,Western Kentucky,CUSA,12,63,872,13.8,7,72.7,1,15,15.0,0,1.3,64,887,13.9,7,,2022
Jaylen Hall,jaylen-hall-2,/cfb/players/jaylen-hall-2.html,Western Kentucky,CUSA,14,68,869,12.8,6,62.1,3,48,16.0,0,3.4,71,917,12.9,6,,2022
Devin Voisin,devin-voisin-1,/cfb/players/devin-voisin-1.html,South Alabama,Sun Belt,13,64,867,13.5,5,66.7,0,0,,0,0.0,64,867,13.5,5,,2022
Elijhah Badger,elijhah-badger-1,/cfb/players/elijhah-badger-1.html,Arizona State,Pac-12,12,70,866,12.4,7,72.2,4,23,5.8,0,1.9,74,889,12.0,7,,2022
Tez Johnson,tez-johnson-1,/cfb/players/tez-johnson-1.html,Troy,Sun Belt,13,56,863,15.4,4,66.4,5,11,2.2,0,0.8,61,874,14.3,4,,2022
Jonathan Mingo,jonathan-mingo-1,/cfb/players/jonathan-mingo-1.html,Ole Miss,SEC,13,51,861,16.9,5,66.2,4,-7,-1.8,1,-0.5,55,854,15.5,6,,2022
J.C. Santana,jc-santana-1,/cfb/players/jc-santana-1.html,Tulsa,American,12,53,859,16.2,7,71.6,0,0,,0,0.0,53,859,16.2,7,,2022
Alex Adams,alex-adams-1,/cfb/players/alex-adams-1.html,Akron,MAC,11,63,856,13.6,9,77.8,0,0,,0,0.0,63,856,13.6,9,,2022
Nikko Remigio,nikko-remigio-1,/cfb/players/nikko-remigio-1.html,Fresno State,MWC,14,74,852,11.5,6,60.9,6,42,7.0,2,3.0,80,894,11.2,8,,2022
Tyrone Howell,tyrone-howell-1,/cfb/players/tyrone-howell-1.html,Louisiana-Monroe,Sun Belt,12,50,852,17.0,6,71.0,0,0,,0,0.0,50,852,17.0,6,,2022
Dominic Lovett,dominic-lovett-1,/cfb/players/dominic-lovett-1.html,Missouri,SEC,12,56,846,15.1,3,70.5,7,6,0.9,0,0.5,63,852,13.5,3,,2022
Justin Marshall,justin-marshall-1,/cfb/players/justin-marshall-1.html,Buffalo,MAC,13,64,837,13.1,9,64.4,0,0,,0,0.0,64,837,13.1,9,,2022
Jerjuan Newton,jerjuan-newton-1,/cfb/players/jerjuan-newton-1.html,Toledo,MAC,14,53,830,15.7,9,59.3,1,-1,-1.0,0,-0.1,54,829,15.4,9,,2022
Jayson Jackson,jayson-jackson-1,/cfb/players/jayson-jackson-1.html,Ball State,MAC,12,73,823,11.3,3,68.6,13,105,8.1,0,8.8,86,928,10.8,3,,2022
Jake Bobo,jake-bobo-1,/cfb/players/jake-bobo-1.html,UCLA,Pac-12,13,57,817,14.3,7,62.8,0,0,,0,0.0,57,817,14.3,7,,2022
Jalen Wayne,jalen-wayne-1,/cfb/players/jalen-wayne-1.html,South Alabama,Sun Belt,13,58,817,14.1,9,62.8,0,0,,0,0.0,58,817,14.1,9,,2022
Corey Crooms,corey-crooms-1,/cfb/players/corey-crooms-1.html,Western Michigan,MAC,12,57,814,14.3,5,67.8,2,-5,-2.5,0,-0.4,59,809,13.7,5,,2022
Brennan Presley,brennan-presley-1,/cfb/players/brennan-presley-1.html,Oklahoma State,Big 12,13,67,813,12.1,2,62.5,5,12,2.4,1,0.9,72,825,11.5,3,,2022
Caullin Lacy,caullin-lacy-1,/cfb/players/caullin-lacy-1.html,South Alabama,Sun Belt,13,64,812,12.7,6,62.5,1,2,2.0,0,0.2,65,814,12.5,6,,2022
Michael Jefferson,michael-jefferson-1,/cfb/players/michael-jefferson-1.html,Louisiana,Sun Belt,12,51,810,15.9,7,67.5,0,0,,0,0.0,51,810,15.9,7,,2022
Michael Mayer,michael-mayer-1,/cfb/players/michael-mayer-1.html,Notre Dame,Ind,12,67,809,12.1,9,67.4,0,0,,0,0.0,67,809,12.1,9,AA,2022
Antoine Green,antoine-green-1,/cfb/players/antoine-green-1.html,North Carolina,ACC,9,43,798,18.6,7,88.7,0,0,,0,0.0,43,798,18.6,7,,2022
Keon Coleman,keon-coleman-1,/cfb/players/keon-coleman-1.html,Michigan State,Big Ten,12,58,798,13.8,7,66.5,0,0,,0,0.0,58,798,13.8,7,,2022
Javon Baker,javon-baker-1,/cfb/players/javon-baker-1.html,UCF,American,14,56,796,14.2,5,56.9,0,0,,0,0.0,56,796,14.2,5,,2022
Daniel George,daniel-george-1,/cfb/players/daniel-george-1.html,Akron,MAC,12,67,793,11.8,2,66.1,1,5,5.0,0,0.4,68,798,11.7,2,,2022
Grant Dubose,grant-dubose-1,/cfb/players/grant-dubose-1.html,Charlotte,CUSA,12,64,792,12.4,9,66.0,0,0,,0,0.0,64,792,12.4,9,,2022
Jared Brown,jared-brown-2,/cfb/players/jared-brown-2.html,Coastal Carolina,Sun Belt,13,49,789,16.1,6,60.7,20,187,9.4,1,14.4,69,976,14.1,7,,2022
Tahj Washington,tahj-washington-1,/cfb/players/tahj-washington-1.html,USC,Pac-12,14,50,785,15.7,6,56.1,0,0,,0,0.0,50,785,15.7,6,,2022
Jacoby Jones,jacoby-jones-3,/cfb/players/jacoby-jones-3.html,Ohio,MAC,14,45,777,17.3,6,55.5,2,11,5.5,0,0.8,47,788,16.8,6,,2022
Will Sheppard,will-sheppard-1,/cfb/players/will-sheppard-1.html,Vanderbilt,SEC,12,60,776,12.9,9,64.7,0,0,,0,0.0,60,776,12.9,9,,2022
Corey Gammage,corey-gammage-1,/cfb/players/corey-gammage-1.html,Marshall,Sun Belt,13,52,774,14.9,6,59.5,0,0,,0,0.0,52,774,14.9,6,,2022
Mac Hippenhammer,mac-hippenhammer-1,/cfb/players/mac-hippenhammer-1.html,Miami (OH),MAC,13,54,769,14.2,9,59.2,0,0,,0,0.0,54,769,14.2,9,,2022
Ladd McConkey,ladd-mcconkey-1,/cfb/players/ladd-mcconkey-1.html,Georgia,SEC,15,58,762,13.1,7,50.8,7,134,19.1,2,8.9,65,896,13.8,9,,2022
Xavier Worthy,xavier-worthy-1,/cfb/players/xavier-worthy-1.html,Texas,Big 12,13,60,760,12.7,9,58.5,2,14,7.0,0,1.1,62,774,12.5,9,,2022
J. Michael Sturdivant,j-michael-sturdivant-1,/cfb/players/j-michael-sturdivant-1.html,California,Pac-12,12,65,755,11.6,7,62.9,2,-8,-4.0,0,-0.7,67,747,11.1,7,,2022
Odieu Hiliare,odieu-hiliare-1,/cfb/players/odieu-hiliare-1.html,Bowling Green,MAC,13,58,747,12.9,6,57.5,6,5,0.8,0,0.4,64,752,11.8,6,,2022
Sam James,sam-james-1,/cfb/players/sam-james-1.html,West Virginia,Big 12,12,46,745,16.2,6,62.1,3,9,3.0,0,0.8,49,754,15.4,6,,2022
Dante Cephas,dante-cephas-1,/cfb/players/dante-cephas-1.html,Kent State,MAC,9,48,744,15.5,3,82.7,2,12,6.0,0,1.3,50,756,15.1,3,,2022
Jerand Bradley,jerand-bradley-1,/cfb/players/jerand-bradley-1.html,Texas Tech,Big 12,12,51,744,14.6,6,62.0,0,0,,0,0.0,51,744,14.6,6,,2022
Quian Williams,quian-williams-1,/cfb/players/quian-williams-1.html,Buffalo,MAC,13,61,743,12.2,5,57.2,2,2,1.0,0,0.2,63,745,11.8,5,,2022
De'Corian Clark,decorian-clark-1,/cfb/players/decorian-clark-1.html,UTSA,CUSA,9,51,741,14.5,8,82.3,0,0,,0,0.0,51,741,14.5,8,,2022
Malik Knowles,malik-knowles-1,/cfb/players/malik-knowles-1.html,Kansas State,Big 12,14,48,725,15.1,2,51.8,8,164,20.5,3,11.7,56,889,15.9,5,,2022
Ryan O'Keefe,ryan-okeefe-1,/cfb/players/ryan-okeefe-1.html,UCF,American,13,73,725,9.9,5,55.8,23,222,9.7,0,17.1,96,947,9.9,5,,2022
Luke McCaffrey,luke-mccaffrey-1,/cfb/players/luke-mccaffrey-1.html,Rice,CUSA,11,58,723,12.5,6,65.7,12,148,12.3,1,13.5,70,871,12.4,7,,2022
LaJohntay Wester,lajohntay-wester-1,/cfb/players/lajohntay-wester-1.html,Florida Atlantic,CUSA,12,62,719,11.6,8,59.9,15,106,7.1,1,8.8,77,825,10.7,9,,2022
Xavier Weaver,xavier-weaver-1,/cfb/players/xavier-weaver-1.html,South Florida,American,9,53,718,13.5,6,79.8,1,1,1.0,0,0.1,54,719,13.3,6,,2022
Derwin Burgess Jr.,derwin-burgess-jr-1,/cfb/players/derwin-burgess-jr-1.html,Georgia Southern,Sun Belt,10,58,717,12.4,7,71.7,2,10,5.0,0,1.0,60,727,12.1,7,,2022
Lawrence Arnold,lawrence-arnold-2,/cfb/players/lawrence-arnold-2.html,Kansas,Big 12,13,44,716,16.3,4,55.1,0,0,,0,0.0,44,716,16.3,4,,2022
Isaiah Williams,isaiah-williams-7,/cfb/players/isaiah-williams-7.html,Illinois,Big Ten,13,82,715,8.7,5,55.0,7,5,0.7,0,0.4,89,720,8.1,5,,2022
Jeremy Singleton,jeremy-singleton-1,/cfb/players/jeremy-singleton-1.html,Georgia Southern,Sun Belt,12,66,714,10.8,2,59.5,0,-8,,0,-0.7,66,706,10.7,2,,2022
Rajae' Johnson-Sanders,rajae-johnson-sanders-1,/cfb/players/rajae-johnson-sanders-1.html,Troy,Sun Belt,14,36,713,19.8,7,50.9,0,0,,0,0.0,36,713,19.8,7,,2022
Elijah Higgins,elijah-higgins-1,/cfb/players/elijah-higgins-1.html,Stanford,Pac-12,12,59,704,11.9,2,58.7,4,48,12.0,0,4.0,63,752,11.9,2,,2022
Jadon Haselwood,jadon-haselwood-1,/cfb/players/jadon-haselwood-1.html,Arkansas,SEC,12,59,704,11.9,3,58.7,8,7,0.9,0,0.6,67,711,10.6,3,,2022
Tetairoa McMillan,tetairoa-mcmillan-1,/cfb/players/tetairoa-mcmillan-1.html,Arizona,Pac-12,12,39,702,18.0,8,58.5,0,0,,0,0.0,39,702,18.0,8,,2022
Devaughn Vele,devaughn-vele-1,/cfb/players/devaughn-vele-1.html,Utah,Pac-12,14,55,695,12.6,5,49.6,2,-4,-2.0,0,-0.3,57,691,12.1,5,,2022
Ja'lynn Polk,jalynn-polk-1,/cfb/players/jalynn-polk-1.html,Washington,Pac-12,13,41,694,16.9,6,53.4,1,15,15.0,0,1.2,42,709,16.9,6,,2022
Malik Washington,malik-washington-1,/cfb/players/malik-washington-1.html,Northwestern,Big Ten,12,65,694,10.7,1,57.8,9,16,1.8,0,1.3,74,710,9.6,1,,2022
Shae Wyatt,shae-wyatt-1,/cfb/players/shae-wyatt-1.html,Tulane,American,14,35,692,19.8,7,49.4,0,0,,0,0.0,35,692,19.8,7,,2022
Chimere Dike,chimere-dike-1,/cfb/players/chimere-dike-1.html,Wisconsin,Big Ten,13,47,689,14.7,6,53.0,5,32,6.4,1,2.5,52,721,13.9,7,,2022
Jermaine Burton,jermaine-burton-1,/cfb/players/jermaine-burton-1.html,Alabama,SEC,13,40,677,16.9,7,52.1,0,0,,0,0.0,40,677,16.9,7,,2022
Roderic Burns,roderic-burns-1,/cfb/players/roderic-burns-1.html,North Texas,CUSA,14,40,676,16.9,1,48.3,1,3,3.0,0,0.2,41,679,16.6,1,,2022
Bryce Ford-Wheaton,bryce-ford-wheaton-1,/cfb/players/bryce-ford-wheaton-1.html,West Virginia,Big 12,12,62,675,10.9,7,56.3,0,0,,0,0.0,62,675,10.9,7,,2022
Ja'Corey Brooks,jacorey-brooks-1,/cfb/players/jacorey-brooks-1.html,Alabama,SEC,13,39,674,17.3,8,51.8,0,0,,0,0.0,39,674,17.3,8,,2022
Kaleb Smith,kaleb-smith-2,/cfb/players/kaleb-smith-2.html,Virginia Tech,ACC,11,37,674,18.2,3,61.3,0,0,,0,0.0,37,674,18.2,3,,2022
Tre Tucker,tre-tucker-1,/cfb/players/tre-tucker-1.html,Cincinnati,American,12,52,671,12.9,3,55.9,1,8,8.0,0,0.7,53,679,12.8,3,,2022
Bru McCoy,bru-mccoy-1,/cfb/players/bru-mccoy-1.html,Tennessee,SEC,12,52,667,12.8,4,55.6,1,3,3.0,0,0.3,53,670,12.6,4,,2022
Ricky Pearsall,ricky-pearsall-1,/cfb/players/ricky-pearsall-1.html,Florida,SEC,13,33,661,20.0,5,50.8,8,113,14.1,1,8.7,41,774,18.9,6,,2022
Duece Watts,duece-watts-1,/cfb/players/duece-watts-1.html,Tulane,American,14,33,657,19.9,8,46.9,1,1,1.0,0,0.1,34,658,19.4,8,,2022
Sam Laporta,sam-laporta-1,/cfb/players/sam-laporta-1.html,Iowa,Big Ten,12,58,657,11.3,1,54.8,2,6,3.0,0,0.5,60,663,11.1,1,,2022
Jordan Moore,jordan-moore-5,/cfb/players/jordan-moore-5.html,Duke,ACC,13,60,656,10.9,5,50.5,4,33,8.3,0,2.5,64,689,10.8,5,,2022
Nate McCollum,nate-mccollum-1,/cfb/players/nate-mccollum-1.html,Georgia Tech,ACC,11,60,655,10.9,3,59.5,6,56,9.3,1,5.1,66,711,10.8,4,,2022
Seydou Traore,seydou-traore-1,/cfb/players/seydou-traore-1.html,Arkansas State,Sun Belt,12,50,655,13.1,4,54.6,0,0,,0,0.0,50,655,13.1,4,,2022
Jordan Whittington,jordan-whittington-2,/cfb/players/jordan-whittington-2.html,Texas,Big 12,13,50,652,13.0,1,50.2,0,0,,0,0.0,50,652,13.0,1,,2022
Evan Stewart,evan-stewart-2,/cfb/players/evan-stewart-2.html,Texas A&M,SEC,10,53,649,12.2,2,64.9,1,-1,-1.0,0,-0.1,54,648,12.0,2,,2022
Tyrell Shavers,tyrell-shavers-1,/cfb/players/tyrell-shavers-1.html,San Diego State,MWC,13,38,643,16.9,3,49.5,0,0,,0,0.0,38,643,16.9,3,,2022
Donavon Greene,donavon-greene-1,/cfb/players/donavon-greene-1.html,Wake Forest,ACC,13,37,642,17.4,6,49.4,0,0,,0,0.0,37,642,17.4,6,,2022
Thayer Thomas,thayer-thomas-1,/cfb/players/thayer-thomas-1.html,North Carolina State,ACC,13,57,642,11.3,4,49.4,1,-7,-7.0,0,-0.5,58,635,10.9,4,,2022
Kobe Hudson,kobe-hudson-1,/cfb/players/kobe-hudson-1.html,UCF,American,12,39,641,16.4,7,53.4,0,0,,0,0.0,39,641,16.4,7,,2022
Jahmal Banks,jahmal-banks-1,/cfb/players/jahmal-banks-1.html,Wake Forest,ACC,12,42,636,15.1,9,53.0,0,0,,0,0.0,42,636,15.1,9,,2022
Jayden Reed,jayden-reed-1,/cfb/players/jayden-reed-1.html,Michigan State,Big Ten,11,55,636,11.6,5,57.8,4,11,2.8,0,1.0,59,647,11.0,5,,2022
Smoke Harris,smoke-harris-1,/cfb/players/smoke-harris-1.html,Louisiana Tech,CUSA,12,65,635,9.8,5,52.9,8,-1,-0.1,0,-0.1,73,634,8.7,5,,2022
Cole Tucker,cole-tucker-1,/cfb/players/cole-tucker-1.html,Northern Illinois,MAC,11,45,632,14.0,4,57.5,0,0,,0,0.0,45,632,14.0,4,,2022
Tanner Knue,tanner-knue-1,/cfb/players/tanner-knue-1.html,Eastern Michigan,MAC,12,45,632,14.0,9,52.7,2,16,8.0,0,1.3,47,648,13.8,9,,2022
Mario Williams,mario-williams-2,/cfb/players/mario-williams-2.html,USC,Pac-12,12,40,631,15.8,5,52.6,1,10,10.0,0,0.8,41,641,15.6,5,,2022
Barion Brown,barion-brown-1,/cfb/players/barion-brown-1.html,Kentucky,SEC,13,50,628,12.6,4,48.3,4,-2,-0.5,0,-0.2,54,626,11.6,4,,2022
Jyaire Shorter,jyaire-shorter-1,/cfb/players/jyaire-shorter-1.html,North Texas,CUSA,13,23,628,27.3,11,48.3,0,0,,0,0.0,23,628,27.3,11,,2022
Rara Thomas,rara-thomas-1,/cfb/players/rara-thomas-1.html,Mississippi State,SEC,12,44,626,14.2,7,52.2,0,0,,0,0.0,44,626,14.2,7,,2022
Puka Nacua,puka-nacua-1,/cfb/players/puka-nacua-1.html,BYU,Ind,9,48,625,13.0,5,69.4,25,209,8.4,5,23.2,73,834,11.4,10,,2022
Terrell Vaughn,terrell-vaughn-1,/cfb/players/terrell-vaughn-1.html,Utah State,MWC,13,56,624,11.1,5,48.0,13,72,5.5,1,5.5,69,696,10.1,6,,2022
Luke Grimm,luke-grimm-1,/cfb/players/luke-grimm-1.html,Kansas,Big 12,12,52,623,12.0,6,51.9,0,0,,0,0.0,52,623,12.0,6,,2022
