Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Harold Fannin Jr.,harold-fannin-jr-1,/cfb/players/harold-fannin-jr-1.html,Bowling Green,MAC,13,117,1555,13.3,10,119.6,9,65,7.2,1,5.0,126,1620,12.9,11,AA,2024
Nick Nash,nick-nash-1,/cfb/players/nick-nash-1.html,San Jose State,MWC,12,104,1382,13.3,16,115.2,1,-9,-9.0,0,-0.8,105,1373,13.1,16,AA,2024
Tetairoa McMillan,tetairoa-mcmillan-1,/cfb/players/tetairoa-mcmillan-1.html,Arizona,Big 12,12,84,1319,15.7,8,109.9,0,0,,0,0.0,84,1319,15.7,8,AA,2024
Jeremiah Smith,jeremiah-smith-2,/cfb/players/jeremiah-smith-2.html,Ohio State,Big Ten,16,76,1315,17.3,15,82.2,6,47,7.8,1,2.9,82,1362,16.6,16,,2024
Travis Hunter,travis-hunter-2,/cfb/players/travis-hunter-2.html,Colorado,Big 12,13,96,1258,13.1,15,96.8,2,5,2.5,1,0.4,98,1263,12.9,16,"H-1,Bednarik,AA,Camp",2024
Coleman Owen,coleman-owen-1,/cfb/players/coleman-owen-1.html,Ohio,MAC,14,78,1245,16.0,8,88.9,2,26,13.0,1,1.9,80,1271,15.9,9,,2024
Tyler Warren,tyler-warren-1,/cfb/players/tyler-warren-1.html,Penn State,Big Ten,16,104,1233,11.9,8,77.1,26,218,8.4,4,13.6,130,1451,11.2,12,H-7,2024
Kyle Williams,kyle-williams-11,/cfb/players/kyle-williams-11.html,Washington State,Ind,13,70,1198,17.1,14,92.2,9,57,6.3,0,4.4,79,1255,15.9,14,,2024
Jaylin Noel,jaylin-noel-1,/cfb/players/jaylin-noel-1.html,Iowa State,Big 12,14,80,1194,14.9,8,85.3,9,38,4.2,0,2.7,89,1232,13.8,8,,2024
Jayden Higgins,jayden-higgins-1,/cfb/players/jayden-higgins-1.html,Iowa State,Big 12,13,87,1183,13.6,9,91.0,0,0,,0,0.0,87,1183,13.6,9,,2024
Eric Rivers,eric-rivers-2,/cfb/players/eric-rivers-2.html,Florida International,CUSA,12,62,1172,18.9,12,97.7,1,-3,-3.0,0,-0.3,63,1169,18.6,12,,2024
Andrew Armstrong,andrew-armstrong-2,/cfb/players/andrew-armstrong-2.html,Arkansas,SEC,11,78,1140,14.6,1,103.6,0,0,,0,0.0,78,1140,14.6,1,,2024
Jamaal Pritchett,jamaal-pritchett-1,/cfb/players/jamaal-pritchett-1.html,South Alabama,Sun Belt,12,91,1127,12.4,9,93.9,1,3,3.0,0,0.3,92,1130,12.3,9,,2024
Xavier Restrepo,xavier-restrepo-1,/cfb/players/xavier-restrepo-1.html,Miami (FL),ACC,12,69,1127,16.3,11,93.9,0,0,,0,0.0,69,1127,16.3,11,AA,2024
Tai Felton,tai-felton-1,/cfb/players/tai-felton-1.html,Maryland,Big Ten,12,96,1124,11.7,9,93.7,2,23,11.5,0,1.9,98,1147,11.7,9,,2024
Jordyn Tyson,jordyn-tyson-1,/cfb/players/jordyn-tyson-1.html,Arizona State,Big 12,12,75,1101,14.7,10,91.8,1,1,1.0,0,0.1,76,1102,14.5,10,,2024
Mac Dalena,mac-dalena-1,/cfb/players/mac-dalena-1.html,Fresno State,MWC,13,64,1065,16.6,8,81.9,5,39,7.8,0,3.0,69,1104,16.0,8,,2024
Corey Rucker,corey-rucker-1,/cfb/players/corey-rucker-1.html,Arkansas State,Sun Belt,13,69,1053,15.3,7,81.0,0,0,,0,0.0,69,1053,15.3,7,,2024
