Player,Player_ID,Player_Link,class,pos,summary,School,Year
Will Howard,will-howard-2,/cfb/players/will-howard-2.html,SR,QB,"309 Cmp, 423 Att, 4010 Yds, 35 TD",Ohio State,2024
Devin Brown,devin-brown-2,/cfb/players/devin-brown-2.html,JR,QB,"11 Cmp, 20 Att, 114 Yds, 1 TD",Ohio State,2024
Julian Sayin,julian-sayin-1,/cfb/players/julian-sayin-1.html,FR,QB,"5 Cmp, 12 Att, 84 Yds, 1 TD",Ohio State,2024
Mason Maggs,mason-maggs-1,/cfb/players/mason-maggs-1.html,JR,QB,,Ohio State,2024
Lincoln Kienholz,lincoln-kienholz-1,/cfb/players/lincoln-kienholz-1.html,SO,QB,,Ohio State,2024
Air Noland,air-noland-1,/cfb/players/air-noland-1.html,FR,QB,,Ohio State,2024
Chad Ray,chad-ray-1,/cfb/players/chad-ray-1.html,SR,QB,,Ohio State,2024
Quinshon Judkins,quinshon-judkins-1,/cfb/players/quinshon-judkins-1.html,JR,RB,"194 Att, 1060 Yds, 5.5 Avg",Ohio State,2024
TreVeyon Henderson,treveyon-henderson-1,/cfb/players/treveyon-henderson-1.html,SR,RB,"144 Att, 1016 Yds, 7.1 Avg",Ohio State,2024
James Peoples,james-peoples-1,/cfb/players/james-peoples-1.html,FR,RB,"49 Att, 197 Yds, 4.0 Avg",Ohio State,2024
Sam Williams-Dixon,sam-williams-dixon-1,/cfb/players/sam-williams-dixon-1.html,FR,RB,"7 Att, 53 Yds, 7.6 Avg",Ohio State,2024
Chase Brecht,chase-brecht-1,/cfb/players/chase-brecht-1.html,FR,RB,,Ohio State,2024
TC Caffey,tc-caffey-1,/cfb/players/tc-caffey-1.html,JR,RB,,Ohio State,2024
Rashid SeSay,rashid-sesay-1,/cfb/players/rashid-sesay-1.html,FR,RB,,Ohio State,2024
Emeka Egbuka,emeka-egbuka-1,/cfb/players/emeka-egbuka-1.html,SR,WR,"81 Rec, 1011 Yds, 12.5 Avg",Ohio State,2024
Jeremiah Smith,jeremiah-smith-2,/cfb/players/jeremiah-smith-2.html,FR,WR,"76 Rec, 1315 Yds, 17.3 Avg",Ohio State,2024
Carnell Tate,carnell-tate-1,/cfb/players/carnell-tate-1.html,SO,WR,"52 Rec, 733 Yds, 14.1 Avg",Ohio State,2024
Brandon Inniss,brandon-inniss-1,/cfb/players/brandon-inniss-1.html,SO,WR,"14 Rec, 176 Yds, 12.6 Avg",Ohio State,2024
Bryson Rodgers,bryson-rodgers-1,/cfb/players/bryson-rodgers-1.html,SO,WR,"5 Rec, 46 Yds, 9.2 Avg",Ohio State,2024
Jayden Ballard,jayden-ballard-1,/cfb/players/jayden-ballard-1.html,SR,WR,"2 Rec, 18 Yds, 9.0 Avg",Ohio State,2024
David Adolph,david-adolph-1,/cfb/players/david-adolph-1.html,JR,WR,"1 Rec, 10 Yds, 10.0 Avg",Ohio State,2024
Kojo Antwi,kojo-antwi-1,/cfb/players/kojo-antwi-1.html,JR,WR,"1 Rec, 8 Yds, 8.0 Avg",Ohio State,2024
Mylan Graham,mylan-graham-1,/cfb/players/mylan-graham-1.html,FR,WR,,Ohio State,2024
Joop Mitchell,joop-mitchell-1,/cfb/players/joop-mitchell-1.html,SR,WR,,Ohio State,2024
Brennen Schramm,brennen-schramm-1,/cfb/players/brennen-schramm-1.html,SO,WR,,Ohio State,2024
Damarion Witten,damarion-witten-1,/cfb/players/damarion-witten-1.html,FR,WR,,Ohio State,2024
Nolan Baudo,nolan-baudo-1,/cfb/players/nolan-baudo-1.html,SO,WR,,Ohio State,2024
Shawn Lodge,shawn-lodge-1,/cfb/players/shawn-lodge-1.html,JR,WR,,Ohio State,2024
Reis Stocksdale,reis-stocksdale-1,/cfb/players/reis-stocksdale-1.html,SR,WR,,Ohio State,2024
Dorian Williams,dorian-williams-3,/cfb/players/dorian-williams-3.html,FR,WR,,Ohio State,2024
Gee Scott Jr.,gee-scott-jr-1,/cfb/players/gee-scott-jr-1.html,SR,TE,"27 Rec, 253 Yds, 9.4 Avg",Ohio State,2024
Will Kacmarek,will-kacmarek-1,/cfb/players/will-kacmarek-1.html,JR,TE,"8 Rec, 86 Yds, 10.8 Avg",Ohio State,2024
Jelani Thurman,jelani-thurman-1,/cfb/players/jelani-thurman-1.html,SO,TE,"4 Rec, 42 Yds, 10.5 Avg",Ohio State,2024
Bennett Christian,bennett-christian-1,/cfb/players/bennett-christian-1.html,JR,TE,"2 Rec, 61 Yds, 30.5 Avg",Ohio State,2024
Patrick Gurd,patrick-gurd-1,/cfb/players/patrick-gurd-1.html,SR,TE,"1 Rec, 6 Yds, 6.0 Avg",Ohio State,2024
Max LeBlanc,max-leblanc-1,/cfb/players/max-leblanc-1.html,FR,TE,,Ohio State,2024
Jace Middleton,jace-middleton-1,/cfb/players/jace-middleton-1.html,SR,TE,,Ohio State,2024
George Fitzpatrick,george-fitzpatrick-1,/cfb/players/george-fitzpatrick-1.html,JR,OL,,Ohio State,2024
Josh Fryar,josh-fryar-1,/cfb/players/josh-fryar-1.html,SR,OL,,Ohio State,2024
Carson Hinzman,carson-hinzman-1,/cfb/players/carson-hinzman-1.html,JR,OL,,Ohio State,2024
Donovan Jackson,donovan-jackson-1,/cfb/players/donovan-jackson-1.html,SR,OL,,Ohio State,2024
Seth McLaughlin,seth-mclaughlin-1,/cfb/players/seth-mclaughlin-1.html,SR,OL,,Ohio State,2024
Zen Michalski,zen-michalski-1,/cfb/players/zen-michalski-1.html,SR,OL,,Ohio State,2024
Luke Montgomery,luke-montgomery-1,/cfb/players/luke-montgomery-1.html,SO,OL,,Ohio State,2024
