recruit_name,recruit_year,committed_to,recruit_id,sports_ref_id,roster_name,roster_school,roster_year,pos,name_score,team_match,year_diff,match_strategy
Terrence Moore,2021,Pittsburgh,202100642,terrence-moore-3,Terrence Moore,Pitt,2021,OL,100,1,0,PRIMARY_LAYER
Javon Bullard,2021,Georgia,202100643,javon-bullard-1,Javon Bullard,Georgia,2021,DB,100,1,0,PRIMARY_LAYER
Zemarion Harrell,2021,Coastal Carolina,202100644,zemarion-harrell-1,Ze'Marion Harrell,Coastal Carolina,2021,LB,100,1,0,PRIMARY_LAYER
Davonte Pritchard,2021,Kansas State,202100645,davonte-pritchard-1,Davonte Pritchard,Kansas State,2021,LB,100,1,0,PRIMARY_LAYER
Garner Langlo,2021,Auburn,202100646,garner-langlo-1,Garner Langlo,Auburn,2021,OL,100,1,0,PRIMARY_LAYER
Ricardo Hallman,2021,Wisconsin,202100647,ricardo-hallman-1,Ricardo Hallman,Wisconsin,2021,CB,100,1,0,PRIMARY_LAYER
Elijah Bean,2021,Baylor,202100648,elijah-bean-1,Elijah Bean,Baylor,2021,WR,100,1,0,PRIMARY_LAYER
Marvin Covington,2021,TCU,202100649,marvin-covington-1,Marvin Covington,Texas Christian,2021,CB,100,1,0,PRIMARY_LAYER
Ezavier Staples,2021,UCLA,202100650,ezavier-staples-1,Ezavier Staples,UCLA,2021,WR,100,1,0,PRIMARY_LAYER
Griffin Liddle,2021,Iowa,202100651,griffin-liddle-1,Griffin Liddle,Iowa,2021,DL,100,1,0,PRIMARY_LAYER
Trenton Adkins,2021,Toledo,202100652,trenton-adkins-1,Trenton Adkins,Toledo,2021,RB,100,1,0,PRIMARY_LAYER
Kajiya Hollawayne,2021,UCLA,202100654,kajiya-hollawayne-1,Kajiya Hollawayne,UCLA,2021,QB,100,1,0,PRIMARY_LAYER
Maurice Heims,2021,Washington,202100655,maurice-heims-1,Maurice Heims,Washington,2021,LB,100,1,0,PRIMARY_LAYER
Joe Labas,2021,Iowa,202100656,joey-labas-1,Joey Labas,Iowa,2021,QB,92,1,0,PRIMARY_LAYER
Joshua Farmer,2021,Florida State,202100657,joshua-farmer-1,Joshua Farmer,Florida State,2021,DE,100,1,0,PRIMARY_LAYER
Darren Barkins,2021,Oregon,202100658,darren-barkins-1,Darren Barkins,Oregon,2021,CB,100,1,0,PRIMARY_LAYER
Jordyn Williams,2021,Indiana,202100659,jordyn-williams-1,Jordyn Williams,Indiana,2021,WR,100,1,0,PRIMARY_LAYER
Latrell Neville,2021,Nebraska,202100660,latrell-neville-1,Latrell Neville,Nebraska,2021,WR,100,1,0,PRIMARY_LAYER
Jai Jones,2021,Boise State,202100661,jai-jones-1,Jai Jones,Boise State,2021,LB,100,1,0,PRIMARY_LAYER
Jackson Meeks,2021,Georgia,202100662,jackson-meeks-1,Jackson Meeks,Georgia,2021,WR,100,1,0,PRIMARY_LAYER
West Weeks,2021,Virginia,202100663,west-weeks-1,West Weeks,Virginia,2021,LB,100,1,0,PRIMARY_LAYER
Jaylen Wright,2021,Tennessee,202100665,jaylen-wright-1,Jaylen Wright,Tennessee,2021,RB,100,1,0,PRIMARY_LAYER
Kamonte Grimes,2021,Nebraska,202100666,kamonte-grimes-1,Kamonte Grimes,Nebraska,2021,WR,100,1,0,PRIMARY_LAYER
Khalil Dinkins,2021,Penn State,202100667,khalil-dinkins-1,Khalil Dinkins,Penn State,2021,TE,100,1,0,PRIMARY_LAYER
Gunnar Helm,2021,Texas,202100668,gunnar-helm-1,Gunnar Helm,Texas,2021,TE,100,1,0,PRIMARY_LAYER
Je'lin Samuels,2021,SMU,202100669,jelin-samuels-1,Je'lin Samuels,SMU,2021,DE,100,1,0,PRIMARY_LAYER
Chayden Peery,2021,Georgia Tech,202100670,chayden-peery-1,Chayden Peery,Georgia Tech,2021,QB,100,1,0,PRIMARY_LAYER
Hugh Laughlin,2021,Virginia,202100672,hugh-laughlin-1,Hugh Laughlin,Virginia,2021,DL,100,1,0,PRIMARY_LAYER
Jeff Bowie,2021,Iowa,202100673,jeff-bowie-1,Jeff Bowie,Iowa,2021,DL,100,1,0,PRIMARY_LAYER
Ethan Boyd,2021,Michigan State,202100674,ethan-boyd-1,Ethan Boyd,Michigan State,2021,OL,100,1,0,PRIMARY_LAYER
Trey Reynolds,2021,Utah,202100675,trey-reynolds-1,Trey Reynolds,Utah,2021,LB,100,1,0,PRIMARY_LAYER
Logan Purcell,2021,Minnesota,202100676,logan-purcell-1,Logan Purcell,Minnesota,2021,OL,100,1,0,PRIMARY_LAYER
Cole Bishop,2021,Utah,202100677,cole-bishop-1,Cole Bishop,Utah,2021,S,100,1,0,PRIMARY_LAYER
Devin Lee,2021,Vanderbilt,202100678,devin-lee-1,Devin Lee,Vanderbilt,2021,DL,100,1,0,PRIMARY_LAYER
De'kelvion Beamon,2021,Oklahoma State,202100679,dekelvion-beamon-1,De'Kelvion Beamon,Oklahoma State,2021,CB,100,1,0,PRIMARY_LAYER
Jeremiah Pittman,2021,Iowa,202100680,jeremiah-pittman-1,Jeremiah Pittman,Iowa,2021,DL,100,1,0,PRIMARY_LAYER
T.J. Sanders,2021,South Carolina,202100681,tj-sanders-2,T.J. Sanders,South Carolina,2021,DL,100,1,0,PRIMARY_LAYER
Ian Mathews,2021,Auburn,202100682,ian-mathews-1,Ian Mathews,Auburn,2021,DL,100,1,0,PRIMARY_LAYER
Alex Honig,2021,TCU,202100683,alex-honig-1,Alex Honig,Texas Christian,2021,QB,100,1,0,PRIMARY_LAYER
Jimmy Wyrick,2021,Stanford,202100684,jimmy-wyrick-2,Jimmy Wyrick,Stanford,2021,CB,100,1,0,PRIMARY_LAYER
Gabe Ervin Jr.,2021,Nebraska,202100686,gabe-ervin-jr-1,Gabe Ervin Jr.,Nebraska,2021,RB,100,1,0,PRIMARY_LAYER
DJ Justice,2021,UCLA,202100687,dj-justice-1,DJ Justice,UCLA,2021,WR,100,1,0,PRIMARY_LAYER
Jamarius Dinkins,2021,Kentucky,202100688,jamarius-dinkins-1,Jamarius Dinkins,Kentucky,2021,DT,100,1,0,PRIMARY_LAYER
Ese Dubre,2021,Stanford,202100689,ese-dubre-1,Ese Dubre,Stanford,2021,LB,100,1,0,PRIMARY_LAYER
Barryn Sorrell,2021,Texas,202100690,barryn-sorrell-1,Barryn Sorrell,Texas,2021,LB,100,1,0,PRIMARY_LAYER
Koby Bretz,2021,Nebraska,202100691,koby-bretz-1,Koby Bretz,Nebraska,2021,DB,100,1,0,PRIMARY_LAYER
Riley Leonard,2021,Duke,202100692,riley-leonard-1,Riley Leonard,Duke,2021,QB,100,1,0,PRIMARY_LAYER
Joseph Manjack IV,2021,USC,202100693,joseph-manjack-iv-1,Joseph Manjack IV,USC,2021,WR,100,1,0,PRIMARY_LAYER
Jed Castles,2021,Texas Tech,202100694,jed-castles-1,Jed Castles,Texas Tech,2021,TE,100,1,0,PRIMARY_LAYER
Brendan Sullivan,2021,Northwestern,202100695,brendan-sullivan-1,Brendan Sullivan,Northwestern,2021,QB,100,1,0,PRIMARY_LAYER
Jordan Lovett,2021,Kentucky,202100696,jordan-lovett-1,Jordan Lovett,Kentucky,2021,DB,100,1,0,PRIMARY_LAYER
Brody Brecht,2021,Iowa,202100697,brody-brecht-1,Brady Brecht,Iowa,2021,WR,90,1,0,PRIMARY_LAYER
Jake Slaughter,2021,Florida,202100698,jake-slaughter-2,Jake Slaughter,Florida,2021,OL,100,1,0,PRIMARY_LAYER
Tyas Martin,2021,Colorado,202100699,tyas-martin-1,Tyas Martin,Colorado,2021,DL,100,1,0,PRIMARY_LAYER
Ja'Corey Hammett,2021,West Virginia,202100701,jacorey-hammett-1,Ja'Corey Hammett,West Virginia,2021,LB,100,1,0,PRIMARY_LAYER
Caleb Hood,2021,North Carolina,202100702,caleb-hood-1,Caleb Hood,North Carolina,2021,RB,100,1,0,PRIMARY_LAYER
Luke Collinsworth,2021,Cincinnati,202100703,luke-collinsworth-1,Luke Collinsworth,Cincinnati,2021,OL,100,1,0,PRIMARY_LAYER
Royce White,2021,Memphis,202100705,royce-white-1,Royce White,Memphis,2021,OL,100,1,0,PRIMARY_LAYER
Mike Green,2021,Virginia,202100706,mike-green-14,Mike Green,Virginia,2021,LB,100,1,0,PRIMARY_LAYER
JoJo Johnson,2021,Notre Dame,202100707,jojo-johnson-1,JoJo Johnson,Notre Dame,2021,CB,100,1,0,PRIMARY_LAYER
Jaedon Wilson,2021,Arkansas,202100708,jaedon-wilson-1,Jaedon Wilson,Arkansas,2021,WR,100,1,0,PRIMARY_LAYER
Lucas Coley,2021,Arkansas,202100709,lucas-coley-1,Lucas Coley,Arkansas,2021,QB,100,1,0,PRIMARY_LAYER
Justin Walley,2021,Minnesota,202100710,justin-walley-1,Justin Walley,Minnesota,2021,DB,100,1,0,PRIMARY_LAYER
Garrett DiGiorgio,2021,UCLA,202100711,garrett-digiorgio-1,Garrett DiGiorgio,UCLA,2021,OL,100,1,0,PRIMARY_LAYER
Jarquez Hunter,2021,Auburn,202100712,jarquez-hunter-1,Jarquez Hunter,Auburn,2021,RB,100,1,0,PRIMARY_LAYER
Cameron Bergeron,2021,Duke,202100713,cameron-bergeron-1,Cameron Bergeron,Duke,2021,CB,100,1,0,PRIMARY_LAYER
Michael Gonzalez,2021,Louisville,202100714,michael-gonzalez-1,Michael Gonzalez,Louisville,2021,OL,100,1,0,PRIMARY_LAYER
Kenji Christian,2021,Virginia Tech,202100715,kenji-christian-1,Kenji Christian,Virginia Tech,2021,RB,100,1,0,PRIMARY_LAYER
Davion Sistrunk,2021,Missouri,202100716,davion-sistrunk-1,Davion Sistrunk,Missouri,2021,DB,100,1,0,PRIMARY_LAYER
Jordan Hornbeak,2021,Fresno State,202100717,jordan-hornbeak-1,Jordan Hornbeak,Fresno State,2021,RB,100,1,0,PRIMARY_LAYER
O'Mega Blake,2021,South Carolina,202100718,omega-blake-1,O'Mega Blake,South Carolina,2021,WR,100,1,0,PRIMARY_LAYER
Jaden Keller,2021,Virginia Tech,202100719,jaden-keller-1,Jaden Keller,Virginia Tech,2021,LB,100,1,0,PRIMARY_LAYER
Zyun Reeves,2021,NC State,202100720,zyun-reeves-1,Zyun Reeves,North Carolina State,2021,DL,100,1,0,PRIMARY_LAYER
Darrell Jackson Jr.,2021,Maryland,202100721,darrell-jackson-3,Darrell Jackson,Maryland,2021,DL,91,1,0,PRIMARY_LAYER
Demarcus Smith,2021,Ole Miss,202100722,demarcus-smith-1,Demarcus Smith,Ole Miss,2021,DL,100,1,0,PRIMARY_LAYER
Jah'von Grigsby,2021,Purdue,202100723,jahvon-grigsby-1,Jah'von Grigsby,Purdue,2021,S,100,1,0,PRIMARY_LAYER
Tyler Hibbler,2021,Missouri,202100725,tyler-hibbler-1,Tyler Hibbler,Missouri,2021,DB,100,1,0,PRIMARY_LAYER
Mao Glynn II,2021,Cincinnati,202100726,mao-glynn-ii-1,Mao Glynn II,Cincinnati,2021,OL,100,1,0,PRIMARY_LAYER
Aidan Hubbard,2021,Northwestern,202100728,aidan-hubbard-1,Aidan Hubbard,Northwestern,2021,DL,100,1,0,PRIMARY_LAYER
Roderick Daniels Jr.,2021,SMU,202100729,roderick-daniels-jr-1,Roderick Daniels Jr.,SMU,2021,WR,100,1,0,PRIMARY_LAYER
Elijah Howard,2021,Virginia Tech,202100730,elijah-howard-1,Elijah Howard,Virginia Tech,2021,DB,100,1,0,PRIMARY_LAYER
Chase Jackson,2021,TCU,202100731,chase-jackson-1,Chase Jackson,Texas Christian,2021,WR,100,1,0,PRIMARY_LAYER
Jack Tucker,2021,Texas Tech,202100733,jack-tucker-2,Jack Tucker,Texas Tech,2021,OL,100,1,0,PRIMARY_LAYER
Demarko Williams,2021,Ole Miss,202100734,demarko-williams-1,Demarko Williams,Ole Miss,2021,DB,100,1,0,PRIMARY_LAYER
Joshua Sales Jr.,2021,Indiana,202100735,joshua-sales-jr-1,Joshua Sales Jr.,Indiana,2021,OL,100,1,0,PRIMARY_LAYER
Theran Johnson,2021,Northwestern,202100736,theran-johnson-1,Theran Johnson,Northwestern,2021,CB,100,1,0,PRIMARY_LAYER
Jalen Stroman,2021,Virginia Tech,202100737,jalen-stroman-1,Jalen Stroman,Virginia Tech,2021,DB,100,1,0,PRIMARY_LAYER
Owen McGowan,2021,Boston College,202100738,owen-mcgowan-1,Owen McGowan,Boston College,2021,LB,100,1,0,PRIMARY_LAYER
Aaron Steinfeldt,2021,Indiana,202100739,aaron-steinfeldt-1,Aaron Steinfeldt,Indiana,2021,TE,100,1,0,PRIMARY_LAYER
Sam Vidlak,2021,Oregon State,202100741,sam-vidlak-1,Sam Vidlak,Oregon State,2021,QB,100,1,0,PRIMARY_LAYER
Antario Brown,2021,Northern Illinois,202100742,antario-brown-1,Antario Brown,Northern Illinois,2021,RB,100,1,0,PRIMARY_LAYER
Finn Collins,2021,Arizona State,202100743,finn-collins-1,Finn Collins,Arizona State,2021,QB,100,1,0,PRIMARY_LAYER
Malik Verdon,2021,Iowa State,202100744,malik-verdon-1,Malik Verdon,Iowa State,2021,DB,100,1,0,PRIMARY_LAYER
Taj Butts,2021,Missouri,202100745,taj-butts-1,Taj Butts,Missouri,2021,RB,100,1,0,PRIMARY_LAYER
Tyson Watson,2021,Michigan State,202100746,tyson-watson-1,Tyson Watson,Michigan State,2021,DT,100,1,0,PRIMARY_LAYER
Maddox Kopp,2021,Houston,202100748,maddox-kopp-1,Maddox Kopp,Houston,2021,QB,100,1,0,PRIMARY_LAYER
Kolinu'u Faaiu,2021,Utah,202100751,kolinuu-faaiu-1,Kolinu'u Faaiu,Utah,2021,OL,100,1,0,PRIMARY_LAYER
Jalon Williams,2021,Boston College,202100752,jalon-williams-1,Jalon Williams,Boston College,2021,CB,100,1,0,PRIMARY_LAYER
Josaiah Stewart,2021,Coastal Carolina,202100753,josaiah-stewart-1,Josaiah Stewart,Coastal Carolina,2021,DT,100,1,0,PRIMARY_LAYER
Antwain Littleton II,2021,Maryland,202100755,antwain-littleton-ii-1,Antwain Littleton II,Maryland,2021,RB,100,1,0,PRIMARY_LAYER
Zach Twedt,2021,Iowa,202100756,zach-twedt-1,Zach Twedt,Iowa,2021,LB,100,1,0,PRIMARY_LAYER
David Wohlabaugh Jr.,2021,Kentucky,202100758,david-wohlabaugh-jr-1,David Wohlabaugh Jr.,Kentucky,2021,OL,100,1,0,PRIMARY_LAYER
Elisha Lloyd,2021,Utah,202100760,elisha-lloyd-1,Elisha Lloyd,Utah,2021,CB,100,1,0,PRIMARY_LAYER
Aubrey Burks,2021,West Virginia,202100761,aubrey-burks-1,Aubrey Burks,West Virginia,2021,DB,100,1,0,PRIMARY_LAYER
Tyrell Raby,2021,Memphis,202100762,tyrell-raby-1,Tyrell Raby,Memphis,2021,DB,100,1,0,PRIMARY_LAYER
Jason White,2021,Oregon State,202100764,jason-white-6,Jason White,Oregon State,2021,OL,100,1,0,PRIMARY_LAYER
Brandon Honorable,2021,Western Michigan,202100765,brandon-honorable-1,Brandon Honorable,Western Michigan,2021,OL,100,1,0,PRIMARY_LAYER
Noah Bolticoff,2021,TCU,202100766,noah-bolticoff-1,Noah Bolticoff,Texas Christian,2021,OL,100,1,0,PRIMARY_LAYER
Hunter Barth,2021,California,202100767,hunter-barth-1,Hunter Barth,California,2021,S,100,1,0,PRIMARY_LAYER
Jack Leyrer,2021,Stanford,202100768,jack-leyrer-1,Jack Leyrer,Stanford,2021,T,100,1,0,PRIMARY_LAYER
Rara Thomas,2021,Mississippi State,202100769,rara-thomas-1,Rara Thomas,Mississippi State,2021,WR,100,1,0,PRIMARY_LAYER
Cedrick Nicely,2021,Ole Miss,202100770,cedrick-nicely-1,Cedrick Nicely,Ole Miss,2021,OL,100,1,0,PRIMARY_LAYER
Juju McDowell,2021,South Carolina,202100771,juju-mcdowell-1,Juju McDowell,South Carolina,2021,RB,100,1,0,PRIMARY_LAYER
JJ Hawkins,2021,Ole Miss,202100772,jj-hawkins-1,JJ Hawkins,Ole Miss,2021,DL,100,1,0,PRIMARY_LAYER
Terrence Enos Jr.,2021,Pittsburgh,202100773,terrence-enos-jr-1,Terrence Enos Jr.,Pitt,2021,OL,100,1,0,PRIMARY_LAYER
Xavier Ward,2021,Washington State,202100774,xavier-ward-1,Xavier Ward,Washington State,2021,QB,100,1,0,PRIMARY_LAYER
Eric Gentry,2021,Arizona State,202100776,eric-gentry-1,Eric Gentry,Arizona State,2021,LB,100,1,0,PRIMARY_LAYER
Solomon Wright,2021,Arkansas,202100778,solomon-wright-1,Solomon Wright,Arkansas,2021,DL,100,1,0,PRIMARY_LAYER
Javon Nelson,2021,Memphis,202100779,javon-nelson-1,Javon Nelson,Memphis,2021,DL,100,1,0,PRIMARY_LAYER
Garfield Lawrence,2021,Houston,202100780,garfield-lawrence-1,Garfield Lawrence,Houston,2021,DL,100,1,0,PRIMARY_LAYER
Javon Gipson,2021,Baylor,202100781,javon-gipson-1,Javon Gipson,Baylor,2021,WR,100,1,0,PRIMARY_LAYER
Howard Brown,2021,Iowa State,202100782,howard-brown-2,Howard Brown,Iowa State,2021,DL,100,1,0,PRIMARY_LAYER
Tomas Rimac,2021,West Virginia,202100783,tomas-rimac-1,Tomas Rimac,West Virginia,2021,OL,100,1,0,PRIMARY_LAYER
Davis Mallinger,2021,West Virginia,202100784,davis-mallinger-1,Davis Mallinger,West Virginia,2021,S,100,1,0,PRIMARY_LAYER
Montaye Dawson,2021,SMU,202100785,montaye-dawson-1,Montaye Dawson,SMU,2021,RB,100,1,0,PRIMARY_LAYER
Edwin White Schultz,2021,Kansas,202100786,edwin-white-schultz-1,Edwin White-Schultz,Kansas,2021,S,96,1,0,PRIMARY_LAYER
Marvin Martin,2021,Kansas State,202100787,marvin-martin-2,Marvin Martin,Kansas State,2021,DB,100,1,0,PRIMARY_LAYER
Aaron Gunn,2021,Louisville,202100788,aaron-gunn-1,Aaron Gunn,Louisville,2021,OL,100,1,0,PRIMARY_LAYER
Trent Battle,2021,TCU,202100789,trent-battle-1,Trent Battle,Texas Christian,2021,QB,100,1,0,PRIMARY_LAYER
Chris Paul Jr.,2021,Arkansas,202100791,chris-paul-jr-1,Chris Paul Jr.,Arkansas,2021,LB,100,1,0,PRIMARY_LAYER
Hammond Russell IV,2021,West Virginia,202100792,hammond-russell-iv-1,Hammond Russell IV,West Virginia,2021,DL,100,1,0,PRIMARY_LAYER
TJ Huggins,2021,Tulane,202100793,tj-huggins-1,T.J Huggins,Tulane,2021,WR,100,1,0,PRIMARY_LAYER
Austin Barry,2021,Arizona State,202100795,austin-barry-1,Austin Barry,Arizona State,2021,OL,100,1,0,PRIMARY_LAYER
Kolbe Fields,2021,South Carolina,202100796,kolbe-fields-1,Kolbe Fields,South Carolina,2021,LB,100,1,0,PRIMARY_LAYER
Amari McNeill,2021,Tennessee,202100797,amari-mcneill-1,Amari McNeill,Tennessee,2021,DL,100,1,0,PRIMARY_LAYER
Andrew Leingang,2021,Kansas State,202100798,andrew-leingang-1,Andrew Leingang,Kansas State,2021,OL,100,1,0,PRIMARY_LAYER
Zereoue Williams,2021,Utah,202100800,zereoue-williams-1,Zereoue Williams,Utah,2021,OL,100,1,0,PRIMARY_LAYER
Jalen Kitna,2021,Florida,202100801,jalen-kitna-1,Jalen Kitna,Florida,2021,QB,100,1,0,PRIMARY_LAYER
Jakiah Leftwich,2021,Georgia Tech,202100802,jakiah-leftwich-1,Jakiah Leftwich,Georgia Tech,2021,OL,100,1,0,PRIMARY_LAYER
Neto Okpala,2021,Boston College,202100803,neto-okpala-1,Neto Okpala,Boston College,2021,DE,100,1,0,PRIMARY_LAYER
Dillion Williams,2021,North Texas,202100804,dillion-williams-1,Dillion Williams,North Texas,2021,DB,100,1,0,PRIMARY_LAYER
John Howse IV,2021,Vanderbilt,202100806,john-howse-iv-1,John Howse IV,Vanderbilt,2021,CB,100,1,0,PRIMARY_LAYER
Victor Mullen,2021,Louisville,202100807,victor-mullen-1,Victor Mullen,Louisville,2021,TE,100,1,0,PRIMARY_LAYER
Ty Buchanan,2021,USC,202100808,ty-buchanan-1,Ty Buchanan,USC,2021,OL,100,1,0,PRIMARY_LAYER
Deion Burks,2021,Purdue,202100810,deion-burks-1,Deion Burks,Purdue,2021,WR,100,1,0,PRIMARY_LAYER
Mason Tharp,2021,Texas Tech,202100812,mason-tharp-1,Mason Tharp,Texas Tech,2021,TE,100,1,0,PRIMARY_LAYER
Trent Howland,2021,Indiana,202100814,trent-howland-1,Trent Howland,Indiana,2021,RB,100,1,0,PRIMARY_LAYER
Shaquan Loyal,2021,Rutgers,202100815,shaquan-loyal-1,Shaquan Loyal,Rutgers,2021,DB,100,1,0,PRIMARY_LAYER
Jaylen Jones,2021,Virginia Tech,202100816,jaylen-jones-2,Jaylen Jones,Virginia Tech,2021,WR,100,1,0,PRIMARY_LAYER
Kahlil Brantley,2021,Miami,202100819,kahlil-brantley-1,Kahlil Brantley,Miami (FL),2021,TE,100,1,0,PRIMARY_LAYER
BJ Harris,2021,Missouri,202100820,bj-harris-1,BJ Harris,Missouri,2021,RB,100,1,0,PRIMARY_LAYER
Jamal Haynes,2021,Georgia Tech,202100821,jamal-haynes-1,Jamal Haynes,Georgia Tech,2021,WR,100,1,0,PRIMARY_LAYER
Elia Migao,2021,Utah State,202100822,elia-migao-1,Elia Migao,Utah State,2021,OL,100,1,0,PRIMARY_LAYER
Melvin Swindle II,2021,Eastern Michigan,202100823,melvin-swindle-ii-1,Melvin Swindle II,Eastern Michigan,2021,DL,100,1,0,PRIMARY_LAYER
Kahlil Saunders,2021,Kentucky,202100825,kahlil-saunders-1,Kahlil Saunders,Kentucky,2021,DL,100,1,0,PRIMARY_LAYER
Preston Terrell,2021,Purdue,202100826,preston-terrell-1,Preston Terrell,Purdue,2021,WR,100,1,0,PRIMARY_LAYER
Corey Coley Jr.,2021,Maryland,202100827,corey-coley-jr-1,Corey Coley Jr.,Maryland,2021,DB,100,1,0,PRIMARY_LAYER
Isaia Glass,2021,Arizona State,202100828,isaia-glass-1,Isaia Glass,Arizona State,2021,OL,100,1,0,PRIMARY_LAYER
Grey Carroll,2021,Georgia Tech,202100830,grey-carroll-1,Grey Carroll,Georgia Tech,2021,DL,100,1,0,PRIMARY_LAYER
Mikey Keene,2021,UCF,202100831,mikey-keene-1,Mikey Keene,UCF,2021,QB,100,1,0,PRIMARY_LAYER
Terrence Williams,2021,Louisiana,202100833,terrence-williams-1,Terrence Williams,Louisiana,2021,LB,100,1,0,PRIMARY_LAYER
Jacoby Jackson,2021,Texas Tech,202100834,jacoby-jackson-1,Jacoby Jackson,Texas Tech,2021,OL,100,1,0,PRIMARY_LAYER
Thornton Gentry,2021,NC State,202100835,thornton-gentry-1,Thornton Gentry,North Carolina State,2021,OL,100,1,0,PRIMARY_LAYER
Stephon Hall,2021,Pittsburgh,202100836,stephon-hall-1,Stephon Hall,Pitt,2021,DB,100,1,0,PRIMARY_LAYER
Brayden Wood,2021,Kansas State,202100837,brayden-wood-1,Brayden Wood,Kansas State,2021,DT,100,1,0,PRIMARY_LAYER
Nate Evans,2021,NC State,202100838,nate-evans-3,Nate Evans,North Carolina State,2021,CB,100,1,0,PRIMARY_LAYER
Mike Jarvis,2021,Wisconsin,202100841,mike-jarvis-1,Mike Jarvis,Wisconsin,2021,DE,100,1,0,PRIMARY_LAYER
AJ Rollins,2021,Nebraska,202100842,aj-rollins-1,A.J. Rollins,Nebraska,2021,TE,100,1,0,PRIMARY_LAYER
Kani Walker,2021,Louisville,202100843,kani-walker-1,Kani Walker,Louisville,2021,DB,100,1,0,PRIMARY_LAYER
Jaylin Noel,2021,Iowa State,202100844,jaylin-noel-1,Jaylin Noel,Iowa State,2021,WR,100,1,0,PRIMARY_LAYER
Cole Nelson,2021,Virginia Tech,202100849,cole-nelson-1,Cole Nelson,Virginia Tech,2021,DL,100,1,0,PRIMARY_LAYER
Michael Diatta,2021,Virginia,202100850,michael-diatta-1,Michael Diatta,Virginia,2021,DL,100,1,0,PRIMARY_LAYER
Noah Collins,2021,Georgia Tech,202100851,noah-collins-1,Noah Collins,Georgia Tech,2021,DL,100,1,0,PRIMARY_LAYER
Justin Pickett,2021,Duke,202100852,justin-pickett-1,Justin Pickett,Duke,2021,T,100,1,0,PRIMARY_LAYER
Casey Cain,2021,Texas,202100853,casey-cain-1,Casey Cain,Texas,2021,WR,100,1,0,PRIMARY_LAYER
Dylan Merrell,2021,Duke,202100854,dylan-merrell-1,Dylan Merrell,Duke,2021,CB,100,1,0,PRIMARY_LAYER
Paul Rodriguez,2021,Kentucky,202100855,paul-rodriguez-2,Paul Rodriguez,Kentucky,2021,OL,100,1,0,PRIMARY_LAYER
Mattheus Carroll,2021,Virginia Tech,202100856,mattheus-carroll-1,Mattheus Carroll,Virginia Tech,2021,DL,100,1,0,PRIMARY_LAYER
Shawn Gates,2021,Utah State,202100857,shawn-gates-1,Shawn Gates,Utah State,2021,CB,100,1,0,PRIMARY_LAYER
Cedric Seabrough,2021,NC State,202100860,cedric-seabrough-1,Cedric Seabrough,North Carolina State,2021,TE,100,1,0,PRIMARY_LAYER
Chase Penry,2021,Colorado,202100861,chase-penry-1,Chase Penry,Colorado,2021,WR,100,1,0,PRIMARY_LAYER
Santino Marucci,2021,Wake Forest,202100863,santino-marucci-1,Santino Marucci,Wake Forest,2021,QB,100,1,0,PRIMARY_LAYER
Chase Lowery,2021,Arkansas,202100864,chase-lowery-1,Chase Lowery,Arkansas,2021,DB,100,1,0,PRIMARY_LAYER
J'Dan Burnett,2021,Louisiana Tech,202100865,jdan-burnett-1,J'Dan Burnett,Louisiana Tech,2021,DL,100,1,0,PRIMARY_LAYER
Jaden Lindsay,2021,Appalachian State,202100866,jaden-lindsay-1,Jaden Lindsay,Appalachian State,2021,OL,100,1,0,PRIMARY_LAYER
Taleeq Robbins,2021,Ole Miss,202100867,taleeq-robbins-1,Taleeq Robbins,Ole Miss,2021,DL,100,1,0,PRIMARY_LAYER
Michael Myslinski,2021,Iowa,202100868,michael-myslinski-1,Michael Myslinski,Iowa,2021,OL,100,1,0,PRIMARY_LAYER
Tyler Needham,2021,Rutgers,202100869,tyler-needham-1,Tyler Needham,Rutgers,2021,OL,100,1,0,PRIMARY_LAYER
JP Martin,2021,Memphis,202100870,jp-martin-1,JP Martin,Memphis,2021,RB,100,1,0,PRIMARY_LAYER
TJ Steele,2021,TCU,202100871,tj-steele-1,TJ Steele,Texas Christian,2021,WR,100,1,0,PRIMARY_LAYER
Adrian Huey,2021,Kentucky,202100872,adrian-huey-1,Adrian Huey,Kentucky,2021,DB,100,1,0,PRIMARY_LAYER
Da'Veawn Armstead,2021,TCU,202100874,daveawn-armstead-1,Da'Veawn Armstead,Texas Christian,2021,S,100,1,0,PRIMARY_LAYER
Jimmy Horn Jr.,2021,South Florida,202100875,jimmy-horn-jr-1,Jimmy Horn Jr.,South Florida,2021,WR,100,1,0,PRIMARY_LAYER
Erick Cade,2021,Ole Miss,202100877,erick-cade-1,Erick Cade,Ole Miss,2021,OL,100,1,0,PRIMARY_LAYER
Colin Henrich,2021,South Carolina,202100878,collin-henrich-1,Collin Henrich,South Carolina,2021,OL,95,1,0,PRIMARY_LAYER
Terion Sugick,2021,Vanderbilt,202100879,terion-sugick-1,Terion Sugick,Vanderbilt,2021,DL,100,1,0,PRIMARY_LAYER
Jackson Hamilton,2021,Louisville,202100880,jackson-hamilton-1,Jackson Hamilton,Louisville,2021,LB,100,1,0,PRIMARY_LAYER
Sam Reynolds,2021,South Carolina,202100881,sam-reynolds-2,Sam Reynolds,South Carolina,2021,WR,100,1,0,PRIMARY_LAYER
Romario Noel,2021,Baylor,202100882,romario-noel-1,Romario Noel,Baylor,2021,CB,100,1,0,PRIMARY_LAYER
