Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,awards,Year
Demarcus Irons Jr.,demarcus-irons-jr-1,/cfb/players/demarcus-irons-jr-1.html,Akron,MAC,10,253,379,66.8,2606,10,2.6,7,1.8,6.9,6.57,10.3,260.6,129.5,,2022
John Rhys Plumlee,john-rhys-plumlee-1,/cfb/players/john-rhys-plumlee-1.html,UCF,American,13,218,346,63.0,2586,14,4.0,8,2.3,7.5,7.24,11.9,198.9,134.5,,2022
Anthony Richardson,anthony-richardson-2,/cfb/players/anthony-richardson-2.html,Florida,SEC,12,176,327,53.8,2549,17,5.2,9,2.8,7.8,7.60,14.5,212.4,131.0,,2022
Chris Reynolds,chris-reynolds-1,/cfb/players/chris-reynolds-1.html,Charlotte,CUSA,10,201,316,63.6,2540,22,7.0,11,3.5,8.0,7.86,12.6,254.0,147.1,,2022
D.J. Uiagalelei,dj-uiagalelei-1,/cfb/players/dj-uiagalelei-1.html,Clemson,ACC,13,229,370,61.9,2521,22,5.9,7,1.9,6.8,7.15,11.0,193.9,135.0,,2022
James Blackman,james-blackman-1,/cfb/players/james-blackman-1.html,Arkansas State,Sun Belt,11,223,347,64.3,2471,14,4.0,3,0.9,7.1,7.54,11.1,224.6,135.7,,2022
Darren Grainger,darren-grainger-1,/cfb/players/darren-grainger-1.html,Georgia State,Sun Belt,12,174,297,58.6,2443,18,6.1,7,2.4,8.2,8.38,14.0,203.6,143.0,,2022
Casey Thompson,casey-thompson-1,/cfb/players/casey-thompson-1.html,Nebraska,Big Ten,10,173,274,63.1,2407,17,6.2,10,3.6,8.8,8.38,13.9,240.7,150.1,,2022
Will Levis,will-levis-1,/cfb/players/will-levis-1.html,Kentucky,SEC,11,185,283,65.4,2406,19,6.7,10,3.5,8.5,8.25,13.0,218.7,151.9,,2022
Chandler Rogers,chandler-rogers-3,/cfb/players/chandler-rogers-3.html,Louisiana-Monroe,Sun Belt,12,216,320,67.5,2403,15,4.7,7,2.2,7.5,7.46,11.1,200.3,141.7,,2022
Kedon Slovis,kedon-slovis-1,/cfb/players/kedon-slovis-1.html,Pitt,ACC,11,184,315,58.4,2397,10,3.2,9,2.9,7.6,6.96,13.0,217.9,127.1,,2022
Brayden Schager,brayden-schager-1,/cfb/players/brayden-schager-1.html,Hawaii,MWC,12,221,400,55.3,2348,13,3.3,10,2.5,5.9,5.40,10.6,195.7,110.3,,2022
Connor Bazelak,connor-bazelak-1,/cfb/players/connor-bazelak-1.html,Indiana,Big Ten,10,235,426,55.2,2312,13,3.1,10,2.3,5.4,4.98,9.8,231.2,106.1,,2022
DeQuan Finn,dequan-finn-1,/cfb/players/dequan-finn-1.html,Toledo,MAC,12,189,316,59.8,2269,23,7.3,12,3.8,7.2,6.93,12.0,189.1,136.5,,2022
Brennan Armstrong,brennan-armstrong-1,/cfb/players/brennan-armstrong-1.html,Virginia,ACC,10,185,338,54.7,2210,7,2.1,12,3.6,6.5,5.36,11.9,221.0,109.4,,2022
Quinn Ewers,quinn-ewers-1,/cfb/players/quinn-ewers-1.html,Texas,Big 12,10,172,296,58.1,2177,15,5.1,6,2.0,7.4,7.46,12.7,217.7,132.6,,2022
Grant Wells,grant-wells-1,/cfb/players/grant-wells-1.html,Virginia Tech,ACC,11,196,332,59.0,2171,9,2.7,9,2.7,6.5,5.86,11.1,197.4,117.5,,2022
Davis Brin,davis-brin-1,/cfb/players/davis-brin-1.html,Tulsa,American,9,148,250,59.2,2138,17,6.8,8,3.2,8.6,8.47,14.4,237.6,147.1,,2022
Graham Mertz,graham-mertz-1,/cfb/players/graham-mertz-1.html,Wisconsin,Big Ten,12,164,286,57.3,2136,19,6.6,10,3.5,7.5,7.22,13.0,178.0,135.0,,2022
Taylor Powell,taylor-powell-1,/cfb/players/taylor-powell-1.html,Eastern Michigan,MAC,9,174,269,64.7,2111,16,5.9,8,3.0,7.8,7.70,12.1,234.6,144.3,,2022
Collin Schlee,collin-schlee-1,/cfb/players/collin-schlee-1.html,Kent State,MAC,11,157,266,59.0,2109,13,4.9,5,1.9,7.9,8.06,13.4,191.7,138.0,,2022
JT Daniels,jt-daniels-1,/cfb/players/jt-daniels-1.html,West Virginia,Big 12,10,200,327,61.2,2107,13,4.0,9,2.8,6.4,6.00,10.5,210.7,122.9,,2022
TJ Mcmahon,tj-mcmahon-1,/cfb/players/tj-mcmahon-1.html,Rice,CUSA,10,160,266,60.2,2102,18,6.8,14,5.3,7.9,6.89,13.1,210.2,138.3,,2022
Gavin Hardison,gavin-hardison-1,/cfb/players/gavin-hardison-1.html,UTEP,CUSA,10,164,315,52.1,2044,11,3.5,8,2.5,6.5,6.04,12.5,204.4,113.0,,2022
Taylen Green,taylen-green-1,/cfb/players/taylen-green-1.html,Boise State,MWC,13,166,271,61.3,2042,14,5.2,6,2.2,7.5,7.57,12.3,157.1,137.2,,2022
Jalen Mayden,jalen-mayden-1,/cfb/players/jalen-mayden-1.html,San Diego State,MWC,13,141,237,59.5,2030,12,5.1,10,4.2,8.6,7.68,14.4,156.2,139.7,,2022
Drew Pyne,drew-pyne-1,/cfb/players/drew-pyne-1.html,Notre Dame,Ind,11,164,254,64.6,2021,22,8.7,6,2.4,8.0,8.63,12.3,183.7,155.3,,2022
Jalon Daniels,jalon-daniels-1,/cfb/players/jalon-daniels-1.html,Kansas,Big 12,9,152,230,66.1,2014,18,7.8,4,1.7,8.8,9.54,13.3,223.8,162.0,,2022
Daniel Richardson,daniel-richardson-1,/cfb/players/daniel-richardson-1.html,Central Michigan,MAC,12,179,318,56.3,1988,15,4.7,5,1.6,6.3,6.49,11.1,165.7,121.2,,2022
Grayson James,grayson-james-1,/cfb/players/grayson-james-1.html,Florida International,CUSA,11,210,358,58.7,1969,11,3.1,11,3.1,5.5,4.73,9.4,179.0,108.9,,2022
Dylan Hopkins,dylan-hopkins-1,/cfb/players/dylan-hopkins-1.html,UAB,CUSA,11,136,215,63.3,1913,10,4.7,4,1.9,8.9,8.99,14.1,173.9,149.6,,2022
Clay Millen,clay-millen-1,/cfb/players/clay-millen-1.html,Colorado State,MWC,10,169,234,72.2,1910,10,4.3,6,2.6,8.2,7.86,11.3,191.0,149.8,,2022
Parker McNeil,parker-mcneil-1,/cfb/players/parker-mcneil-1.html,Louisiana Tech,CUSA,8,123,214,57.5,1908,18,8.4,8,3.7,8.9,8.92,15.5,238.5,152.7,,2022
Doug Brumfield,doug-brumfield-1,/cfb/players/doug-brumfield-1.html,Nevada-Las Vegas,MWC,10,164,254,64.6,1898,10,3.9,5,2.0,7.5,7.37,11.6,189.8,136.4,,2022
Tyler Van Dyke,tyler-van-dyke-1,/cfb/players/tyler-van-dyke-1.html,Miami (FL),ACC,9,160,253,63.2,1835,10,4.0,5,2.0,7.3,7.15,11.5,203.9,133.3,,2022
Spencer Petras,spencer-petras-1,/cfb/players/spencer-petras-1.html,Iowa,Big Ten,12,157,281,55.9,1725,5,1.8,5,1.8,6.1,5.69,11.0,143.8,109.8,,2022
Phil Jurkovec,phil-jurkovec-1,/cfb/players/phil-jurkovec-1.html,Boston College,ACC,8,147,247,59.5,1711,11,4.5,8,3.2,6.9,6.36,11.6,213.9,125.9,,2022
Ben Wooldridge,ben-wooldridge-1,/cfb/players/ben-wooldridge-1.html,Louisiana,Sun Belt,10,138,244,56.6,1661,15,6.1,5,2.0,6.8,7.11,12.0,166.1,129.9,,2022
Ryan Hilinski,ryan-hilinski-1,/cfb/players/ryan-hilinski-1.html,Northwestern,Big Ten,8,144,258,55.8,1644,6,2.3,7,2.7,6.4,5.62,11.4,205.5,111.6,,2022
Will Howard,will-howard-2,/cfb/players/will-howard-2.html,Kansas State,Big 12,7,119,199,59.8,1633,15,7.5,4,2.0,8.2,8.81,13.7,233.3,149.6,,2022
Robby Ashford,robby-ashford-1,/cfb/players/robby-ashford-1.html,Auburn,SEC,12,123,250,49.2,1613,7,2.8,7,2.8,6.5,5.75,13.1,134.4,107.0,,2022
Andrew Peasley,andrew-peasley-1,/cfb/players/andrew-peasley-1.html,Wyoming,MWC,12,144,275,52.4,1574,10,3.6,9,3.3,5.7,4.98,10.9,131.2,105.9,,2022
Malik Cunningham,malik-cunningham-1,/cfb/players/malik-cunningham-1.html,Louisville,ACC,10,136,218,62.4,1568,8,3.7,5,2.3,7.2,6.89,11.5,156.8,130.3,,2022
Cam Fancher,cam-fancher-1,/cfb/players/cam-fancher-1.html,Marshall,Sun Belt,13,131,235,55.7,1558,10,4.3,6,2.6,6.6,6.33,11.9,119.8,120.4,,2022
Johnathan Bennett,johnathan-bennett-1,/cfb/players/johnathan-bennett-1.html,Liberty,Ind,12,131,224,58.5,1534,12,5.4,9,4.0,6.8,6.11,11.7,127.8,125.7,,2022
Emory Jones,emory-jones-1,/cfb/players/emory-jones-1.html,Arizona State,Pac-12,8,125,199,62.8,1533,7,3.5,4,2.0,7.7,7.50,12.3,191.6,135.1,,2022
Donovan Smith,donovan-smith-2,/cfb/players/donovan-smith-2.html,Texas Tech,Big 12,12,146,221,66.1,1505,12,5.4,8,3.6,6.8,6.27,10.3,125.4,133.9,,2022
Cooper Legas,cooper-legas-1,/cfb/players/cooper-legas-1.html,Utah State,MWC,10,135,221,61.1,1499,11,5.0,10,4.5,6.8,5.74,11.1,149.9,125.4,,2022
Trenton Bourguet,trenton-bourguet-1,/cfb/players/trenton-bourguet-1.html,Arizona State,Pac-12,7,145,203,71.4,1490,11,5.4,5,2.5,7.3,7.32,10.3,212.9,146.0,,2022
Nate Cox,nate-cox-1,/cfb/players/nate-cox-1.html,Nevada,MWC,12,133,251,53.0,1466,5,2.0,5,2.0,5.8,5.34,11.0,122.2,104.6,,2022
Ben Gulbranson,ben-gulbranson-1,/cfb/players/ben-gulbranson-1.html,Oregon State,Pac-12,10,121,194,62.4,1455,9,4.6,5,2.6,7.5,7.27,12.0,145.5,135.5,,2022
Diego Pavia,diego-pavia-1,/cfb/players/diego-pavia-1.html,New Mexico State,Ind,12,101,190,53.2,1450,13,6.8,6,3.2,7.6,7.58,14.4,120.8,133.5,,2022
Zion Turner,zion-turner-1,/cfb/players/zion-turner-1.html,Connecticut,Ind,13,149,258,57.8,1407,9,3.5,10,3.9,5.5,4.41,9.4,108.2,107.3,,2022
Tanner Morgan,tanner-morgan-2,/cfb/players/tanner-morgan-2.html,Minnesota,Big Ten,9,107,160,66.9,1382,9,5.6,5,3.1,8.6,8.36,12.9,153.6,151.7,,2022
Tyler Shough,tyler-shough-1,/cfb/players/tyler-shough-1.html,Texas Tech,Big 12,7,106,177,59.9,1304,7,4.0,4,2.3,7.4,7.14,12.3,186.3,130.3,,2022
Aveon Smith,aveon-smith-1,/cfb/players/aveon-smith-1.html,Miami (OH),MAC,10,108,217,49.8,1299,11,5.1,5,2.3,6.0,5.96,12.0,129.9,112.2,,2022
Jack Salopek,jack-salopek-1,/cfb/players/jack-salopek-1.html,Western Michigan,MAC,7,104,212,49.1,1285,7,3.3,11,5.2,6.1,4.39,12.4,183.6,100.5,,2022
Jason Bean,jason-bean-1,/cfb/players/jason-bean-1.html,Kansas,Big 12,12,87,136,64.0,1280,14,10.3,4,2.9,9.4,10.15,14.7,106.7,171.1,,2022
AJ Swann,aj-swann-1,/cfb/players/aj-swann-1.html,Vanderbilt,SEC,9,115,198,58.1,1274,10,5.1,2,1.0,6.4,6.99,11.1,141.6,126.8,,2022
Devin Leary,devin-leary-1,/cfb/players/devin-leary-1.html,North Carolina State,ACC,6,118,193,61.1,1265,11,5.7,4,2.1,6.6,6.76,10.7,210.8,130.9,,2022
Adrian Martinez,adrian-martinez-2,/cfb/players/adrian-martinez-2.html,Kansas State,Big 12,10,118,184,64.1,1261,6,3.3,1,0.5,6.9,7.26,10.7,126.1,131.4,,2022
Emmett Morehead,emmett-morehead-1,/cfb/players/emmett-morehead-1.html,Boston College,ACC,10,115,192,59.9,1254,10,5.2,6,3.1,6.5,6.17,10.9,125.4,125.7,,2022
Haynes King,haynes-king-1,/cfb/players/haynes-king-1.html,Texas A&M,SEC,6,104,187,55.6,1220,7,3.7,6,3.2,6.5,5.83,11.7,203.3,116.4,,2022
JT Shrout,jt-shrout-1,/cfb/players/jt-shrout-1.html,Colorado,Pac-12,9,90,203,44.3,1220,7,3.4,8,3.9,6.0,4.93,13.6,135.6,98.3,,2022
Zach Wilcke,zach-wilcke-1,/cfb/players/zach-wilcke-1.html,Southern Mississippi,Sun Belt,8,101,176,57.4,1163,9,5.1,9,5.1,6.6,5.33,11.5,145.4,119.5,,2022
Braylon Braxton,braylon-braxton-1,/cfb/players/braylon-braxton-1.html,Tulsa,American,9,92,163,56.4,1133,10,6.1,2,1.2,7.0,7.63,12.3,125.9,132.6,,2022
Chandler Fields,chandler-fields-1,/cfb/players/chandler-fields-1.html,Louisiana,Sun Belt,8,106,182,58.2,1123,11,6.0,4,2.2,6.2,6.39,10.6,140.4,125.6,,2022
Behren Morton,behren-morton-1,/cfb/players/behren-morton-1.html,Texas Tech,Big 12,9,96,169,56.8,1117,7,4.1,6,3.6,6.6,5.84,11.6,124.1,118.9,,2022
Jeff Sims,jeff-sims-1,/cfb/players/jeff-sims-1.html,Georgia Tech,ACC,7,110,188,58.5,1115,5,2.7,3,1.6,5.9,5.74,10.1,159.3,113.9,,2022
Kaidon Salter,kaidon-salter-1,/cfb/players/kaidon-salter-1.html,Liberty,Ind,8,87,149,58.4,1088,8,5.4,5,3.4,7.3,6.87,12.5,136.0,130.7,,2022
Gerry Bohanon,gerry-bohanon-1,/cfb/players/gerry-bohanon-1.html,South Florida,American,7,91,160,56.9,1070,6,3.8,6,3.8,6.7,5.75,11.8,152.9,117.9,,2022
Brock Domann,brock-domann-1,/cfb/players/brock-domann-1.html,Louisville,ACC,10,79,144,54.9,998,4,2.8,6,4.2,6.9,5.61,12.6,99.8,113.9,,2022
Mike Wright,mike-wright-8,/cfb/players/mike-wright-8.html,Vanderbilt,SEC,10,85,148,57.4,974,12,8.1,4,2.7,6.6,6.99,11.5,97.4,134.1,,2022
Joe Milton,joe-milton-2,/cfb/players/joe-milton-2.html,Tennessee,SEC,9,53,82,64.6,971,10,12.2,0,0.0,11.8,14.28,18.3,107.9,204.3,,2022
Trey Lowe III,trey-lowe-iii-1,/cfb/players/trey-lowe-iii-1.html,Southern Mississippi,Sun Belt,7,62,119,52.1,965,5,4.2,2,1.7,8.1,8.19,15.6,137.9,130.7,,2022
Athan Kaliakmanis,athan-kaliakmanis-1,/cfb/players/athan-kaliakmanis-1.html,Minnesota,Big Ten,11,60,111,54.1,946,3,2.7,4,3.6,8.5,7.44,15.8,86.0,127.4,,2022
Chance Nolan,chance-nolan-1,/cfb/players/chance-nolan-1.html,Oregon State,Pac-12,5,66,111,59.5,939,7,6.3,8,7.2,8.5,6.48,14.2,187.8,136.9,,2022
Henry Colombi,henry-colombi-1,/cfb/players/henry-colombi-1.html,Marshall,Sun Belt,7,94,128,73.4,938,6,4.7,4,3.1,7.3,6.86,10.0,134.0,144.2,,2022
Hudson Card,hudson-card-1,/cfb/players/hudson-card-1.html,Texas,Big 12,12,75,108,69.4,928,6,5.6,1,0.9,8.6,9.29,12.4,77.3,158.1,,2022
Conner Weigman,conner-weigman-1,/cfb/players/conner-weigman-1.html,Texas A&M,SEC,5,73,132,55.3,896,8,6.1,0,0.0,6.8,8.00,12.3,179.2,132.3,,2022
