Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,awards,Year
D'Eriq King,deriq-king-1,/cfb/players/deriq-king-1.html,Houston,American,11,219,345,63.5,2982,36,10.4,6,1.7,8.6,9.95,13.6,271.1,167.0,,2018
Joe Burrow,joe-burrow-1,/cfb/players/joe-burrow-1.html,LSU,SEC,13,219,379,57.8,2894,16,4.2,5,1.3,7.6,7.89,13.2,222.6,133.2,,2018
Peyton Ramsey,peyton-ramsey-1,/cfb/players/peyton-ramsey-1.html,Indiana,Big Ten,12,295,447,66.0,2875,19,4.3,13,2.9,6.4,5.97,9.7,239.6,128.2,,2018
Caleb Evans,caleb-evans-2,/cfb/players/caleb-evans-2.html,Louisiana-Monroe,Sun Belt,12,231,374,61.8,2869,16,4.3,12,3.2,7.7,7.08,12.4,239.1,133.9,,2018
Eric Dungey,eric-dungey-1,/cfb/players/eric-dungey-1.html,Syracuse,ACC,13,226,371,60.9,2868,18,4.9,9,2.4,7.7,7.61,12.7,220.6,137.0,,2018
Nathan Stanley,nathan-stanley-2,/cfb/players/nathan-stanley-2.html,Iowa,Big Ten,13,235,396,59.3,2852,26,6.6,10,2.5,7.2,7.38,12.1,219.4,136.5,,2018
Steven Montez,steven-montez-1,/cfb/players/steven-montez-1.html,Colorado,Pac-12,12,258,399,64.7,2849,19,4.8,9,2.3,7.1,7.08,11.0,237.4,135.8,,2018
Jarrett Stidham,jarrett-stidham-1,/cfb/players/jarrett-stidham-1.html,Auburn,SEC,13,224,369,60.7,2794,18,4.9,5,1.4,7.6,7.94,12.5,214.9,137.7,,2018
Jake Fromm,jake-fromm-1,/cfb/players/jake-fromm-1.html,Georgia,SEC,14,206,306,67.3,2749,30,9.8,6,2.0,9.0,10.06,13.3,196.4,171.2,,2018
Deondre Francois,deondre-francois-1,/cfb/players/deondre-francois-1.html,Florida State,ACC,11,227,396,57.3,2731,15,3.8,12,3.0,6.9,6.29,12.0,248.3,121.7,,2018
James Morgan,james-morgan-1,/cfb/players/james-morgan-1.html,Florida International,CUSA,12,213,326,65.3,2727,26,8.0,7,2.1,8.4,8.99,12.8,227.3,157.6,,2018
Ryan Willis,ryan-willis-2,/cfb/players/ryan-willis-2.html,Virginia Tech,ACC,12,213,364,58.5,2716,24,6.6,9,2.5,7.5,7.67,12.8,226.3,138.0,,2018
Blake Barnett,blake-barnett-2,/cfb/players/blake-barnett-2.html,South Florida,American,11,214,350,61.1,2705,12,3.4,11,3.1,7.7,7.00,12.6,245.9,131.1,,2018
Bryce Perkins,bryce-perkins-1,/cfb/players/bryce-perkins-1.html,Virginia,ACC,13,225,349,64.5,2680,25,7.2,9,2.6,7.7,7.95,11.9,206.2,147.5,,2018
Daniel Jones,daniel-jones-4,/cfb/players/daniel-jones-4.html,Duke,ACC,11,237,392,60.5,2674,22,5.6,9,2.3,6.8,6.91,11.3,243.1,131.7,,2018
JT Daniels,jt-daniels-1,/cfb/players/jt-daniels-1.html,USC,Pac-12,11,216,363,59.5,2672,14,3.9,10,2.8,7.4,6.89,12.4,242.9,128.6,,2018
McKenzie Milton,mckenzie-milton-1,/cfb/players/mckenzie-milton-1.html,UCF,American,10,171,289,59.2,2663,25,8.7,6,2.1,9.2,10.01,15.6,266.3,161.0,H-6,2018
Jarret Doege,jarret-doege-1,/cfb/players/jarret-doege-1.html,Bowling Green,MAC,12,242,389,62.2,2660,27,6.9,12,3.1,6.8,6.84,11.0,221.7,136.4,,2018
Alan Bowman,alan-bowman-1,/cfb/players/alan-bowman-1.html,Texas Tech,Big 12,8,227,327,69.4,2638,17,5.2,7,2.1,8.1,8.14,11.6,329.8,150.1,,2018
Ian Book,ian-book-1,/cfb/players/ian-book-1.html,Notre Dame,Ind,12,214,314,68.2,2628,19,6.1,7,2.2,8.4,8.58,12.3,219.0,154.0,,2018
Adrian Martinez,adrian-martinez-2,/cfb/players/adrian-martinez-2.html,Nebraska,Big Ten,11,224,347,64.6,2617,17,4.9,8,2.3,7.5,7.48,11.7,237.9,139.5,,2018
Shea Patterson,shea-patterson-1,/cfb/players/shea-patterson-1.html,Michigan,Big Ten,13,210,325,64.6,2600,22,6.8,7,2.2,8.0,8.38,12.4,200.0,149.8,,2018
Ben Hicks,ben-hicks-1,/cfb/players/ben-hicks-1.html,SMU,American,12,208,372,55.9,2582,19,5.1,7,1.9,6.9,7.12,12.4,215.2,127.3,,2018
Anthony Russo,anthony-russo-3,/cfb/players/anthony-russo-3.html,Temple,American,13,198,345,57.4,2563,14,4.1,14,4.1,7.4,6.41,12.9,197.2,125.1,,2018
Josh Adkins,josh-adkins-1,/cfb/players/josh-adkins-1.html,New Mexico State,Ind,10,222,393,56.5,2563,13,3.3,9,2.3,6.5,6.15,11.5,256.3,117.6,,2018
Gus Ragland,gus-ragland-1,/cfb/players/gus-ragland-1.html,Miami (OH),MAC,12,226,371,60.9,2547,17,4.6,5,1.3,6.9,7.18,11.3,212.3,131.0,,2018
Chris Robison,chris-robison-1,/cfb/players/chris-robison-1.html,Florida Atlantic,CUSA,12,192,304,63.2,2533,12,3.9,12,3.9,8.3,7.35,13.2,211.1,138.3,,2018
Khalil Tate,khalil-tate-1,/cfb/players/khalil-tate-1.html,Arizona,Pac-12,11,170,302,56.3,2530,26,8.6,8,2.6,8.4,8.91,14.9,230.0,149.8,,2018
Trace McSorley,trace-mcsorley-1,/cfb/players/trace-mcsorley-1.html,Penn State,Big Ten,13,192,361,53.2,2530,18,5.0,7,1.9,7.0,7.13,13.2,194.6,124.6,,2018
Isaiah Green,isaiah-green-2,/cfb/players/isaiah-green-2.html,Marshall,CUSA,10,187,330,56.7,2459,15,4.5,10,3.0,7.5,7.00,13.1,245.9,128.2,,2018
Feleipe Franks,feleipe-franks-1,/cfb/players/feleipe-franks-1.html,Florida,SEC,13,188,322,58.4,2457,24,7.5,6,1.9,7.6,8.28,13.1,189.0,143.4,,2018
Desmond Ridder,desmond-ridder-1,/cfb/players/desmond-ridder-1.html,Cincinnati,American,13,194,311,62.4,2445,20,6.4,5,1.6,7.9,8.42,12.6,188.1,146.4,,2018
Nathan Rourke,nathan-rourke-1,/cfb/players/nathan-rourke-1.html,Ohio,MAC,13,165,275,60.0,2431,23,8.4,8,2.9,8.8,9.20,14.7,187.0,156.0,,2018
Jack Abraham,jack-abraham-1,/cfb/players/jack-abraham-1.html,Southern Mississippi,CUSA,9,223,305,73.1,2347,15,4.9,10,3.3,7.7,7.20,10.5,260.8,147.4,,2018
Woody Barrett,woody-barrett-2,/cfb/players/woody-barrett-2.html,Kent State,MAC,12,229,390,58.7,2339,11,2.8,9,2.3,6.0,5.52,10.2,194.9,113.8,,2018
Kato Nelson,kato-nelson-1,/cfb/players/kato-nelson-1.html,Akron,MAC,11,178,342,52.0,2329,15,4.4,8,2.3,6.8,6.63,13.1,211.7,119.0,,2018
Andre Nunez,andre-nunez-1,/cfb/players/andre-nunez-1.html,Louisiana,Sun Belt,14,182,287,63.4,2272,20,7.0,12,4.2,7.9,7.43,12.5,162.3,144.5,,2018
K.J. Carta-Samuels,kj-carta-samuels-1,/cfb/players/kj-carta-samuels-1.html,Colorado State,MWC,10,183,296,61.8,2261,19,6.4,9,3.0,7.6,7.55,12.4,226.1,141.1,,2018
Brock Purdy,brock-purdy-1,/cfb/players/brock-purdy-1.html,Iowa State,Big 12,10,146,220,66.4,2250,16,7.3,7,3.2,10.2,10.25,15.4,225.0,169.9,,2018
Marcus Childers,marcus-childers-1,/cfb/players/marcus-childers-1.html,Northern Illinois,MAC,14,234,397,58.9,2175,15,3.8,10,2.5,5.5,5.10,9.3,155.4,112.4,,2018
Nathan Elliott,nathan-elliott-1,/cfb/players/nathan-elliott-1.html,North Carolina,ACC,10,201,325,61.8,2169,11,3.4,9,2.8,6.7,6.10,10.8,216.9,123.5,,2018
Anthony Brown,anthony-brown-11,/cfb/players/anthony-brown-11.html,Boston College,ACC,12,158,285,55.4,2121,20,7.0,9,3.2,7.4,7.42,13.4,176.8,134.8,,2018
Dan Ellington,dan-ellington-1,/cfb/players/dan-ellington-1.html,Georgia State,Sun Belt,11,174,292,59.6,2119,12,4.1,5,1.7,7.3,7.31,12.2,192.6,130.7,,2018
Brian Lewerke,brian-lewerke-1,/cfb/players/brian-lewerke-1.html,Michigan State,Big Ten,11,184,339,54.3,2040,8,2.4,11,3.2,6.0,5.03,11.1,185.5,106.1,,2018
Zac Thomas,zac-thomas-2,/cfb/players/zac-thomas-2.html,Appalachian State,Sun Belt,12,159,254,62.6,2039,21,8.3,6,2.4,8.0,8.62,12.8,169.9,152.6,,2018
Jon Wassink,jon-wassink-1,/cfb/players/jon-wassink-1.html,Western Michigan,MAC,9,151,245,61.6,1994,16,6.5,6,2.4,8.1,8.34,13.2,221.6,146.7,,2018
Sam Hartman,sam-hartman-1,/cfb/players/sam-hartman-1.html,Wake Forest,ACC,9,161,291,55.3,1984,16,5.5,8,2.7,6.8,6.68,12.3,220.4,125.2,,2018
Kenny Pickett,kenny-pickett-1,/cfb/players/kenny-pickett-1.html,Pitt,ACC,14,180,310,58.1,1969,12,3.9,6,1.9,6.4,6.25,10.9,140.6,120.3,,2018
Josh Love,josh-love-1,/cfb/players/josh-love-1.html,San Jose State,MWC,8,162,289,56.1,1963,14,4.8,9,3.1,6.8,6.36,12.1,245.4,122.9,,2018
David Pindell,david-pindell-1,/cfb/players/david-pindell-1.html,Connecticut,American,12,186,314,59.2,1962,19,6.1,13,4.1,6.2,5.60,10.5,163.5,123.4,,2018
Jawon Pass,jawon-pass-1,/cfb/players/jawon-pass-1.html,Louisville,ACC,11,162,300,54.0,1960,8,2.7,12,4.0,6.5,5.27,12.1,178.2,109.7,,2018
Riley Neal,riley-neal-1,/cfb/players/riley-neal-1.html,Ball State,MAC,9,194,335,57.9,1917,11,3.3,4,1.2,5.7,5.84,9.9,213.0,114.4,,2018
Jarrett Guarantano,jarrett-guarantano-1,/cfb/players/jarrett-guarantano-1.html,Tennessee,SEC,12,153,246,62.2,1907,12,4.9,3,1.2,7.8,8.18,12.5,158.9,141.0,,2018
Peyton Bender,peyton-bender-1,/cfb/players/peyton-bender-1.html,Kansas,Big 12,11,183,321,57.0,1894,13,4.0,3,0.9,5.9,6.29,10.3,172.2,118.1,,2018
Terry Wilson,terry-wilson-3,/cfb/players/terry-wilson-3.html,Kentucky,SEC,13,180,268,67.2,1889,11,4.1,8,3.0,7.0,6.53,10.5,145.3,133.9,,2018
Tyler Wiegers,tyler-wiegers-1,/cfb/players/tyler-wiegers-1.html,Eastern Michigan,MAC,12,171,264,64.8,1887,11,4.2,3,1.1,7.1,7.47,11.0,157.3,136.3,,2018
Eli Peters,eli-peters-1,/cfb/players/eli-peters-1.html,Toledo,MAC,12,146,265,55.1,1837,18,6.8,7,2.6,6.9,7.10,12.6,153.1,130.5,,2018
Ross Comis,ross-comis-1,/cfb/players/ross-comis-1.html,Massachusetts,Ind,11,122,194,62.9,1799,14,7.2,3,1.5,9.3,10.02,14.7,163.5,161.5,,2018
Evan Orth,evan-orth-1,/cfb/players/evan-orth-1.html,South Alabama,Sun Belt,10,145,222,65.3,1795,11,5.0,6,2.7,8.1,7.86,12.4,179.5,144.2,,2018
Tyler Huntley,tyler-huntley-1,/cfb/players/tyler-huntley-1.html,Utah,Pac-12,9,150,234,64.1,1788,12,5.1,6,2.6,7.6,7.51,11.9,198.7,140.1,,2018
Holton Ahlers,holton-ahlers-1,/cfb/players/holton-ahlers-1.html,East Carolina,American,10,127,263,48.3,1785,12,4.6,3,1.1,6.8,7.19,14.1,178.5,118.1,,2018
Nick Fitzgerald,nick-fitzgerald-2,/cfb/players/nick-fitzgerald-2.html,Mississippi State,SEC,12,145,281,51.6,1767,16,5.7,9,3.2,6.3,5.99,12.2,147.3,116.8,,2018
Sawyer Smith,sawyer-smith-1,/cfb/players/sawyer-smith-1.html,Troy,Sun Belt,13,144,229,62.9,1669,14,6.1,6,2.6,7.3,7.33,11.6,128.4,139.0,,2018
Jake Luton,jake-luton-1,/cfb/players/jake-luton-1.html,Oregon State,Pac-12,8,140,224,62.5,1660,10,4.5,4,1.8,7.4,7.50,11.9,207.5,135.9,,2018
Ryan Agnew,ryan-agnew-1,/cfb/players/ryan-agnew-1.html,San Diego State,MWC,12,115,223,51.6,1651,10,4.5,6,2.7,7.4,7.09,14.4,137.6,123.2,,2018
Reid Herring,reid-herring-1,/cfb/players/reid-herring-1.html,East Carolina,American,9,154,288,53.5,1607,6,2.1,10,3.5,5.6,4.43,10.4,178.6,100.3,,2018
Ty Storey,ty-storey-1,/cfb/players/ty-storey-1.html,Arkansas,SEC,10,143,250,57.2,1584,11,4.4,10,4.0,6.3,5.42,11.1,158.4,116.9,,2018
Zach Wilson,zach-wilson-3,/cfb/players/zach-wilson-3.html,BYU,Ind,9,120,182,65.9,1578,12,6.6,3,1.6,8.7,9.25,13.2,175.3,157.2,,2018
A.J. Erdely,aj-erdely-1,/cfb/players/aj-erdely-1.html,UAB,CUSA,9,111,198,56.1,1539,7,3.5,7,3.5,7.8,6.89,13.9,171.0,125.9,,2018
Alex Hornibrook,alex-hornibrook-1,/cfb/players/alex-hornibrook-1.html,Wisconsin,Big Ten,9,122,205,59.5,1532,13,6.3,11,5.4,7.5,6.33,12.6,170.2,132.5,,2018
Wilton Speight,wilton-speight-1,/cfb/players/wilton-speight-1.html,UCLA,Pac-12,7,126,208,60.6,1527,6,2.9,6,2.9,7.3,6.62,12.1,218.1,126.0,,2018
Chase Garbers,chase-garbers-1,/cfb/players/chase-garbers-1.html,California,Pac-12,12,159,260,61.2,1506,14,5.4,10,3.8,5.8,5.14,9.5,125.5,119.9,,2018
Sheriron Jones,sheriron-jones-1,/cfb/players/sheriron-jones-1.html,New Mexico,MWC,11,102,187,54.5,1422,13,7.0,12,6.4,7.6,6.11,13.9,129.3,128.5,,2018
AJ Bush,aj-bush-1,/cfb/players/aj-bush-1.html,Illinois,Big Ten,10,117,217,53.9,1413,6,2.8,10,4.6,6.5,4.99,12.1,141.3,108.5,,2018
Tanner Morgan,tanner-morgan-2,/cfb/players/tanner-morgan-2.html,Minnesota,Big Ten,9,89,152,58.6,1401,9,5.9,6,3.9,9.2,8.63,15.7,155.7,147.6,,2018
Max Gilliam,max-gilliam-1,/cfb/players/max-gilliam-1.html,Nevada-Las Vegas,MWC,11,125,226,55.3,1394,14,6.2,8,3.5,6.2,5.81,11.2,126.7,120.5,,2018
Skylar Thompson,skylar-thompson-1,/cfb/players/skylar-thompson-1.html,Kansas State,Big 12,11,122,208,58.7,1391,9,4.3,4,1.9,6.7,6.69,11.4,126.5,125.3,,2018
Collin Hill,collin-hill-1,/cfb/players/collin-hill-1.html,Colorado State,MWC,10,119,202,58.9,1387,7,3.5,7,3.5,6.9,6.00,11.7,138.7,121.1,,2018
Seth Boomer,seth-boomer-1,/cfb/players/seth-boomer-1.html,Tulsa,American,9,101,198,51.0,1378,9,4.5,4,2.0,7.0,6.96,13.6,153.1,120.4,,2018
Andrew Ford,andrew-ford-1,/cfb/players/andrew-ford-1.html,Massachusetts,Ind,7,115,177,65.0,1366,9,5.1,5,2.8,7.7,7.46,11.9,195.1,140.9,,2018
Shawn Robinson,shawn-robinson-2,/cfb/players/shawn-robinson-2.html,Texas Christian,Big 12,7,124,204,60.8,1334,9,4.4,8,3.9,6.5,5.66,10.8,190.6,122.4,,2018
Shawn Stankavage,shawn-stankavage-1,/cfb/players/shawn-stankavage-1.html,Rice,CUSA,10,124,219,56.6,1328,10,4.6,10,4.6,6.1,4.92,10.7,132.8,113.5,,2018
Tyler Johnston III,tyler-johnston-iii-1,/cfb/players/tyler-johnston-iii-1.html,UAB,CUSA,13,80,140,57.1,1323,11,7.9,9,6.4,9.5,8.13,16.5,101.8,149.6,,2018
Dorian Thompson-Robinson,dorian-thompson-robinson-1,/cfb/players/dorian-thompson-robinson-1.html,UCLA,Pac-12,10,112,194,57.7,1311,7,3.6,4,2.1,6.8,6.55,11.7,131.1,122.3,,2018
Tyler Vander Waal,tyler-vander-waal-1,/cfb/players/tyler-vander-waal-1.html,Wyoming,MWC,10,120,246,48.8,1310,5,2.0,4,1.6,5.3,5.00,10.9,131.0,97.0,,2018
Justin McMillan,justin-mcmillan-1,/cfb/players/justin-mcmillan-1.html,Tulane,American,9,79,154,51.3,1304,10,6.5,4,2.6,8.5,8.60,16.5,144.9,138.7,,2018
Zack Annexstad,zack-annexstad-1,/cfb/players/zack-annexstad-1.html,Minnesota,Big Ten,8,97,187,51.9,1277,9,4.8,7,3.7,6.8,6.11,13.2,159.6,117.6,,2018
Jett Duffey,jett-duffey-1,/cfb/players/jett-duffey-1.html,Texas Tech,Big 12,8,104,154,67.5,1221,8,5.2,6,3.9,7.9,7.21,11.7,152.6,143.5,,2018
Chris Reynolds,chris-reynolds-1,/cfb/players/chris-reynolds-1.html,Charlotte,CUSA,6,100,154,64.9,1173,6,3.9,2,1.3,7.6,7.81,11.7,195.5,139.2,,2018
Jason Shelley,jason-shelley-2,/cfb/players/jason-shelley-2.html,Utah,Pac-12,9,98,168,58.3,1162,5,3.0,6,3.6,6.9,5.90,11.9,129.1,119.1,,2018
Tyler Vitt,tyler-vitt-1,/cfb/players/tyler-vitt-1.html,Texas State,Sun Belt,9,116,191,60.7,1159,7,3.7,10,5.2,6.1,4.45,10.0,128.8,113.3,,2018
Artur Sitkowski,artur-sitkowski-1,/cfb/players/artur-sitkowski-1.html,Rutgers,Big Ten,11,134,273,49.1,1158,4,1.5,18,6.6,4.2,1.57,8.6,105.3,76.4,,2018
Conor Blount,conor-blount-1,/cfb/players/conor-blount-1.html,Oregon State,Pac-12,9,95,153,62.1,1117,7,4.6,2,1.3,7.3,7.63,11.8,124.1,135.9,,2018
Tanner Mangum,tanner-mangum-1,/cfb/players/tanner-mangum-1.html,BYU,Ind,8,114,186,61.3,1104,5,2.7,4,2.2,5.9,5.51,9.7,138.0,115.7,,2018
Kaleb Eleby,kaleb-eleby-1,/cfb/players/kaleb-eleby-1.html,Western Michigan,MAC,5,92,147,62.6,1092,4,2.7,3,2.0,7.4,7.05,11.9,218.4,129.9,,2018
N'Kosi Perry,nkosi-perry-1,/cfb/players/nkosi-perry-1.html,Miami (FL),ACC,11,97,191,50.8,1091,13,6.8,6,3.1,5.7,5.66,11.2,99.2,114.9,,2018
Jamie Newman,jamie-newman-1,/cfb/players/jamie-newman-1.html,Wake Forest,ACC,6,84,141,59.6,1083,9,6.4,4,2.8,7.7,7.68,12.9,180.5,139.5,,2018
Kasim Hill,kasim-hill-1,/cfb/players/kasim-hill-1.html,Maryland,Big Ten,10,84,170,49.4,1083,9,5.3,4,2.4,6.4,6.37,12.9,108.3,115.7,,2018
Jonathan Banks,jonathan-banks-1,/cfb/players/jonathan-banks-1.html,Tulane,American,7,72,139,51.8,1074,5,3.6,2,1.4,7.7,7.80,14.9,153.4,125.7,,2018
Steven Duncan,steven-duncan-1,/cfb/players/steven-duncan-1.html,Western Kentucky,CUSA,9,108,187,57.8,1071,9,4.8,7,3.7,5.7,5.01,9.9,119.0,114.3,,2018
Michael Collins,michael-collins-4,/cfb/players/michael-collins-4.html,Texas Christian,Big 12,9,79,140,56.4,1059,6,4.3,2,1.4,7.6,7.78,13.4,117.7,131.3,,2018
Malik Rosier,malik-rosier-1,/cfb/players/malik-rosier-1.html,Miami (FL),ACC,8,82,156,52.6,1053,6,3.8,8,5.1,6.8,5.21,12.8,131.6,111.7,,2018
Mitchell Guadagni,mitchell-guadagni-1,/cfb/players/mitchell-guadagni-1.html,Toledo,MAC,7,69,120,57.5,1053,13,10.8,3,2.5,8.8,9.82,15.3,150.4,162.0,,2018
Kelvin Hopkins Jr.,kelvin-hopkins-jr-1,/cfb/players/kelvin-hopkins-jr-1.html,Army,Ind,12,51,93,54.8,1026,6,6.5,3,3.2,11.0,10.87,20.1,85.5,162.3,,2018
Mike Glass III,mike-glass-iii-1,/cfb/players/mike-glass-iii-1.html,Eastern Michigan,MAC,8,72,117,61.5,1024,9,7.7,1,0.9,8.8,9.91,14.2,128.0,158.7,,2018
Kaleb Barker,kaleb-barker-1,/cfb/players/kaleb-barker-1.html,Troy,Sun Belt,6,92,126,73.0,1013,10,7.9,2,1.6,8.0,8.91,11.0,168.8,163.6,,2018
Kilton Anderson,kilton-anderson-1,/cfb/players/kilton-anderson-1.html,Coastal Carolina,Sun Belt,9,76,131,58.0,1010,8,6.1,3,2.3,7.7,7.90,13.3,112.2,138.4,,2018
Drew Plitt,drew-plitt-1,/cfb/players/drew-plitt-1.html,Ball State,MAC,8,85,131,64.9,1008,6,4.6,8,6.1,7.7,5.86,11.9,126.0,132.4,,2018
