Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,xpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,awards,Year
Tabor Allen,tabor-allen-1,/cfb/players/tabor-allen-1.html,Kansas,Big 12,12,40,42,95.2,12,15,80.0,76,,2024
Damian Ramos,damian-ramos-1,/cfb/players/damian-ramos-1.html,LSU,SEC,13,41,42,97.6,23,29,79.3,110,,2024
Jai Patel,jai-patel-1,/cfb/players/jai-patel-1.html,Rutgers,Big Ten,13,41,42,97.6,15,19,78.9,86,,2024
John Hoyland,john-hoyland-1,/cfb/players/john-hoyland-1.html,Wyoming,MWC,12,25,25,100.0,15,19,78.9,70,,2024
Mason Shipley,mason-shipley-1,/cfb/players/mason-shipley-1.html,Texas State,Sun Belt,13,53,55,96.4,15,19,78.9,98,,2024
Caden Chittenden,caden-chittenden-1,/cfb/players/caden-chittenden-1.html,Nevada-Las Vegas,MWC,14,55,56,98.2,26,33,78.8,133,,2024
Abraham Montano,abraham-montano-1,/cfb/players/abraham-montano-1.html,New Mexico State,CUSA,12,22,22,100.0,18,23,78.3,76,,2024
Tyler Loop,tyler-loop-1,/cfb/players/tyler-loop-1.html,Arizona,Big 12,12,23,25,92.0,18,23,78.3,77,,2024
Austin Welch,austin-welch-2,/cfb/players/austin-welch-2.html,Kennesaw State,CUSA,12,20,21,95.2,14,18,77.8,62,,2024
Jacob Barnes,jacob-barnes-1,/cfb/players/jacob-barnes-1.html,Tulane,American,8,24,25,96.0,7,9,77.8,45,,2024
Tanner Cragun,tanner-cragun-2,/cfb/players/tanner-cragun-2.html,Utah State,MWC,8,36,37,97.3,7,9,77.8,57,,2024
Tyler Keltner,tyler-keltner-1,/cfb/players/tyler-keltner-1.html,Oklahoma,SEC,5,12,13,92.3,7,9,77.8,33,,2024
Chris Freeman,chris-freeman-2,/cfb/players/chris-freeman-2.html,Connecticut,Ind,13,49,49,100.0,20,26,76.9,109,,2024
Connor Gibbs,connor-gibbs-1,/cfb/players/connor-gibbs-1.html,Southern Mississippi,Sun Belt,10,7,10,70.0,10,13,76.9,37,,2024
Max Gilbert,max-gilbert-1,/cfb/players/max-gilbert-1.html,Tennessee,SEC,13,54,54,100.0,20,26,76.9,114,,2024
Jayden Fielding,jayden-fielding-1,/cfb/players/jayden-fielding-1.html,Ohio State,Big Ten,16,73,73,100.0,13,17,76.5,112,,2024
Nathan Hawks,nathan-hawks-1,/cfb/players/nathan-hawks-1.html,Cincinnati,Big 12,12,24,26,92.3,13,17,76.5,63,,2024
Cole Becker,cole-becker-2,/cfb/players/cole-becker-2.html,Utah,Big 12,12,23,23,100.0,18,24,75.0,77,,2024
Ian Vachon,ian-vachon-1,/cfb/players/ian-vachon-1.html,Auburn,SEC,4,11,11,100.0,6,8,75.0,29,,2024
John Cannon,john-cannon-2,/cfb/players/john-cannon-2.html,South Florida,American,12,47,48,97.9,12,16,75.0,83,,2024
Kanoah Vinesett,kanoah-vinesett-1,/cfb/players/kanoah-vinesett-1.html,North Carolina State,ACC,12,34,34,100.0,18,24,75.0,88,,2024
Kansei Matsuzawa,kansei-matsuzawa-1,/cfb/players/kansei-matsuzawa-1.html,Hawaii,MWC,12,32,32,100.0,12,16,75.0,68,,2024
Kyle Konrardy,kyle-konrardy-1,/cfb/players/kyle-konrardy-1.html,Iowa State,Big 12,14,46,48,95.8,21,28,75.0,109,,2024
Nolan Hauser,nolan-hauser-1,/cfb/players/nolan-hauser-1.html,Clemson,ACC,14,59,60,98.3,18,24,75.0,113,,2024
Reese Burkhardt,reese-burkhardt-1,/cfb/players/reese-burkhardt-1.html,Texas Tech,Big 12,12,12,12,100.0,3,4,75.0,21,,2024
Todd Pelino,todd-pelino-1,/cfb/players/todd-pelino-1.html,Duke,ACC,13,35,37,94.6,15,20,75.0,80,,2024
Tristan Alvano,tristan-alvano-1,/cfb/players/tristan-alvano-1.html,Nebraska,Big Ten,3,12,12,100.0,3,4,75.0,21,,2024
Zeke Rankin,zeke-rankin-1,/cfb/players/zeke-rankin-1.html,Middle Tennessee State,CUSA,12,26,26,100.0,9,12,75.0,53,,2024
Garrison Rippa,garrison-rippa-1,/cfb/players/garrison-rippa-1.html,Jacksonville State,CUSA,14,61,63,96.8,14,19,73.7,103,,2024
Isaiah Hankins,isaiah-hankins-1,/cfb/players/isaiah-hankins-1.html,Baylor,Big 12,12,50,51,98.0,14,19,73.7,92,,2024
Liam Rickman,liam-rickman-1,/cfb/players/liam-rickman-1.html,Georgia State,Sun Belt,12,30,30,100.0,14,19,73.7,72,,2024
Rece Verhoff,rece-verhoff-1,/cfb/players/rece-verhoff-1.html,Marshall,Sun Belt,11,40,40,100.0,14,19,73.7,82,,2024
Derek Morris,derek-morris-1,/cfb/players/derek-morris-1.html,California,ACC,7,13,13,100.0,11,15,73.3,46,,2024
Collin Rogers,collin-rogers-1,/cfb/players/collin-rogers-1.html,SMU,ACC,14,52,52,100.0,24,33,72.7,124,,2024
Jackson Kennedy,jackson-kennedy-1,/cfb/players/jackson-kennedy-1.html,Syracuse,ACC,6,25,26,96.2,8,11,72.7,49,,2024
Maddux Trujillo,maddux-trujillo-1,/cfb/players/maddux-trujillo-1.html,Temple,American,12,21,21,100.0,16,22,72.7,69,,2024
Morgan Suarez,morgan-suarez-1,/cfb/players/morgan-suarez-1.html,Florida Atlantic,American,12,39,39,100.0,8,11,72.7,63,,2024
Jonah Dalmas,jonah-dalmas-1,/cfb/players/jonah-dalmas-1.html,Boise State,MWC,14,65,65,100.0,13,18,72.2,104,,2024
Luke Drzewiecki,luke-drzewiecki-1,/cfb/players/luke-drzewiecki-1.html,New Mexico,MWC,12,41,42,97.6,13,18,72.2,80,,2024
Brock Travelstead,brock-travelstead-1,/cfb/players/brock-travelstead-1.html,Louisville,ACC,13,58,58,100.0,18,25,72.0,112,,2024
Alejandro Prado,alejandro-prado-1,/cfb/players/alejandro-prado-1.html,Florida International,CUSA,11,25,26,96.2,5,7,71.4,40,,2024
Alex Herrera,alex-herrera-1,/cfb/players/alex-herrera-1.html,South Carolina,SEC,13,45,45,100.0,15,21,71.4,90,,2024
Andrew Conrad,andrew-conrad-1,/cfb/players/andrew-conrad-1.html,East Carolina,American,9,31,34,91.2,10,14,71.4,61,,2024
Colin Karhu,colin-karhu-1,/cfb/players/colin-karhu-1.html,Liberty,CUSA,12,41,41,100.0,10,14,71.4,71,,2024
Dragan Kesich,dragan-kesich-1,/cfb/players/dragan-kesich-1.html,Minnesota,Big Ten,13,38,39,97.4,20,28,71.4,98,,2024
Dylan Cunanan,dylan-cunanan-1,/cfb/players/dylan-cunanan-1.html,Toledo,MAC,13,40,41,97.6,15,21,71.4,85,,2024
Luke Akers,luke-akers-1,/cfb/players/luke-akers-1.html,Northwestern,Big Ten,12,11,11,100.0,10,14,71.4,41,,2024
Noah Burnette,noah-burnette-1,/cfb/players/noah-burnette-1.html,North Carolina,ACC,12,38,39,97.4,15,21,71.4,83,,2024
Blake Craig,blake-craig-1,/cfb/players/blake-craig-1.html,Missouri,SEC,13,36,37,97.3,24,34,70.6,108,,2024
Kyler Halvorsen,kyler-halvorsen-1,/cfb/players/kyler-halvorsen-1.html,San Jose State,MWC,13,45,45,100.0,12,17,70.6,81,,2024
Logan Ward,logan-ward-1,/cfb/players/logan-ward-1.html,Oklahoma State,Big 12,12,34,35,97.1,12,17,70.6,70,,2024
Jack Olsen,jack-olsen-1,/cfb/players/jack-olsen-1.html,Northwestern,Big Ten,5,10,10,100.0,7,10,70.0,31,,2024
Jordan Noyes,jordan-noyes-1,/cfb/players/jordan-noyes-1.html,Colorado State,MWC,12,33,33,100.0,14,20,70.0,75,,2024
Grady Gross,grady-gross-1,/cfb/players/grady-gross-1.html,Washington,Big Ten,13,30,30,100.0,18,26,69.2,84,,2024
Tristian Vandenberg,tristian-vandenberg-1,/cfb/players/tristian-vandenberg-1.html,Memphis,American,13,25,25,100.0,9,13,69.2,52,,2024
Jack Howes,jack-howes-1,/cfb/players/jack-howes-1.html,Maryland,Big Ten,12,30,31,96.8,11,16,68.8,63,,2024
Kali Nguma,kali-nguma-1,/cfb/players/kali-nguma-1.html,North Texas,American,13,55,55,100.0,11,16,68.8,88,,2024
Zach Long,zach-long-2,/cfb/players/zach-long-2.html,Bowling Green,MAC,13,22,22,100.0,13,19,68.4,61,,2024
Aidan Birr,aidan-birr-1,/cfb/players/aidan-birr-1.html,Georgia Tech,ACC,13,45,45,100.0,15,22,68.2,90,,2024
Kyle Lemmermann,kyle-lemmermann-1,/cfb/players/kyle-lemmermann-1.html,Texas Christian,Big 12,13,54,55,98.2,15,22,68.2,99,,2024
Everett Hayes,everett-hayes-1,/cfb/players/everett-hayes-1.html,Oregon State,Ind,12,33,33,100.0,10,15,66.7,63,,2024
Grant Reddick,grant-reddick-1,/cfb/players/grant-reddick-1.html,UCF,Big 12,9,25,25,100.0,6,9,66.7,43,,2024
Jackson Kleather,jackson-kleather-1,/cfb/players/jackson-kleather-1.html,Bowling Green,MAC,6,17,18,94.4,6,9,66.7,35,,2024
Jackson Moore,jackson-moore-1,/cfb/players/jackson-moore-1.html,Appalachian State,Sun Belt,6,16,16,100.0,4,6,66.7,28,,2024
John Hohl,john-hohl-1,/cfb/players/john-hohl-1.html,Nebraska,Big Ten,13,23,25,92.0,10,15,66.7,53,,2024
Michael Lantz,michael-lantz-1,/cfb/players/michael-lantz-1.html,USC,Big Ten,13,50,50,100.0,14,21,66.7,92,,2024
Nathan Totten,nathan-totten-1,/cfb/players/nathan-totten-1.html,Marshall,Sun Belt,9,8,8,100.0,4,6,66.7,20,,2024
Seth Morgan,seth-morgan-1,/cfb/players/seth-morgan-1.html,Tulsa,American,12,33,34,97.1,10,15,66.7,63,,2024
Kanon Woodill,kanon-woodill-1,/cfb/players/kanon-woodill-1.html,Northern Illinois,MAC,13,28,32,87.5,17,26,65.4,79,,2024
Buck Buchanan,buck-buchanan-1,/cfb/players/buck-buchanan-1.html,Louisiana Tech,CUSA,12,29,31,93.5,13,20,65.0,68,,2024
Dylan Lynch,dylan-lynch-1,/cfb/players/dylan-lynch-1.html,Fresno State,MWC,13,38,39,97.4,13,20,65.0,77,,2024
Bert Auburn,bert-auburn-1,/cfb/players/bert-auburn-1.html,Texas,SEC,15,64,64,100.0,16,25,64.0,112,,2024
Ryan Coe,ryan-coe-1,/cfb/players/ryan-coe-1.html,California,ACC,13,16,16,100.0,14,22,63.6,58,,2024
Spencer Porath,spencer-porath-1,/cfb/players/spencer-porath-1.html,Purdue,Big Ten,9,17,17,100.0,7,11,63.6,38,,2024
Tim Horn,tim-horn-3,/cfb/players/tim-horn-3.html,Rice,American,10,15,15,100.0,7,11,63.6,36,,2024
Nathanial Vakos,nathanial-vakos-1,/cfb/players/nathanial-vakos-1.html,Wisconsin,Big Ten,12,31,31,100.0,12,19,63.2,67,,2024
Enock Gota,enock-gota-1,/cfb/players/enock-gota-1.html,Rice,American,12,13,14,92.9,5,8,62.5,28,,2024
Jacob Lurie,jacob-lurie-1,/cfb/players/jacob-lurie-1.html,Massachusetts,Ind,12,29,30,96.7,13,21,61.9,68,,2024
Mitch Jeter,mitch-jeter-1,/cfb/players/mitch-jeter-1.html,Notre Dame,Ind,14,54,54,100.0,13,21,61.9,93,,2024
Caden Costa,caden-costa-1,/cfb/players/caden-costa-1.html,Memphis,American,9,26,28,92.9,8,13,61.5,50,,2024
Dean Janikowski,dean-janikowski-1,/cfb/players/dean-janikowski-1.html,Washington State,Ind,13,56,58,96.6,8,13,61.5,80,,2024
Carston Kieffer,carston-kieffer-1,/cfb/players/carston-kieffer-1.html,Arizona State,Big 12,7,12,13,92.3,3,5,60.0,21,,2024
Carter Brown,carter-brown-1,/cfb/players/carter-brown-1.html,Cincinnati,Big 12,2,8,8,100.0,3,5,60.0,17,,2024
Matthew Dapore,matthew-dapore-1,/cfb/players/matthew-dapore-1.html,Air Force,MWC,12,24,24,100.0,9,15,60.0,51,,2024
Nico Gramatica,nico-gramatica-1,/cfb/players/nico-gramatica-1.html,South Florida,American,13,1,1,100.0,3,5,60.0,10,,2024
Will Hryszko,will-hryszko-1,/cfb/players/will-hryszko-1.html,Kent State,MAC,8,15,15,100.0,3,5,60.0,24,,2024
Buzz Flabiano,buzz-flabiano-1,/cfb/players/buzz-flabiano-1.html,UTEP,CUSA,12,28,28,100.0,10,17,58.8,58,,2024
Christian Pavon,christian-pavon-1,/cfb/players/christian-pavon-1.html,Sam Houston,CUSA,13,35,35,100.0,14,24,58.3,77,,2024
Ian Hershey,ian-hershey-1,/cfb/players/ian-hershey-1.html,Arizona State,Big 12,9,20,21,95.2,7,12,58.3,41,,2024
Kyle Ramsey,kyle-ramsey-2,/cfb/players/kyle-ramsey-2.html,Arkansas,SEC,6,23,23,100.0,7,12,58.3,44,,2024
Chase Allen,chase-allen-2,/cfb/players/chase-allen-2.html,UTSA,American,7,11,11,100.0,5,9,55.6,26,,2024
Nathan Kirkwood,nathan-kirkwood-1,/cfb/players/nathan-kirkwood-1.html,Navy,American,12,50,54,92.6,5,9,55.6,65,,2024
Alex McPherson,alex-mcpherson-1,/cfb/players/alex-mcpherson-1.html,Auburn,SEC,1,3,3,100.0,1,2,50.0,6,,2024
Andrew Boyle,andrew-boyle-1,/cfb/players/andrew-boyle-1.html,Oregon,Big Ten,9,12,12,100.0,2,4,50.0,18,,2024
Andrew Glass,andrew-glass-1,/cfb/players/andrew-glass-1.html,Kent State,MAC,4,5,5,100.0,2,4,50.0,11,,2024
Ben Freehill,ben-freehill-1,/cfb/players/ben-freehill-1.html,Purdue,Big Ten,12,3,3,100.0,2,4,50.0,9,,2024
Brady Denaburg,brady-denaburg-1,/cfb/players/brady-denaburg-1.html,Syracuse,ACC,12,16,16,100.0,3,6,50.0,25,,2024
Collin Smith,collin-smith-2,/cfb/players/collin-smith-2.html,North Carolina State,ACC,13,8,8,100.0,1,2,50.0,11,,2024
Colton Boomer,colton-boomer-1,/cfb/players/colton-boomer-1.html,UCF,Big 12,4,19,20,95.0,3,6,50.0,28,,2024
Ethan Moczulski,ethan-moczulski-1,/cfb/players/ethan-moczulski-1.html,Illinois,Big Ten,13,0,0,,1,2,50.0,3,,2024
Joseph Kim,joseph-kim-1,/cfb/players/joseph-kim-1.html,Houston,Big 12,4,4,5,80.0,2,4,50.0,10,,2024
Liam Connor,liam-connor-1,/cfb/players/liam-connor-1.html,Boston College,ACC,12,32,33,97.0,2,4,50.0,38,,2024
Matthew Killam,matthew-killam-1,/cfb/players/matthew-killam-1.html,Nevada,MWC,10,28,29,96.6,3,6,50.0,37,,2024
Max Lipinski,max-lipinski-1,/cfb/players/max-lipinski-1.html,James Madison,Sun Belt,3,7,7,100.0,1,2,50.0,10,,2024
Patrick Durkin,patrick-durkin-1,/cfb/players/patrick-durkin-1.html,Tulane,American,5,16,16,100.0,2,4,50.0,22,,2024
Elliott Nimrod,elliott-nimrod-1,/cfb/players/elliott-nimrod-1.html,Utah State,MWC,12,9,10,90.0,3,7,42.9,18,,2024
Towns McGough,towns-mcgough-1,/cfb/players/towns-mcgough-1.html,Auburn,SEC,12,27,27,100.0,5,12,41.7,42,,2024
Jayden Oh,jayden-oh-1,/cfb/players/jayden-oh-1.html,Syracuse,ACC,5,11,11,100.0,2,5,40.0,17,,2024
Sander Sahaydak,sander-sahaydak-1,/cfb/players/sander-sahaydak-1.html,Penn State,Big Ten,4,17,17,100.0,2,5,40.0,23,,2024
Zac Yoakam,zac-yoakam-1,/cfb/players/zac-yoakam-1.html,Notre Dame,Ind,5,18,18,100.0,2,5,40.0,24,,2024
Nick Lopez,nick-lopez-2,/cfb/players/nick-lopez-2.html,San Diego State,MWC,3,8,8,100.0,1,3,33.3,11,,2024
Nick Reed,nick-reed-3,/cfb/players/nick-reed-3.html,Buffalo,MAC,2,3,3,100.0,1,3,33.3,6,,2024
Parker Lewis,parker-lewis-1,/cfb/players/parker-lewis-1.html,Arizona State,Big 12,12,24,24,100.0,1,3,33.3,27,,2024
Carter Davis,carter-davis-1,/cfb/players/carter-davis-1.html,Florida Atlantic,American,12,0,0,,2,7,28.6,6,,2024
Andrew Stein,andrew-stein-1,/cfb/players/andrew-stein-1.html,Southern Mississippi,Sun Belt,6,8,8,100.0,0,3,0.0,8,,2024
Blake Glessner,blake-glessner-1,/cfb/players/blake-glessner-1.html,UCLA,Big Ten,2,1,1,100.0,0,1,0.0,1,,2024
Carson Zilmer,carson-zilmer-1,/cfb/players/carson-zilmer-1.html,New Mexico State,CUSA,2,1,1,100.0,0,1,0.0,1,,2024
Connor Hawkins,connor-hawkins-1,/cfb/players/connor-hawkins-1.html,Baylor,Big 12,2,5,5,100.0,0,1,0.0,5,,2024
Davis Little,davis-little-1,/cfb/players/davis-little-1.html,South Alabama,Sun Belt,5,4,4,100.0,0,1,0.0,4,,2024
Jace Feely,jace-feely-1,/cfb/players/jace-feely-1.html,Colorado,Big 12,4,0,0,,0,1,0.0,0,,2024
Jack Dawson,jack-dawson-2,/cfb/players/jack-dawson-2.html,Jacksonville State,CUSA,14,1,1,100.0,0,1,0.0,1,,2024
