Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,xpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,awards,Year
Kenneth Almendares,kenneth-almendares-1,/cfb/players/kenneth-almendares-1.html,Louisiana,Sun Belt,4,14,15,93.3,4,5,80.0,26,,2021
Matthew Dapore,matthew-dapore-1,/cfb/players/matthew-dapore-1.html,Air Force,MWC,10,31,32,96.9,8,10,80.0,55,,2021
Brayden Narveson,brayden-narveson-1,/cfb/players/brayden-narveson-1.html,Western Kentucky,CUSA,14,72,72,100.0,23,29,79.3,141,,2021
Bijan Nichols,bijan-nichols-1,/cfb/players/bijan-nichols-1.html,Navy,American,12,28,28,100.0,15,19,78.9,73,,2021
Matthew Mercurio,matthew-mercurio-1,/cfb/players/matthew-mercurio-1.html,San Jose State,MWC,12,27,28,96.4,15,19,78.9,72,,2021
Dario Longhetto,dario-longhetto-1,/cfb/players/dario-longhetto-1.html,California,Pac-12,11,31,31,100.0,11,14,78.6,64,,2021
Peyton Henry,peyton-henry-1,/cfb/players/peyton-henry-1.html,Washington,Pac-12,12,26,26,100.0,11,14,78.6,59,,2021
Will Reichard,will-reichard-1,/cfb/players/will-reichard-1.html,Alabama,SEC,15,71,72,98.6,22,28,78.6,137,,2021
James McCourt,james-mccourt-1,/cfb/players/james-mccourt-1.html,Illinois,Big Ten,12,26,26,100.0,18,23,78.3,80,,2021
Cayden Camper,cayden-camper-1,/cfb/players/cayden-camper-1.html,Colorado State,MWC,12,29,29,100.0,25,32,78.1,104,,2021
Chris Howard,chris-howard-5,/cfb/players/chris-howard-5.html,Florida,SEC,9,31,32,96.9,7,9,77.8,52,,2021
Griffin Kell,griffin-kell-1,/cfb/players/griffin-kell-1.html,Texas Christian,Big 12,12,42,42,100.0,14,18,77.8,84,,2021
Taiten Winkel,taiten-winkel-1,/cfb/players/taiten-winkel-1.html,Kansas State,Big 12,7,22,23,95.7,7,9,77.8,43,,2021
Collin Larsh,collin-larsh-1,/cfb/players/collin-larsh-1.html,Wisconsin,Big Ten,13,39,40,97.5,17,22,77.3,90,,2021
Ethan Albertson,ethan-albertson-1,/cfb/players/ethan-albertson-1.html,New Mexico State,Ind,12,28,30,93.3,17,22,77.3,79,,2021
Parker Lewis,parker-lewis-1,/cfb/players/parker-lewis-1.html,USC,Pac-12,10,22,23,95.7,17,22,77.3,73,,2021
Gabe Brkic,gabe-brkic-1,/cfb/players/gabe-brkic-1.html,Oklahoma,Big 12,13,57,58,98.3,20,26,76.9,117,,2021
Jacob Lewis,jacob-lewis-2,/cfb/players/jacob-lewis-2.html,Ball State,MAC,11,1,2,50.0,10,13,76.9,31,,2021
Matt Ruffolo,matt-ruffolo-1,/cfb/players/matt-ruffolo-1.html,Kentucky,SEC,13,54,56,96.4,10,13,76.9,84,,2021
Nick Rice,nick-rice-1,/cfb/players/nick-rice-1.html,Old Dominion,CUSA,13,39,41,95.1,20,26,76.9,99,,2021
Ryan Fitzgerald,ryan-fitzgerald-1,/cfb/players/ryan-fitzgerald-1.html,Florida State,ACC,12,37,40,92.5,10,13,76.9,67,,2021
Calum Sutherland,calum-sutherland-1,/cfb/players/calum-sutherland-1.html,Louisiana-Monroe,Sun Belt,12,27,28,96.4,16,21,76.2,75,,2021
Jonathan Doerer,jonathan-doerer-1,/cfb/players/jonathan-doerer-1.html,Notre Dame,Ind,13,52,53,98.1,16,21,76.2,100,,2021
Andrew Glass,andrew-glass-1,/cfb/players/andrew-glass-1.html,Kent State,MAC,14,50,50,100.0,21,28,75.0,113,,2021
Chase McGrath,chase-mcgrath-1,/cfb/players/chase-mcgrath-1.html,Tennessee,SEC,13,66,66,100.0,12,16,75.0,102,,2021
Gavin Baechle,gavin-baechle-1,/cfb/players/gavin-baechle-1.html,UTEP,CUSA,13,34,35,97.1,18,24,75.0,88,,2021
Graham Nicholson,graham-nicholson-1,/cfb/players/graham-nicholson-1.html,Miami (OH),MAC,13,36,40,90.0,15,20,75.0,81,,2021
Valentino Ambrosio,valentino-ambrosio-1,/cfb/players/valentino-ambrosio-1.html,Rutgers,Big Ten,12,30,31,96.8,12,16,75.0,66,,2021
Joseph Bulovas,joseph-bulovas-1,/cfb/players/joseph-bulovas-1.html,Vanderbilt,SEC,12,15,15,100.0,14,19,73.7,57,,2021
Brandon Talton,brandon-talton-1,/cfb/players/brandon-talton-1.html,Nevada,MWC,13,52,52,100.0,22,30,73.3,118,,2021
Brent Cimaglia,brent-cimaglia-1,/cfb/players/brent-cimaglia-1.html,Georgia Tech,ACC,10,31,33,93.9,11,15,73.3,64,,2021
Cristian Zendejas,cristian-zendejas-1,/cfb/players/cristian-zendejas-1.html,Arizona State,Pac-12,12,40,41,97.6,8,11,72.7,64,,2021
Jake Chanove,jake-chanove-1,/cfb/players/jake-chanove-1.html,Ball State,MAC,13,34,34,100.0,8,11,72.7,58,,2021
Charles Campbell,charles-campbell-3,/cfb/players/charles-campbell-3.html,Indiana,Big Ten,12,20,20,100.0,13,18,72.2,59,,2021
David Kemp,david-kemp-1,/cfb/players/david-kemp-1.html,Memphis,American,4,7,9,77.8,5,7,71.4,22,,2021
Jadon Redding,jadon-redding-1,/cfb/players/jadon-redding-1.html,Utah,Pac-12,12,41,43,95.3,10,14,71.4,71,,2021
John Hoyland,john-hoyland-1,/cfb/players/john-hoyland-1.html,Wyoming,MWC,13,40,40,100.0,10,14,71.4,70,,2021
Zeke Rankin,zeke-rankin-1,/cfb/players/zeke-rankin-1.html,Middle Tennessee State,CUSA,13,44,45,97.8,10,14,71.4,74,,2021
Diego Guajardo,diego-guajardo-1,/cfb/players/diego-guajardo-1.html,South Alabama,Sun Belt,12,33,35,94.3,12,17,70.6,69,,2021
Joe McFadden,joe-mcfadden-1,/cfb/players/joe-mcfadden-1.html,Connecticut,Ind,12,19,19,100.0,12,17,70.6,55,,2021
Aaron Shahriari,aaron-shahriari-1,/cfb/players/aaron-shahriari-1.html,Florida Atlantic,CUSA,12,33,34,97.1,7,10,70.0,54,,2021
Charlie Ham,charlie-ham-1,/cfb/players/charlie-ham-1.html,Duke,ACC,11,32,32,100.0,14,20,70.0,74,,2021
Cole Becker,cole-becker-2,/cfb/players/cole-becker-2.html,Colorado,Pac-12,12,25,25,100.0,14,20,70.0,67,,2021
Isaiah Hankins,isaiah-hankins-1,/cfb/players/isaiah-hankins-1.html,Baylor,Big 12,14,57,57,100.0,14,20,70.0,99,,2021
Jordan Stout,jordan-stout-2,/cfb/players/jordan-stout-2.html,Penn State,Big Ten,13,34,36,94.4,16,23,69.6,82,,2021
Stephen Johnson,stephen-johnson-9,/cfb/players/stephen-johnson-9.html,Ohio,MAC,11,24,26,92.3,16,23,69.6,72,,2021
Andrew Shelley,andrew-shelley-1,/cfb/players/andrew-shelley-1.html,New Mexico,MWC,10,17,17,100.0,9,13,69.2,44,,2021
Cole Talley,cole-talley-1,/cfb/players/cole-talley-1.html,Army,Ind,14,47,49,95.9,9,13,69.2,74,,2021
Jake Oldroyd,jake-oldroyd-1,/cfb/players/jake-oldroyd-1.html,BYU,Ind,10,42,43,97.7,9,13,69.2,69,,2021
Connor Coles,connor-coles-1,/cfb/players/connor-coles-1.html,Utah State,MWC,14,52,54,96.3,20,29,69.0,112,,2021
Matthew Quinn,matthew-quinn-2,/cfb/players/matthew-quinn-2.html,UAB,CUSA,13,49,50,98.0,11,16,68.8,82,,2021
Christopher Dunn,christopher-dunn-1,/cfb/players/christopher-dunn-1.html,North Carolina State,ACC,12,48,48,100.0,13,19,68.4,87,,2021
Matthew Trickett,matthew-trickett-1,/cfb/players/matthew-trickett-1.html,Minnesota,Big Ten,13,36,38,94.7,17,25,68.0,87,,2021
Aaron Beckham,aaron-beckham-1,/cfb/players/aaron-beckham-1.html,North Texas,CUSA,1,2,2,100.0,2,3,66.7,8,,2021
Anders Carlson,anders-carlson-1,/cfb/players/anders-carlson-1.html,Auburn,SEC,10,35,36,97.2,14,21,66.7,77,,2021
Cameron Carson,cameron-carson-1,/cfb/players/cameron-carson-1.html,Massachusetts,Ind,12,22,24,91.7,8,12,66.7,46,,2021
Dalton Witherspoon,dalton-witherspoon-1,/cfb/players/dalton-witherspoon-1.html,Houston,American,14,59,60,98.3,16,24,66.7,107,,2021
Everett Hayes,everett-hayes-1,/cfb/players/everett-hayes-1.html,Oregon State,Pac-12,13,48,48,100.0,12,18,66.7,84,,2021
Jonathan Cruz,jonathan-cruz-1,/cfb/players/jonathan-cruz-1.html,Charlotte,CUSA,12,40,41,97.6,10,15,66.7,70,,2021
Joshua Karty,joshua-karty-1,/cfb/players/joshua-karty-1.html,Stanford,Pac-12,11,27,27,100.0,10,15,66.7,57,,2021
Justen Smith,justen-smith-1,/cfb/players/justen-smith-1.html,BYU,Ind,4,11,11,100.0,2,3,66.7,17,,2021
Justin Duenkel,justin-duenkel-1,/cfb/players/justin-duenkel-1.html,Virginia,ACC,6,16,16,100.0,4,6,66.7,28,,2021
Nicholas Barr-Mira,nicholas-barr-mira-1,/cfb/players/nicholas-barr-mira-1.html,UCLA,Pac-12,12,52,54,96.3,14,21,66.7,94,,2021
Shane Ciucci,shane-ciucci-1,/cfb/players/shane-ciucci-1.html,Marshall,CUSA,11,41,41,100.0,6,9,66.7,59,,2021
Marshall Meeder,marshall-meeder-1,/cfb/players/marshall-meeder-1.html,Central Michigan,MAC,13,49,51,96.1,17,26,65.4,100,,2021
Joseph Petrino,joseph-petrino-1,/cfb/players/joseph-petrino-1.html,Maryland,Big Ten,13,39,44,88.6,13,20,65.0,78,,2021
Alex Raynor,alex-raynor-1,/cfb/players/alex-raynor-1.html,Georgia Southern,Sun Belt,10,20,21,95.2,9,14,64.3,47,,2021
Andre Szmyt,andre-szmyt-1,/cfb/players/andre-szmyt-1.html,Syracuse,ACC,12,36,38,94.7,9,14,64.3,63,,2021
Lucas Havrisik,lucas-havrisik-1,/cfb/players/lucas-havrisik-1.html,Arizona,Pac-12,12,3,3,100.0,9,14,64.3,30,,2021
Matt Araiza,matt-araiza-1,/cfb/players/matt-araiza-1.html,San Diego State,MWC,14,45,45,100.0,18,28,64.3,99,AA,2021
Cory Smigel,cory-smigel-1,/cfb/players/cory-smigel-1.html,Akron,MAC,12,29,30,96.7,7,11,63.6,50,,2021
James Turner,james-turner-2,/cfb/players/james-turner-2.html,Louisville,ACC,13,46,47,97.9,14,22,63.6,88,,2021
Matt Coghlin,matt-coghlin-1,/cfb/players/matt-coghlin-1.html,Michigan State,Big Ten,12,41,41,100.0,12,19,63.2,77,,2021
Chris Tennant,chris-tennant-1,/cfb/players/chris-tennant-1.html,Kansas State,Big 12,6,16,16,100.0,5,8,62.5,31,,2021
Alex McNulty,alex-mcnulty-1,/cfb/players/alex-mcnulty-1.html,Buffalo,MAC,12,37,37,100.0,13,21,61.9,76,,2021
Chase Gabriel,chase-gabriel-1,/cfb/players/chase-gabriel-1.html,Florida International,CUSA,12,28,31,90.3,8,13,61.5,52,,2021
Jacob Borcila,jacob-borcila-1,/cfb/players/jacob-borcila-1.html,Kansas,Big 12,12,26,27,96.3,9,15,60.0,53,,2021
Joe Doyle,joe-doyle-1,/cfb/players/joe-doyle-1.html,Memphis,American,12,30,32,93.8,7,12,58.3,51,,2021
Nate Snyder,nate-snyder-1,/cfb/players/nate-snyder-1.html,Louisiana,Sun Belt,14,38,40,95.0,7,12,58.3,59,,2021
Thomas Cluckey,thomas-cluckey-1,/cfb/players/thomas-cluckey-1.html,Toledo,MAC,13,52,52,100.0,14,24,58.3,94,,2021
Briggs Bourgeois,briggs-bourgeois-1,/cfb/players/briggs-bourgeois-1.html,Southern Mississippi,CUSA,12,24,26,92.3,8,14,57.1,48,,2021
Christian VanSickle,christian-vansickle-1,/cfb/players/christian-vansickle-1.html,Rice,CUSA,10,30,32,93.8,4,7,57.1,42,,2021
Daniel Obarski,daniel-obarski-1,/cfb/players/daniel-obarski-1.html,UCF,American,13,53,54,98.1,8,14,57.1,77,,2021
Nolan Mccord,nolan-mccord-1,/cfb/players/nolan-mccord-1.html,Mississippi State,SEC,9,23,23,100.0,9,16,56.3,50,,2021
Rory Bell,rory-bell-1,/cfb/players/rory-bell-1.html,Temple,American,12,23,23,100.0,9,16,56.3,50,,2021
Brandon Ruiz,brandon-ruiz-1,/cfb/players/brandon-ruiz-1.html,Mississippi State,SEC,6,19,19,100.0,5,9,55.6,34,,2021
Merek Glover,merek-glover-1,/cfb/players/merek-glover-1.html,Tulane,American,12,33,33,100.0,6,11,54.5,51,,2021
Alex Hale,alex-hale-1,/cfb/players/alex-hale-1.html,Oklahoma State,Big 12,6,15,16,93.8,3,6,50.0,24,,2021
Andrew Sanders,andrew-sanders-1,/cfb/players/andrew-sanders-1.html,Marshall,CUSA,11,16,16,100.0,2,4,50.0,22,,2021
Anth Rodriguez,anth-rodriguez-1,/cfb/players/anth-rodriguez-1.html,Air Force,MWC,4,15,15,100.0,3,6,50.0,24,,2021
Chase Contreraz,chase-contreraz-1,/cfb/players/chase-contreraz-1.html,Nebraska,Big Ten,4,11,11,100.0,2,4,50.0,17,,2021
Christian Lowery,christian-lowery-1,/cfb/players/christian-lowery-1.html,Cincinnati,American,5,20,20,100.0,2,4,50.0,26,,2021
Cole Smith,cole-smith-2,/cfb/players/cole-smith-2.html,Cincinnati,American,7,34,35,97.1,5,10,50.0,49,,2021
Connor Culp,connor-culp-1,/cfb/players/connor-culp-1.html,Nebraska,Big Ten,9,28,32,87.5,6,12,50.0,46,,2021
Jace Christman,jace-christman-1,/cfb/players/jace-christman-1.html,Florida,SEC,10,18,19,94.7,3,6,50.0,27,,2021
Jake Pinegar,jake-pinegar-1,/cfb/players/jake-pinegar-1.html,Penn State,Big Ten,2,2,2,100.0,1,2,50.0,5,,2021
Jordan Noyes,jordan-noyes-1,/cfb/players/jordan-noyes-1.html,Utah,Pac-12,13,21,21,100.0,2,4,50.0,27,,2021
Jordan Noyles,jordan-noyles-1,/cfb/players/jordan-noyles-1.html,Utah,Pac-12,5,21,21,100.0,2,4,50.0,27,,2021
Liam Gray,liam-gray-1,/cfb/players/liam-gray-1.html,Coastal Carolina,Sun Belt,3,12,13,92.3,1,2,50.0,15,,2021
Charlie Kuhbander,charlie-kuhbander-1,/cfb/players/charlie-kuhbander-1.html,Northwestern,Big Ten,12,21,21,100.0,6,13,46.2,39,,2021
Parker Sampson,parker-sampson-1,/cfb/players/parker-sampson-1.html,Western Michigan,MAC,10,39,41,95.1,3,7,42.9,48,,2021
Alex Bales,alex-bales-2,/cfb/players/alex-bales-2.html,Cincinnati,American,14,12,13,92.3,2,5,40.0,18,,2021
Cale Nation,cale-nation-1,/cfb/players/cale-nation-1.html,Ole Miss,SEC,5,5,6,83.3,1,3,33.3,8,,2021
Alex Barbir,alex-barbir-1,/cfb/players/alex-barbir-1.html,Liberty,Ind,8,18,19,94.7,1,4,25.0,21,,2021
Collin Riccitelli,collin-riccitelli-1,/cfb/players/collin-riccitelli-1.html,Rice,CUSA,4,3,3,100.0,1,4,25.0,6,,2021
Andrew Boyle,andrew-boyle-1,/cfb/players/andrew-boyle-1.html,Washington State,Pac-12,3,0,0,,0,1,0.0,0,,2021
Brendan Hall,brendan-hall-1,/cfb/players/brendan-hall-1.html,SMU,American,12,1,1,100.0,0,2,0.0,1,,2021
Caden Davis,caden-davis-1,/cfb/players/caden-davis-1.html,Texas A&M,SEC,11,1,1,100.0,0,1,0.0,1,,2021
Cesar Barajas,cesar-barajas-1,/cfb/players/cesar-barajas-1.html,Louisiana Tech,CUSA,12,0,0,,0,2,0.0,0,,2021
Dragan Kesich,dragan-kesich-1,/cfb/players/dragan-kesich-1.html,Minnesota,Big Ten,12,0,0,,0,1,0.0,0,,2021
Gavin Stewart,gavin-stewart-1,/cfb/players/gavin-stewart-1.html,Georgia Tech,ACC,12,0,0,,0,1,0.0,0,,2021
George Steinkamp,george-steinkamp-1,/cfb/players/george-steinkamp-1.html,New Mexico,MWC,12,0,0,,0,1,0.0,0,,2021
Graham Dable,graham-dable-1,/cfb/players/graham-dable-1.html,Tulane,American,3,3,3,100.0,0,2,0.0,3,,2021
Jude Kelley,jude-kelley-1,/cfb/players/jude-kelley-1.html,Georgia Tech,ACC,4,0,0,,0,1,0.0,0,,2021
Logan Tyler,logan-tyler-1,/cfb/players/logan-tyler-1.html,Arizona State,Pac-12,13,3,5,60.0,0,2,0.0,3,,2021
Matt Alswanger,matt-alswanger-1,/cfb/players/matt-alswanger-1.html,Duke,ACC,1,0,0,,0,1,0.0,0,,2021
McKinley O'Neal,mckinley-oneal-1,/cfb/players/mckinley-oneal-1.html,Air Force,MWC,6,0,0,,0,1,0.0,0,,2021
Stephen Rusnak,stephen-rusnak-1,/cfb/players/stephen-rusnak-1.html,Michigan State,Big Ten,5,4,5,80.0,0,1,0.0,4,,2021
Tristian Vandenberg,tristian-vandenberg-1,/cfb/players/tristian-vandenberg-1.html,Ohio,MAC,10,3,3,100.0,0,1,0.0,3,,2021
Ty Zentner,ty-zentner-1,/cfb/players/ty-zentner-1.html,Kansas State,Big 12,13,6,6,100.0,0,1,0.0,6,,2021
Alex Usry,alex-usry-1,/cfb/players/alex-usry-1.html,Middle Tennessee State,CUSA,2,2,2,100.0,0,0,,2,,2021
Ben Sauls,ben-sauls-1,/cfb/players/ben-sauls-1.html,Pitt,ACC,14,2,4,50.0,0,0,,2,,2021
Bert Auburn,bert-auburn-1,/cfb/players/bert-auburn-1.html,Texas,Big 12,1,3,3,100.0,0,0,,3,,2021
Brock Travelstead,brock-travelstead-1,/cfb/players/brock-travelstead-1.html,Louisville,ACC,13,5,5,100.0,0,0,,5,,2021
Camden Price,camden-price-1,/cfb/players/camden-price-1.html,Miami (FL),ACC,2,3,4,75.0,0,0,,3,,2021
Casey Magyar,casey-magyar-1,/cfb/players/casey-magyar-1.html,Kent State,MAC,2,1,2,50.0,0,0,,1,,2021
Chris Freeman,chris-freeman-2,/cfb/players/chris-freeman-2.html,Indiana,Big Ten,3,2,2,100.0,0,0,,2,,2021
Dom Dzioban,dom-dzioban-1,/cfb/players/dom-dzioban-1.html,Miami (OH),MAC,13,2,2,100.0,0,0,,2,,2021
