Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,xpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,awards,Year
Michael Hughes,michael-hughes-3,/cfb/players/michael-hughes-3.html,Appalachian State,Sun Belt,14,54,54,100.0,19,22,86.4,111,,2023
James Turner,james-turner-2,/cfb/players/james-turner-2.html,Michigan,Big Ten,15,65,66,98.5,18,21,85.7,119,,2023
Mitch Jeter,mitch-jeter-1,/cfb/players/mitch-jeter-1.html,South Carolina,SEC,12,33,34,97.1,12,14,85.7,69,,2023
Quinn Maretzki,quinn-maretzki-1,/cfb/players/quinn-maretzki-1.html,Army,Ind,10,25,25,100.0,12,14,85.7,61,,2023
Will Bettridge,will-bettridge-1,/cfb/players/will-bettridge-1.html,Virginia,ACC,12,31,31,100.0,18,21,85.7,85,,2023
Dragan Kesich,dragan-kesich-1,/cfb/players/dragan-kesich-1.html,Minnesota,Big Ten,13,27,27,100.0,23,27,85.2,96,,2023
Joshua Karty,joshua-karty-1,/cfb/players/joshua-karty-1.html,Stanford,Pac-12,12,21,21,100.0,23,27,85.2,90,,2023
Chase Meyer,chase-meyer-1,/cfb/players/chase-meyer-1.html,Tulsa,American,12,30,31,96.8,17,20,85.0,81,,2023
Andres Borregales,andres-borregales-1,/cfb/players/andres-borregales-1.html,Miami (FL),ACC,13,44,45,97.8,22,26,84.6,110,,2023
Noah Rauschenberg,noah-rauschenberg-1,/cfb/players/noah-rauschenberg-1.html,North Texas,American,12,46,46,100.0,16,19,84.2,94,,2023
Peyton Woodring,peyton-woodring-1,/cfb/players/peyton-woodring-1.html,Georgia,SEC,14,71,71,100.0,21,25,84.0,134,,2023
Alejandro Mata,alejandro-mata-1,/cfb/players/alejandro-mata-1.html,Colorado,Pac-12,11,26,27,96.3,10,12,83.3,56,,2023
Cam Little,cam-little-1,/cfb/players/cam-little-1.html,Arkansas,SEC,12,33,33,100.0,20,24,83.3,93,,2023
Cole Becker,cole-becker-2,/cfb/players/cole-becker-2.html,Utah,Pac-12,10,28,28,100.0,15,18,83.3,73,,2023
Derek McCormick,derek-mccormick-1,/cfb/players/derek-mccormick-1.html,Louisiana-Monroe,Sun Belt,9,16,17,94.1,10,12,83.3,46,,2023
Jai Patel,jai-patel-1,/cfb/players/jai-patel-1.html,Rutgers,Big Ten,12,33,34,97.1,15,18,83.3,78,,2023
Bert Auburn,bert-auburn-1,/cfb/players/bert-auburn-1.html,Texas,Big 12,14,56,56,100.0,29,35,82.9,143,,2023
Michael Lantz,michael-lantz-1,/cfb/players/michael-lantz-1.html,Georgia Southern,Sun Belt,13,45,45,100.0,23,28,82.1,114,,2023
Grady Gross,grady-gross-1,/cfb/players/grady-gross-1.html,Washington,Pac-12,15,63,63,100.0,18,22,81.8,117,,2023
Michael Hayes,michael-hayes-5,/cfb/players/michael-hayes-5.html,West Virginia,Big 12,13,46,46,100.0,17,21,81.0,97,,2023
Trey Smack,trey-smack-1,/cfb/players/trey-smack-1.html,Florida,SEC,12,29,29,100.0,17,21,81.0,80,,2023
Chase Contreraz,chase-contreraz-1,/cfb/players/chase-contreraz-1.html,Iowa State,Big 12,13,36,37,97.3,21,26,80.8,99,,2023
Valentino Ambrosio,valentino-ambrosio-2,/cfb/players/valentino-ambrosio-2.html,Tulane,American,14,42,42,100.0,21,26,80.8,105,,2023
Damian Ramos,damian-ramos-1,/cfb/players/damian-ramos-1.html,LSU,SEC,13,77,77,100.0,12,15,80.0,113,,2023
Dylan Lynch,dylan-lynch-1,/cfb/players/dylan-lynch-1.html,Fresno State,MWC,13,40,40,100.0,24,30,80.0,112,,2023
Harrison Mevis,harrison-mevis-1,/cfb/players/harrison-mevis-1.html,Missouri,SEC,13,45,46,97.8,24,30,80.0,117,,2023
Jacob Barnes,jacob-barnes-1,/cfb/players/jacob-barnes-1.html,Louisiana Tech,CUSA,12,29,31,93.5,12,15,80.0,65,,2023
Jayden Fielding,jayden-fielding-1,/cfb/players/jayden-fielding-1.html,Ohio State,Big Ten,13,49,50,98.0,16,20,80.0,97,,2023
Luke Pawlak,luke-pawlak-1,/cfb/players/luke-pawlak-1.html,Toledo,MAC,14,50,51,98.0,12,15,80.0,86,,2023
Teagen Lenderink,teagen-lenderink-2,/cfb/players/teagen-lenderink-2.html,Liberty,CUSA,2,5,6,83.3,4,5,80.0,17,,2023
Alex Hale,alex-hale-1,/cfb/players/alex-hale-1.html,Oklahoma State,Big 12,13,36,38,94.7,27,34,79.4,117,,2023
Alex Felkins,alex-felkins-1,/cfb/players/alex-felkins-1.html,Penn State,Big Ten,13,47,47,100.0,19,24,79.2,104,,2023
Ethan Albertson,ethan-albertson-1,/cfb/players/ethan-albertson-1.html,New Mexico State,CUSA,15,49,50,98.0,19,24,79.2,106,,2023
Scott Taylor Renfroe,scott-taylor-renfroe-1,/cfb/players/scott-taylor-renfroe-1.html,Troy,Sun Belt,14,50,50,100.0,19,24,79.2,107,,2023
Tyler Loop,tyler-loop-1,/cfb/players/tyler-loop-1.html,Arizona,Pac-12,13,53,53,100.0,19,24,79.2,110,,2023
Carter Brown,carter-brown-1,/cfb/players/carter-brown-1.html,Cincinnati,Big 12,12,30,30,100.0,15,19,78.9,75,,2023
Jordan Noyes,jordan-noyes-1,/cfb/players/jordan-noyes-1.html,Colorado State,MWC,11,29,29,100.0,15,19,78.9,74,,2023
Matthew Dapore,matthew-dapore-1,/cfb/players/matthew-dapore-1.html,Air Force,MWC,12,34,35,97.1,15,19,78.9,79,,2023
Nathanial Vakos,nathanial-vakos-1,/cfb/players/nathanial-vakos-1.html,Wisconsin,Big Ten,13,34,34,100.0,15,19,78.9,79,,2023
Chris Tennant,chris-tennant-1,/cfb/players/chris-tennant-1.html,Kansas State,Big 12,13,56,57,98.2,11,14,78.6,89,,2023
Colby Sessums,colby-sessums-1,/cfb/players/colby-sessums-1.html,Sam Houston,CUSA,12,27,28,96.4,11,14,78.6,60,,2023
Elliott Nimrod,elliott-nimrod-1,/cfb/players/elliott-nimrod-1.html,Utah State,MWC,12,41,43,95.3,11,14,78.6,74,,2023
Liam Connor,liam-connor-1,/cfb/players/liam-connor-1.html,Boston College,ACC,13,36,39,92.3,11,14,78.6,69,,2023
Seth Keller,seth-keller-1,/cfb/players/seth-keller-1.html,Kansas,Big 12,13,47,49,95.9,11,14,78.6,80,,2023
Will Ferrin,will-ferrin-1,/cfb/players/will-ferrin-1.html,BYU,Big 12,12,32,33,97.0,11,14,78.6,65,,2023
Brayden Narveson,brayden-narveson-1,/cfb/players/brayden-narveson-1.html,North Carolina State,ACC,13,38,38,100.0,18,23,78.3,92,,2023
Caden Davis,caden-davis-1,/cfb/players/caden-davis-1.html,Ole Miss,SEC,13,45,45,100.0,18,23,78.3,99,,2023
Charles Campbell,charles-campbell-3,/cfb/players/charles-campbell-3.html,Tennessee,SEC,13,49,49,100.0,18,23,78.3,103,,2023
Todd Pelino,todd-pelino-1,/cfb/players/todd-pelino-1.html,Duke,ACC,12,38,38,100.0,18,23,78.3,92,,2023
Matthew Shipley,matthew-shipley-1,/cfb/players/matthew-shipley-1.html,Hawaii,MWC,13,30,31,96.8,14,18,77.8,72,,2023
Dominic Zvada,dominic-zvada-1,/cfb/players/dominic-zvada-1.html,Arkansas State,Sun Belt,13,41,41,100.0,17,22,77.3,92,,2023
Kade Hensley,kade-hensley-1,/cfb/players/kade-hensley-1.html,Coastal Carolina,Sun Belt,9,26,26,100.0,10,13,76.9,56,,2023
Tanner Gillis,tanner-gillis-1,/cfb/players/tanner-gillis-1.html,Memphis,American,10,47,49,95.9,10,13,76.9,77,,2023
Brandon Talton,brandon-talton-1,/cfb/players/brandon-talton-1.html,Nevada,MWC,12,19,19,100.0,15,20,75.0,64,,2023
Chase Gabriel,chase-gabriel-1,/cfb/players/chase-gabriel-1.html,Florida International,CUSA,11,21,23,91.3,9,12,75.0,48,,2023
Jesus Gomez,jesus-gomez-1,/cfb/players/jesus-gomez-1.html,Eastern Michigan,MAC,11,21,24,87.5,12,16,75.0,57,,2023
Liam Rickman,liam-rickman-1,/cfb/players/liam-rickman-1.html,Georgia State,Sun Belt,13,41,42,97.6,9,12,75.0,68,,2023
Lucas Carneiro,lucas-carneiro-1,/cfb/players/lucas-carneiro-1.html,Western Kentucky,CUSA,13,47,47,100.0,9,12,75.0,74,,2023
Noe Ruelas,noe-ruelas-1,/cfb/players/noe-ruelas-1.html,Connecticut,Ind,4,3,3,100.0,3,4,75.0,12,,2023
Ryan Coe,ryan-coe-1,/cfb/players/ryan-coe-1.html,North Carolina,ACC,2,8,8,100.0,3,4,75.0,17,,2023
Randy Bond,randy-bond-1,/cfb/players/randy-bond-1.html,Texas A&M,SEC,13,48,48,100.0,26,35,74.3,126,,2023
Collin Rogers,collin-rogers-1,/cfb/players/collin-rogers-1.html,SMU,American,14,66,67,98.5,20,27,74.1,126,,2023
Andrew Stein,andrew-stein-1,/cfb/players/andrew-stein-1.html,Southern Mississippi,Sun Belt,12,27,28,96.4,17,23,73.9,78,,2023
Caleb Griffin,caleb-griffin-1,/cfb/players/caleb-griffin-1.html,Illinois,Big Ten,12,24,26,92.3,14,19,73.7,66,,2023
Jack Olsen,jack-olsen-1,/cfb/players/jack-olsen-1.html,Northwestern,Big Ten,13,33,33,100.0,14,19,73.7,75,,2023
Gino Garcia,gino-garcia-1,/cfb/players/gino-garcia-1.html,Texas Tech,Big 12,13,40,40,100.0,16,22,72.7,88,,2023
Kyle Ferrie,kyle-ferrie-1,/cfb/players/kyle-ferrie-1.html,Mississippi State,SEC,12,27,27,100.0,16,22,72.7,75,,2023
Alan Anaya,alan-anaya-1,/cfb/players/alan-anaya-1.html,Bowling Green,MAC,13,43,43,100.0,13,18,72.2,82,,2023
Jonathan Kim,jonathan-kim-2,/cfb/players/jonathan-kim-2.html,Michigan State,Big Ten,12,17,17,100.0,13,18,72.2,56,,2023
Andrew Conrad,andrew-conrad-1,/cfb/players/andrew-conrad-1.html,East Carolina,American,12,20,21,95.2,18,25,72.0,74,,2023
Isaiah Hankins,isaiah-hankins-1,/cfb/players/isaiah-hankins-1.html,Baylor,Big 12,12,21,23,91.3,18,25,72.0,75,,2023
Buzz Flabiano,buzz-flabiano-1,/cfb/players/buzz-flabiano-1.html,UTEP,CUSA,12,29,30,96.7,10,14,71.4,59,,2023
Chris Freeman,chris-freeman-2,/cfb/players/chris-freeman-2.html,Indiana,Big Ten,12,29,30,96.7,10,14,71.4,59,,2023
Denis Lynch,denis-lynch-1,/cfb/players/denis-lynch-1.html,USC,Pac-12,13,65,66,98.5,10,14,71.4,95,,2023
Jackson Courville,jackson-courville-1,/cfb/players/jackson-courville-1.html,Ball State,MAC,12,24,25,96.0,15,21,71.4,69,,2023
Luke Drzewiecki,luke-drzewiecki-1,/cfb/players/luke-drzewiecki-1.html,New Mexico,MWC,12,37,38,97.4,10,14,71.4,67,,2023
Zach Schmit,zach-schmit-1,/cfb/players/zach-schmit-1.html,Oklahoma,Big 12,13,67,67,100.0,15,21,71.4,112,,2023
Zeke Rankin,zeke-rankin-1,/cfb/players/zeke-rankin-1.html,Middle Tennessee State,CUSA,12,35,37,94.6,10,14,71.4,65,,2023
Brock Travelstead,brock-travelstead-1,/cfb/players/brock-travelstead-1.html,Louisville,ACC,14,39,41,95.1,17,24,70.8,90,,2023
Alen Karajic,alen-karajic-1,/cfb/players/alen-karajic-1.html,Jacksonville State,CUSA,12,42,43,97.7,14,20,70.0,84,,2023
Jacob Borcila,jacob-borcila-1,/cfb/players/jacob-borcila-1.html,Vanderbilt,SEC,12,29,30,96.7,7,10,70.0,50,,2023
Jonathan Weitz,jonathan-weitz-1,/cfb/players/jonathan-weitz-1.html,Clemson,ACC,10,29,29,100.0,14,20,70.0,71,,2023
Matthew Dennis,matthew-dennis-1,/cfb/players/matthew-dennis-1.html,Wake Forest,ACC,11,20,21,95.2,14,20,70.0,62,,2023
Drew Stevens,drew-stevens-2,/cfb/players/drew-stevens-2.html,Iowa,Big Ten,14,19,20,95.0,18,26,69.2,73,,2023
Gianni Spetic,gianni-spetic-1,/cfb/players/gianni-spetic-1.html,Ohio,MAC,12,33,34,97.1,18,26,69.2,87,,2023
Ben Sauls,ben-sauls-1,/cfb/players/ben-sauls-1.html,Pitt,ACC,12,28,28,100.0,11,16,68.8,61,,2023
Dario Longhetto,dario-longhetto-1,/cfb/players/dario-longhetto-1.html,Arizona State,Pac-12,12,20,20,100.0,11,16,68.8,53,,2023
John Cannon,john-cannon-2,/cfb/players/john-cannon-2.html,South Florida,American,13,52,52,100.0,11,16,68.8,85,,2023
Jack Howes,jack-howes-1,/cfb/players/jack-howes-1.html,Maryland,Big Ten,13,46,47,97.9,13,19,68.4,85,,2023
Jack Browning,jack-browning-1,/cfb/players/jack-browning-1.html,San Diego State,MWC,12,23,23,100.0,15,22,68.2,68,,2023
Spencer Shrader,spencer-shrader-1,/cfb/players/spencer-shrader-1.html,Notre Dame,Ind,13,61,62,98.4,15,22,68.2,106,,2023
Camden Lewis,camden-lewis-1,/cfb/players/camden-lewis-1.html,Oregon,Pac-12,14,70,70,100.0,12,18,66.7,106,,2023
Dante Jackson,dante-jackson-2,/cfb/players/dante-jackson-2.html,Akron,MAC,12,3,3,100.0,2,3,66.7,9,,2023
Dean Janikowski,dean-janikowski-1,/cfb/players/dean-janikowski-1.html,Washington State,Pac-12,12,44,44,100.0,10,15,66.7,74,,2023
Diego Guajardo,diego-guajardo-1,/cfb/players/diego-guajardo-1.html,South Alabama,Sun Belt,13,45,47,95.7,14,21,66.7,87,,2023
Ethan Sanchez,ethan-sanchez-1,/cfb/players/ethan-sanchez-1.html,Old Dominion,Sun Belt,13,36,36,100.0,14,21,66.7,78,,2023
Griffin Kell,griffin-kell-1,/cfb/players/griffin-kell-1.html,Texas Christian,Big 12,12,44,46,95.7,14,21,66.7,86,,2023
Kyler Halvorsen,kyler-halvorsen-1,/cfb/players/kyler-halvorsen-1.html,San Jose State,MWC,13,54,55,98.2,10,15,66.7,84,,2023
Nathan Kirkwood,nathan-kirkwood-1,/cfb/players/nathan-kirkwood-1.html,Navy,American,9,16,17,94.1,6,9,66.7,34,,2023
Owen Wiley,owen-wiley-1,/cfb/players/owen-wiley-1.html,Akron,MAC,5,12,12,100.0,4,6,66.7,24,,2023
Tim Horn,tim-horn-3,/cfb/players/tim-horn-3.html,Rice,American,13,47,47,100.0,8,12,66.7,71,,2023
William Testa,william-testa-1,/cfb/players/william-testa-1.html,Utah State,MWC,3,7,7,100.0,2,3,66.7,13,,2023
John Hoyland,john-hoyland-1,/cfb/players/john-hoyland-1.html,Wyoming,MWC,13,38,39,97.4,13,20,65.0,77,,2023
Kanon Woodill,kanon-woodill-1,/cfb/players/kanon-woodill-1.html,Northern Illinois,MAC,13,27,27,100.0,11,17,64.7,60,,2023
Brady Denaburg,brady-denaburg-1,/cfb/players/brady-denaburg-1.html,Syracuse,ACC,13,36,37,97.3,10,16,62.5,66,,2023
Logan Lupo,logan-lupo-1,/cfb/players/logan-lupo-1.html,Florida Atlantic,American,12,21,21,100.0,5,8,62.5,36,,2023
Colton Boomer,colton-boomer-1,/cfb/players/colton-boomer-1.html,UCF,Big 12,13,48,50,96.0,13,21,61.9,87,,2023
Matthew Quinn,matthew-quinn-2,/cfb/players/matthew-quinn-2.html,UAB,American,12,38,39,97.4,11,18,61.1,71,,2023
Rece Verhoff,rece-verhoff-1,/cfb/players/rece-verhoff-1.html,Marshall,Sun Belt,13,32,32,100.0,11,18,61.1,65,,2023
Kyle Cunanan,kyle-cunanan-1,/cfb/players/kyle-cunanan-1.html,Charlotte,American,12,16,16,100.0,9,15,60.0,43,,2023
Palmer Domschke,palmer-domschke-1,/cfb/players/palmer-domschke-1.html,Western Michigan,MAC,12,35,35,100.0,9,15,60.0,62,,2023
Seth Morgan,seth-morgan-1,/cfb/players/seth-morgan-1.html,Memphis,American,3,14,14,100.0,3,5,60.0,23,,2023
Tristan Alvano,tristan-alvano-1,/cfb/players/tristan-alvano-1.html,Nebraska,Big Ten,12,27,27,100.0,9,15,60.0,54,,2023
Camden Price,camden-price-1,/cfb/players/camden-price-1.html,Temple,American,12,24,26,92.3,7,12,58.3,45,,2023
Liam Gray,liam-gray-1,/cfb/players/liam-gray-1.html,Coastal Carolina,Sun Belt,13,17,17,100.0,7,12,58.3,38,,2023
Alex McNulty,alex-mcnulty-1,/cfb/players/alex-mcnulty-1.html,Buffalo,MAC,12,26,26,100.0,11,19,57.9,59,,2023
Jace Feely,jace-feely-1,/cfb/players/jace-feely-1.html,Colorado,Pac-12,11,10,10,100.0,4,7,57.1,22,,2023
Jack Martin,jack-martin-3,/cfb/players/jack-martin-3.html,Houston,Big 12,12,34,34,100.0,8,14,57.1,58,,2023
Cameron Carson,cameron-carson-1,/cfb/players/cameron-carson-1.html,Massachusetts,Ind,11,27,28,96.4,11,20,55.0,60,,2023
Ben Freehill,ben-freehill-1,/cfb/players/ben-freehill-1.html,Purdue,Big Ten,8,21,22,95.5,6,11,54.5,39,,2023
RJ Lopez,rj-lopez-1,/cfb/players/rj-lopez-1.html,UCLA,Pac-12,11,31,32,96.9,6,11,54.5,49,,2023
Joe McFadden,joe-mcfadden-1,/cfb/players/joe-mcfadden-1.html,Connecticut,Ind,10,20,23,87.0,7,13,53.8,41,,2023
Alex Kasee,alex-kasee-1,/cfb/players/alex-kasee-1.html,Ohio,MAC,13,2,2,100.0,1,2,50.0,5,,2023
Braxton Guilbeau,braxton-guilbeau-1,/cfb/players/braxton-guilbeau-1.html,Louisiana-Monroe,Sun Belt,12,4,4,100.0,1,2,50.0,7,,2023
Buck Buchanan,buck-buchanan-1,/cfb/players/buck-buchanan-1.html,Louisiana Tech,CUSA,12,2,2,100.0,2,4,50.0,8,,2023
Carter Davis,carter-davis-1,/cfb/players/carter-davis-1.html,Florida Atlantic,American,12,16,16,100.0,1,2,50.0,19,,2023
Jake Larson,jake-larson-1,/cfb/players/jake-larson-1.html,Charlotte,American,4,5,5,100.0,2,4,50.0,11,,2023
Joey Cheek,joey-cheek-1,/cfb/players/joey-cheek-1.html,Utah,Pac-12,3,7,7,100.0,1,2,50.0,10,,2023
Kameron Lake,kameron-lake-1,/cfb/players/kameron-lake-1.html,Marshall,Sun Belt,1,4,4,100.0,1,2,50.0,7,,2023
Nick Brown,nick-brown-3,/cfb/players/nick-brown-3.html,Liberty,CUSA,13,65,66,98.5,5,10,50.0,80,,2023
Tate Sandell,tate-sandell-1,/cfb/players/tate-sandell-1.html,UTSA,American,13,2,2,100.0,1,2,50.0,5,,2023
Tristan Mattson,tristan-mattson-1,/cfb/players/tristan-mattson-1.html,Central Michigan,MAC,12,31,33,93.9,7,14,50.0,52,,2023
Tyler Black,tyler-black-1,/cfb/players/tyler-black-1.html,Wake Forest,ACC,11,2,2,100.0,1,2,50.0,5,,2023
Noah Perez,noah-perez-1,/cfb/players/noah-perez-1.html,Akron,MAC,5,9,9,100.0,3,7,42.9,18,,2023
Evan Warren,evan-warren-1,/cfb/players/evan-warren-1.html,Navy,American,9,6,6,100.0,2,5,40.0,12,,2023
Jake Seibert,jake-seibert-1,/cfb/players/jake-seibert-1.html,Northern Illinois,MAC,13,4,4,100.0,2,5,40.0,10,,2023
Adam Mihalek,adam-mihalek-1,/cfb/players/adam-mihalek-1.html,Florida,SEC,3,4,5,80.0,1,3,33.3,7,,2023
Blake Glessner,blake-glessner-1,/cfb/players/blake-glessner-1.html,UCLA,Pac-12,13,13,13,100.0,2,6,33.3,19,,2023
Julio Macias,julio-macias-1,/cfb/players/julio-macias-1.html,Purdue,Big Ten,5,9,10,90.0,2,6,33.3,15,,2023
Michael Luckhurst,michael-luckhurst-1,/cfb/players/michael-luckhurst-1.html,California,Pac-12,11,11,14,78.6,3,9,33.3,20,,2023
Robert Gunn III,robert-gunn-iii-1,/cfb/players/robert-gunn-iii-1.html,Clemson,ACC,13,14,15,93.3,1,4,25.0,17,,2023
Cole Talley,cole-talley-1,/cfb/players/cole-talley-1.html,Army,Ind,12,1,1,100.0,0,1,0.0,1,,2023
Connor Gibbs,connor-gibbs-1,/cfb/players/connor-gibbs-1.html,Southern Mississippi,Sun Belt,12,2,2,100.0,0,1,0.0,2,,2023
Gavin Stewart,gavin-stewart-1,/cfb/players/gavin-stewart-1.html,Georgia Tech,ACC,13,8,8,100.0,0,3,0.0,8,,2023
Isaac Kone,isaac-kone-1,/cfb/players/isaac-kone-1.html,Georgia State,Sun Belt,9,3,3,100.0,0,1,0.0,3,,2023
Jude McAtamney,jude-mcatamney-1,/cfb/players/jude-mcatamney-1.html,Rutgers,Big Ten,13,0,0,,0,1,0.0,0,,2023
Owen Piepergerdes,owen-piepergerdes-1,/cfb/players/owen-piepergerdes-1.html,Kansas,Big 12,5,6,6,100.0,0,1,0.0,6,,2023
Sander Sahaydak,sander-sahaydak-1,/cfb/players/sander-sahaydak-1.html,Penn State,Big Ten,7,7,7,100.0,0,2,0.0,7,,2023
Adam Samaha,adam-samaha-1,/cfb/players/adam-samaha-1.html,Michigan,Big Ten,1,1,1,100.0,0,0,,1,,2023
Addison Shrock,addison-shrock-1,/cfb/players/addison-shrock-1.html,Washington,Pac-12,1,1,1,100.0,0,0,,1,,2023
Alan Guerrieri,alan-guerrieri-1,/cfb/players/alan-guerrieri-1.html,Louisiana,Sun Belt,2,2,2,100.0,0,0,,2,,2023
Alex Herrera,alex-herrera-1,/cfb/players/alex-herrera-1.html,South Carolina,SEC,1,1,1,100.0,0,0,,1,,2023
Andre Meono,andre-meono-1,/cfb/players/andre-meono-1.html,Nevada-Las Vegas,MWC,14,1,1,100.0,0,0,,1,,2023
Ashton Wolff,ashton-wolff-1,/cfb/players/ashton-wolff-1.html,Colorado State,MWC,1,5,6,83.3,0,0,,5,,2023
Brayden Beck,brayden-beck-1,/cfb/players/brayden-beck-1.html,Liberty,CUSA,5,1,1,100.0,0,0,,1,,2023
Caleb Krockover,caleb-krockover-1,/cfb/players/caleb-krockover-1.html,Purdue,Big Ten,9,1,1,100.0,0,0,,1,,2023
Carlos Alvarado,carlos-alvarado-1,/cfb/players/carlos-alvarado-1.html,Army,Ind,1,2,2,100.0,0,0,,2,,2023
Conor Talty,conor-talty-1,/cfb/players/conor-talty-1.html,Alabama,SEC,3,1,1,100.0,0,0,,1,,2023
Danny King,danny-king-1,/cfb/players/danny-king-1.html,West Virginia,Big 12,3,2,2,100.0,0,0,,2,,2023
Diego Medina,diego-medina-1,/cfb/players/diego-medina-1.html,Georgia State,Sun Belt,1,1,1,100.0,0,0,,1,,2023
Emmet Kenney,emmet-kenney-1,/cfb/players/emmet-kenney-1.html,Stanford,Pac-12,1,1,1,100.0,0,0,,1,,2023
Enock Gota,enock-gota-1,/cfb/players/enock-gota-1.html,Rice,American,9,1,1,100.0,0,0,,1,,2023
Ethan Moczulski,ethan-moczulski-1,/cfb/players/ethan-moczulski-1.html,Texas A&M,SEC,2,1,1,100.0,0,0,,1,,2023
Gavin Marshall,gavin-marshall-1,/cfb/players/gavin-marshall-1.html,Oklahoma,Big 12,2,2,2,100.0,0,0,,2,,2023
Grant Meadors,grant-meadors-1,/cfb/players/grant-meadors-1.html,Oregon,Pac-12,5,5,5,100.0,0,0,,5,,2023
Hogan Morton,hogan-morton-1,/cfb/players/hogan-morton-1.html,Clemson,ACC,1,1,1,100.0,0,0,,1,,2023
Jacob Meeks,jacob-meeks-2,/cfb/players/jacob-meeks-2.html,South Alabama,Sun Belt,13,1,1,100.0,0,0,,1,,2023
