Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,xpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,awards,Year
Sean Nuernberger,sean-nuernberger-1,/cfb/players/sean-nuernberger-1.html,Ohio State,Big Ten,14,71,71,100.0,17,21,81.0,122,,2017
Jet Toner,jet-toner-1,/cfb/players/jet-toner-1.html,Stanford,Pac-12,14,54,54,100.0,21,26,80.8,117,,2017
Matthew McCrane,matthew-mccrane-1,/cfb/players/matthew-mccrane-1.html,Kansas State,Big 12,13,48,48,100.0,21,26,80.8,111,,2017
Austin Jones,austin-jones-4,/cfb/players/austin-jones-4.html,Temple,American,4,5,6,83.3,4,5,80.0,17,,2017
Caden Novikoff,caden-novikoff-1,/cfb/players/caden-novikoff-1.html,Houston,American,12,43,43,100.0,12,15,80.0,79,,2017
John Baron,john-baron-1,/cfb/players/john-baron-1.html,San Diego State,MWC,13,52,52,100.0,12,15,80.0,88,,2017
Joshua Rowland,joshua-rowland-1,/cfb/players/joshua-rowland-1.html,Texas,Big 12,16,18,18,100.0,4,5,80.0,30,,2017
Matt Ammendola,matt-ammendola-1,/cfb/players/matt-ammendola-1.html,Oklahoma State,Big 12,13,70,70,100.0,23,29,79.3,139,,2017
Quinn Nordin,quinn-nordin-1,/cfb/players/quinn-nordin-1.html,Michigan,Big Ten,13,35,38,92.1,19,24,79.2,92,,2017
Matt Coghlin,matt-coghlin-1,/cfb/players/matt-coghlin-1.html,Michigan State,Big Ten,13,38,38,100.0,15,19,78.9,83,,2017
Tyler Bass,tyler-bass-3,/cfb/players/tyler-bass-3.html,Georgia Southern,Sun Belt,12,27,28,96.4,15,19,78.9,72,,2017
Austin Macginnis,austin-macginnis-1,/cfb/players/austin-macginnis-1.html,Kentucky,SEC,13,36,36,100.0,22,28,78.6,102,,2017
Haden Hoggarth,haden-hoggarth-1,/cfb/players/haden-hoggarth-1.html,Boise State,MWC,14,57,57,100.0,18,23,78.3,111,,2017
Jimmy Camacho,jimmy-camacho-1,/cfb/players/jimmy-camacho-1.html,Fresno State,MWC,14,41,42,97.6,25,32,78.1,116,,2017
Justin Yoon,justin-yoon-1,/cfb/players/justin-yoon-1.html,Notre Dame,Ind,12,55,55,100.0,14,18,77.8,97,,2017
Tyler Sumpter,tyler-sumpter-1,/cfb/players/tyler-sumpter-1.html,Troy,Sun Belt,13,34,34,100.0,7,9,77.8,55,,2017
Tyler Sumpter,tyler-sumpter-2,/cfb/players/tyler-sumpter-2.html,Troy,Sun Belt,13,34,34,100.0,7,9,77.8,55,,2017
Evan Pantels,evan-pantels-1,/cfb/players/evan-pantels-1.html,Nevada-Las Vegas,MWC,9,28,28,100.0,17,22,77.3,79,,2017
Garrett Owens,garrett-owens-1,/cfb/players/garrett-owens-1.html,Iowa State,Big 12,13,45,45,100.0,17,22,77.3,96,,2017
James Stefanou,james-stefanou-1,/cfb/players/james-stefanou-1.html,Colorado,Pac-12,11,35,35,100.0,17,22,77.3,86,,2017
Craig Ford,craig-ford-1,/cfb/players/craig-ford-1.html,Louisiana-Monroe,Sun Belt,12,45,47,95.7,10,13,76.9,75,,2017
Dylan Brown,dylan-brown-1,/cfb/players/dylan-brown-1.html,New Mexico State,Sun Belt,13,39,42,92.9,13,17,76.5,78,,2017
Nick Vogel,nick-vogel-1,/cfb/players/nick-vogel-1.html,UAB,CUSA,13,40,42,95.2,13,17,76.5,79,,2017
Jonathan Barnes,jonathan-barnes-1,/cfb/players/jonathan-barnes-1.html,Louisiana Tech,CUSA,13,43,46,93.5,25,33,75.8,118,,2017
Aaron Medley,aaron-medley-1,/cfb/players/aaron-medley-1.html,Tennessee,SEC,10,25,25,100.0,6,8,75.0,43,,2017
Aidan Schneider,aidan-schneider-1,/cfb/players/aidan-schneider-1.html,Oregon,Pac-12,13,63,63,100.0,9,12,75.0,90,,2017
Brian Johnson,brian-johnson-11,/cfb/players/brian-johnson-11.html,Virginia Tech,ACC,5,5,5,100.0,3,4,75.0,14,,2017
Dominik Eberle,dominik-eberle-1,/cfb/players/dominik-eberle-1.html,Utah State,MWC,13,47,47,100.0,18,24,75.0,101,,2017
Lucas Havrisik,lucas-havrisik-1,/cfb/players/lucas-havrisik-1.html,Arizona,Pac-12,13,2,2,100.0,3,4,75.0,11,,2017
Luke Strebel,luke-strebel-1,/cfb/players/luke-strebel-1.html,Air Force,MWC,12,43,43,100.0,9,12,75.0,70,,2017
Nick Rice,nick-rice-1,/cfb/players/nick-rice-1.html,Old Dominion,CUSA,11,27,27,100.0,15,20,75.0,72,,2017
Redford Jones,redford-jones-1,/cfb/players/redford-jones-1.html,Tulsa,American,12,44,45,97.8,12,16,75.0,80,,2017
Samuel Sloman,samuel-sloman-1,/cfb/players/samuel-sloman-1.html,Miami (OH),MAC,12,35,36,97.2,12,16,75.0,71,,2017
Daniel Carlson,daniel-carlson-1,/cfb/players/daniel-carlson-1.html,Auburn,SEC,14,57,57,100.0,23,31,74.2,126,,2017
Cole Murphy,cole-murphy-1,/cfb/players/cole-murphy-1.html,Syracuse,ACC,12,34,35,97.1,20,27,74.1,94,,2017
Matt Anderson,matt-anderson-3,/cfb/players/matt-anderson-3.html,California,Pac-12,12,35,36,97.2,20,27,74.1,95,,2017
Michael Badgley,michael-badgley-1,/cfb/players/michael-badgley-1.html,Miami (FL),ACC,13,45,46,97.8,17,23,73.9,96,,2017
Josh Pollack,josh-pollack-1,/cfb/players/josh-pollack-1.html,Arizona,Pac-12,13,65,67,97.0,11,15,73.3,98,,2017
Sawyer Williams,sawyer-williams-1,/cfb/players/sawyer-williams-1.html,Arkansas State,Sun Belt,12,48,53,90.6,16,22,72.7,96,,2017
Spence Pettit,spence-pettit-1,/cfb/players/spence-pettit-1.html,Nevada,MWC,12,40,41,97.6,8,11,72.7,64,,2017
Spencer Evans,spencer-evans-1,/cfb/players/spencer-evans-1.html,Purdue,Big Ten,13,16,17,94.1,8,11,72.7,40,,2017
Matthew Wright,matthew-wright-1,/cfb/players/matthew-wright-1.html,UCF,American,13,80,81,98.8,13,18,72.2,119,,2017
Andy Pappanastos,andy-pappanastos-1,/cfb/players/andy-pappanastos-1.html,Alabama,SEC,13,56,56,100.0,18,25,72.0,110,,2017
Greg Joseph,greg-joseph-2,/cfb/players/greg-joseph-2.html,Florida Atlantic,CUSA,14,64,68,94.1,15,21,71.4,109,,2017
James Sherman,james-sherman-1,/cfb/players/james-sherman-1.html,Texas State,Sun Belt,12,5,6,83.3,5,7,71.4,20,,2017
Paul Fricano,paul-fricano-1,/cfb/players/paul-fricano-1.html,Eastern Michigan,MAC,12,34,36,94.4,15,21,71.4,79,,2017
Stevie Artigue,stevie-artigue-1,/cfb/players/stevie-artigue-1.html,Louisiana,Sun Belt,12,31,37,83.8,10,14,71.4,61,,2017
Cade Coffey,cade-coffey-1,/cfb/players/cade-coffey-1.html,Idaho,Sun Belt,12,29,30,96.7,12,17,70.6,65,,2017
Chase McGrath,chase-mcgrath-1,/cfb/players/chase-mcgrath-1.html,USC,Pac-12,14,58,59,98.3,12,17,70.6,94,,2017
Chase McLaughlin,chase-mclaughlin-1,/cfb/players/chase-mclaughlin-1.html,Illinois,Big Ten,12,17,17,100.0,12,17,70.6,53,,2017
Brandon Ruiz,brandon-ruiz-1,/cfb/players/brandon-ruiz-1.html,Arizona State,Pac-12,13,49,50,98.0,19,27,70.4,106,,2017
Andrew Harte,andrew-harte-1,/cfb/players/andrew-harte-1.html,Rutgers,Big Ten,11,27,27,100.0,7,10,70.0,48,,2017
Emmit Carpenter,emmit-carpenter-1,/cfb/players/emmit-carpenter-1.html,Minnesota,Big Ten,11,31,31,100.0,14,20,70.0,73,,2017
Josh Williams,josh-williams-9,/cfb/players/josh-williams-9.html,SMU,American,13,44,49,89.8,14,20,70.0,86,,2017
J.D. Dillinger,jd-dillinger-1,/cfb/players/jd-dillinger-1.html,Purdue,Big Ten,12,19,19,100.0,9,13,69.2,46,,2017
Connor Culp,connor-culp-1,/cfb/players/connor-culp-1.html,LSU,SEC,10,20,23,87.0,11,16,68.8,53,,2017
Riley Patterson,riley-patterson-1,/cfb/players/riley-patterson-1.html,Memphis,American,13,63,64,98.4,11,16,68.8,96,,2017
Rhett Almond,rhett-almond-1,/cfb/players/rhett-almond-1.html,BYU,Ind,12,22,23,95.7,13,19,68.4,61,,2017
Joey Slye,joey-slye-1,/cfb/players/joey-slye-1.html,Virginia Tech,ACC,11,37,37,100.0,15,22,68.2,82,,2017
A.J. Mejia,aj-mejia-1,/cfb/players/aj-mejia-1.html,Virginia,ACC,13,37,37,100.0,8,12,66.7,61,,2017
Foster Hilborn,foster-hilborn-1,/cfb/players/foster-hilborn-1.html,Texas State,Sun Belt,7,16,19,84.2,4,6,66.7,28,,2017
Jason Filley,jason-filley-1,/cfb/players/jason-filley-1.html,UTEP,CUSA,6,7,7,100.0,2,3,66.7,13,,2017
Jason Sanders,jason-sanders-1,/cfb/players/jason-sanders-1.html,New Mexico,MWC,12,28,28,100.0,10,15,66.7,58,,2017
Luke Logan,luke-logan-1,/cfb/players/luke-logan-1.html,Ole Miss,SEC,12,9,9,100.0,2,3,66.7,15,,2017
Michael Tarbutt,michael-tarbutt-1,/cfb/players/michael-tarbutt-1.html,Connecticut,American,12,27,29,93.1,12,18,66.7,63,,2017
Sterling Hofrichter,sterling-hofrichter-1,/cfb/players/sterling-hofrichter-1.html,Syracuse,ACC,12,1,1,100.0,2,3,66.7,7,,2017
Aaron Boumerhi,aaron-boumerhi-1,/cfb/players/aaron-boumerhi-1.html,Temple,American,13,28,30,93.3,15,23,65.2,73,,2017
Josh Grant,josh-grant-1,/cfb/players/josh-grant-1.html,Western Michigan,MAC,12,45,46,97.8,15,23,65.2,90,,2017
Alex Spence,alex-spence-1,/cfb/players/alex-spence-1.html,Clemson,ACC,14,41,43,95.3,9,14,64.3,68,,2017
Freeman Jones,freeman-jones-1,/cfb/players/freeman-jones-1.html,North Carolina,ACC,12,37,38,97.4,9,14,64.3,64,,2017
Jake Verity,jake-verity-1,/cfb/players/jake-verity-1.html,East Carolina,American,12,35,36,97.2,16,25,64.0,83,,2017
Michael Armstrong,michael-armstrong-1,/cfb/players/michael-armstrong-1.html,Central Michigan,MAC,13,45,46,97.8,7,11,63.6,66,,2017
Evan Rabon,evan-rabon-1,/cfb/players/evan-rabon-1.html,Coastal Carolina,Sun Belt,12,30,31,96.8,12,19,63.2,66,,2017
Jordan Choukair,jordan-choukair-1,/cfb/players/jordan-choukair-1.html,Oregon State,Pac-12,12,30,30,100.0,12,19,63.2,66,,2017
Tristan Vizcaino,tristan-vizcaino-1,/cfb/players/tristan-vizcaino-1.html,Washington,Pac-12,13,48,51,94.1,12,19,63.2,84,,2017
Adam Mitcheson,adam-mitcheson-1,/cfb/players/adam-mitcheson-1.html,Buffalo,MAC,12,37,40,92.5,15,24,62.5,82,,2017
Kaare Vedvik,kaare-vedvik-1,/cfb/players/kaare-vedvik-1.html,Marshall,CUSA,13,41,42,97.6,10,16,62.5,71,,2017
Mike Molina,mike-molina-1,/cfb/players/mike-molina-1.html,West Virginia,Big 12,7,40,40,100.0,5,8,62.5,55,,2017
Ryan Nuss,ryan-nuss-1,/cfb/players/ryan-nuss-1.html,Western Kentucky,CUSA,13,39,40,97.5,10,16,62.5,69,,2017
Brent Cimaglia,brent-cimaglia-1,/cfb/players/brent-cimaglia-1.html,Tennessee,SEC,5,3,3,100.0,8,13,61.5,27,,2017
Alex Trifonovitch,alex-trifonovitch-1,/cfb/players/alex-trifonovitch-1.html,Hawaii,MWC,12,33,35,94.3,3,5,60.0,42,,2017
Bratcher Underwood,bratcher-underwood-1,/cfb/players/bratcher-underwood-1.html,Troy,Sun Belt,13,10,12,83.3,3,5,60.0,19,,2017
Clayton Hatfield,clayton-hatfield-1,/cfb/players/clayton-hatfield-1.html,Texas Tech,Big 12,6,22,22,100.0,6,10,60.0,40,,2017
Colton Lichtenberg,colton-lichtenberg-1,/cfb/players/colton-lichtenberg-1.html,Boston College,ACC,13,40,43,93.0,12,20,60.0,76,,2017
Michael Rubino,michael-rubino-1,/cfb/players/michael-rubino-1.html,Appalachian State,Sun Belt,13,21,23,91.3,9,15,60.0,48,,2017
Ryan Jones,ryan-jones-3,/cfb/players/ryan-jones-3.html,Cincinnati,American,12,13,15,86.7,6,10,60.0,31,,2017
Shane Hynes,shane-hynes-1,/cfb/players/shane-hynes-1.html,Kent State,MAC,12,14,16,87.5,9,15,60.0,41,,2017
Henry Darmstadter,henry-darmstadter-1,/cfb/players/henry-darmstadter-1.html,Maryland,Big Ten,11,31,31,100.0,7,12,58.3,52,,2017
Alex Kessman,alex-kessman-1,/cfb/players/alex-kessman-1.html,Pitt,ACC,12,34,34,100.0,11,19,57.9,67,,2017
Christian Hagan,christian-hagan-1,/cfb/players/christian-hagan-1.html,Northern Illinois,MAC,13,49,49,100.0,9,16,56.3,76,,2017
Morgan Hagee,morgan-hagee-1,/cfb/players/morgan-hagee-1.html,Ball State,MAC,12,26,27,96.3,9,16,56.3,53,,2017
Parker White,parker-white-2,/cfb/players/parker-white-2.html,South Carolina,SEC,13,26,26,100.0,14,25,56.0,68,,2017
Bennett Moehring,bennett-moehring-1,/cfb/players/bennett-moehring-1.html,Navy,American,11,42,43,97.7,8,15,53.3,66,,2017
Tyler Davis,tyler-davis-3,/cfb/players/tyler-davis-3.html,Penn State,Big Ten,13,71,71,100.0,9,17,52.9,98,,2017
Brandon Wright,brandon-wright-3,/cfb/players/brandon-wright-3.html,Georgia State,Sun Belt,12,28,30,93.3,12,23,52.2,64,,2017
Carson Wise,carson-wise-1,/cfb/players/carson-wise-1.html,North Carolina State,ACC,9,35,37,94.6,6,12,50.0,53,,2017
Greg Huegel,greg-huegel-1,/cfb/players/greg-huegel-1.html,Clemson,ACC,3,14,15,93.3,2,4,50.0,20,,2017
Jackson VanSickle,jackson-vansickle-1,/cfb/players/jackson-vansickle-1.html,Charlotte,CUSA,4,4,5,80.0,1,2,50.0,7,,2017
Josh Pasley,josh-pasley-1,/cfb/players/josh-pasley-1.html,Cincinnati,American,4,9,9,100.0,3,6,50.0,18,,2017
Kyle Bambard,kyle-bambard-1,/cfb/players/kyle-bambard-1.html,North Carolina State,ACC,13,14,15,93.3,4,8,50.0,26,,2017
Matthew Cluck,matthew-cluck-1,/cfb/players/matthew-cluck-1.html,Texas Tech,Big 12,3,2,3,66.7,1,2,50.0,5,,2017
Michael Barden,michael-barden-1,/cfb/players/michael-barden-1.html,Texas Tech,Big 12,13,23,24,95.8,4,8,50.0,35,,2017
Nick Gasser,nick-gasser-1,/cfb/players/nick-gasser-1.html,Akron,MAC,14,13,14,92.9,3,6,50.0,22,,2017
Owen White,owen-white-1,/cfb/players/owen-white-1.html,Navy,American,13,6,7,85.7,1,2,50.0,9,,2017
Shawn Davis,shawn-davis-2,/cfb/players/shawn-davis-2.html,Georgia Tech,ACC,5,19,20,95.0,2,4,50.0,25,,2017
Tucker Day,tucker-day-1,/cfb/players/tucker-day-1.html,Mississippi State,SEC,3,8,10,80.0,2,4,50.0,14,,2017
Victor Falcon,victor-falcon-1,/cfb/players/victor-falcon-1.html,UTSA,CUSA,1,2,2,100.0,1,2,50.0,5,,2017
Will Harrison,will-harrison-1,/cfb/players/will-harrison-1.html,Rice,CUSA,8,21,21,100.0,2,4,50.0,27,,2017
Jack Gonsoulin,jack-gonsoulin-1,/cfb/players/jack-gonsoulin-1.html,LSU,SEC,8,20,20,100.0,5,11,45.5,35,,2017
Jack Gonsulin,jack-gonsulin-1,/cfb/players/jack-gonsulin-1.html,LSU,SEC,8,20,20,100.0,5,11,45.5,35,,2017
Tom O'Leary,tom-oleary-2,/cfb/players/tom-oleary-2.html,Akron,MAC,8,26,27,96.3,3,7,42.9,35,,2017
Tommy Openshaw,tommy-openshaw-1,/cfb/players/tommy-openshaw-1.html,Vanderbilt,SEC,12,39,40,97.5,3,7,42.9,48,,2017
Blake Wilson,blake-wilson-1,/cfb/players/blake-wilson-1.html,Army,Ind,13,47,48,97.9,3,8,37.5,56,,2017
Adam Greene,adam-greene-1,/cfb/players/adam-greene-1.html,Maryland,Big Ten,1,6,6,100.0,1,3,33.3,9,,2017
Alexander Woznick,alexander-woznick-1,/cfb/players/alexander-woznick-1.html,South Carolina,SEC,4,10,11,90.9,1,3,33.3,13,,2017
JK Scott,jk-scott-3,/cfb/players/jk-scott-3.html,Alabama,SEC,14,8,8,100.0,1,3,33.3,11,,2017
Michael Ewton,michael-ewton-1,/cfb/players/michael-ewton-1.html,Texas Tech,Big 12,3,9,10,90.0,1,3,33.3,12,,2017
Van Soderberg,van-soderberg-1,/cfb/players/van-soderberg-1.html,Washington,Pac-12,6,10,10,100.0,1,3,33.3,13,,2017
Nigel Macauley,nigel-macauley-1,/cfb/players/nigel-macauley-1.html,Charlotte,CUSA,11,7,8,87.5,3,10,30.0,16,,2017
Brady Viles,brady-viles-1,/cfb/players/brady-viles-1.html,UTEP,CUSA,12,11,12,91.7,1,4,25.0,14,,2017
Ryan Meskell,ryan-meskell-1,/cfb/players/ryan-meskell-1.html,Hawaii,MWC,12,0,0,,1,4,25.0,3,,2017
Evan Legassey,evan-legassey-1,/cfb/players/evan-legassey-1.html,Troy,Sun Belt,3,3,3,100.0,1,5,20.0,6,,2017
Andrew Gantz,andrew-gantz-1,/cfb/players/andrew-gantz-1.html,Cincinnati,American,2,2,3,66.7,0,1,0.0,2,,2017
Braden Mann,braden-mann-1,/cfb/players/braden-mann-1.html,Texas A&M,SEC,13,0,0,,0,1,0.0,0,,2017
Calvin Linden,calvin-linden-1,/cfb/players/calvin-linden-1.html,Louisiana,Sun Belt,4,5,7,71.4,0,1,0.0,5,,2017
Chayden Johnston,chayden-johnston-1,/cfb/players/chayden-johnston-1.html,Utah,Pac-12,2,0,0,,0,1,0.0,0,,2017
Cole Hedlund,cole-hedlund-1,/cfb/players/cole-hedlund-1.html,Arkansas,SEC,2,8,8,100.0,0,2,0.0,8,,2017
Kyle Corbett,kyle-corbett-1,/cfb/players/kyle-corbett-1.html,Charlotte,CUSA,7,5,6,83.3,0,1,0.0,5,,2017
Michael Schreiner,michael-schreiner-1,/cfb/players/michael-schreiner-1.html,Massachusetts,Ind,7,13,14,92.9,0,4,0.0,13,,2017
Mitchell Becker,mitchell-becker-1,/cfb/players/mitchell-becker-1.html,Texas,Big 12,2,10,10,100.0,0,1,0.0,10,,2017
Ryan Graf,ryan-graf-1,/cfb/players/ryan-graf-1.html,Texas Christian,Big 12,1,0,0,,0,1,0.0,0,,2017
Austin Regan,austin-regan-1,/cfb/players/austin-regan-1.html,Western Michigan,MAC,1,1,1,100.0,0,0,,1,,2017
Bennett Barton,bennett-barton-1,/cfb/players/bennett-barton-1.html,Georgia Tech,ACC,3,0,1,0.0,0,0,,0,,2017
Brandon Ritchie,brandon-ritchie-1,/cfb/players/brandon-ritchie-1.html,Texas Christian,Big 12,1,1,1,100.0,0,0,,1,,2017
Chris Graham,chris-graham-1,/cfb/players/chris-graham-1.html,Colorado,Pac-12,3,1,1,100.0,0,0,,1,,2017
Damon Foncham,damon-foncham-1,/cfb/players/damon-foncham-1.html,Arkansas State,Sun Belt,12,0,1,0.0,0,0,,0,,2017
David Cooper,david-cooper-4,/cfb/players/david-cooper-4.html,Army,Ind,1,0,1,0.0,0,0,,0,,2017
Derek Watson,derek-watson-2,/cfb/players/derek-watson-2.html,New Mexico State,Sun Belt,4,1,1,100.0,0,0,,1,,2017
