Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,xpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,awards,Year
Justin Duenkel,justin-duenkel-1,/cfb/players/justin-duenkel-1.html,Virginia,ACC,2,1,1,100.0,0,0,,1,,2019
Kareem Montgomery,kareem-montgomery-1,/cfb/players/kareem-montgomery-1.html,Maryland,Big Ten,2,1,1,100.0,0,0,,1,,2019
Kieran Colahan,kieran-colahan-1,/cfb/players/kieran-colahan-1.html,Coastal Carolina,Sun Belt,1,1,3,33.3,0,0,,1,,2019
Michael Rubino,michael-rubino-1,/cfb/players/michael-rubino-1.html,North Carolina,ACC,9,2,2,100.0,0,0,,2,,2019
Michael Tarbutt,michael-tarbutt-1,/cfb/players/michael-tarbutt-1.html,Minnesota,Big Ten,2,1,1,100.0,0,0,,1,,2019
Mike Caggiano,mike-caggiano-1,/cfb/players/mike-caggiano-1.html,Massachusetts,Ind,10,1,1,100.0,0,0,,1,,2019
Parker Grothaus,parker-grothaus-1,/cfb/players/parker-grothaus-1.html,Florida State,ACC,12,5,6,83.3,0,0,,5,,2019
Patrick LeCorre,patrick-lecorre-1,/cfb/players/patrick-lecorre-1.html,Ball State,MAC,8,2,3,66.7,0,0,,2,,2019
Paul Inzerillo,paul-inzerillo-1,/cfb/players/paul-inzerillo-1.html,Maryland,Big Ten,4,2,3,66.7,0,0,,2,,2019
Randy Harvey,randy-harvey-3,/cfb/players/randy-harvey-3.html,Tulane,American,1,2,3,66.7,0,0,,2,,2019
Sage Ledbetter,sage-ledbetter-1,/cfb/players/sage-ledbetter-1.html,Auburn,SEC,12,2,2,100.0,0,0,,2,,2019
Spence Pettit,spence-pettit-1,/cfb/players/spence-pettit-1.html,Nevada,MWC,1,1,1,100.0,0,0,,1,,2019
Sterling Stockwell,sterling-stockwell-1,/cfb/players/sterling-stockwell-1.html,Tulane,American,4,2,2,100.0,0,0,,2,,2019
Tevye Schuettpelz-Rohl,tevye-schuettpelz-rohl-1,/cfb/players/tevye-schuettpelz-rohl-1.html,Air Force,MWC,1,1,1,100.0,0,0,,1,,2019
Will Tommie,will-tommie-1,/cfb/players/will-tommie-1.html,South Carolina,SEC,12,4,5,80.0,0,0,,4,,2019
Zach Murphy,zach-murphy-1,/cfb/players/zach-murphy-1.html,Wake Forest,ACC,2,1,1,100.0,0,0,,1,,2019
Zach Potter,zach-potter-2,/cfb/players/zach-potter-2.html,Army,Ind,12,0,1,0.0,0,0,,0,,2019
League Average,,,,,,,,97.1,,,74.8,,,2019
