player,player_id,position,team_name,player_game_count,franchise_id
Chris Wallace,21678,G,TULSA,12,320
Evan Plagg,46373,T,TULSA,12,320
Chandler Miller,26727,C,TULSA,12,320
Garrett Stafford,16803,G,TULSA,12,320
Jared Kaster,19437,C,TEXAS TECH,12,315
Willie Wright,46989,T,TULSA,12,320
Christian Westerman,10795,G,ARIZONA ST,12,110
Stephane Nembot,11097,T,COLORADO,13,143
Vi Teofilo,11397,G,ARIZONA ST,12,110
Nick Kelly,16773,C,ARIZONA ST,12,110
Alex Kelley,21950,C,COLORADO,13,143
Dimitric Camiel,46882,T,INDIANA,12,190
Gunnar Eklund,16712,G,WASH STATE,12,341
Cole Madison,46953,T,WASH STATE,12,341
Jake Reed,11054,C,INDIANA,12,190
Alfredo Morales,19439,G,TEXAS TECH,12,315
Jacob Bennett,21772,T,BOWL GREEN,12,122
Eduardo Middleton,46652,G,WASH STATE,12,341
Jason Spriggs,10682,T,INDIANA,12,190
Dan Feeney,11826,G,INDIANA,12,190
Joe Noteboom,46249,T,TCU,12,305
Ryan Leahy,46809,G,CINCINNATI,12,138
Jordan Rose,46975,T,IDAHO,12,185
Steven Matlock,45559,C,IDAHO,12,185
Mason Woods,46791,G,IDAHO,12,185
Dallas Sandberg,17366,G,IDAHO,12,185
Tanner Stone,46619,G,DUKE,12,154
Matt Skura,11102,C,DUKE,12,154
Le'Raven Clark,10716,T,TEXAS TECH,12,315
Ryan Hunter,46904,G,BOWL GREEN,12,122
Parker Ehinger,10739,T,CINCINNATI,12,138
Lene Maiava,11287,T,ARIZONA,12,109
Jordan Roos,12266,G,PURDUE,12,273
Jamison Lalk,10968,C,IOWA STATE,12,193
Andy Cunningham,16949,T,NEW MEX ST,12,242
Anthony McMeans,45590,C,NEW MEX ST,12,242
Houston Clemente,16723,T,NEW MEX ST,12,242
Steven Baggett,46689,G,BOISE ST,12,120
Marcus Henry,11228,C,BOISE ST,12,120
Robert Kugler,10967,C,PURDUE,12,273
Marquis Lucas,10970,T,W VIRGINIA,12,343
Orlando Brown Jr.,46227,T,OKLAHOMA,12,261
Drake Miller,25278,T,BALL ST,12,117
Jacob Richard,17669,C,BALL ST,12,117
Justin Murray,11022,T,CINCINNATI,12,138
Abram Holland,46721,G,NEW MEX ST,12,242
Levon Myers,46358,T,N ILLINOIS,12,254
Andrew Ness,16416,C,N ILLINOIS,12,254
Aidan Conlon,16489,G,N ILLINOIS,12,254
Spencer Drango,10802,T,BAYLOR,12,118
Caleb Benenoch,10782,T,UCLA,12,324
Michael Boland,46699,G,UMASS,12,216
Casey Blaser,46988,T,DUKE,12,154
Mikingson Marsaille,18004,G,FAU,12,165
Dillon DeBoer,12036,C,FAU,12,165
Matt Hegarty,18996,C,OREGON,12,264
Matt Sparks,19544,C,UMASS,12,216
Lucas Patrick,11435,G,DUKE,12,154
Michael Selby,22906,C,MARSHALL,12,214
Kyle Fuller,11998,C,BAYLOR,12,118
Cayman Bundage,16988,C,ARIZONA,12,109
Steven Moore,12296,T,CAL,12,130
Dominic Granado,39007,C,CAL,12,130
John Kling IV,11340,T,BUFFALO,12,126
James O'Hagan,28134,C,BUFFALO,12,126
Jordan Rigsbee,11381,G,CAL,12,130
Tyler Orlosky,12256,C,W VIRGINIA,12,343
Gabe Brandner,46372,T,DUKE,12,154
Alex Cooper,11105,T,HOUSTON,12,182
Drew Kyser,37099,C,MEMPHIS,12,218
Carter Wall,17200,G,HOUSTON,12,182
Riley Sorenson,21829,C,WASH STATE,11,341
Dylan Utter,23411,G,NEBRASKA,12,238
Ryne Reeves,18677,C,NEBRASKA,12,238
Sandley Jean-Felix,28937,T,MARSHALL,12,214
Alex Lewis,10764,T,NEBRASKA,12,238
Daniel Stephens,23173,C,MIDDLE TN,12,224
Trey Martin,32555,G,RICE,12,275
Taylor Lasecki,38691,C,SMU,12,287
Robert Blodgett,18035,T,BUFFALO,12,126
Jake Brendel,11117,C,UCLA,12,324
Mike McQueen,10996,T,OHIO,12,259
Chris Borrayo,46019,G,CAL,12,130
Evan Brown,38709,G,SMU,12,287
Reed Darragh,46792,T,UTSA,12,331
Tyler Johnstone,10990,T,OREGON,12,264
Derek Edwards,46880,T,C MICHIGAN,12,134
Blake Muir,11276,G,BAYLOR,12,118
Kris Weeks,19248,T,SMU,12,287
Victor Salako,46319,T,OKLA STATE,12,262
Nick Beamish,16436,C,C MICHIGAN,12,134
Brad Lundblade,45578,C,OKLA STATE,12,262
Tim McAuliffe,45569,C,BOWL GREEN,11,122
Austin Doan,26135,G,C MICHIGAN,12,134
Isaac Asiata,11919,G,UTAH,12,328
Zachary Crabtree,46920,T,OKLA STATE,12,262
Peter Godber,46777,G,RICE,12,275
Brandon Smith,46856,T,E CAROLINA,12,156
J.T. Boyd,45582,G,E CAROLINA,12,156
Michael Deiter,38554,G,WISCONSIN,12,349
Jeff Savage,21342,G,LA MONROE,13,209
J.J. Dielman,11931,T,UTAH,12,328
Germain Ifedi,10665,T,TEXAS A&M,12,312
Mike Matthews,11065,C,TEXAS A&M,12,312
William McGehee,16708,T,ARIZONA ST,12,110
Ryan Melton,46369,T,TEXAS ST,12,314
Avery Gennesy,38837,T,TEXAS A&M,12,312
Spencer Pulley,10998,C,VANDERBILT,12,333
Cameron Tom,12227,C,SO MISS,12,296
