player,player_id,position,team_name,player_game_count,franchise_id
Jarrett Patterson,81775,C,NOTRE DAME,8,258
Max Mitchell,81707,T,LA LAFAYET,9,207
Jason Moore,58523,C,BAYLOR,9,118
Bryson Speas,59937,T,NC STATE,11,248
Jacob Capra,41743,G,S DIEGO ST,8,284
Peter Nestrowitz,57103,G,NAVY,10,237
Zach Frazier,123419,G,W VIRGINIA,9,343
Caleb Kelly,59709,T,GA SOUTHRN,12,174
Evan Henry,98085,G,LA MONROE,10,209
Connor Bishop,102830,C,ARMY,11,114
Michael Eletise,40716,G,HAWAII,8,180
Gabriel Houy,60020,T,PITTSBURGH,9,268
Zeke Powell,60058,T,MISSOURI,9,229
Connor Mignone,61980,G,VANDERBILT,8,333
Jakai Clark,97645,G,MIAMI FL,9,220
Earl Bostick Jr.,59771,T,KANSAS,9,198
Sidney Wells,100797,T,UAB,8,321
Mikey Minihan,62963,C,GA TECH,10,176
Alaric Jackson,40972,T,IOWA,8,192
Tyler Linderbaum,82291,C,IOWA,8,192
Noah Johnson,99436,C,KANSAS ST,10,199
Maurice Smith,99650,C,FLORIDA ST,8,167
Cam DeGeorge,41469,G,LOUISVILLE,10,210
Bobby DeHaro,60194,G,UTEP,8,330
Makai Hart,123314,T,UTSA,8,331
Brad Cecil,86862,C,USF,7,327
Andrew Meyer,81910,C,UTEP,8,330
Conner Estes,59810,T,S ALABAMA,8,288
T.J. Fiailoa,39844,G,LA MONROE,10,209
Sean Rhyan,72009,T,UCLA,7,324
Desmond Noel,41776,G,FAU,8,165
Chris Elmore,57090,G,SYRACUSE,11,304
Alec Anderson,81882,T,UCLA,7,324
Trey Hill,81653,C,GEORGIA,8,173
Justin Osborne,99071,G,SMU,8,287
Nick Weber,59684,C,FAU,8,165
Brodarious Hamm,58518,T,AUBURN,9,115
Stewart Reese,41113,G,FLORIDA,9,163
Federico Maranges,100771,G,FAU,8,165
Dante Bivens,77317,G,TULSA,7,320
Jacob Shoemaker,98656,G,S ALABAMA,8,288
Joey Claybrook,60141,T,TULANE,9,319
Ben Cleveland,41696,G,GEORGIA,9,173
Matt Dale,98648,G,MEMPHIS,10,218
Jacob Gardner,128229,T,NEVADA,8,239
C.J. Perez,77520,C,TEMPLE,7,306
Gerard Wheeler,76561,C,TULSA,7,320
Jacob Still,41563,C,ARK STATE,10,113
Braylon Jones,26635,G,HOUSTON,7,182
Kendrick Green,56642,G,ILLINOIS,8,187
Warren McClendon Jr.,99081,T,GEORGIA,9,173
Verdis Brown,82284,G,ILLINOIS,8,187
Vederian Lowe,59741,T,ILLINOIS,8,187
Dontae Lucas,98047,G,FLORIDA ST,8,167
Matthew Trehern,100796,G,UAB,8,321
Robert Scott Jr.,122415,T,FLORIDA ST,8,167
Alex Salguero,41435,C,MARSHALL,8,214
Jermaine Ledbetter,81753,G,NEVADA,8,239
Elijah Klein,81912,G,UTEP,8,330
Alex Mollette,40437,G,MARSHALL,8,214
Darius Harper,77401,T,CINCINNATI,8,138
Cade Briggs,73582,T,NEW MEXICO,7,241
Sam Gerak,59970,C,NWESTERN,7,256
James Hudson III,59854,T,CINCINNATI,8,138
Nik Urban,41887,G,NWESTERN,7,256
Peter Skoronski,129737,T,NWESTERN,7,256
Ethan Piper,101586,G,NEBRASKA,8,238
Nathan Eldridge,45657,C,OREGON ST,7,265
Brandon Kipper,52054,T,OREGON ST,7,265
Jake Levengood,81794,G,OREGON ST,7,265
Joshua Gray,98252,T,OREGON ST,7,265
Kyle Stapley,81761,C,NEW MEXICO,7,241
Gunnar Vogel,41644,T,NWESTERN,7,256
Dylan Couch,41390,G,TULSA,7,320
Michael Wiggs,41166,G,USF,8,327
Austin Cook,81759,G,NEW MEXICO,7,241
Steve Avila,77319,C,TCU,9,305
Tyler Smith,98385,T,TULSA,7,320
Harry Crider,59744,C,INDIANA,7,190
Robert Jones,100786,T,MIDDLE TN,8,224
Brandon Kennedy,46813,C,TENNESSEE,8,307
Ken Marks,46118,G,LA LAFAYET,10,207
Colby Ragland,81872,T,UAB,7,321
Jarrett Horst,102823,T,ARK STATE,7,113
Dare Rosenthal,82491,T,LSU,7,211
Teton Saltes,42581,T,NEW MEXICO,7,241
Blaise Andries,55233,T,MINNESOTA,7,225
Conner Olson,41504,G,MINNESOTA,7,225
Sam Schlueter,41640,T,MINNESOTA,7,225
Chris Paul,77579,T,TULSA,7,320
Wyatt Green,81833,T,S ALABAMA,8,288
Kevin Jarvis,57100,T,MICH STATE,7,223
AJ Arcuri,44757,T,MICH STATE,7,223
Ben Knutson,39837,T,TULANE,10,319
Michael Jurgens,77345,C,WAKE,7,339
Jaylen Turner,77526,G,BALL ST,6,117
Curtis Blackwell,58521,T,BALL ST,6,117
Joseph Boggs,77524,G,BALL ST,6,117
Anthony Todd,41847,C,BALL ST,6,117
Josh Rivas,59780,G,KANSAS ST,8,199
Dylan McMahon,98044,G,NC STATE,8,248
Donovan Jennings,86861,T,USF,7,327
Jake Remsburg,99445,T,IOWA STATE,7,193
Cade Mays,81995,G,TENNESSEE,7,307
Ben Adler,59778,G,KANSAS ST,8,199
Sam Marrazzo,60170,C,UCLA,7,324
Dorian Hinton,98283,G,MIDDLE TN,8,224
Vitaliy Gurman,130620,T,TOLEDO,6,316
Luke Fortner,42028,G,KENTUCKY,9,202
Nick Rosi,77511,T,TOLEDO,6,316
Syrus Tuitele,59696,T,FRESNO ST,6,169
Nate Brown,40643,G,NEVADA,8,239
Brenden Jaimes,59909,T,NEBRASKA,7,238
Bryce Harris,36827,C,TOLEDO,6,316
Garrett Hirsch,22001,C,LA MONROE,10,209
Christian Duffie,77484,T,KANSAS ST,9,199
Matt Smith,41124,C,FRESNO ST,6,169
Cooper Beebe,99434,T,KANSAS ST,9,199
BJ Etienne,59686,T,FAU,7,165
Keiondre Jones,99072,G,AUBURN,10,115
Nishad Strother,98057,T,E CAROLINA,7,156
Ty Clary,58490,G,ARKANSAS,8,111
Brayden Patton,40463,C,N ILLINOIS,6,254
Cain Madden,41602,G,MARSHALL,7,214
Sean Bailey,40720,G,E CAROLINA,9,156
Marques Cox,77518,T,N ILLINOIS,6,254
Andrew Coker,99459,T,TCU,8,305
Quireo Woodley,59697,G,FRESNO ST,6,169
Logan Zschernitz,100262,G,N ILLINOIS,6,254
Bailey Malovic,101041,T,E CAROLINA,8,156
Blake Bedier,99448,T,BAYLOR,8,118
Michael Niese,108444,T,TEMPLE,6,306
Teven Jenkins,41534,T,OKLA STATE,7,262
Cameron Wire,82000,T,LSU,9,211
Derek Smith,36229,T,C MICHIGAN,6,134
Jamezz Kimbrough,55052,C,C MICHIGAN,6,134
Tyler Jernigan,81826,G,S ALABAMA,9,288
Cole Banwart,41557,G,IOWA,8,192
Andre Harris Jr.,58501,G,ARK STATE,7,113
Bernhard Raimann,77948,T,C MICHIGAN,6,134
Preston Wilson,99429,G,OKLA STATE,7,262
Matt Carrick,57101,G,MICH STATE,7,223
Tykeem Doss,121454,G,SO MISS,10,296
Matthew Bedford,101579,T,INDIANA,6,190
Dennis Bardwell,59720,T,HOUSTON,6,182
Darta Lee,81911,T,UTEP,7,330
Keenan Murphy,40970,G,HOUSTON,7,182
Cam Jurgens,84014,C,NEBRASKA,7,238
Nolan Potter,77521,T,N ILLINOIS,6,254
Marcellus Johnson,77529,T,E MICHIGAN,6,160
Walter Rouse,100564,T,STANFORD,6,300
John Lanz,76563,G,TCU,8,305
Tyler Long,77509,G,TOLEDO,6,316
Drew Dalman,52270,C,STANFORD,6,300
Foster Sarell,52272,T,STANFORD,6,300
Jakai Moore,99041,T,S CAROLINA,8,289
Paul Grattan Jr.,41791,G,UCLA,7,324
Doug Nester,98486,G,VA TECH,9,337
Vincent McConnell,55089,G,CINCINNATI,7,138
Brian Dooley,77531,T,E MICHIGAN,6,160
Justice Oluwaseun,60179,T,UNLV,6,325
Demetris Harris,52295,G,USF,6,327
Julio Garcia,28977,G,UNLV,6,325
Graham Barton,122367,C,DUKE,6,154
Terrell Haynes,81913,G,UTSA,8,331
Sidy Sow,59675,G,E MICHIGAN,6,160
Trey Tuggle,123236,T,TULANE,11,319
Marcus Tatum,41437,T,UCF,8,323
Will Taylor,55550,C,DUKE,6,154
Vincent Picozzi,40641,G,TEMPLE,6,306
Donavaughn Campbell,41763,T,LA TECH,6,208
Grant Hermanns,40648,T,PURDUE,6,273
Logan Bruss,60251,G,WISCONSIN,6,349
Joshua Blanchard,101032,T,USF,9,327
Alec Jackson,56550,T,AUBURN,7,115
Mike Van Hoeven,41296,C,E MICHIGAN,6,160
John Michael Schmitz Jr.,55238,C,MINNESOTA,6,225
Devontay Love-Taylor,44392,T,FLORIDA ST,7,167
T.J. Storment,41643,T,TCU,8,305
Caleb Rogers,123157,T,TEXAS TECH,9,315
Bryan Felter,129877,G,RUTGERS,7,278
Caedan Wallace,98427,T,PENN STATE,9,266
Dalton Wagner,58493,T,ARKANSAS,7,111
Xavier Delgado,81746,G,MISSOURI,8,229
Isaac Moore,77495,T,TEMPLE,7,306
Nick Samac,101570,C,MICH STATE,7,223
Eric Abojei,60824,G,WYOMING,6,351
Frank Crum,75860,T,WYOMING,6,351
Keegan Cryder,57110,C,WYOMING,6,351
Branson Bragg,98251,G,STANFORD,6,300
Jon Dietzen,38654,G,WISCONSIN,6,349
Bryce Texeira,77388,G,NAVY,9,237
Jacobi Lott,77480,G,KANSAS,7,198
Will Ulmer,41256,T,MARSHALL,7,214
Ashton Gist,122182,G,CHARLOTTE,6,136
Austin Myers,40815,T,TCU,6,305
Dylan Powell,41118,G,INDIANA,7,190
Bradley Ashmore,124344,T,VANDERBILT,8,333
JB Hunter,58509,T,ARMY,9,114
Brian Miller,56358,T,GA SOUTHRN,11,174
Peyton Reeder,56549,G,ARMY,9,114
Wanya Morris,98247,T,TENNESSEE,9,307
Mark Brooks,41609,T,W MICHIGAN,6,347
Mike Caliendo,41446,G,W MICHIGAN,6,347
Wesley French,29608,C,W MICHIGAN,6,347
Jaylon Moore,43678,T,W MICHIGAN,6,347
Spencer Holstege,101600,G,PURDUE,6,273
Jaime Navarro,81533,T,S JOSE ST,6,285
Jack Snyder,41119,T,S JOSE ST,6,285
Jake Stetz,58529,G,BOISE ST,6,120
Garrett Curran,81596,G,BOISE ST,6,120
Ethan Carde,123135,T,TEXAS TECH,10,315
Dylan Deatherage,60242,G,W MICHIGAN,6,347
Josh Ball,40733,T,MARSHALL,7,214
Andrew Stueber,59856,T,MICHIGAN,6,222
Chuck Filiaga,59858,G,MICHIGAN,6,222
J.D. Duplain,101572,G,MICH STATE,7,223
Zac Thomas,39989,QB,APP STATE,11,108
Isaak Gutierrez,128263,G,NEW MEXICO,7,241
Api Mane,77477,C,KANSAS,6,198
Erik Swenson,40250,T,OKLAHOMA,9,261
Frank Fillip,81624,T,COLORADO,5,143
Trey Simpson,81836,G,S ALABAMA,7,288
Luke Doerger,41758,G,TOLEDO,6,316
Marquice Robinson,81639,T,FAU,7,165
Alijah Vera-Tucker,57107,T,USC,5,326
Jalen McKenzie,60817,T,USC,5,326
Jovani Haskins,41005,TE,RUTGERS,9,278
Axel Ruschmeyer,55236,G,MINNESOTA,6,225
Joe Bissinger,99648,G,VIRGINIA,8,335
Will Sherman,59662,T,COLORADO,5,143
Reuben Unije,81675,T,HOUSTON,6,182
Coy McMillon,60106,C,TCU,10,305
Jon Gaines II,81879,G,UCLA,7,324
Andrew Smith Jr.,81873,C,UAB,8,321
Samuel Williams,39843,T,LA MONROE,8,209
Casey Roddick,81623,G,COLORADO,5,143
Dillon Reinkensmeyer,39838,G,VIRGINIA,7,335
Mackenzie Nworah,40808,G,INDIANA,7,190
Chris Cameron,83940,TE,ARMY,11,114
Dustyn Hall,101036,G,USF,8,327
Blake Lodes,81710,T,LA MONROE,10,209
D'Mitri Emmanuel,59657,T,CHARLOTTE,6,136
Jordan Daniels,100260,G,AKRON,6,102
Kaleb Slaven,40645,T,BALL ST,5,117
Thomas Hennigan,61125,WR,APP STATE,11,108
Ryan Beckman,100252,G,AKRON,6,102
Xavior Gray,100263,T,AKRON,6,102
Adagio Lopeti,77482,G,KANSAS,7,198
Jordan Palmer,121816,C,MIDDLE TN,6,224
Karter Shaw,81898,G,UTAH ST,6,329
Ed Montilus,77353,G,N CAROLINA,9,245
Demytrick Ali'ifua,41289,G,UTAH ST,6,329
Ethan Wiederkehr,59969,G,NWESTERN,6,256
Joshua Simon,98358,TE,W KENTUCKY,11,346
Zuri Henry,81907,T,UTEP,7,330
Garrett Walston,42000,TE,N CAROLINA,11,245
Trevor Robbins,41508,C,S JOSE ST,6,285
William Dunkle,81815,G,S DIEGO ST,5,284
Owen Murphy,100258,T,AKRON,6,102
Wyatt Davis,59993,G,OHIO STATE,5,260
Tyler Beach,60252,T,WISCONSIN,6,349
Harry Miller,98280,G,OHIO STATE,5,260
Justin Chase,40005,T,E CAROLINA,8,156
Austin Dotson,60804,G,KENTUCKY,10,202
Tyden Ferris,77381,G,C MICHIGAN,6,134
Latrell Bible,98236,T,WYOMING,6,351
Robert Congel,60119,G,ARIZONA,5,109
Dylan O'Quinn,77924,G,CINCINNATI,7,138
Joseph Hooper,101038,G,TEMPLE,6,306
Sataoa Laumea,100525,G,UTAH,5,328
Nick Ford,60183,C,UTAH,5,328
Ethan Miner,98068,C,ARK STATE,11,113
Hunter Long,60859,TE,BOSTON COL,11,121
Cole Van Lanen,41583,T,WISCONSIN,5,349
Shea Baker,52215,G,RICE,5,275
Kenny Yeboah,42196,TE,OLE MISS,8,226
Jelani Woods,60509,TE,OKLA STATE,10,262
Jovaun Woolford,36479,T,RICE,5,275
Jon Jacobs,45394,T,CHARLOTTE,6,136
Isaac Klarkowski,97949,C,RICE,5,275
Nous Keobounnam,41631,G,OREGON ST,5,265
Tayvion Robinson,99693,WR,VA TECH,11,337
Clay Servin,75871,T,RICE,5,275
Jake Donnellon,41670,G,E MICHIGAN,5,160
Brandon Council,41433,G,AUBURN,5,115
Liam Jimmons,44413,G,USC,5,326
Gerquan Scott,100792,G,SO MISS,10,296
Louis Smith,98580,C,SO MISS,7,296
Jakoby Jones,100794,G,UAB,8,321
Darius Washington,99679,T,FLORIDA ST,7,167
Bryce Petersen,77557,C,AKRON,6,102
Simi Moala,81892,T,UTAH,5,328
Antawn Lewis,100782,T,LA TECH,5,208
Paiton Fears,98700,T,ARIZONA,5,109
Anderson Hardy,81549,T,APP STATE,10,108
Donovan Laie,81553,G,ARIZONA,5,109
Parker Ferguson,81537,T,AIR FORCE,6,101
John Ojukwu,58530,T,BOISE ST,6,120
Carlos Rubio,59799,T,LA LAFAYET,9,207
KT Leveston,77487,T,KANSAS ST,10,199
John Hughes,99420,T,W VIRGINIA,6,343
Hadon Merchant,60056,G,S ALABAMA,7,288
Jake Renfro,123577,C,CINCINNATI,6,138
Zach Robertson,38928,T,LA LAFAYET,9,207
Khalil Keith,58528,G,BAYLOR,7,118
Alfred Edwards III,60190,T,UTAH ST,6,329
Justin Witt,41782,T,NC STATE,8,248
Darion Anderson,40989,WR,GA SOUTHRN,11,174
Andrew Vorhees,60818,G,USC,4,326
Leroy Watson,98723,TE,UTSA,11,331
Robbie Bell,41191,G,LOUISVILLE,9,210
Kameron Jones,81739,T,MISS STATE,5,227
Malaesala Aumavae-Laulu,100528,T,OREGON,5,264
Alex Forsyth,60012,C,OREGON,5,264
Nick Muse,61079,TE,S CAROLINA,10,289
Jaylon Robinson,78085,WR,UCF,9,323
Julian Pearl,82282,T,ILLINOIS,5,187
Tyler Stevens,52263,G,S JOSE ST,5,285
Logan Carter,42205,TE,OKLA STATE,10,262
Trent Tyre,121440,TE,S ALABAMA,11,288
Logan Harris,55558,G,WYOMING,5,351
Hunter Kelly,41892,C,CHARLOTTE,6,136
Sam Garvin,59743,C,PURDUE,6,273
Jalen Tolbert,61637,WR,S ALABAMA,11,288
Nathan Monnin,60930,G,KENT STATE,4,201
Bill Kuduk,59777,T,KENT STATE,4,201
Nick Crabtree,42246,T,BOISE ST,5,120
Cody Ince,81687,G,IOWA,8,192
Jalen Wydermyer,99185,TE,TEXAS A&M,9,312
Jack Clement,63443,C,KENT STATE,4,201
Jack Freeman,77435,C,HOUSTON,6,182
James Mitchell,77885,TE,VA TECH,10,337
Sam Howell,97599,QB,N CAROLINA,11,245
Sam Pinckney,84197,WR,GA STATE,9,175
Dyami Brown,77986,WR,N CAROLINA,11,245
Nour-Eddine Seidnaly,58495,T,ARK STATE,5,113
Chris Hughes,23029,G,KANSAS,6,198
Max Banes,77433,G,HOUSTON,7,182
Josh McCauley,40870,C,ARIZONA,5,109
