player,player_id,position,team_name,player_game_count,assists,forced_fumbles,franchise_id,hits,interceptions,pass_break_ups,sacks,tackles
Tony Fair,37101,DI,AUBURN,11,5,0,115,2,0,0,1,3
Cameron Goode,38410,ED,CAL,11,17,0,130,10,0,0,8,32
Josh Drayden,38498,CB,CAL,12,16,0,130,0,0,2,0,42
Viane Moala,38501,DI,UTAH,3,1,0,328,0,0,0,0,3
Demetris Robertson,38547,WR,AUBURN,2,0,0,115,0,0,0,0,0
De'Vante Cross,39851,CB,VIRGINIA,8,2,0,335,0,1,4,0,27
Jordan Carmouche,39951,LB,HOUSTON,8,4,0,182,0,0,1,0,7
Derrion Rakestraw,39968,S,TULANE,11,6,0,319,1,1,0,0,30
Tyrell Alexander,39986,WR,VANDERBILT,1,0,0,333,0,0,0,0,0
Brandon Martin,40066,LB,BALL ST,5,2,0,117,1,1,0,0,21
Phillip Howard,40350,CB,MINNESOTA,12,1,0,225,0,1,0,0,10
Shai Werts,40384,WR,LOUISVILLE,1,0,0,210,0,0,0,0,0
Kumehnnu Gwilly,40495,LB,C MICHIGAN,12,5,0,134,0,0,0,0,14
Jahaziel Lee,40537,DI,LA MONROE,12,10,0,209,2,0,0,0,12
Velus Jones Jr.,40573,WR,TENNESSEE,2,0,0,307,0,0,0,0,0
Prather Hudson,40617,S,ILLINOIS,9,3,0,187,0,0,0,0,4
Justin Rice,40640,LB,UTAH ST,12,27,1,329,8,3,1,0,78
C.J. Riley,40684,WR,NC STATE,1,0,0,248,0,0,0,0,0
Aaron Hansford,40694,LB,TEXAS A&M,12,13,0,312,2,0,3,1,73
Rontavius Groves,40901,WR,TEXAS ST,1,0,0,314,0,0,0,0,0
Malik Staples,40902,LB,W KENTUCKY,7,1,0,346,0,0,0,0,4
Deonte Perry,41092,S,FRESNO ST,7,1,0,169,0,0,1,0,6
Chris Redmon,41160,ED,TOLEDO,4,0,0,316,0,0,0,0,1
Eric Sutton,41489,CB,TEXAS ST,10,2,0,314,0,0,0,0,17
Jaquel Pierce,41589,ED,TEXAS ST,9,3,0,314,0,0,0,0,3
Ty Shelby,41752,ED,LA MONROE,12,7,1,209,5,0,0,5,30
Sam Hammond,41836,ED,NEVADA,12,6,0,239,4,0,0,7,24
Kadarius Smith,41840,ED,SMU,1,0,0,287,0,0,0,0,0
Ben Davis,41960,ED,TEXAS,11,1,1,311,2,0,0,2,10
Jalen Virgil,41991,WR,APP STATE,1,0,0,108,0,0,0,0,0
Eric Collins,41998,WR,UMASS,1,0,0,216,0,0,0,0,0
Kenny Turnier,42019,DI,TCU,3,0,0,305,0,0,0,0,1
Dru Mathis,42027,LB,OREGON,1,1,0,264,0,0,0,0,1
Freddie Johnson,42129,CB,TEMPLE,10,2,0,306,0,1,1,0,7
Avien Peah,42158,ED,UMASS,12,15,0,216,7,0,0,0,29
Nick Grant,42242,S,VIRGINIA,11,8,2,335,0,0,6,0,43
Audie Omotosho,42280,WR,E CAROLINA,1,0,0,156,0,0,0,0,0
Alonzo McCoy,42383,CB,C MICHIGAN,12,8,2,134,1,0,8,0,43
Keyshon Camp,42384,DI,PITTSBURGH,11,1,1,268,4,0,0,1,11
Chris Moore,42400,S,GA STATE,11,13,1,175,0,1,2,0,48
Raleigh Texada,42440,CB,BAYLOR,12,2,1,118,1,1,2,1,30
Greg Eisworth II,42444,S,IOWA STATE,12,13,1,193,0,2,3,0,39
JoJo Domann,42446,LB,NEBRASKA,10,12,2,238,4,2,2,1,51
D.J. Ford,42473,S,E CAROLINA,11,10,0,156,0,0,3,0,28
Monte McGary,42477,S,UTAH ST,11,5,0,329,2,1,4,0,13
Tomon Fox,42486,ED,N CAROLINA,12,4,0,245,6,0,0,9,19
Jay Lenard,42492,S,S JOSE ST,12,16,1,285,1,1,1,2,51
Devin Harper,42494,LB,OKLA STATE,12,19,1,262,12,0,2,8,61
Cedric Boswell,42504,CB,MIAMI OH,12,5,1,221,0,1,6,0,54
Keir Thomas,42509,ED,FLORIDA ST,12,10,0,167,11,0,1,10,26
Tyrez Lindsey,42510,S,MEMPHIS,10,6,0,218,0,1,0,0,34
Bricen Garner,42520,S,W MICHIGAN,3,3,0,347,0,1,0,0,6
James Skalski,42552,LB,CLEMSON,12,15,0,140,5,0,2,2,64
Nazeeh Johnson,42553,S,MARSHALL,9,9,0,214,1,2,3,0,50
Jordan Fox,42554,ED,STANFORD,12,16,1,300,0,0,0,0,29
Ja'Quain Blakely,42579,ED,TENNESSEE,12,4,0,307,3,0,0,1,20
Aaron Ramseur,42585,LB,E CAROLINA,9,6,0,156,1,0,0,2,29
Leevel Tatum III,42587,DI,ARIZONA,11,3,0,109,1,0,0,1,12
Andrzej Hughes-Murray,42597,ED,OREGON ST,12,12,1,265,4,0,0,3,36
Taylor Riggins,42599,ED,BUFFALO,5,8,2,126,1,0,0,6,8
Tayler Hawkins,42606,CB,S DIEGO ST,11,9,1,284,0,2,7,0,45
Therran Coleman,42611,CB,W MICHIGAN,12,6,0,347,0,0,3,0,21
Caesar Williams,42613,CB,WISCONSIN,12,0,0,349,0,3,5,0,23
Calvin Swenson,42636,S,MINNESOTA,3,0,0,225,0,0,0,0,2
Brandon Bouyer-Randle,42637,LB,TEXAS TECH,8,5,0,315,0,0,1,1,14
Joe Headen,42645,CB,DOMINION,12,15,1,263,1,2,3,0,32
Lawson Hall,42652,LB,NEVADA,12,20,0,239,4,1,0,0,53
Clifford Chattman,42657,S,UTSA,4,2,0,331,0,0,1,1,16
Eric Kendzior,42672,ED,LA TECH,5,2,0,208,1,0,0,0,0
Mike Palmer,42674,S,BOSTON COL,12,7,0,121,0,1,0,0,27
Isaiah Graham-Mobley,42679,LB,BOSTON COL,9,17,0,121,1,0,1,0,42
Tyreek Maddox-Williams,42694,LB,RUTGERS,7,6,0,278,0,0,1,0,14
Demetrius Cain,42697,LB,W KENTUCKY,12,9,0,346,1,2,1,2,32
Drew Harvey,42699,LB,UMASS,3,0,0,216,0,0,0,0,2
Jeremy Darvin,42713,DI,W KENTUCKY,12,7,0,346,1,0,0,1,22
Ryan Bowman,42714,ED,WASHINGTON,7,4,0,340,3,0,0,1,18
Zach Hannibal,42732,CB,LA TECH,12,2,0,208,0,0,2,0,11
Spencer Eason-Riddle,42747,LB,S CAROLINA,1,0,0,289,0,0,0,0,1
Nick Heninger,42766,ED,UTAH ST,12,18,4,329,6,0,1,4,37
Lorenzo Dantzler,42768,ED,UTSA,11,1,0,331,9,0,0,2,7
Markell Utsey,42779,ED,ARKANSAS,10,4,0,111,0,0,0,1,9
Ajani Kerr,42797,CB,TULANE,12,5,0,319,0,0,6,0,17
Mike Maskalunas,42820,LB,WISCONSIN,6,2,0,349,0,0,0,0,3
Tommy Dawkins Jr.,42832,ED,APP STATE,12,4,0,108,0,0,0,0,5
Chase Lucas,42833,CB,ARIZONA ST,10,2,0,110,0,0,6,0,36
Willie Baker,42835,ED,LA TECH,11,7,0,208,1,0,0,0,9
Xavior Williams,42838,CB,IOWA,2,1,0,192,0,0,0,0,0
Justus Rogers,42865,LB,WASH STATE,12,8,4,341,3,2,2,1,53
D.C. Williams,42880,CB,TEXAS ST,12,5,0,314,0,0,6,0,33
Grant Morgan,42888,LB,ARKANSAS,12,26,0,111,6,1,3,1,60
Jahad Woods,42896,LB,WASH STATE,12,25,2,341,2,1,2,0,67
Joshua Bailey,42907,DI,CHARLOTTE,7,1,0,136,0,0,0,0,4
Rachuan Mitchell,42909,CB,SO MISS,11,2,0,296,0,0,1,1,13
Deon Edwards,42912,LB,ARKANSAS,5,4,0,111,0,0,0,0,1
Travon Fuller,42926,CB,TULSA,12,5,0,320,0,3,10,0,38
Lawrence Stevens,42940,CB,RUTGERS,1,0,0,278,0,0,0,0,0
Jacobi Francis,42941,CB,MEMPHIS,12,6,0,218,0,2,4,0,31
Jordan Happle,42942,S,OREGON,11,5,0,264,0,1,1,0,20
Alexander Sims,42947,LB,KENT STATE,2,0,0,201,0,0,0,0,0
Coney Durr,42953,CB,MINNESOTA,12,6,0,225,1,0,3,1,28
Noah Burks,42956,ED,WISCONSIN,12,8,0,349,2,1,1,4,24
Thomas Pickens,42970,LB,MEMPHIS,10,12,1,218,2,0,0,1,38
Will Evans,42984,ED,OHIO,12,5,1,259,4,0,0,5,20
Davonte Robinson,42999,CB,KENTUCKY,12,8,1,202,0,0,1,1,30
JoVanni Stewart,43001,LB,HOUSTON,10,2,0,182,0,0,0,0,3
Elijah Hamilton,43012,CB,LA TECH,12,2,0,208,0,0,1,0,14
Terrell Vassel,43023,S,OLE MISS,2,0,0,226,0,0,0,0,0
Marquel Dismuke,43025,S,NEBRASKA,12,13,0,238,0,1,0,0,37
Caleb Kelly,43026,ED,OKLAHOMA,10,5,0,261,1,0,0,0,4
Shawn Jennings,43027,LB,S ALABAMA,9,8,2,288,0,0,1,3,20
Gage Kreski,43047,S,C MICHIGAN,12,12,0,134,2,1,0,1,65
D.J. Morgan,43099,LB,UCONN,7,6,0,146,0,0,1,0,12
Kevin Meitzenheimer,43102,LB,UTAH ST,12,7,0,329,1,0,0,0,16
Shane Simmons,43103,ED,MARSHALL,9,11,0,214,6,0,0,2,15
Sean Mahone,43146,S,W VIRGINIA,12,13,1,343,0,2,3,1,61
Justin Clark,43185,CB,TOLEDO,12,6,0,316,0,1,2,1,20
Nolan Turner,43187,S,CLEMSON,10,14,1,140,0,1,0,1,40
Ryan McWood,43189,LB,MIAMI OH,2,0,0,221,0,0,0,0,2
Amir Tyler,43191,S,TEMPLE,10,17,1,306,1,0,3,1,55
Korel Smith,43201,CB,FAU,12,5,1,165,2,3,5,1,38
Chima Azunna,43211,S,HAWAII,8,0,0,180,0,0,1,0,28
Kaiden Smith,43224,S,APP STATE,8,9,0,108,0,0,0,0,27
Chase Pine,43225,LB,PITTSBURGH,12,3,0,268,1,0,0,1,18
Corey Hightower,43234,CB,NEW MEXICO,12,14,0,241,1,1,2,0,29
Eric Monroe,43239,S,TEXAS TECH,12,25,1,315,1,1,0,0,59
Chris Henderson,43249,ED,S ALABAMA,12,6,1,288,2,0,0,3,24
Anthony Ekpe,43280,ED,BALL ST,10,2,0,117,6,0,0,4,11
Josh Perry,43283,S,SO MISS,3,0,0,296,0,0,0,0,2
Treyvon Reeves,43286,LB,TULSA,8,8,0,320,0,0,0,1,17
Braden Smith,43298,S,WYOMING,11,5,1,351,0,0,0,0,27
Garrett Crall,43309,ED,WYOMING,12,5,0,351,7,0,0,2,32
Qwuantrezz Knight,43322,S,UCLA,12,14,1,324,1,0,2,3,57
Jordan Helm,43329,S,FAU,12,19,0,165,0,1,2,0,72
Bryan Mead,43333,LB,OKLAHOMA,2,0,0,261,0,0,0,0,1
Obi Eboh,43343,CB,UCLA,12,3,0,324,0,0,2,0,19
Zeke Brown,43346,CB,BAYLOR,6,0,0,118,0,0,0,0,5
DaMarcus Fields,43347,CB,TEXAS TECH,11,5,0,315,0,0,8,0,45
Mandela Lawrence-Burke,43352,LB,KENT STATE,10,15,2,201,2,1,2,0,55
Jaydon Grant,43354,CB,OREGON ST,12,13,0,265,1,2,5,0,46
Cameron Lewis,43359,S,LSU,11,13,1,211,3,0,3,2,39
C.J. Morgan,43360,S,MISS STATE,1,0,0,227,0,0,0,0,0
Trey Baldwin,43361,LB,LA TECH,12,19,0,208,3,1,2,1,75
Christian Holmes,43393,CB,OKLA STATE,12,2,0,262,0,1,5,0,27
Baylen Buchanan,43400,CB,LA TECH,11,4,0,208,0,0,0,0,42
Phil Campbell III,43402,LB,PITTSBURGH,11,14,0,268,4,1,2,6,31
Hauati Pututau,43425,DI,UTAH,12,3,0,328,4,0,0,4,11
Michael Pitts,43431,ED,W KENTUCKY,12,3,0,346,0,0,1,4,11
John Tate IV,43451,DI,MEMPHIS,12,10,0,218,4,0,0,3,26
Trenton Thompson,43455,CB,S DIEGO ST,12,11,1,284,3,3,11,0,33
Freddie McGee III,43471,CB,E MICHIGAN,12,1,0,160,0,0,4,0,13
Jonathan Jones,43492,LB,TOLEDO,12,24,3,316,4,0,2,5,53
Julius Turner,43504,DI,RUTGERS,12,13,0,278,7,0,0,4,18
William Kwenkeu,43510,LB,TEMPLE,11,6,0,306,1,0,1,4,44
Jordan Young,43537,LB,DOMINION,12,16,0,263,3,1,0,1,64
Darrell Baker Jr.,43542,CB,GA SOUTHRN,10,5,1,174,0,0,7,0,28
Ben Stille,43555,DI,NEBRASKA,12,8,0,238,5,0,0,3,29
Ryan Boehm,43585,DI,FRESNO ST,11,4,0,169,1,0,0,2,13
Kyle Williams,43601,CB,UCONN,6,0,0,146,0,0,0,0,3
Jon-Michael Terry,43635,LB,TULSA,4,2,1,320,0,0,0,1,12
Lance Deveaux Jr.,43643,LB,N ILLINOIS,12,9,1,254,1,0,0,1,59
Jake Hansen,43645,LB,ILLINOIS,5,6,2,187,1,0,0,1,26
Daniel Isom,43647,S,WASH STATE,11,15,2,341,3,1,3,0,43
Jaylin Thomas,43665,LB,BALL ST,12,31,0,117,0,4,1,0,79
Joe Ozougwu,43676,ED,ARK STATE,12,14,1,113,4,0,0,8,30
Jacob Morgenstern,43708,LB,TEXAS TECH,7,4,0,315,0,0,0,1,4
Tyrone Hopper,43714,ED,N CAROLINA,2,0,0,245,1,0,0,0,2
Marcus Brown,43739,DI,CINCINNATI,12,7,0,138,1,0,0,0,19
Kainoa Fuiava,43744,DI,W MICHIGAN,12,7,0,347,1,0,0,2,5
Brandon Barlow,43762,ED,BOSTON COL,12,15,1,121,2,0,0,3,32
Marcel Southall,43793,DI,FAU,8,7,0,165,1,0,0,0,7
Alonzo Addae,43824,S,W VIRGINIA,12,11,0,343,0,0,1,1,57
Kenny Hebert,43827,ED,ARIZONA,12,8,1,109,5,1,0,1,28
Patrice Rene,43868,CB,RUTGERS,5,0,0,278,0,0,0,0,6
Randy Wade Jr.,43888,ED,GA SOUTHRN,11,9,0,174,1,0,0,0,21
Timmy Horne,43918,DI,KANSAS ST,12,5,0,199,0,0,0,1,16
Jairon McVea,43938,S,BAYLOR,11,5,1,118,0,1,2,0,15
Ray Thornton,43941,ED,TEXAS,12,10,0,311,0,0,0,1,23
Connor Murphy,43946,DI,UNLV,4,4,0,325,0,0,0,0,4
David Hood,43980,DI,TOLEDO,12,7,0,316,1,0,0,0,6
Joel Dublanko,43990,LB,CINCINNATI,12,24,1,138,9,0,0,6,64
Jaylin Bannerman,44002,ED,UTAH ST,11,2,0,329,4,0,1,1,15
Daniel Joseph,44012,ED,NC STATE,12,12,2,248,3,0,0,7,26
DeShawn Stevens,44018,LB,W VIRGINIA,6,4,0,343,0,0,0,0,3
Siah Sa'o,44019,DI,CHARLOTTE,7,2,0,136,0,0,0,0,3
Drew Beesley,44091,ED,MICH STATE,8,6,1,223,4,0,0,5,11
Khalil Ladler,44092,S,LA TECH,12,7,1,208,0,1,2,0,42
Sione Tupou,44093,LB,TEXAS ST,12,22,1,314,2,0,2,2,54
Kevin Atkins,44094,DI,FRESNO ST,12,7,0,169,0,0,0,8,18
Pita Tonga,44095,DI,HAWAII,11,3,0,180,1,1,0,2,10
Michael Smith Jr.,44098,DI,E MICHIGAN,12,5,0,160,2,1,0,0,15
Ben Kimpler,44103,ED,MIAMI OH,12,12,0,221,5,0,0,3,26
Glen Logan,44104,DI,LSU,6,7,0,211,1,0,0,1,4
Brandon Drayton,44122,S,MARSHALL,9,17,0,214,0,0,3,0,35
Antwuan Jackson,44132,DI,OHIO STATE,12,3,0,260,3,0,0,2,13
Kahi Neves,44156,ED,S DIEGO ST,12,2,0,284,3,0,0,1,6
Chauncey Manac,44162,ED,LA LAFAYET,12,5,1,207,3,0,0,10,33
Regan Upshaw,44191,ED,CLEMSON,2,2,0,140,0,0,0,0,1
Eric Mitchell,44194,LB,FIU,9,7,0,166,0,0,1,0,29
Derek Dorsey,44209,DI,LOUISVILLE,11,1,0,210,0,0,0,1,3
Rashawn Battle,44259,ED,RUTGERS,4,1,0,278,0,0,0,0,3
Mike Williams,44262,DI,SMU,12,13,0,287,1,0,0,1,18
Jacquies Turner,44315,DI,LOUISVILLE,12,4,0,210,1,0,0,1,6
Collin Wilder,44328,S,WISCONSIN,11,3,1,349,0,3,1,0,22
Charles Wiley,44329,ED,UTSA,12,9,0,331,4,0,0,1,19
Antonio Valentino,44336,DI,FLORIDA,12,5,0,163,1,0,0,1,16
Nyles Pinckney,44360,DI,MINNESOTA,12,6,1,225,3,0,0,5,17
Hal Vinson,44387,ED,FIU,1,0,0,166,0,0,0,0,2
Ken Aguirre,44409,DI,W MICHIGAN,7,3,0,347,0,0,0,1,4
Caleb Spurlin,44410,DI,APP STATE,12,13,0,108,3,0,0,1,16
Tyarise Stevenson,44422,DI,TULSA,11,9,0,320,2,0,0,1,7
Josh Black,44437,DI,SYRACUSE,12,9,0,304,1,0,0,1,20
Antonio Parks,44452,S,UTSA,12,6,0,331,0,1,3,0,35
Nicholas McCann,44466,DI,TEXAS ST,12,11,0,314,2,0,0,3,17
Sulaiman Kamara,44493,DI,WAKE,12,7,0,339,1,0,0,0,9
Elijah Garcia,44498,DI,RICE,12,21,0,275,9,0,0,5,32
Andre Anthony,44501,ED,LSU,3,3,0,211,0,0,0,3,3
Will Jones,44505,DI,SMU,12,4,0,287,2,0,0,0,10
Manny Walker,44532,ED,TEMPLE,12,5,0,306,5,2,0,2,16
Antonneous Clayton,44543,ED,GA TECH,2,0,0,176,0,0,0,0,0
Curtis Brooks,44559,DI,CINCINNATI,12,8,1,138,4,0,0,7,33
Tre Williams,44563,ED,ARKANSAS,12,6,0,111,7,0,0,5,13
Kameron Toomer,44569,ED,NEVADA,12,8,0,239,3,0,0,2,11
Marcus Moore,44602,DI,UTAH ST,12,12,0,329,5,0,0,1,24
McKinley Williams,44622,DI,SYRACUSE,11,10,0,304,2,0,0,2,15
Toby McBride,44623,ED,COLO STATE,11,8,0,144,8,0,0,2,27
Jeffery Pooler Jr.,44627,ED,NWESTERN,12,6,0,256,1,0,0,4,17
Ja'Cquez Williams,45037,LB,LA MONROE,12,11,0,209,1,1,1,1,20
Luke Masterson,45046,LB,WAKE,12,21,1,339,3,0,0,5,51
Traveon Redd,45187,S,WAKE,12,8,2,339,3,3,0,3,47
Tyrone Hill Jr.,45197,S,WASH STATE,10,4,0,341,0,0,1,0,15
Kadofi Wright,45281,LB,BUFFALO,11,15,0,126,0,1,2,3,28
Omari Alexander,45288,CB,W KENTUCKY,11,11,0,346,2,3,4,1,18
Roderick Perry II,45336,DI,ILLINOIS,11,6,0,187,3,0,0,3,18
DeQuarius Henry,45340,ED,UTSA,12,2,0,331,2,0,0,1,10
Eyioma Uwazurike,45414,ED,IOWA STATE,12,12,0,193,4,0,0,8,14
Jarren Hampton,45468,S,OHIO,10,8,0,259,0,0,3,0,35
Christian Bell,45514,ED,S ALABAMA,12,4,0,288,3,0,0,3,15
JJ Conner,47610,WR,OHIO,1,0,0,259,0,0,0,0,0
Danzel McKinley-Lewis,47648,WR,TOLEDO,1,0,0,316,0,0,0,0,0
Seth Collins,47812,S,TEXAS TECH,1,0,0,315,0,0,0,0,0
Tyrone Young-Smith,48098,S,UTAH,2,0,0,328,0,0,0,0,0
Tyree Turner,48747,DI,UAB,12,7,2,321,3,0,0,3,6
Miles Fox,48915,DI,WAKE,10,11,0,339,2,0,0,4,17
Deontay Anderson,49179,LB,HOUSTON,12,12,0,182,3,0,1,3,36
Antwaine Richardson,49364,S,KENT STATE,1,0,0,201,0,0,0,0,3
Jaylon Jones,49374,CB,OLE MISS,10,1,0,226,0,1,3,0,24
Julian Rochester,49668,DI,GEORGIA,3,0,0,173,0,0,0,0,2
Kevin Henry,49713,LB,TULANE,12,10,0,319,0,2,0,2,40
Robert Revels III,49871,LB,TULSA,8,5,0,320,1,0,0,1,9
Kuony Deng,49921,ED,CAL,2,3,0,130,0,0,0,0,2
Kyle Mayberry,50403,CB,UTAH ST,5,0,0,329,0,0,0,0,2
Tyson Maeva,50660,LB,FRESNO ST,10,15,0,169,2,0,1,2,32
Brayden Stringer,50924,LB,TEXAS ST,12,13,0,314,1,0,0,1,29
DeAndre Pierce,51111,S,ARIZONA ST,12,12,0,110,0,2,4,1,40
Marcelino McCrary-Ball,51112,CB,INDIANA,12,4,0,190,0,1,3,1,27
Kenny Gagnon,51418,S,FRESNO ST,3,2,0,169,0,0,0,0,3
Zach McCloud,51575,ED,MIAMI FL,12,8,1,220,7,0,0,6,15
Adam Shibley,51799,LB,NOTRE DAME,1,0,0,258,0,0,0,0,1
Ellison Hubbard,52025,DI,COLO STATE,3,1,0,144,0,0,0,0,0
Manny Jones,52026,DI,COLO STATE,12,14,1,144,5,0,0,3,33
Brandon Kipper,52054,T,OREGON ST,1,0,0,265,0,0,0,0,0
Donovan Dalton,52056,S,HAWAII,1,0,0,180,0,0,0,0,0
Eugene Ford,52061,S,HAWAII,13,9,1,180,0,0,0,0,48
Penei Pavihi,52079,LB,HAWAII,12,11,0,180,4,0,0,1,30
Jake Byczko,52099,ED,BOSTON COL,7,2,0,121,0,0,0,0,1
Melvin Hill,52107,WR,UMASS,1,0,0,216,0,0,0,0,0
Alexander Skelton,52121,DI,OREGON ST,11,4,0,265,1,0,0,0,9
Justin Gardner,52135,CB,KANSAS ST,8,1,0,199,0,0,3,0,8
George Nyakwol,52203,S,RICE,5,6,0,275,1,2,1,1,17
Isaiah Richardson,52205,S,RICE,6,0,0,275,0,0,0,0,4
Kenneth Orji,52209,ED,RICE,9,13,1,275,2,0,1,1,25
Trey Schuman,52216,ED,RICE,9,9,1,275,2,0,0,4,23
Alii Matau,52219,LB,S JOSE ST,12,7,0,285,3,0,0,5,39
Christian Johnson,52228,DI,S JOSE ST,2,0,0,285,0,0,0,0,1
Hadari Darden,52234,LB,S JOSE ST,11,2,1,285,1,0,0,1,21
Jamaar Hardy,52241,DI,S JOSE ST,2,1,0,285,0,0,0,0,0
Rico Tolefree,52250,LB,S JOSE ST,12,6,0,285,0,0,0,1,19
Sinjun Astani,52257,DI,S JOSE ST,4,0,0,285,0,0,0,0,0
Tre White,52261,S,S JOSE ST,8,3,0,285,0,0,0,0,7
Tysyn Parker,52264,LB,S JOSE ST,11,11,0,285,0,1,2,0,20
Dalyn Wade-Perry,52268,DI,STANFORD,12,6,2,300,0,0,0,1,17
Gabe Reid,52273,ED,STANFORD,12,13,0,300,6,1,1,1,47
Noah Williams,52278,S,STANFORD,9,15,0,300,0,0,0,0,39
Ryan Johnson,52282,DI,STANFORD,12,4,0,300,2,0,0,0,10
Thunder Keck,52285,ED,STANFORD,1,0,0,300,0,0,0,0,0
Tucker Fisk,52286,TE,STANFORD,8,5,0,300,0,0,0,2,9
Bentlee Sanders,52291,CB,NEVADA,11,4,0,239,2,0,1,0,21
Darrien Grant,52293,ED,USF,5,3,0,327,0,0,0,0,5
Kelvin Pinkney,52308,DI,USF,11,5,0,327,0,0,0,0,15
Kevin Kegler,52310,DI,USF,12,1,0,327,2,0,0,1,9
Mekhi LaPointe,52315,S,USF,11,8,1,327,0,2,4,0,53
Nick Roberts,52318,CB,LA MONROE,12,7,0,209,0,1,2,1,30
Bryce Dugan,52425,ED,OHIO,12,14,0,259,0,0,0,1,14
Malik Vann,52555,ED,CINCINNATI,11,6,0,138,2,0,0,1,20
Tyler Bentley,52790,DI,PITTSBURGH,12,6,0,268,0,0,0,0,9
Will Adams,52966,S,CINCINNATI,5,0,0,138,0,0,0,0,3
Cole Pearce,52970,LB,BALL ST,8,6,0,117,0,0,0,0,30
Zeke Correll,53431,G,NOTRE DAME,1,0,0,258,0,0,0,0,0
Jevon Henderson,53477,DI,BOWL GREEN,1,0,0,122,0,0,0,0,0
DeShawn Pace,53549,LB,CINCINNATI,12,17,0,138,3,4,0,1,57
Luke Bolden,53565,LB,MIAMI OH,5,4,0,221,0,0,0,0,5
Ja'von Hicks,53569,S,CINCINNATI,12,13,0,138,0,2,4,0,37
Eric Phillips,53572,DI,CINCINNATI,10,0,0,138,0,0,0,0,3
Ivan Pace Jr.,53587,LB,MIAMI OH,12,31,1,221,4,1,2,6,79
Ryan Mullaney,53704,ED,CINCINNATI,1,0,0,138,0,0,0,0,0
Carrington Valentine,53750,CB,KENTUCKY,12,2,0,202,1,0,3,1,51
Jaheim Thomas,54193,LB,CINCINNATI,6,6,0,138,0,0,0,1,12
Ryan Batsch,54358,S,OHIO STATE,5,2,0,260,0,0,0,0,6
Jeff Gunter,54402,ED,COAST CAR,12,6,2,141,11,0,0,6,28
C.J. Brewer,54409,DI,COAST CAR,12,3,0,141,9,1,0,6,27
Alex Spillum,54414,S,COAST CAR,12,11,0,141,0,2,1,0,44
Silas Kelly,54456,LB,COAST CAR,12,29,0,141,2,1,0,2,68
E.J. Porter,54466,LB,COAST CAR,6,2,0,141,1,0,1,0,1
Myles Olufemi,54467,ED,COAST CAR,12,4,0,141,3,0,0,0,15
Joe Lang,54515,S,FLORIDA ST,1,0,0,167,0,0,0,0,1
Brayden Matts,54531,S,COAST CAR,10,5,0,141,1,0,0,0,12
DeAngelo Wilson,54997,WR,W KENTUCKY,1,0,0,346,0,0,0,0,0
Aapri Washington,55013,CB,BUFFALO,12,7,0,126,1,0,5,1,26
Wankeith Akin Jr.,55014,CB,BUFFALO,3,0,0,126,0,0,1,0,1
Eric Black,55017,ED,BUFFALO,10,3,1,126,4,0,0,4,7
