player,player_id,position,team_name,player_game_count,assists,forced_fumbles,franchise_id,hits,interceptions,pass_break_ups,sacks,tackles
Sean Davis,10692,CB,MARYLAND,12,4,4,215,0,3,4,1,68
Cyrus Jones,10694,CB,ALABAMA,12,1,1,103,1,1,5,0,27
Vonn Bell,10695,S,OHIO STATE,12,6,0,260,0,2,5,0,49
Adam Gotsis,10697,DI,GA TECH,9,5,0,176,12,0,0,3,20
Kevin Byard,10698,S,MIDDLE TN,10,9,0,224,1,4,6,0,50
Carl Nassib,10699,ED,PENN STATE,12,5,6,266,9,1,0,15,29
Maliek Collins,10701,DI,NEBRASKA,12,6,1,238,8,0,0,3,18
Will Redmond,10702,CB,MISS STATE,7,2,0,227,2,2,0,0,22
Yannick Ngakoue,10703,ED,MARYLAND,12,6,1,215,10,0,0,13,16
Darian Thompson,10705,S,BOISE ST,10,4,2,120,0,5,5,1,48
Jonathan Bullard,10706,DI,FLORIDA,12,9,0,163,6,0,0,6,41
KeiVarae Russell,10708,CB,NOTRE DAME,11,1,2,258,0,2,3,1,52
Shilique Calhoun,10709,ED,MICH STATE,12,4,0,223,14,0,1,9,23
Daryl Worley,10711,CB,W VIRGINIA,12,3,2,343,0,6,11,0,42
Adolphus Washington,10714,DI,OHIO STATE,12,9,1,260,8,1,0,5,35
Jordan Jenkins,10717,ED,GEORGIA,11,10,2,173,5,0,0,4,38
Kendall Fuller,10718,CB,VA TECH,3,0,1,337,0,0,2,1,4
Nick Vigil,10721,LB,UTAH ST,12,23,2,329,3,0,1,4,96
Kyler Fackrell,10722,ED,UTAH ST,12,8,2,329,11,0,0,4,49
Brandon Williams,10726,CB,TEXAS A&M,12,2,0,312,0,0,2,0,27
Vincent Valentine,10730,DI,NEBRASKA,9,2,0,238,3,0,0,4,4
Justin Simmons,10732,S,BOSTON COL,12,5,1,121,2,5,1,0,54
Joe Schobert,10733,ED,WISCONSIN,12,8,4,349,13,1,2,9,38
Charles Tapper,10735,DI,OKLAHOMA,12,11,4,261,1,0,0,7,29
Joshua Perry,10736,LB,OHIO STATE,12,17,0,260,4,0,3,4,67
Sheldon Day,10737,DI,NOTRE DAME,12,3,1,258,9,0,0,4,32
Tavon Young,10738,CB,TEMPLE,11,8,0,306,0,0,7,1,33
Eric Murray,10740,CB,MINNESOTA,12,2,3,225,0,1,5,1,50
B.J. Goodson,10743,LB,CLEMSON,12,20,1,140,3,1,1,6,63
Nick Kwiatkoski,10747,LB,W VIRGINIA,12,9,1,343,6,3,4,3,63
De'Vondre Campbell,10749,LB,MINNESOTA,12,13,1,225,1,1,4,2,61
Hassan Ridgeway,10750,DI,TEXAS,11,7,0,311,8,0,0,4,27
Juston Burris,10752,CB,NC STATE,12,4,1,248,0,1,3,0,29
Andrew Billings,10756,DI,BAYLOR,11,4,1,118,3,0,0,5,31
Deon Bush,10758,S,MIAMI FL,12,7,0,220,0,1,3,1,40
Antonio Morrison,10759,LB,FLORIDA,12,15,1,163,2,0,1,3,48
Derrick Kindred,10763,S,TCU,12,14,1,305,0,2,4,0,53
Blake Martinez,10765,LB,STANFORD,12,13,0,300,2,1,5,0,85
Willie Henry,10766,DI,MICHIGAN,12,8,0,222,5,0,0,6,18
Dean Lowry,10771,ED,NWESTERN,12,9,0,256,3,1,0,4,30
Zack Sanchez,10775,CB,OKLAHOMA,10,1,0,261,0,6,5,1,43
Ronald Blair III,10776,DI,APP STATE,12,7,0,108,6,1,1,8,46
Quinton Jefferson,10781,DI,MARYLAND,12,4,2,215,5,1,0,6,30
Matt Ioannidis,10786,DI,TEMPLE,12,2,0,306,10,0,1,4,26
K.J. Dillon,10793,CB,W VIRGINIA,12,6,0,343,1,2,6,1,45
Kentrell Brothers,10794,LB,MISSOURI,12,29,1,229,4,2,3,2,113
DJ Reader,10800,DI,CLEMSON,6,1,0,140,3,0,0,0,4
Antwione Williams,10803,LB,GA SOUTHRN,12,14,4,174,5,0,1,4,67
Trey Caldwell,10807,CB,LA MONROE,13,3,0,209,0,1,11,0,53
Jatavis Brown,10809,LB,AKRON,12,23,4,102,11,1,2,13,72
D.J. White,10812,CB,GA TECH,11,3,2,176,0,2,8,0,36
Devante Bond,10817,ED,OKLAHOMA,8,4,1,261,3,0,1,2,29
Anthony Brown,10823,CB,PURDUE,12,7,0,273,1,4,6,0,47
Josh Forrest,10824,LB,KENTUCKY,12,21,1,202,5,2,5,4,59
Cory James,10828,LB,COLO STATE,12,8,0,144,0,0,0,3,48
Blake Countess,10830,CB,AUBURN,12,6,0,115,0,2,8,0,52
Anthony Zettel,10836,DI,PENN STATE,12,5,0,266,3,0,0,1,32
Dadi Nicolas,10837,ED,VA TECH,12,12,1,337,10,0,0,2,25
Jordan Lucas,10838,S,PENN STATE,8,6,0,266,0,0,1,0,32
Maurice Canady,10843,CB,VIRGINIA,12,5,0,335,1,0,5,0,37
Kavon Frazier,10846,S,C MICHIGAN,12,9,2,134,0,1,4,0,84
Elandon Roberts,10848,LB,HOUSTON,12,16,1,182,7,1,5,6,103
Kevon Seymour,10852,CB,USC,10,3,0,326,0,1,0,0,12
Will Parks,10853,S,ARIZONA,12,15,2,109,1,0,4,0,58
Travis Feeney,10854,ED,WASHINGTON,12,6,2,340,8,0,1,7,37
Aaron Wallace,10856,ED,UCLA,12,19,0,324,3,0,0,8,27
Stephen Weatherly,10861,ED,VANDERBILT,12,11,2,333,6,0,1,4,35
Steven Daniels,10866,LB,BOSTON COL,12,15,0,121,7,1,2,6,69
Jalen Mills,10867,CB,LSU,6,1,0,211,0,0,1,1,28
Alex McCalister,10874,ED,FLORIDA,9,5,1,163,7,0,0,7,8
Jayron Kearse,10878,S,CLEMSON,12,7,1,140,0,1,5,1,34
Clayton Fejedelem,10879,S,ILLINOIS,12,20,1,187,0,2,6,0,115
Tyler Matakevich,10880,LB,TEMPLE,12,31,0,306,5,5,3,5,91
Prince Charles Iworah,10883,CB,W KENTUCKY,12,4,0,346,0,3,5,0,27
Scooby Wright III,10884,LB,ARIZONA,2,4,0,109,0,0,0,0,6
Joe Walker,10885,LB,OREGON,11,18,0,264,2,1,1,2,54
Kalan Reed,10887,CB,SO MISS,12,7,0,296,0,3,15,1,32
Tyriq McCord,10889,LB,MIAMI FL,12,2,0,220,2,0,1,2,21
Giorgio Newberry,10891,DI,FLORIDA ST,12,5,0,167,2,0,0,3,13
Mike Hilton,10898,CB,OLE MISS,12,7,1,226,2,2,7,2,50
Jarrod Wilson,10902,S,MICHIGAN,12,5,0,222,0,1,2,1,43
Briean Boddy-Calhoun,10903,CB,MINNESOTA,10,4,0,225,0,3,3,1,37
Daniel Davie,10906,CB,NEBRASKA,5,0,0,238,0,0,2,0,20
Curt Maggitt,10911,ED,TENNESSEE,2,1,0,307,1,0,0,0,5
Stefan McClure,10912,S,CAL,12,8,0,130,0,0,2,1,41
Chris Milton,10914,CB,GA TECH,12,2,0,176,0,1,8,0,30
Anthony Sarao,10919,LB,USC,12,5,0,326,2,0,1,3,32
Delvon Simmons,10920,DI,USC,12,5,2,326,4,0,1,5,33
Ron Thompson,10922,ED,SYRACUSE,12,3,3,304,5,0,0,7,28
Darius White,10923,CB,CAL,12,3,1,130,0,3,5,0,45
Andrew Williamson,10924,S,VANDERBILT,10,3,1,333,2,0,2,1,37
Sterling Bailey,10926,DI,GEORGIA,12,14,0,173,2,0,0,1,33
Tyson Coleman,10930,ED,OREGON,12,10,2,264,5,0,2,3,43
Traveon Henry,10934,S,NWESTERN,11,12,0,256,1,2,3,1,41
Isaiah Johnson,10935,S,S CAROLINA,12,13,0,289,0,1,2,0,50
DaVonte Lambert,10937,ED,AUBURN,11,5,0,115,2,0,0,1,18
Cassanova McKinzy,10938,LB,AUBURN,12,11,1,115,13,0,0,4,52
Jontavius Morris,10939,DI,W KENTUCKY,12,7,0,346,1,0,0,2,20
Elijah Shumate,10942,S,NOTRE DAME,12,6,0,258,0,1,1,0,48
Channing Ward,10943,ED,OLE MISS,12,4,1,226,4,0,0,3,19
Matthias Farley,10953,S,NOTRE DAME,10,5,0,258,0,1,2,0,25
Lamar Louis,10957,LB,LSU,10,2,0,211,0,0,0,0,17
Givens Price,10958,DI,NEBRASKA,2,0,0,238,0,0,0,0,1
Ronald Zamort,10961,CB,W MICHIGAN,12,5,0,347,0,1,8,0,46
Bryson Albright,10962,ED,MIAMI OH,12,11,1,221,10,1,2,7,35
Claudell Louis,10969,DI,FRESNO ST,12,8,0,169,1,0,0,6,30
Eric Striker,10973,ED,OKLAHOMA,12,7,1,261,10,1,2,8,36
Julian Whigham,10974,CB,SYRACUSE,11,1,0,304,1,0,2,0,24
Keith Baxter,10976,CB,MARSHALL,12,1,0,214,0,1,2,1,16
Theiren Cockran,10978,ED,MINNESOTA,12,3,0,225,11,0,2,3,23
Jake Ganus,10979,LB,GEORGIA,12,19,0,173,3,2,1,0,63
Denzell Perine,10981,ED,FIU,12,7,2,166,8,0,0,5,26
Terrell Chestnut,10987,CB,W VIRGINIA,11,3,2,343,0,3,5,0,35
Tyler Marcordes,10994,LB,GA TECH,12,8,1,176,1,0,1,2,45
Adrian McDonald,10995,S,HOUSTON,12,11,2,182,3,4,2,1,58
Shaq Petteway,10997,ED,W VIRGINIA,12,17,0,343,3,0,0,4,51
Larry Scott,11001,CB,OREGON ST,7,5,0,265,0,0,2,0,13
Trevor Williams,11004,CB,PENN STATE,12,4,0,266,0,1,1,0,26
Carlos Wray,11005,DI,DUKE,12,7,0,154,2,0,0,2,22
Jeremy Cash,11007,S,DUKE,12,23,3,154,11,0,1,3,72
Jared Norris,11011,LB,UTAH,11,11,3,328,4,0,6,2,71
Vontarrius Dora,11014,ED,LA TECH,12,8,2,208,7,0,0,4,25
Antonio Glover,11016,S,GA SOUTHRN,12,9,0,174,0,6,0,0,43
Calvin Heurtelou,11018,DI,MIAMI FL,12,5,0,220,1,0,0,1,19
David Moala,11021,DI,UTAH ST,10,11,1,329,4,0,0,4,26
Dwayne Norman,11025,LB,DUKE,12,18,2,154,6,0,1,1,85
Kyle Peko,11027,DI,OREGON ST,12,4,0,265,1,0,0,2,33
Frank Shannon,11029,LB,OKLAHOMA,9,10,0,261,0,1,0,0,24
Eddie Yarbrough,11033,ED,WYOMING,12,5,1,351,7,0,0,6,37
Geno Matias-Smith,11036,S,ALABAMA,12,4,1,103,0,1,1,0,47
Josh Dawson,11037,DI,GEORGIA,8,4,0,173,0,0,0,0,3
Gerald Dixon Jr.,11038,DI,S CAROLINA,12,7,0,289,4,0,0,0,15
Torrey Green,11041,ED,UTAH ST,12,1,0,329,5,1,0,4,27
Cory Johnson,11042,DI,KENTUCKY,11,14,1,202,6,1,0,3,43
Chris Mayes,11046,DI,GEORGIA,11,10,0,173,0,0,0,0,25
J.D. McKissic,11047,WR,ARK STATE,1,0,0,113,0,0,0,0,0
Ivan McLennan,11048,ED,WASH STATE,12,3,0,341,5,0,1,4,26
David Mims II,11049,CB,TEXAS ST,12,9,0,314,0,0,6,1,50
Sharrod Neasman,11050,S,FAU,12,15,1,165,0,3,4,0,63
Brian Poole,11052,CB,FLORIDA,12,5,0,163,0,0,6,1,30
David Richards,11055,WR,ARIZONA,3,0,0,109,0,0,0,0,0
Dominique Alexander,11058,LB,OKLAHOMA,12,17,0,261,1,1,2,1,70
Kenya Dennis,11060,CB,MISSOURI,12,1,0,229,1,1,4,1,38
Tracy Howard,11063,CB,MIAMI FL,12,1,0,220,0,0,5,0,31
Nile Lawrence-Stample,11064,DI,FLORIDA ST,12,4,0,167,1,0,0,3,28
Kyle Rose,11066,DI,W VIRGINIA,12,10,0,343,0,0,0,4,37
A.J. Stamps,11068,S,KENTUCKY,12,10,0,202,0,1,7,0,49
Quentin Gause,11070,LB,RUTGERS,12,16,0,278,4,0,1,3,69
Cayleb Jones,11075,WR,ARIZONA,1,0,0,109,0,0,0,0,0
Aziz Shittu,11079,DI,STANFORD,12,5,0,300,1,0,0,3,26
Destiny Vaeao,11083,DI,WASH STATE,12,5,1,341,1,0,0,4,27
Connor Wujciak,11084,DI,BOSTON COL,12,3,1,121,3,0,0,5,21
Tevin Carter,11085,S,UTAH,11,12,0,328,1,0,2,0,41
Ejiro Ederaine,11087,ED,FRESNO ST,12,21,1,169,4,2,2,10,60
Trevon Coley,11093,DI,FAU,12,9,2,165,4,0,0,8,35
Cavellis Luckett,11095,LB,MIDDLE TN,12,7,1,224,3,0,1,1,59
Mario Ojemudia,11099,ED,MICHIGAN,5,1,1,222,5,0,0,2,12
Ryan Brown,11103,ED,MISS STATE,12,6,0,227,4,0,0,6,17
David Dean,11106,DI,VIRGINIA,12,7,1,335,6,0,0,6,29
Darien Harris,11109,LB,MICH STATE,12,11,0,223,5,0,2,0,56
Darius Hillary,11110,CB,WISCONSIN,12,1,0,349,1,0,4,0,36
Caleb Azubike,11116,DI,VANDERBILT,9,6,1,333,7,0,0,3,10
Rodney Coe,11119,DI,AKRON,11,7,1,102,5,0,0,2,32
Arjen Colquhoun,11120,CB,MICH STATE,12,5,2,223,0,2,6,1,24
Jeremiah McKinnon,11126,CB,FIU,12,4,1,166,1,3,6,1,50
Jason Neill,11127,ED,UTSA,12,9,1,331,11,0,0,11,42
Adairius Barnes,11129,CB,LA TECH,12,3,1,208,0,0,7,0,46
James DeLoach,11132,DI,GEORGIA,12,3,0,173,0,0,0,0,16
Deonte Gibson,11135,ED,NWESTERN,12,8,1,256,6,0,0,10,25
Charles Washington,11137,CB,FRESNO ST,11,6,0,169,1,0,2,1,31
Ian Wells,11138,CB,OHIO,11,8,0,259,1,2,9,0,24
Kentrell Brice,11142,S,LA TECH,12,7,0,208,2,1,8,1,52
Beniquez Brown,11143,LB,MISS STATE,12,21,0,227,2,1,1,3,69
Reggie Gilbert,11147,DI,ARIZONA,12,4,1,109,7,0,0,4,34
Josh Hawkins,11149,CB,E CAROLINA,12,1,0,156,1,2,3,0,41
Randall Jette,11152,CB,UMASS,9,9,0,216,0,2,3,0,35
Brian Price,11157,DI,UTSA,10,5,0,331,3,0,0,2,19
Joel Heath,11162,DI,MICH STATE,10,4,1,223,2,0,0,3,11
Ufomba Kamalu,11164,DI,MIAMI FL,12,5,1,220,3,0,0,2,29
Eric Lee,11165,ED,USF,12,5,1,327,3,0,1,5,31
Richard Leonard,11166,CB,FIU,12,4,0,166,0,1,5,0,58
Shakeel Rashad,11168,LB,N CAROLINA,12,17,3,245,3,2,2,2,75
Brennan Scarlett,11169,DI,STANFORD,12,5,2,300,8,0,0,4,20
Duke Thomas,11170,CB,TEXAS,12,4,0,311,0,1,7,0,52
Cleveland Wallace III,11173,CB,S JOSE ST,12,2,0,285,0,3,7,0,33
Shakiel Randolph,11180,LB,SMU,12,13,0,287,1,0,0,0,33
Terrance Smith,11181,LB,FLORIDA ST,8,9,1,167,1,0,0,1,39
Brandon Chubb,11183,LB,WAKE,12,26,0,339,5,0,0,2,77
Rohan Gaines,11185,S,ARKANSAS,12,10,0,111,0,1,0,0,52
Nicholas Grigsby,11187,LB,PITTSBURGH,12,7,2,268,7,0,2,4,42
Darreon Herring,11188,LB,VANDERBILT,12,10,0,333,2,0,4,2,52
Cory Littleton,11190,ED,WASHINGTON,12,9,0,340,9,0,0,6,33
Jordan Lomax,11191,S,IOWA,12,22,1,192,0,1,4,0,50
Kache Palacio,11195,ED,WASH STATE,12,2,2,341,6,0,0,5,22
Brian Randolph,11196,S,TENNESSEE,12,11,1,307,0,1,4,0,59
Winston Rose,11197,CB,NEW MEX ST,11,4,0,242,0,0,6,0,37
Ian Seau,11198,ED,NEVADA,12,6,4,239,7,0,0,9,20
James Burgess,11202,LB,LOUISVILLE,12,14,0,210,3,1,2,0,72
Tyler Gray,11205,LB,BOISE ST,11,11,1,120,2,0,1,3,32
A.J. Hendy,11206,S,MARYLAND,12,13,0,215,0,0,4,0,62
Farrington Huguenin,11208,DI,KENTUCKY,12,8,0,202,5,0,0,2,38
Lafayette Pitts,11210,CB,PITTSBURGH,12,4,1,268,0,1,5,1,31
V'Angelo Bentley,11213,CB,ILLINOIS,12,5,0,187,2,0,4,1,47
Woodrow Hamilton,11215,DI,OLE MISS,12,7,0,226,0,0,0,1,17
C.J. Johnson,11216,LB,OLE MISS,9,1,1,226,3,2,0,1,34
Jonathan Jones,11217,CB,AUBURN,12,10,0,115,0,1,5,1,52
Cre'Von LeBlanc,11218,CB,FAU,12,3,0,165,0,4,5,0,39
Michael Caputo,11222,S,WISCONSIN,12,8,2,349,0,2,7,1,44
Ken Crawley,11224,CB,COLORADO,13,2,0,143,0,1,10,0,41
Trae Elston,11226,S,OLE MISS,12,11,0,226,0,4,7,0,60
De'Vante Harris,11227,CB,TEXAS A&M,12,0,1,312,0,2,8,0,28
Dillon Lee,11230,ED,ALABAMA,10,2,0,103,1,1,0,1,11
Mitchell Loewen,11232,ED,ARKANSAS,10,3,0,111,7,0,0,1,5
D.J. Pettway,11234,DI,ALABAMA,12,2,0,103,3,0,0,3,12
Jeff Schoettmer,11235,LB,N CAROLINA,12,11,1,245,4,2,1,0,68
Dominique Tovell,11236,ED,LA LAFAYET,12,13,2,207,3,0,2,6,54
Andrew Adams,11240,S,UCONN,12,13,0,146,0,3,6,0,66
Dont'e Deayon,11242,CB,BOISE ST,9,3,0,120,0,4,3,0,33
Michael Hunter,11243,CB,OKLA STATE,12,1,0,262,0,2,1,0,17
Melvin Lewis,11245,DI,KENTUCKY,6,6,0,202,0,0,0,1,10
Romeo Okwara,11250,ED,NOTRE DAME,12,8,1,258,6,0,0,8,20
Mike Rose,11252,ED,NC STATE,12,3,2,248,10,0,0,8,29
Tarow Barney,11255,DI,PENN STATE,12,0,1,266,0,0,0,1,9
Doug Middleton,11262,S,APP STATE,12,4,0,108,1,0,1,0,37
Julien Obioha,11263,ED,TEXAS A&M,9,5,1,312,1,0,0,1,15
Claude Pelon,11264,DI,USC,8,3,1,326,2,0,0,1,10
Lawrence Thomas,11265,ED,MICH STATE,12,3,1,223,2,0,0,4,19
Kevin Anderson,11267,ED,STANFORD,8,2,0,300,5,0,0,2,24
Alex Balducci,11268,DI,OREGON,12,15,0,264,4,0,0,3,13
Jered Bell,11269,S,COLORADO,9,6,1,143,1,3,2,0,30
Demetrius Cherry,11271,ED,ARIZONA ST,12,5,0,110,4,0,0,1,12
Jason Fanaika,11272,ED,UTAH,12,11,1,328,9,0,0,3,36
Lenny Jones,11273,ED,NEVADA,12,3,0,239,8,0,0,6,39
Darren Lake,11274,DI,ALABAMA,9,1,0,103,0,0,0,0,1
Brandin Bryant,11280,DI,FAU,12,2,1,165,4,0,0,6,20
DeAndre Elliott,11281,CB,COLO STATE,10,1,0,144,0,2,2,0,31
Christian French,11283,ED,OREGON,8,5,0,264,0,0,0,2,20
Lars Koht,11284,DI,FIU,12,8,1,166,0,0,0,3,32
Steve Longa,11285,LB,RUTGERS,11,21,3,278,2,0,1,2,91
Tanner McEvoy,11288,WR,WISCONSIN,11,3,0,349,0,6,5,1,26
Montese Overton,11289,ED,E CAROLINA,12,6,0,156,2,0,5,9,45
Tyvis Powell,11291,S,OHIO STATE,12,9,0,260,1,2,3,0,46
Corey Tindal,11296,CB,MARSHALL,12,8,1,214,1,2,8,3,49
Gionni Paul,11298,LB,UTAH,12,25,2,328,6,4,2,3,68
Kevin Peterson,11302,CB,OKLA STATE,11,3,0,262,0,1,4,0,36
Rolan Milligan,11303,S,TOLEDO,10,6,2,316,0,2,1,0,34
Jamal Marshall,11316,LB,N TEXAS,6,2,0,251,0,0,1,0,9
Pete Robertson,11317,LB,TEXAS TECH,11,18,2,315,8,0,1,5,43
Tani Tupou,11318,DI,WASHINGTON,12,2,1,340,6,0,0,1,33
Micah Awe,11319,LB,TEXAS TECH,12,20,1,315,4,0,1,0,88
Travis Britz,11320,DI,KANSAS ST,12,5,0,199,4,0,0,5,23
Mehdi Abdesmad,11322,DI,BOSTON COL,12,8,0,121,6,0,0,8,31
Lamarcus Brutus,11323,S,FLORIDA ST,12,5,0,167,0,3,0,0,47
Terrell Lathan,11328,ED,TCU,10,2,1,305,7,0,0,4,29
Antwaun Woods,11332,DI,USC,11,7,0,326,4,0,0,4,14
Lloyd Carrington,11333,CB,ARIZONA ST,12,4,0,110,0,1,4,1,49
Reggie Northrup II,11334,LB,FLORIDA ST,12,17,0,167,5,0,1,0,62
Taveze Calhoun,11337,CB,MISS STATE,11,1,0,227,0,2,5,0,30
Roy Robertson-Harris,11341,ED,UTEP,12,8,0,330,9,0,3,6,30
Marwin Evans,11343,S,UTAH ST,12,13,2,329,1,1,2,2,46
Ryan Langford,11344,LB,NEW MEXICO,12,6,0,241,1,1,2,3,37
Darius Latham,11356,DI,INDIANA,10,5,0,190,13,0,0,5,17
Kyrie Wilson,11361,LB,FRESNO ST,11,28,2,169,2,0,1,0,53
Kyle Kragen,11362,ED,CAL,12,15,1,130,4,0,1,7,33
Greg Townsend Jr.,11364,ED,USC,12,6,0,326,3,0,0,3,27
Jabriel Washington,11365,S,ALABAMA,3,0,0,103,0,1,0,0,3
Frankie Williams,11368,CB,PURDUE,12,4,1,273,0,3,6,1,44
Wynton McManis,11373,LB,MEMPHIS,12,7,0,218,1,0,1,3,58
Louis Palmer,11374,ED,C MICHIGAN,12,6,0,134,5,0,0,1,20
Morgan Burns,11375,CB,KANSAS ST,11,4,0,199,0,1,9,0,36
Kenton Adeyemi,11376,DI,UCONN,11,7,1,146,7,0,0,3,17
Jared Barber,11379,LB,W VIRGINIA,11,10,0,343,5,0,0,3,42
Bennett Okotcha,11385,CB,UTSA,12,2,0,331,0,4,6,0,47
Michael Smith,11387,ED,SO MISS,12,6,0,296,7,0,0,4,9
Chris Edwards,11392,LB,IDAHO,12,10,1,185,2,1,3,1,52
Branden Jackson,11394,DI,TEXAS TECH,12,6,1,315,3,0,0,2,25
Michael Wakefield,11399,ED,FIU,12,8,4,166,6,0,1,9,20
Shannon Edwards,11402,S,FRESNO ST,9,7,0,169,0,1,0,1,44
Shiro Davis,11407,ED,TEXAS,11,6,2,311,2,0,0,2,22
Jimmy Pruitt,11412,CB,S JOSE ST,11,4,0,285,0,3,2,0,42
Zach Wood,11414,DI,SMU,10,6,0,287,2,0,1,4,26
James Ross,11416,LB,MICHIGAN,12,6,0,222,2,0,0,1,22
Jarrett Grace,11417,LB,NOTRE DAME,7,0,0,258,0,0,0,0,5
Javien Elliott,11418,CB,FLORIDA ST,8,1,2,167,0,1,1,1,31
Ra'Zahn Howard,11436,DI,PURDUE,11,4,0,273,0,0,1,1,16
Jason Whittingham,11438,LB,UTAH,12,6,0,328,0,0,1,2,16
Marvin Hall,11440,WR,WASHINGTON,1,0,0,340,0,0,0,0,0
Joel Hale,11449,DI,OHIO STATE,12,1,0,260,1,0,0,0,7
Jack Gangwish,11455,ED,NEBRASKA,9,2,0,238,8,0,0,2,14
Raphael Kirby,11460,LB,MIAMI FL,6,8,0,220,0,0,0,0,35
Bryce Cheek,11464,S,AKRON,12,12,1,102,0,1,3,0,44
Peni Vea,11465,S,UNLV,12,18,2,325,1,1,3,1,59
Lee Hightower,11466,S,HOUSTON,12,5,0,182,2,1,1,0,31
Jamal Golden,11470,S,GA TECH,12,3,0,176,0,1,4,0,60
Tylor Harris,11480,DI,WAKE,12,0,0,339,1,0,0,2,16
Zach Colvin,11482,DI,BOWL GREEN,12,6,0,122,7,0,0,4,24
Khaynin Mosley-Smith,11488,DI,PITTSBURGH,11,4,0,268,2,0,0,1,10
Jimmy Bean,11504,ED,OKLA STATE,8,4,1,262,5,0,0,6,15
Royce LaFrance,11519,ED,TULANE,12,6,1,319,3,0,0,7,32
Myles Garrett,11756,ED,TEXAS A&M,12,7,4,312,10,1,1,10,36
Solomon Thomas,11758,DI,STANFORD,12,7,0,300,5,0,0,2,21
Jamal Adams,11761,S,LSU,11,3,0,211,2,4,6,0,46
Marshon Lattimore,11766,CB,OHIO STATE,7,0,0,260,1,0,2,0,6
Haason Reddick,11768,ED,TEMPLE,12,6,1,306,18,0,1,7,29
Derek Barnett,11769,ED,TENNESSEE,12,11,0,307,10,0,0,9,38
Malik Hooker,11770,S,OHIO STATE,6,0,0,260,0,0,0,0,2
Marlon Humphrey,11771,CB,ALABAMA,12,6,2,103,1,2,6,0,27
Jonathan Allen,11772,DI,ALABAMA,12,5,1,103,4,0,0,10,10
Adoree' Jackson,11773,CB,USC,12,3,1,326,0,1,2,0,27
Jarrad Davis,11776,LB,FLORIDA,12,14,0,163,5,1,1,4,54
Charles Harris,11777,ED,MISSOURI,12,8,3,229,14,0,0,7,42
Gareon Conley,11779,CB,OHIO STATE,12,4,0,260,0,2,4,1,34
Jabrill Peppers,11780,CB,MICHIGAN,12,7,0,222,1,0,8,1,41
Takk McKinley,11781,DI,UCLA,12,9,0,324,10,0,0,3,35
Tre'Davious White,11782,CB,LSU,10,3,0,211,0,0,5,0,28
Taco Charlton,11783,ED,MICHIGAN,12,6,1,222,8,0,0,6,18
T.J. Watt,11785,DI,WISCONSIN,11,2,0,349,7,0,1,0,3
Reuben Foster,11786,LB,ALABAMA,12,10,0,103,5,0,6,1,46
Kevin King,11788,CB,WASHINGTON,11,5,0,340,0,3,3,0,33
