player,player_id,position,team_name,player_game_count,franchise_id
Johnathan Hawkins,34938,HB,BUFFALO,3,126
Jonathan Duhart,47666,WR,DOMINION,2,263
Nathan Monnin,60930,TE,KENT STATE,7,201
David Moorman,36751,G,WISCONSIN,6,349
Donovan Wilson,44919,HB,BOWL GREEN,12,122
Justin Walker,61750,WR,UAB,8,321
Matt Barnes,47377,TE,LA LAFAYET,6,207
Hunter Johnson,60362,QB,CLEMSON,6,140
Kayin White,39825,HB,LA MONROE,9,209
Keylon Stokes,65080,WR,TULSA,8,320
Branden Mack,39902,WR,TEMPLE,7,306
Garrett Smith,46568,QB,LA MONROE,4,209
Luke Doerger,41758,G,TOLEDO,5,316
Nate Terry,28336,WR,FAU,5,165
James Gilbert,45836,HB,BALL ST,3,117
