player,player_id,position,team_name,player_game_count,assists,forced_fumbles,franchise_id,hits,interceptions,pass_break_ups,sacks,tackles
Lincoln Tuioti-Mariner,73243,S,AIR FORCE,9,11,2,101,0,0,2,2,38
Marco Notarainni,73389,LB,BOISE ST,12,14,1,120,3,0,1,1,33
Gio De Leon,73658,LB,BUFFALO,2,1,0,126,0,0,0,0,0
Justin Houston,74101,CB,FRESNO ST,3,2,0,169,0,1,0,1,1
Taariq Al-Uqdah,74119,LB,WASH STATE,12,16,1,341,3,3,2,0,57
Justin Sinclair,74258,S,HAWAII,11,6,0,180,0,0,0,0,30
Zion Branch,74395,S,USC,10,5,0,326,0,0,3,1,15
Treven Ma'ae,74498,DI,BAYLOR,12,12,0,118,6,0,0,4,32
Nathan Griffin,74957,LB,W KENTUCKY,1,1,0,346,0,0,0,0,0
Jaymar Mundy,75041,CB,W KENTUCKY,4,1,0,346,0,0,0,0,4
Jaylen Johnson,75046,S,OHIO,3,0,0,259,0,0,0,0,1
Silas Walters,75263,S,MIAMI OH,12,19,0,221,0,0,6,0,54
Andre Proffitt,75264,DI,AKRON,3,1,0,102,0,0,0,0,1
Chuck Hicks,75816,LB,MISSOURI,12,7,0,229,0,0,1,2,24
Caleb Tubbs,76053,CB,MIAMI OH,2,0,0,221,0,0,0,0,2
Bam Booker,76122,ED,BOWL GREEN,3,0,0,122,0,0,0,0,0
Damaje Yancey,76532,CB,TROY,10,7,0,318,0,0,7,1,45
Capone Blue,76604,CB,WAKE,5,3,0,339,0,0,1,0,17
Torey Richardson,76711,CB,TEMPLE,10,2,0,306,0,1,5,0,21
Dennis Briggs Jr.,76792,DI,ILLINOIS,12,14,0,187,3,0,0,2,19
Antonio Colclough,76813,ED,BUFFALO,12,3,0,126,3,0,0,5,5
Darnell Jefferies,76999,DI,MINNESOTA,7,1,0,225,0,0,0,0,3
Justin Wright,77160,LB,OKLA STATE,6,2,0,262,1,0,0,0,12
Matt Harmon,77244,ED,KENT STATE,12,12,0,201,6,0,0,3,34
Daniel Bolden,77252,LB,TOLEDO,12,18,0,316,4,0,0,3,66
Keye Thompson,77266,LB,PITTSBURGH,10,12,0,268,2,0,1,0,20
Jace Ruder,77680,LB,N TEXAS,7,2,0,251,0,0,0,0,4
Tory Spears,78134,S,TEXAS ST,8,4,0,314,0,0,0,0,18
DaShon Bussell,78169,CB,W MICHIGAN,11,2,0,347,0,0,2,0,7
Solomon Vanhorse,78573,HB,INDIANA,1,0,0,190,0,0,0,0,0
Marque Collins,78999,CB,BYU,12,6,0,128,0,2,8,0,23
Cherif Seye,79240,ED,UCLA,9,0,0,324,1,0,0,1,2
Jayden McDonald,81249,LB,UCONN,12,30,0,146,2,1,2,5,83
Jared Small,81284,LB,ARIZONA,3,0,0,109,0,0,0,0,2
Jalen Rayam,81425,LB,UTEP,1,0,0,330,0,0,0,0,1
Moroni Anae,81437,ED,UTAH,1,0,0,328,0,0,0,0,0
Jermayne Lole,82212,DI,TEXAS,13,10,1,311,3,0,0,0,18
Matt Lawson,82266,DI,NEW MEX ST,12,14,0,242,1,0,0,0,17
Ezekiel Holmes,82281,DI,ILLINOIS,12,1,0,187,0,0,0,0,4
Maurice Strong Jr.,82408,DI,S ALABAMA,12,1,0,288,0,0,0,1,21
Jacob Mangum-Farrar,82557,ED,INDIANA,8,2,1,190,0,0,0,1,3
Raymond Scott,82560,LB,JAMES MAD,10,8,0,197,1,0,1,0,18
Solomon Tuliaupupu,82562,ED,USC,9,5,0,326,1,0,0,0,9
Ale Kaho,82646,LB,UCLA,8,8,0,324,1,0,0,2,20
Jaden Robinson,83074,CB,OREGON ST,8,7,0,265,1,0,2,0,31
Dustin Johnson,83197,S,OHIO,12,17,0,259,0,0,1,0,53
Jarvis Ware,83314,CB,UNLV,11,4,1,325,0,0,3,1,15
Chris Mills,83315,CB,TEXAS ST,12,2,1,314,0,1,3,0,28
Brendon Harris,83446,S,MIDDLE TN,2,5,0,224,0,0,1,0,15
Fa'Najae Gotay,83821,LB,AUBURN,3,2,0,115,0,0,0,0,2
Alex Williams,83824,ED,MIDDLE TN,6,1,0,224,2,0,0,1,6
Bryan Addison,83825,S,UCLA,12,10,0,324,0,2,4,0,41
Armani-Eli Adams,83838,S,W MICHIGAN,10,2,0,347,0,0,1,0,12
Jayden Dunlap,85725,CB,BYU,4,0,0,128,0,0,0,0,1
Gracen Halton,85774,DI,OKLAHOMA,12,4,2,261,1,0,0,4,18
Kitione Tau,86077,DI,NEVADA,11,1,0,239,1,0,0,0,6
Jacob Bandes,86082,DI,WASHINGTON,12,8,0,340,0,1,0,0,18
Jairus Satele,86168,DI,FRESNO ST,9,2,0,169,1,0,0,0,2
Kalib Perry,86267,LB,TENNESSEE,12,8,1,307,1,0,0,0,18
Rodney Robinson,86527,S,BOISE ST,11,5,0,120,3,0,3,3,30
Ozzie Nicholas,86729,LB,DUKE,12,22,3,154,6,1,0,0,69
Jackson Schulz,86773,S,KENTUCKY,2,0,0,202,0,1,0,0,0
Ceyair Wright,86877,CB,NEBRASKA,12,3,1,238,0,2,5,1,32
Logan Taylor,87618,LB,HAWAII,12,16,0,180,2,1,0,0,43
Trevor Adams,88001,LB,CINCINNATI,1,0,0,138,0,0,1,0,1
Dylan Brown,88453,DI,JVILLE ST,12,0,0,196,0,0,0,0,0
David Reese,90079,ED,CAL,11,0,2,130,2,0,0,5,11
Joseph Vaughn,90131,LB,UCLA,2,0,0,324,0,0,0,0,2
Dalton Norris,90192,DI,MIAMI OH,4,1,0,221,0,0,0,0,2
Ose Egbase,90529,ED,UNLV,10,1,0,325,0,0,0,0,4
Tyrice Ivy Jr.,90783,S,OREGON ST,11,13,0,265,0,0,1,0,24
Trey Laing,91245,ED,E MICHIGAN,12,4,0,160,1,0,0,3,13
Amir McDaniel,97087,CB,LA LAFAYET,11,12,1,207,5,0,2,0,35
Samario Rudolph,97127,WR,JVILLE ST,1,0,0,196,0,0,0,0,0
Antavious Lane,97141,S,N CAROLINA,12,16,2,245,0,0,2,0,71
Bralyn Lux,97143,CB,TEXAS TECH,9,3,0,315,0,1,4,0,36
Christian Dremel,97211,WR,RUTGERS,2,0,0,278,0,0,0,0,1
Taylor Morin,97213,WR,WAKE,1,0,0,339,0,0,0,0,0
Jacob Bernard,97218,WR,LA LAFAYET,2,0,0,207,0,0,0,0,0
Anthony Wilson,97220,S,W VIRGINIA,12,28,0,343,0,2,3,0,58
Brandon Crossley,97225,CB,SMU,13,5,0,287,0,1,4,0,29
Marcus Harris,97230,CB,CAL,12,2,0,130,0,2,5,0,48
Rod Heard II,97237,S,NOTRE DAME,13,6,1,258,1,0,4,0,23
Chike Anigbogu,97239,LB,RICE,10,1,0,275,2,0,0,1,7
Isaiah Essissima,97243,CB,COLO STATE,10,0,0,144,0,0,3,0,10
Will Goldberg,97257,S,DUKE,1,0,0,154,0,0,0,0,0
Dywan Griffin,97274,CB,DOMINION,8,1,1,263,0,0,2,0,3
Trevor Wilson,97287,WR,KANSAS,1,0,0,198,0,0,0,0,0
Jordan Clark,97324,CB,NOTRE DAME,13,6,0,258,0,1,4,0,28
Derrick Canteen,97329,S,CINCINNATI,12,14,1,138,0,1,6,0,37
Juan Powell,97330,CB,COAST CAR,12,11,2,141,0,0,2,0,45
Ken Robinson,97341,S,UTSA,6,5,0,331,0,0,2,0,22
AJ Williams,97343,S,COAST CAR,11,8,2,141,0,1,0,0,40
Jakeen Harris,97351,S,N CAROLINA,11,19,0,245,0,0,1,0,41
Coco Azema,97353,S,NWESTERN,12,13,0,256,0,1,2,0,26
Sidney Porter,97369,LB,KENNESAW,10,20,0,200,2,0,1,1,54
Reid Dedman,97372,LB,GA SOUTHRN,11,12,0,174,1,0,0,0,15
Woodi Washington,97379,CB,OKLAHOMA,11,3,0,261,1,1,0,0,22
Solomon Brown,97386,S,BUFFALO,12,16,1,126,0,1,5,0,48
Devin Voisin,97427,WR,S ALABAMA,1,0,0,288,0,0,0,0,0
Trevon Booker,97468,CB,CHARLOTTE,11,3,0,136,0,0,5,0,15
Keonte Glinton,97470,CB,NEW MEX ST,12,7,0,242,0,1,2,0,36
Roderick Roberson,97471,S,LA TECH,8,2,0,208,0,0,1,0,22
Kerry Martin Jr.,97473,S,NC STATE,6,2,0,248,0,0,1,0,5
Cameron Williams,97475,S,GA SOUTHRN,10,5,0,174,0,0,1,0,21
Dallas Gamble,97483,CB,S ALABAMA,9,2,0,288,0,0,1,0,6
Dean Clark,97495,S,FRESNO ST,11,16,1,169,3,1,3,1,46
Dane Motley,97497,LB,ARK STATE,12,2,0,113,0,0,0,0,12
Caleb Tate,97499,LB,BUFFALO,3,0,0,126,0,0,0,0,1
Jaden Voisin,97506,S,S ALABAMA,12,21,0,288,2,5,4,0,58
Marvae Myers,97517,CB,MIDDLE TN,12,2,0,224,0,1,4,0,38
Malik Dixon-Williams,97520,S,UCONN,10,17,0,146,0,3,1,0,39
Malachi Langley,97532,LB,FRESNO ST,12,15,2,169,1,0,0,3,56
Quincy Riley,97539,CB,LOUISVILLE,10,4,0,210,0,2,9,0,28
Chad Stephens,97541,ED,E CAROLINA,12,12,0,156,4,0,0,3,19
Jett Elad,97543,S,UNLV,12,10,0,325,4,1,4,2,59
Jackson Barrow,97545,LB,TOLEDO,12,12,0,316,1,0,1,3,50
Dorian Jones,97546,LB,VIRGINIA,7,2,0,335,0,0,1,0,15
Thomas Gore,97560,DI,GA TECH,12,4,0,176,0,0,0,1,12
Marcus Fuqua,97563,S,BUFFALO,12,9,0,126,0,1,2,0,34
Jeff Clark,97566,DI,ARIZONA ST,11,6,0,110,2,0,0,1,11
Javon Denis,97572,DI,MEMPHIS,12,10,0,218,2,0,0,1,16
Damari Roberson,97609,S,W MICHIGAN,12,15,1,347,0,0,3,0,35
Terry Jones,97675,CB,INDIANA,13,9,1,190,3,0,2,1,24
Trey Rucker,97684,S,OKLA STATE,11,20,0,262,1,2,0,1,71
Mehki Miller,97686,S,CINCINNATI,7,2,0,138,0,0,0,0,10
Nalu Emerson,97701,LB,HAWAII,12,7,0,180,2,1,1,1,27
M.J. Griffin,97703,S,LOUISVILLE,12,16,0,210,0,0,1,0,48
Matt Salopek,97704,LB,MIAMI OH,12,27,1,221,3,3,3,1,76
Dylan Downing,97715,LB,KANSAS,3,0,0,198,0,0,0,0,3
Jalen Davis,97720,LB,MIDDLE TN,12,13,0,224,1,0,1,2,34
Wesley Walker,97725,S,MICHIGAN,10,6,0,222,0,0,0,0,20
Dorian Hopkins,97730,LB,UTEP,12,20,0,330,1,2,1,1,61
Tavian Brown,97747,LB,GA STATE,2,2,0,175,0,0,0,0,4
Marley Cook,97750,DI,MIAMI FL,11,0,0,220,2,0,0,0,8
Zaylin Wood,97761,DI,VANDERBILT,3,3,0,333,0,0,0,1,3
Raymond Cutts,97777,ED,TROY,12,6,0,318,11,0,0,0,25
Torry Locklin,97792,WR,KANSAS,1,0,0,198,0,0,0,0,0
Jonah Panoke,97798,WR,HAWAII,1,0,0,180,0,0,0,0,0
Jamal Morris,97881,LB,HOUSTON,12,21,0,182,0,0,0,1,54
Prince Wallace-Bemah,97882,LB,CHARLOTTE,9,11,0,136,1,0,0,0,30
Gavin Potter,97883,LB,TULSA,12,12,1,320,6,0,0,1,59
Jalen Jackson,97887,CB,MIDDLE TN,5,1,0,224,0,0,0,0,12
Dominic Tatum,97888,S,NEW MEXICO,3,1,0,241,0,0,0,0,1
Jack Kiser,97889,LB,NOTRE DAME,13,21,1,258,2,0,1,1,58
David Spaulding,97890,CB,S CAROLINA,5,3,0,289,0,0,0,0,1
J'Coryan Anderson,97891,LB,MARSHALL,9,8,0,214,0,1,0,0,13
Lama Lavea,97892,DI,AKRON,7,6,0,102,0,0,0,1,5
Darius McClendon,97910,S,BOWL GREEN,12,8,0,122,2,0,1,1,16
Shammond Cooper,97918,LB,AKRON,2,0,0,102,0,0,1,0,6
Justin Cody,97930,DI,WAKE,12,3,0,339,1,0,0,2,5
Devo Bridges,97935,ED,FRESNO ST,11,13,0,169,4,0,0,2,28
Christian Clayton,97959,DI,UTSA,12,5,1,331,1,0,0,1,15
Richard Kinley,97960,ED,LOUISVILLE,9,2,0,210,0,0,0,0,5
Kevin Pointer,97962,DI,WAKE,11,9,0,339,4,1,0,5,19
Josh Pearcy,97966,ED,RICE,12,16,1,275,6,0,0,4,25
Eric Hicks Jr.,97967,DI,TULANE,12,6,0,319,1,0,0,0,5
Izeya Floyd,97969,DI,RICE,12,9,0,275,0,0,0,2,18
Bubba Thomas,97972,DI,S ALABAMA,12,17,0,288,1,0,0,0,15
Demond Taylor Jr.,97974,DI,N ILLINOIS,12,3,1,254,1,0,0,1,15
Jalar Holley,97977,DI,CHARLOTTE,7,1,0,136,0,0,0,0,4
Tyler Brown,98070,G,COLORADO,1,0,0,143,0,0,0,0,0
Ricky Samuel,98115,DI,JVILLE ST,12,7,0,196,0,0,0,0,10
Jahfari Harvey,98118,ED,SMU,13,9,2,287,6,0,0,8,12
Jalil Clemons,98119,ED,SO MISS,12,12,0,296,6,0,0,3,18
Myles Farmer,98122,S,APP STATE,3,5,0,108,0,0,0,0,4
Dan Foster Jr.,98123,LB,LOUISVILLE,9,9,0,210,0,0,1,1,6
JT Killen,98125,LB,E MICHIGAN,6,8,2,160,2,0,0,0,20
Zach Edwards,98131,ED,W KENTUCKY,11,1,0,346,2,0,1,1,10
Ramon Puryear Jr.,98138,ED,LOUISVILLE,12,11,0,210,4,0,0,3,17
Jaylen Hudson,98141,ED,UMASS,10,6,0,216,1,0,0,0,17
Boone Bonnema,98143,LB,W MICHIGAN,11,5,0,347,1,0,0,1,20
Keivie Rose,98144,DI,ARKANSAS,12,4,0,111,0,0,0,0,12
Brian Ugwu,98145,ED,MIAMI OH,12,15,0,221,15,0,0,6,23
Mike Kelly,98148,ED,CHARLOTTE,12,9,0,136,0,1,0,0,18
Ricky Barber,98154,DI,UCF,12,10,0,323,7,0,0,3,21
C.J. Bazile,98157,ED,BUFFALO,11,2,0,126,2,0,0,0,7
Shae Suiaunoa,98159,LB,WYOMING,12,14,0,351,2,0,1,1,77
Myron Morrison,98161,LB,RICE,10,13,1,275,1,0,0,3,24
Elijah Alston,98162,ED,MIAMI FL,7,2,0,220,0,1,1,3,12
Jaylen Pate,98178,ED,NWESTERN,12,8,0,256,2,0,0,0,16
Kevin Penn,98180,DI,UAB,12,7,0,321,0,0,0,0,9
Kyron Mims,98182,DI,LA LAFAYET,12,6,0,207,0,0,0,0,12
Seth Mason,98185,DI,SM HOUSTON,12,3,0,281,2,0,1,1,5
Dal'mont Gourdine,98189,DI,UCONN,11,7,0,146,1,0,0,2,20
Kobe Hilton,98191,DI,MIAMI OH,12,4,1,221,0,0,0,0,9
Quindarius Dunnigan,98193,ED,MICH STATE,11,7,1,223,0,0,0,1,14
Matt Smith,98287,TE,UMASS,1,0,0,216,0,0,0,0,0
Steven Parker,98308,ED,TEXAS ST,8,7,1,314,7,0,1,4,16
Sylvain Yondjouen,98313,ED,GA TECH,12,4,0,176,2,0,0,3,14
Joshua Harris,98317,DI,N CAROLINA,12,4,1,245,0,0,0,1,13
Tavion Woodard,98322,ED,BOISE ST,10,1,0,120,0,0,0,0,5
Mykol Clark,98326,ED,LA TECH,12,12,0,208,0,0,0,1,13
Jared Harrison-Hunte,98331,DI,SMU,13,11,0,287,2,1,0,6,21
Darius Alexander,98333,DI,TOLEDO,11,6,0,316,7,0,0,3,24
DeVonne Harris,98341,ED,WYOMING,8,6,0,351,1,0,0,3,14
R.J. Oben,98342,ED,NOTRE DAME,13,4,0,258,0,0,0,0,12
Da'Jon Terry,98345,DI,OKLAHOMA,12,5,0,261,0,0,0,0,14
Devin Baldwin,98346,ED,MEMPHIS,10,3,0,218,3,0,1,2,3
Jordan Bertagnole,98348,DI,WYOMING,11,10,1,351,3,0,0,1,10
DeShawn Holt,98439,ED,TOLEDO,12,7,0,316,4,0,1,2,27
Jason Vaughn,98440,ED,USF,9,4,0,327,1,0,0,1,14
Shitta Sillah,98442,ED,PURDUE,12,8,0,273,2,0,0,1,18
Seth Coleman,98443,ED,ILLINOIS,11,12,0,187,7,0,0,1,36
Christian Rorie,98506,DI,DUKE,7,0,1,154,0,0,0,0,2
Christian James,98572,DI,VANDERBILT,10,4,0,333,1,0,0,0,14
Nate Clifton,98574,DI,USC,12,8,0,326,0,0,0,1,18
Fentrell Cypress II,98591,CB,FLORIDA ST,9,2,0,167,0,0,3,0,24
Nick Jackson,98640,LB,IOWA,12,21,0,192,5,1,2,2,54
Jaydon Hill,98645,CB,TEXAS A&M,11,7,1,312,1,0,2,1,12
Jesiah Pierre,98782,LB,UCF,12,10,0,323,1,0,1,0,16
Khris Bogle,98783,ED,MICH STATE,12,6,0,223,4,0,0,3,21
Lloyd Summerall,98784,ED,JAMES MAD,12,5,0,197,1,1,0,0,8
John Burton,98801,LB,UMASS,3,1,0,216,0,0,0,0,1
Nay'Quan Wright,98803,HB,USF,1,0,0,327,0,0,0,0,0
Justin Pelic,98809,LB,FLORIDA,1,0,0,163,0,0,0,0,0
Ja'Markis Weston,98826,ED,FLORIDA,2,0,1,163,0,0,0,1,1
Dylan Lawrence,98829,S,SO MISS,10,9,0,296,2,2,0,0,24
Ray'Darious Jones,98835,CB,MISS STATE,1,0,0,227,0,0,0,0,2
Shilo Sanders,98838,S,COLORADO,9,6,1,143,1,0,0,1,45
Warren Burrell,98842,CB,GA TECH,10,1,0,176,0,1,4,0,21
Kenney Solomon,98848,CB,JVILLE ST,5,0,0,196,0,0,1,0,2
Brandon Turnage,98859,CB,OLE MISS,9,3,0,226,0,1,1,0,15
DJ Douglas,98860,S,FLORIDA,9,3,0,163,0,0,0,0,15
Jalen Catalon,98867,S,UNLV,12,19,1,325,0,5,2,2,63
Malik Chavis,98870,S,UNLV,10,6,0,325,0,0,1,0,16
Hudson Clark,98871,CB,ARKANSAS,9,5,1,111,0,1,2,0,23
Dan Jackson,98883,S,GEORGIA,12,6,1,173,0,2,2,0,48
Chris Shearin,98891,S,JAMES MAD,12,10,0,197,0,1,0,0,37
Ishmael Az-Zahir,98893,CB,NEW MEXICO,1,0,0,241,0,0,0,0,1
Jalen Geiger,98901,S,TULANE,12,5,0,319,0,1,0,0,18
Maurice Hampton Jr.,98903,S,VANDERBILT,8,6,0,333,0,0,1,0,7
LeDarrius Cox,98905,DI,UAB,12,6,0,321,1,0,0,0,21
De'Monte Russell,98907,ED,MISS STATE,10,7,0,227,1,0,0,0,20
Joe Anderson,98913,DI,PURDUE,11,11,0,273,0,0,0,0,14
Elijah Simmons,98915,DI,TENNESSEE,13,3,0,307,0,0,0,0,9
Derick Hunter Jr.,98918,DI,MEMPHIS,7,1,0,218,0,0,0,0,0
Adarious Jones,98921,ED,MEMPHIS,11,0,0,218,0,0,0,0,1
Collin Clay,98929,DI,OKLA STATE,11,6,0,262,0,0,0,0,14
Eric Gregory,98930,DI,ARKANSAS,12,11,0,111,3,0,0,4,26
Taurean Carter II,98934,DI,COLORADO,2,0,0,143,0,0,0,0,1
Stone Handy,98938,ED,CHARLOTTE,11,2,0,136,5,1,0,1,12
Bill Norton,98941,DI,TEXAS,13,3,0,311,0,0,0,1,8
Tymon Mitchell,98943,DI,TCU,12,4,0,305,0,1,0,0,2
Cavon Butler,98951,DI,TOLEDO,12,9,1,316,1,0,0,2,20
Joe Evans,98953,DI,UTSA,5,2,0,331,0,0,0,1,1
Jahmar Brown,98981,LB,LIBERTY,10,7,0,206,2,0,1,0,18
Tarian Lee Jr.,98988,LB,SMU,2,0,0,287,0,0,0,0,1
Kevin Harris,98999,ED,GA TECH,12,2,0,176,0,0,0,1,8
Zach Zimos,99001,LB,LA TECH,12,17,0,208,5,0,0,2,40
OC Brothers,99008,LB,UAB,11,11,0,321,0,0,1,0,33
Jamie Pettway,99020,LB,USF,12,14,0,327,1,0,3,1,37
Patrick Lucas Jr.,99039,DI,MEMPHIS,12,7,1,218,0,0,0,1,8
Brandon Mack II,99105,ED,HOUSTON,12,9,2,182,2,0,0,5,24
K.D. McDaniel,99109,ED,GA STATE,12,8,2,175,4,0,0,2,26
J.J. Weaver,99111,ED,KENTUCKY,10,8,1,202,2,0,0,4,20
Desmond Little,99113,ED,UAB,12,3,1,321,5,0,0,8,31
Sevaughn Clark,99159,HB,TOLEDO,1,0,0,316,0,0,0,0,0
J.P. Purvis,99175,LB,MISS STATE,12,8,1,227,0,0,0,0,21
Marcel Brooks,99177,ED,TCU,7,0,0,305,1,0,0,3,2
Naim Muhammad,99253,CB,KENT STATE,8,5,0,201,1,0,5,1,22
Kee'yon Stewart,99257,CB,ARKANSAS,8,4,0,111,0,0,0,0,18
Demarco Jones,99259,CB,TULSA,4,0,0,320,0,0,0,0,5
Kenyatta Watson II,99265,S,GA STATE,12,10,0,175,0,3,2,0,35
Will Jones II,99276,S,DOMINION,11,4,1,263,0,3,3,1,37
Logan Wilson,99280,S,CINCINNATI,12,4,0,138,0,1,5,0,13
Trace Ford,99307,ED,OKLAHOMA,12,5,2,261,3,0,0,3,11
Kody Walterscheid,99308,ED,OKLA STATE,12,4,0,262,0,0,0,2,16
Corey Suttle,99312,ED,MIAMI OH,11,5,1,221,4,0,0,5,16
Garmon Randolph,99314,ED,BAYLOR,10,5,0,118,2,1,0,3,19
Kori Roberson Jr.,99328,DI,SMU,13,5,0,287,2,1,0,1,14
Earl Barquet,99337,DI,LA MONROE,12,8,1,209,0,0,0,1,28
Xavier Ross,99340,DI,OKLA STATE,12,2,0,262,0,0,0,3,6
David Gbenda,99370,LB,TEXAS,13,17,0,311,0,0,0,1,36
Jared Bartlett,99374,LB,CINCINNATI,12,17,0,138,9,0,0,8,44
Zach Marcheselli,99378,LB,TULSA,12,11,0,320,0,0,0,1,35
Austin Moore,99388,LB,KANSAS ST,12,27,1,199,8,0,0,2,39
Matt Jones,99396,LB,BAYLOR,12,30,0,118,3,0,1,4,69
Noah Guzman,99499,S,HOUSTON,10,3,0,182,0,0,0,0,6
Deshawn McCuin,99502,CB,S DIEGO ST,11,1,0,284,2,0,4,1,23
Griffin Speaks,99511,S,AUBURN,2,1,0,115,0,0,0,0,1
Brendan Mott,99521,ED,KANSAS ST,12,12,0,199,10,1,0,11,26
Keenan Garber,99550,CB,KANSAS ST,12,5,0,199,0,1,3,0,29
Darien Porter,99553,CB,IOWA STATE,11,5,0,193,0,3,2,0,12
Courtney Jackson,99703,WR,ARK STATE,1,0,0,113,0,0,0,0,0
Chico Bennett Jr.,99725,ED,VIRGINIA,12,9,1,335,2,1,0,1,31
Nate Temple,99726,ED,PITTSBURGH,2,0,0,268,0,0,0,0,0
Ray Thornton III,99727,S,UAB,9,4,0,321,0,0,0,0,19
Demetrius Knight Jr.,99728,LB,S CAROLINA,12,22,2,289,5,1,1,2,62
Travis Jay,99730,S,COLORADO,2,0,0,143,0,0,0,0,6
Joseph Charleston,99732,S,MISSOURI,12,5,0,229,0,0,4,0,25
Cecil Powell,99735,S,TROY,12,8,0,318,0,0,1,0,15
Jordan Huff,99745,S,E CAROLINA,11,9,0,156,0,0,0,0,9
Eugene Asante,99748,LB,AUBURN,12,14,0,115,6,0,0,3,35
Adrian Cole,99749,CB,ARK STATE,3,1,0,113,0,0,0,0,4
Aman Greenwood,99753,CB,AKRON,12,4,1,102,0,0,4,1,17
Antonio Clary,99757,S,VIRGINIA,6,10,0,335,0,1,3,1,33
Quashon Fuller,99758,ED,MARYLAND,11,10,1,215,2,0,0,2,17
Brandon George,99759,LB,PITTSBURGH,12,21,2,268,6,1,0,2,46
Kenan Johnson,99761,CB,UTAH,1,1,0,328,0,0,0,0,2
Etinosa Reuben,99766,ED,UMASS,9,4,0,216,2,0,0,0,10
LaVonta Bentley,99789,LB,COLORADO,12,17,1,143,0,0,1,2,36
Brendan Gant,99793,LB,COLORADO,5,2,0,143,0,0,1,0,2
Kevon Darton,99808,DI,ARIZONA,10,1,0,109,0,0,0,0,12
Rico Watson III,99809,ED,USF,12,7,1,327,4,0,0,3,21
C.J. Clark,99816,DI,MIAMI FL,12,8,0,220,0,0,0,1,13
Drew Tuazama,99824,ED,UCLA,2,0,0,324,1,0,0,0,2
Terrell Dawkins,99825,ED,N TEXAS,12,11,0,251,6,0,0,2,23
DeAndre Jules,99830,DI,S CAROLINA,8,3,0,289,0,0,0,0,13
Josh Fuga,99832,DI,VA TECH,12,6,0,337,0,0,0,2,8
