player,player_id,position,team_name,player_game_count,franchise_id
Caleb Rogers,123157,T,TEXAS TECH,12,315
Dennis Wilburn,157314,C,TEXAS TECH,12,315
Vincent Murphy,99046,G,W KENTUCKY,13,346
Rusty Staats,81941,C,W KENTUCKY,13,346
Gunner Britton,81937,T,W KENTUCKY,13,346
Caleb Etienne,144643,T,OKLA STATE,12,262
Quantavious Leslie,123456,G,W KENTUCKY,13,346
Khalil Crowder,78240,G,GA SOUTHRN,12,174
Logan Langemeier,108708,C,GA SOUTHRN,12,174
Jack Hasz,145666,C,BUFFALO,12,126
Nick Broeker,99084,G,OLE MISS,12,226
Austin Hopp,65055,T,HAWAII,13,180
Ethan Crowe,130330,C,BALL ST,12,117
Ilm Manning,75852,T,HAWAII,13,180
Gabe Wallace,77535,G,BUFFALO,12,126
Micah Vanterpool,52075,G,HAWAII,13,180
Isaiah Wright,129909,T,BUFFALO,12,126
Desmond Bessent,60051,T,BUFFALO,12,126
Mike Katic,101575,G,INDIANA,12,190
Luke Haggard,129442,T,INDIANA,12,190
Logan Osburn,53851,C,MARSHALL,12,214
Ed Montilus,77353,G,N CAROLINA,12,245
Asim Richards,99674,T,N CAROLINA,12,245
Charlie Schmidt,81772,C,NWESTERN,12,256
Caleb Kelly,59709,T,GA SOUTHRN,12,174
Beaux Limmer,99067,G,ARKANSAS,12,111
Brady Latham,99068,G,ARKANSAS,12,111
Ricky Stromberg,99066,C,ARKANSAS,12,111
Corey Gaynor,59844,C,N CAROLINA,12,245
Isaiah Adams,158192,G,ILLINOIS,12,187
Samuel Jackson,55403,G,UCF,12,323
Alex Pihlstrom,60911,C,ILLINOIS,12,187
Alex Palczewski,59738,T,ILLINOIS,12,187
Chandler Dolphin,60187,C,UTAH ST,12,329
Pat Bartlett,55191,G,GA STATE,12,175
Jayden Williams,146815,T,OLE MISS,12,226
Lokahi Pauole,98548,G,UCF,12,323
Trevor Downing,77472,C,IOWA STATE,12,193
DeVonte Gordon,98391,T,WAKE,12,339
Matt Lee,98544,C,UCF,12,323
Weston Wright,77494,G,TEXAS TECH,11,315
Tylan Grable,109425,T,UCF,12,323
Jacob Likes,101023,C,MEMPHIS,12,218
Matt Dale,98648,T,MEMPHIS,12,218
Luke Jones,81780,T,ARKANSAS,12,111
Ethan Driskell,98530,T,MARSHALL,12,214
Malik Sumter,55194,C,GA STATE,12,175
Zach Frazier,123419,C,W VIRGINIA,12,343
Connor Galvin,77450,T,BAYLOR,12,118
Ryan Swoboda,77576,T,UCF,12,323
Jarrod Hufford,99440,G,IOWA STATE,12,193
Jacob Gall,55024,C,BAYLOR,12,118
Damon Kaylor,101573,G,BALL ST,12,117
Marcus Bryant,121917,T,SMU,11,287
Peter Skoronski,129737,T,NWESTERN,12,256
Jack Bailey,98061,G,KENT STATE,12,201
Elijah Ratliff,76949,G,KENT STATE,12,201
Cole Smith,99094,G,MISS STATE,12,227
David Murray,81885,G,OKLAHOMA,12,261
Vinny Sciury,130632,G,TOLEDO,12,316
Reggie Smith,81828,G,S ALABAMA,12,288
Sean Maginn,55446,G,WAKE,12,339
Ahofitu Maka,100803,C,UTSA,12,331
Roger Rosengarten,131912,T,WASHINGTON,12,340
Davis Heinzen,145705,T,C MICHIGAN,12,134
Jon Gaines II,81879,G,UCLA,12,324
Marcellus Marshall,130496,T,KENT STATE,12,201
