player,player_id,position,team_name,player_game_count,franchise_id
Cole Brown,81768,T,N TEXAS,12,251
Jacob Brammer,59944,T,N TEXAS,12,251
Manase Mose,59950,C,N TEXAS,12,251
Daizion Carroll,81769,G,N TEXAS,12,251
Brett Neilon,55555,C,USC,12,326
Quazzel White,60107,G,UTAH ST,12,329
Cam Reddy,77340,C,COLO STATE,12,144
Jake Fuzak,44882,T,BUFFALO,12,126
Bill Kuduk,59777,T,KENT STATE,12,201
Mark Brooks,41609,T,W MICHIGAN,12,347
Jeremy James,98423,T,OLE MISS,12,226
LaQuinston Sharp,99095,C,MISS STATE,12,227
Nick Broeker,99084,T,OLE MISS,12,226
Wesley French,29608,T,W MICHIGAN,12,347
Carter Warren,60023,T,PITTSBURGH,12,268
Charles Cross,98401,T,MISS STATE,12,227
Kohl Levao,75850,C,HAWAII,13,180
Mike Caliendo,41446,C,W MICHIGAN,12,347
Paiton Fears,98700,T,ARIZONA,12,109
Josh McCauley,40870,C,ARIZONA,12,109
Ilm Manning,75852,T,HAWAII,13,180
Kameron Jones,81739,G,MISS STATE,12,227
Gene Pryor,75851,T,HAWAII,13,180
Olusegun Oluwatimi,98581,C,VIRGINIA,12,335
Loic Ngassam Nya,55442,G,WAKE,12,339
Sean Maginn,55446,G,WAKE,12,339
DeVonte Gordon,98391,T,WAKE,12,339
Andre Harris Jr.,58501,T,ARK STATE,12,113
Justin Chase,40005,T,E CAROLINA,12,156
Andrew Vorhees,60818,G,USC,12,326
Justin Osborne,99071,G,SMU,12,287
Cole Spencer,60236,T,W KENTUCKY,12,346
Rusty Staats,81941,C,W KENTUCKY,12,346
Quantavious Leslie,123456,G,W KENTUCKY,12,346
Boe Wilson,41394,G,W KENTUCKY,12,346
Ben Dooley,101247,G,BOISE ST,12,120
Zach Tom,55443,T,WAKE,12,339
Gabe Blair,145323,G,N TEXAS,12,251
Mason Brooks,81938,T,W KENTUCKY,12,346
Zion Nelson,98239,T,MIAMI FL,12,220
Demytrick Ali'ifua,41289,G,UTAH ST,12,329
Bernhard Raimann,77948,T,C MICHIGAN,12,134
Adam Korutz,44467,G,COLO STATE,12,144
Jamezz Kimbrough,55052,C,C MICHIGAN,12,134
Jack Wohlabaugh,41710,C,DUKE,12,154
Dylan Couch,41390,G,TULSA,12,320
Matt Dale,98648,T,MEMPHIS,12,218
Barry Wesley,52018,T,COLO STATE,12,144
Gus Hartwig,129814,C,PURDUE,12,273
Alfred Edwards III,60190,T,UTAH ST,11,329
Dylan Parham,60953,G,MEMPHIS,12,218
Jack Klenk,45097,G,BUFFALO,12,126
Navaughn Donaldson,59848,G,MIAMI FL,12,220
Tyler Witt,40256,G,PURDUE,12,273
Nick Saldiveri,81785,T,DOMINION,12,263
Leroy Thomas,81786,G,DOMINION,12,263
John Ojukwu,58530,T,BOISE ST,12,120
Avery Jones,77352,C,E CAROLINA,12,156
Gabe Wallace,77535,G,BUFFALO,12,126
Scott Lashley,40723,T,MISS STATE,12,227
Nolan Potter,77521,T,N ILLINOIS,12,254
Orlando Umana,60185,C,OLE MISS,11,226
Spencer Anderson,81719,T,MARYLAND,12,215
Brayden Patton,40463,C,N ILLINOIS,12,254
Chris Glaser,62780,G,VIRGINIA,12,335
Liam Jimmons,44413,G,USC,12,326
Juice Scruggs,81800,G,PENN STATE,12,266
Isaac Weaver,41945,C,DOMINION,12,263
Logan Zschernitz,100262,G,N ILLINOIS,12,254
Javon Foster,81748,T,MISSOURI,12,229
Michael Maietti,40939,C,MISSOURI,12,229
Sean Rhyan,72009,T,UCLA,12,324
Spencer Holstege,101600,G,PURDUE,12,273
Kyle Hergel,87427,G,TEXAS ST,12,314
Cole Birmingham,99427,T,OKLA STATE,12,262
Mason Lunsford,98422,G,MARYLAND,12,215
Abraham Delfin,59808,C,LA TECH,12,208
Dre Doiron,130405,T,BUFFALO,12,126
Bence Polgar,98083,C,BUFFALO,12,126
Brad Cecil,86862,C,USF,12,327
Shea Baker,52215,C,RICE,12,275
Demetris Harris,52295,G,USF,12,327
Tyler Orsini,101264,C,NEVADA,12,239
Liam Shanahan,108697,C,LSU,12,211
Johari Branch,63466,G,MARYLAND,12,215
Anderson Hardy,81549,T,APP STATE,12,108
Aaron Frost,82350,T,NEVADA,12,239
Ivory Scott,98699,G,ARK STATE,12,113
Marques Cox,77518,T,N ILLINOIS,12,254
Tyler Steen,81921,T,VANDERBILT,12,333
Desmond Noel,41776,G,FAU,12,165
James Gmiter,76932,G,W VIRGINIA,12,343
Evan Neal,99063,T,ALABAMA,12,103
Nick Weber,59684,C,FAU,12,165
Charlie Schmidt,81772,G,NWESTERN,12,256
Ashton Gist,122182,G,CHARLOTTE,12,136
Keydrell Lewis,154704,T,LA MONROE,12,209
Matthew Bedford,101579,G,INDIANA,12,190
Zach Frazier,123419,C,W VIRGINIA,12,343
Hayden Howerton,60052,G,SMU,12,287
Travis Glover,81658,T,GA STATE,12,175
Pat Bartlett,55191,G,GA STATE,12,175
Marcus McKethan,60811,G,N CAROLINA,12,245
Will Ulmer,41256,T,MARSHALL,12,214
Alex Mollette,40437,C,MARSHALL,12,214
Ethan Miner,98068,G,ARK STATE,11,113
Malik Sumter,55194,C,GA STATE,12,175
Nathan Eldridge,45657,C,OREGON ST,12,265
Joshua Gray,98252,T,OREGON ST,12,265
Emil Ekiyor Jr.,81540,G,ALABAMA,12,103
Peter Skoronski,129737,T,NWESTERN,12,256
Jarrett Patterson,81775,C,NOTRE DAME,12,258
Marcellus Johnson,77529,T,E MICHIGAN,12,160
Logan Langemeier,108708,C,GA SOUTHRN,12,174
Cooper Hodges,81548,T,APP STATE,12,108
Brian Dooley,77531,T,E MICHIGAN,12,160
Baer Hunter,44512,C,APP STATE,12,108
Johnathan Bass,83920,T,GA STATE,12,175
Grant Gibson,57005,C,NC STATE,12,248
Josh Lugg,59982,T,NOTRE DAME,12,258
Nick Brahms,58514,C,AUBURN,12,115
Braeden Daniels,81891,T,UTAH,12,328
Patrick Paul,101019,T,HOUSTON,12,182
Brodarious Hamm,58518,T,AUBURN,12,115
