Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Spencer Brown,spencer-brown-3,/cfb/players/spencer-brown-3.html,UAB,CUSA,8,186,889,4.8,10,111.1,5,35,7.0,0,4.4,191,924,4.8,10,,2020
Brenden Knox,brenden-knox-1,/cfb/players/brenden-knox-1.html,Marshall,CUSA,10,185,887,4.8,9,88.7,7,86,12.3,1,8.6,192,973,5.1,10,,2020
C.J. Marable,torrance-marable-1,/cfb/players/torrance-marable-1.html,Coastal Carolina,Sun Belt,12,169,887,5.2,12,73.9,31,228,7.4,7,19.0,200,1115,5.6,19,,2020
Elijah Mitchell,elijah-mitchell-2,/cfb/players/elijah-mitchell-2.html,Louisiana,Sun Belt,10,141,878,6.2,8,87.8,16,153,9.6,0,15.3,157,1031,6.6,8,,2020
Trey Sermon,trey-sermon-1,/cfb/players/trey-sermon-1.html,Ohio State,Big Ten,8,116,870,7.5,4,108.8,12,95,7.9,0,11.9,128,965,7.5,4,,2020
Jermar Jefferson,jermar-jefferson-1,/cfb/players/jermar-jefferson-1.html,Oregon State,Pac-12,6,133,858,6.5,7,143.0,9,67,7.4,0,11.2,142,925,6.5,7,,2020
Tank Bigsby,tank-bigsby-1,/cfb/players/tank-bigsby-1.html,Auburn,SEC,10,138,834,6.0,5,83.4,11,84,7.6,0,8.4,149,918,6.2,5,,2020
Javian Hawkins,javian-hawkins-1,/cfb/players/javian-hawkins-1.html,Louisville,ACC,8,133,822,6.2,7,102.8,16,127,7.9,1,15.9,149,949,6.4,8,,2020
Mataeo Durant,mataeo-durant-1,/cfb/players/mataeo-durant-1.html,Duke,ACC,11,120,817,6.8,8,74.3,12,107,8.9,1,9.7,132,924,7.0,9,,2020
Joshua Mack,joshua-mack-1,/cfb/players/joshua-mack-1.html,Liberty,Ind,10,139,797,5.7,4,79.7,6,18,3.0,0,1.8,145,815,5.6,4,,2020
Zonovan Knight,zonovan-knight-1,/cfb/players/zonovan-knight-1.html,North Carolina State,ACC,12,143,788,5.5,10,65.7,20,136,6.8,0,11.3,163,924,5.7,10,,2020
Christopher Rodriguez Jr.,christopher-rodriguez-jr-1,/cfb/players/christopher-rodriguez-jr-1.html,Kentucky,SEC,9,119,785,6.6,11,87.2,1,12,12.0,0,1.3,120,797,6.6,11,,2020
Zamir White,zamir-white-1,/cfb/players/zamir-white-1.html,Georgia,SEC,10,144,779,5.4,11,77.9,6,37,6.2,0,3.7,150,816,5.4,11,,2020
Stephon Huderson,stephon-huderson-1,/cfb/players/stephon-huderson-1.html,Tulane,American,12,128,773,6.0,4,64.4,7,87,12.4,0,7.3,135,860,6.4,4,,2020
Eric Gray,eric-gray-2,/cfb/players/eric-gray-2.html,Tennessee,SEC,9,157,772,4.9,4,85.8,30,254,8.5,2,28.2,187,1026,5.5,6,,2020
Destin Coates,destin-coates-1,/cfb/players/destin-coates-1.html,Georgia State,Sun Belt,9,166,769,4.6,7,85.4,12,65,5.4,0,7.2,178,834,4.7,7,,2020
Tyler Goodson,tyler-goodson-1,/cfb/players/tyler-goodson-1.html,Iowa,Big Ten,8,143,762,5.3,7,95.3,15,152,10.1,0,19.0,158,914,5.8,7,,2020
Greg McCrae,greg-mccrae-1,/cfb/players/greg-mccrae-1.html,UCF,American,10,149,758,5.1,10,75.8,14,98,7.0,0,9.8,163,856,5.3,10,,2020
Trey Ragas,trey-ragas-1,/cfb/players/trey-ragas-1.html,Louisiana,Sun Belt,11,131,758,5.8,10,68.9,9,106,11.8,2,9.6,140,864,6.2,12,,2020
Jerrion Ealy,jerrion-ealy-1,/cfb/players/jerrion-ealy-1.html,Ole Miss,SEC,9,147,745,5.1,9,82.8,15,155,10.3,1,17.2,162,900,5.6,10,,2020
Cameron Carroll,cameron-carroll-1,/cfb/players/cameron-carroll-1.html,Tulane,American,12,122,741,6.1,12,61.8,4,49,12.3,1,4.1,126,790,6.3,13,,2020
Kevin Marks,kevin-marks-1,/cfb/players/kevin-marks-1.html,Buffalo,MAC,7,112,741,6.6,7,105.9,4,3,0.8,0,0.4,116,744,6.4,7,,2020
Christian Beal,christian-beal-1,/cfb/players/christian-beal-1.html,Wake Forest,ACC,9,142,732,5.2,5,81.3,5,42,8.4,0,4.7,147,774,5.3,5,,2020
Christian Beal-Smith,christian-beal-smith-1,/cfb/players/christian-beal-smith-1.html,Wake Forest,ACC,9,142,732,5.2,5,81.3,5,42,8.4,0,4.7,147,774,5.3,5,,2020
Shai Werts,shai-werts-1,/cfb/players/shai-werts-1.html,Georgia Southern,Sun Belt,11,146,720,4.9,11,65.5,0,0,,0,0.0,146,720,4.9,11,,2020
Trelon Smith,trelon-smith-1,/cfb/players/trelon-smith-1.html,Arkansas,SEC,10,134,710,5.3,5,71.0,22,159,7.2,1,15.9,156,869,5.6,6,,2020
Frank Gore Jr.,frank-gore-jr-1,/cfb/players/frank-gore-jr-1.html,Southern Mississippi,CUSA,10,121,708,5.9,2,70.8,9,97,10.8,1,9.7,130,805,6.2,3,,2020
Bijan Robinson,bijan-robinson-1,/cfb/players/bijan-robinson-1.html,Texas,Big 12,9,86,703,8.2,4,78.1,15,196,13.1,2,21.8,101,899,8.9,6,,2020
Otis Anderson,otis-anderson-1,/cfb/players/otis-anderson-1.html,UCF,American,9,125,687,5.5,4,76.3,14,79,5.6,0,8.8,139,766,5.5,4,,2020
Deon Jackson,deon-jackson-1,/cfb/players/deon-jackson-1.html,Duke,ACC,11,161,682,4.2,5,62.0,10,85,8.5,0,7.7,171,767,4.5,5,,2020
Toa Taua,toa-taua-1,/cfb/players/toa-taua-1.html,Nevada,MWC,8,114,675,5.9,4,84.4,31,214,6.9,1,26.8,145,889,6.1,5,,2020
Carlos Davis,carlos-davis-4,/cfb/players/carlos-davis-4.html,South Alabama,Sun Belt,11,164,674,4.1,3,61.3,11,104,9.5,0,9.5,175,778,4.4,3,,2020
Gerrid Doaks,gerrid-doaks-1,/cfb/players/gerrid-doaks-1.html,Cincinnati,American,9,144,673,4.7,7,74.8,14,202,14.4,2,22.4,158,875,5.5,9,,2020
Demetric Felton,demetric-felton-1,/cfb/players/demetric-felton-1.html,UCLA,Pac-12,6,132,668,5.1,5,111.3,22,159,7.2,3,26.5,154,827,5.4,8,,2020
Asim Rose,asim-rose-1,/cfb/players/asim-rose-1.html,Kentucky,SEC,11,106,666,6.3,2,60.5,10,83,8.3,0,7.5,116,749,6.5,2,,2020
Teon Dollard,teon-dollard-1,/cfb/players/teon-dollard-1.html,Akron,MAC,6,112,666,5.9,6,111.0,10,29,2.9,0,4.8,122,695,5.7,6,,2020
Rhamondre Stevenson,rhamondre-stevenson-1,/cfb/players/rhamondre-stevenson-1.html,Oklahoma,Big 12,6,101,665,6.6,7,110.8,18,211,11.7,0,35.2,119,876,7.4,7,,2020
Deandre Torrey,deandre-torrey-1,/cfb/players/deandre-torrey-1.html,North Texas,CUSA,9,113,656,5.8,6,72.9,4,20,5.0,0,2.2,117,676,5.8,6,,2020
Israel Tucker,israel-tucker-1,/cfb/players/israel-tucker-1.html,Louisiana Tech,CUSA,10,149,648,4.3,4,64.8,10,59,5.9,0,5.9,159,707,4.4,4,,2020
Gaej Walker,gaej-walker-1,/cfb/players/gaej-walker-1.html,Western Kentucky,CUSA,12,143,645,4.5,3,53.8,9,87,9.7,0,7.3,152,732,4.8,3,,2020
Nelson Smith,nelson-smith-1,/cfb/players/nelson-smith-1.html,Navy,American,10,128,645,5.0,8,64.5,0,0,,0,0.0,128,645,5.0,8,,2020
Cam'ron Harris,camron-harris-1,/cfb/players/camron-harris-1.html,Miami (FL),ACC,11,126,643,5.1,10,58.5,18,131,7.3,1,11.9,144,774,5.4,11,,2020
Ricky Person Jr.,ricky-person-jr-1,/cfb/players/ricky-person-jr-1.html,North Carolina State,ACC,12,147,643,4.4,4,53.6,18,136,7.6,0,11.3,165,779,4.7,4,,2020
Deuce Vaughn,deuce-vaughn-1,/cfb/players/deuce-vaughn-1.html,Kansas State,Big 12,10,123,642,5.2,7,64.2,25,434,17.4,2,43.4,148,1076,7.3,9,,2020
Greg Bell,greg-bell-5,/cfb/players/greg-bell-5.html,San Diego State,MWC,7,113,637,5.6,6,91.0,11,114,10.4,1,16.3,124,751,6.1,7,,2020
Vincent Davis,vincent-davis-3,/cfb/players/vincent-davis-3.html,Pitt,ACC,11,143,632,4.4,6,57.5,24,154,6.4,1,14.0,167,786,4.7,7,,2020
Sean Tucker,sean-tucker-2,/cfb/players/sean-tucker-2.html,Syracuse,ACC,9,137,626,4.6,4,69.6,8,113,14.1,0,12.6,145,739,5.1,4,,2020
Chuba Hubbard,chuba-hubbard-1,/cfb/players/chuba-hubbard-1.html,Oklahoma State,Big 12,7,133,625,4.7,5,89.3,8,52,6.5,1,7.4,141,677,4.8,6,,2020
J.D. King,jd-king-1,/cfb/players/jd-king-1.html,Georgia Southern,Sun Belt,7,116,625,5.4,5,89.3,3,14,4.7,0,2.0,119,639,5.4,5,,2020
La'darius Jefferson,ladarius-jefferson-1,/cfb/players/ladarius-jefferson-1.html,Western Michigan,MAC,6,112,624,5.6,5,104.0,4,17,4.3,0,2.8,116,641,5.5,5,,2020
Rahjai Harris,rahjai-harris-1,/cfb/players/rahjai-harris-1.html,East Carolina,American,8,128,624,4.9,4,78.0,6,31,5.2,1,3.9,134,655,4.9,5,,2020
Hendon Hooker,hendon-hooker-1,/cfb/players/hendon-hooker-1.html,Virginia Tech,ACC,8,120,620,5.2,9,77.5,1,16,16.0,0,2.0,121,636,5.3,9,,2020
SaRodorick Thompson,sarodorick-thompson-1,/cfb/players/sarodorick-thompson-1.html,Texas Tech,Big 12,10,109,610,5.6,8,61.0,21,124,5.9,0,12.4,130,734,5.6,8,,2020
Malik Cunningham,malik-cunningham-1,/cfb/players/malik-cunningham-1.html,Louisville,ACC,11,131,609,4.6,7,55.4,0,0,,0,0.0,131,609,4.6,7,,2020
Logan Wright,logan-wright-2,/cfb/players/logan-wright-2.html,Georgia Southern,Sun Belt,13,99,602,6.1,4,46.3,8,121,15.1,1,9.3,107,723,6.8,5,,2020
Asher O'Hara,asher-ohara-1,/cfb/players/asher-ohara-1.html,Middle Tennessee State,CUSA,9,175,601,3.4,7,66.8,1,6,6.0,0,0.7,176,607,3.4,7,,2020
Ty Jordan,ty-jordan-1,/cfb/players/ty-jordan-1.html,Utah,Pac-12,5,83,597,7.2,6,119.4,11,126,11.5,0,25.2,94,723,7.7,6,,2020
Daetrich Harrington,daetrich-harrington-1,/cfb/players/daetrich-harrington-1.html,Appalachian State,Sun Belt,6,106,595,5.6,7,99.2,2,15,7.5,0,2.5,108,610,5.6,7,,2020
Deion Hankins,deion-hankins-1,/cfb/players/deion-hankins-1.html,UTEP,CUSA,7,121,592,4.9,9,84.6,1,3,3.0,0,0.4,122,595,4.9,9,,2020
Desmond Ridder,desmond-ridder-1,/cfb/players/desmond-ridder-1.html,Cincinnati,American,10,98,592,6.0,12,59.2,0,0,,0,0.0,98,592,6.0,12,,2020
D'Vonte Price,dvonte-price-1,/cfb/players/dvonte-price-1.html,Florida International,CUSA,5,85,581,6.8,4,116.2,5,14,2.8,1,2.8,90,595,6.6,5,,2020
Kenneth Walker III,kenneth-walker-iii-1,/cfb/players/kenneth-walker-iii-1.html,Wake Forest,ACC,8,119,579,4.9,13,72.4,3,30,10.0,0,3.8,122,609,5.0,13,,2020
Jamal Jones,jamal-jones-4,/cfb/players/jamal-jones-4.html,Arkansas State,Sun Belt,11,132,578,4.4,3,52.5,16,89,5.6,0,8.1,148,667,4.5,3,,2020
Tyhier Tyler,tyhier-tyler-1,/cfb/players/tyhier-tyler-1.html,Army,Ind,7,139,578,4.2,5,82.6,0,0,,0,0.0,139,578,4.2,5,,2020
Oscar Adaway III,oscar-adaway-iii-1,/cfb/players/oscar-adaway-iii-1.html,North Texas,CUSA,7,99,572,5.8,3,81.7,2,8,4.0,0,1.1,101,580,5.7,3,,2020
Grayson McCall,grayson-mccall-1,/cfb/players/grayson-mccall-1.html,Coastal Carolina,Sun Belt,11,111,569,5.1,7,51.7,0,0,,0,0.0,111,569,5.1,7,,2020
Rodrigues Clark,rodrigues-clark-1,/cfb/players/rodrigues-clark-1.html,Memphis,American,10,136,561,4.1,2,56.1,10,50,5.0,0,5.0,146,611,4.2,2,,2020
Stevie Scott,stevie-scott-1,/cfb/players/stevie-scott-1.html,Indiana,Big Ten,8,156,561,3.6,10,70.1,13,86,6.6,0,10.8,169,647,3.8,10,,2020
Jordan Travis,jordan-travis-1,/cfb/players/jordan-travis-1.html,Florida State,ACC,8,97,559,5.8,7,69.9,1,5,5.0,0,0.6,98,564,5.8,7,,2020
Brennan Armstrong,brennan-armstrong-1,/cfb/players/brennan-armstrong-1.html,Virginia,ACC,9,126,552,4.4,5,61.3,0,4,,0,0.4,126,556,4.4,5,,2020
Austin Jones,austin-jones-6,/cfb/players/austin-jones-6.html,Stanford,Pac-12,6,126,550,4.4,9,91.7,21,156,7.4,0,26.0,147,706,4.8,9,,2020
Xazavian Valladay,xazavian-valladay-1,/cfb/players/xazavian-valladay-1.html,Wyoming,MWC,5,99,550,5.6,4,110.0,13,105,8.1,0,21.0,112,655,5.8,4,,2020
Bobby Cole,bobby-cole-3,/cfb/players/bobby-cole-3.html,New Mexico,MWC,7,97,548,5.6,6,78.3,5,75,15.0,1,10.7,102,623,6.1,7,,2020
Dezmon Jackson,dezmon-jackson-1,/cfb/players/dezmon-jackson-1.html,Oklahoma State,Big 12,11,100,547,5.5,4,49.7,5,14,2.8,0,1.3,105,561,5.3,4,,2020
Brittain Brown,brittain-brown-1,/cfb/players/brittain-brown-1.html,UCLA,Pac-12,7,82,543,6.6,4,77.6,6,84,14.0,1,12.0,88,627,7.1,5,,2020
Chase Brown,chase-brown-3,/cfb/players/chase-brown-3.html,Illinois,Big Ten,8,104,540,5.2,3,67.5,7,64,9.1,0,8.0,111,604,5.4,3,,2020
D'Eriq King,deriq-king-1,/cfb/players/deriq-king-1.html,Miami (FL),ACC,11,130,538,4.1,4,48.9,2,16,8.0,0,1.5,132,554,4.2,4,,2020
Brock Sturges,brock-sturges-1,/cfb/players/brock-sturges-1.html,Texas State,Sun Belt,12,111,532,4.8,5,44.3,11,116,10.5,1,9.7,122,648,5.3,6,,2020
Calvin Hill,calvin-hill-4,/cfb/players/calvin-hill-4.html,Texas State,Sun Belt,12,101,528,5.2,5,44.0,24,173,7.2,0,14.4,125,701,5.6,5,,2020
Frank Harris,frank-harris-3,/cfb/players/frank-harris-3.html,UTSA,CUSA,12,95,528,5.6,9,44.0,1,8,8.0,0,0.7,96,536,5.6,9,,2020
Max Duggan,max-duggan-1,/cfb/players/max-duggan-1.html,Texas Christian,Big 12,10,116,526,4.5,10,52.6,1,0,0.0,0,0.0,117,526,4.5,10,,2020
Bryant Koback,bryant-koback-1,/cfb/players/bryant-koback-1.html,Toledo,MAC,6,123,522,4.2,4,87.0,24,228,9.5,2,38.0,147,750,5.1,6,,2020
Adrian Martinez,adrian-martinez-2,/cfb/players/adrian-martinez-2.html,Nebraska,Big Ten,7,91,521,5.7,7,74.4,0,0,,0,0.0,91,521,5.7,7,,2020
Peytton Pickett,peytton-pickett-1,/cfb/players/peytton-pickett-1.html,Liberty,Ind,11,91,520,5.7,6,47.3,3,10,3.3,0,0.9,94,530,5.6,6,,2020
Corey Taylor II,corey-taylor-ii-1,/cfb/players/corey-taylor-ii-1.html,Tulsa,American,8,105,516,4.9,4,64.5,1,5,5.0,0,0.6,106,521,4.9,4,,2020
Jake Funk,jake-funk-1,/cfb/players/jake-funk-1.html,Maryland,Big Ten,5,60,516,8.6,3,103.2,10,68,6.8,1,13.6,70,584,8.3,4,,2020
Kimani Vidal,kimani-vidal-1,/cfb/players/kimani-vidal-1.html,Troy,Sun Belt,9,101,516,5.1,4,57.3,26,225,8.7,0,25.0,127,741,5.8,4,,2020
Isiah Pacheco,isaih-pacheco-1,/cfb/players/isaih-pacheco-1.html,Rutgers,Big Ten,9,116,515,4.4,3,57.2,19,130,6.8,1,14.4,135,645,4.8,4,,2020
Tyler Nevens,tyler-nevens-1,/cfb/players/tyler-nevens-1.html,San Jose State,MWC,8,66,515,7.8,5,64.4,4,7,1.8,0,0.9,70,522,7.5,5,,2020
Master Teague,master-teague-1,/cfb/players/master-teague-1.html,Ohio State,Big Ten,7,104,514,4.9,8,73.4,5,46,9.2,0,6.6,109,560,5.1,8,,2020
Nate Noel,nate-noel-1,/cfb/players/nate-noel-1.html,Appalachian State,Sun Belt,10,82,510,6.2,3,51.0,2,25,12.5,0,2.5,84,535,6.4,3,,2020
Lew Nichols,lew-nichols-1,/cfb/players/lew-nichols-1.html,Central Michigan,MAC,6,78,507,6.5,4,84.5,10,109,10.9,1,18.2,88,616,7.0,5,,2020
Ronnie Rivers,ronnie-rivers-1,/cfb/players/ronnie-rivers-1.html,Fresno State,MWC,6,100,507,5.1,7,84.5,27,265,9.8,2,44.2,127,772,6.1,9,,2020
Matt Corral,matt-corral-1,/cfb/players/matt-corral-1.html,Ole Miss,SEC,10,112,506,4.5,4,50.6,0,0,,0,0.0,112,506,4.5,4,,2020
Dameon Pierce,dameon-pierce-1,/cfb/players/dameon-pierce-1.html,Florida,SEC,12,106,503,4.7,4,41.9,17,156,9.2,1,13.0,123,659,5.4,5,,2020
David Bailey,david-bailey-4,/cfb/players/david-bailey-4.html,Boston College,ACC,10,127,503,4.0,7,50.3,8,64,8.0,1,6.4,135,567,4.2,8,,2020
Marcus Williams Jr.,marcus-williams-12,/cfb/players/marcus-williams-12.html,Appalachian State,Sun Belt,8,68,503,7.4,3,62.9,3,5,1.7,0,0.6,71,508,7.2,3,,2020
Chris Tyree,chris-tyree-1,/cfb/players/chris-tyree-1.html,Notre Dame,ACC,12,73,496,6.8,4,41.3,8,65,8.1,0,5.4,81,561,6.9,4,,2020
Charles Williams,charles-williams-8,/cfb/players/charles-williams-8.html,Nevada-Las Vegas,MWC,6,116,495,4.3,4,82.5,13,44,3.4,0,7.3,129,539,4.2,4,,2020
Keyon Brooks,keyon-brooks-1,/cfb/players/keyon-brooks-1.html,Vanderbilt,SEC,6,120,494,4.1,2,82.3,28,258,9.2,0,43.0,148,752,5.1,2,,2020
Jeff Sims,jeff-sims-1,/cfb/players/jeff-sims-1.html,Georgia Tech,ACC,10,120,492,4.1,6,49.2,0,0,,0,0.0,120,492,4.1,6,,2020
Trey Smith,trey-smith-4,/cfb/players/trey-smith-4.html,Wyoming,MWC,6,88,488,5.5,5,81.3,3,18,6.0,0,3.0,91,506,5.6,5,,2020
Ian Book,ian-book-1,/cfb/players/ian-book-1.html,Notre Dame,ACC,12,116,485,4.2,9,40.4,0,0,,0,0.0,116,485,4.2,9,H-9,2020
Brian Robinson Jr.,brian-robinson-jr-1,/cfb/players/brian-robinson-jr-1.html,Alabama,SEC,13,91,483,5.3,6,37.2,6,26,4.3,0,2.0,97,509,5.2,6,,2020
Chevan Cordeiro,chevan-cordeiro-1,/cfb/players/chevan-cordeiro-1.html,Hawaii,MWC,9,116,483,4.2,7,53.7,0,0,,0,0.0,116,483,4.2,7,,2020
Jerome Ford,jerome-ford-1,/cfb/players/jerome-ford-1.html,Cincinnati,American,10,73,483,6.6,8,48.3,8,51,6.4,0,5.1,81,534,6.6,8,,2020
Reese White,reese-white-1,/cfb/players/reese-white-1.html,Coastal Carolina,Sun Belt,12,88,478,5.4,6,39.8,3,53,17.7,0,4.4,91,531,5.8,6,,2020
Jakobi Buchanan,jakobi-buchanan-1,/cfb/players/jakobi-buchanan-1.html,Army,Ind,11,111,474,4.3,6,43.1,0,0,,0,0.0,111,474,4.3,6,,2020
Deneric Prince,deneric-prince-1,/cfb/players/deneric-prince-1.html,Tulsa,American,8,88,470,5.3,4,58.8,1,11,11.0,0,1.4,89,481,5.4,4,,2020
Kobe Lewis,kobe-lewis-1,/cfb/players/kobe-lewis-1.html,Central Michigan,MAC,6,105,468,4.5,6,78.0,17,106,6.2,1,17.7,122,574,4.7,7,,2020
Tucker Gregg,tucker-gregg-1,/cfb/players/tucker-gregg-1.html,Georgia State,Sun Belt,10,90,468,5.2,6,46.8,2,10,5.0,0,1.0,92,478,5.2,6,,2020
Brad Roberts,brad-roberts-1,/cfb/players/brad-roberts-1.html,Air Force,MWC,4,64,461,7.2,5,115.3,0,0,,0,0.0,64,461,7.2,5,,2020
Jahmyr Gibbs,jahmyr-gibbs-1,/cfb/players/jahmyr-gibbs-1.html,Georgia Tech,ACC,7,89,460,5.2,4,65.7,24,303,12.6,3,43.3,113,763,6.8,7,,2020
Tre Siggers,tre-siggers-1,/cfb/players/tre-siggers-1.html,North Texas,CUSA,8,85,458,5.4,1,57.3,1,1,1.0,0,0.1,86,459,5.3,1,,2020
Harrison Waylee,harrison-waylee-1,/cfb/players/harrison-waylee-1.html,Northern Illinois,MAC,6,107,456,4.3,1,76.0,8,61,7.6,1,10.2,115,517,4.5,2,,2020
Ty Chandler,ty-chandler-1,/cfb/players/ty-chandler-1.html,Tennessee,SEC,10,100,456,4.6,4,45.6,16,111,6.9,0,11.1,116,567,4.9,4,,2020
T.J. Pledger,tj-pledger-1,/cfb/players/tj-pledger-1.html,Oklahoma,Big 12,9,95,451,4.7,5,50.1,9,77,8.6,0,8.6,104,528,5.1,5,,2020
Lincoln Pare,lincoln-pare-1,/cfb/players/lincoln-pare-1.html,Arkansas State,Sun Belt,9,72,450,6.3,1,50.0,12,85,7.1,2,9.4,84,535,6.4,3,,2020
Wesley Kennedy III,wesley-kennedy-iii-1,/cfb/players/wesley-kennedy-iii-1.html,Georgia Southern,Sun Belt,8,66,447,6.8,6,55.9,8,163,20.4,0,20.4,74,610,8.2,6,,2020
Tyrion Davis-Price,tyrion-davis-price-1,/cfb/players/tyrion-davis-price-1.html,LSU,SEC,9,104,446,4.3,3,49.6,8,47,5.9,0,5.2,112,493,4.4,3,,2020
Gerald Green,gerald-green-5,/cfb/players/gerald-green-5.html,Georgia Southern,Sun Belt,8,71,444,6.3,2,55.5,0,0,,0,0.0,71,444,6.3,2,,2020
Lopini Katoa,lopini-katoa-1,/cfb/players/lopini-katoa-1.html,BYU,Ind,11,84,444,5.3,5,40.4,23,293,12.7,3,26.6,107,737,6.9,8,,2020
Keaton Mitchell,keaton-mitchell-1,/cfb/players/keaton-mitchell-1.html,East Carolina,American,9,88,443,5.0,2,49.2,11,75,6.8,1,8.3,99,518,5.2,3,,2020
Travis Dye,travis-dye-1,/cfb/players/travis-dye-1.html,Oregon,Pac-12,7,64,443,6.9,1,63.3,9,239,26.6,4,34.1,73,682,9.3,5,,2020
Alexander Horvath,alexander-horvath-1,/cfb/players/alexander-horvath-1.html,Purdue,Big Ten,6,89,442,5.0,2,73.7,30,304,10.1,0,50.7,119,746,6.3,2,,2020
DeWayne McBride,dewayne-mcbride-1,/cfb/players/dewayne-mcbride-1.html,UAB,CUSA,6,47,439,9.3,4,73.2,0,0,,0,0.0,47,439,9.3,4,,2020
Keyvone Lee,keyvone-lee-1,/cfb/players/keyvone-lee-1.html,Penn State,Big Ten,9,89,438,4.9,4,48.7,12,66,5.5,0,7.3,101,504,5.0,4,,2020
Caleb Huntley,caleb-huntley-1,/cfb/players/caleb-huntley-1.html,Ball State,MAC,3,80,437,5.5,6,145.7,1,13,13.0,0,4.3,81,450,5.6,6,,2020
LD Brown,ld-brown-2,/cfb/players/ld-brown-2.html,Oklahoma State,Big 12,9,82,437,5.3,2,48.6,6,64,10.7,0,7.1,88,501,5.7,2,,2020
Xavier White,xavier-white-1,/cfb/players/xavier-white-1.html,Texas Tech,Big 12,8,62,436,7.0,2,54.5,21,104,5.0,0,13.0,83,540,6.5,2,,2020
