Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Kevin Marks,kevin-marks-1,/cfb/players/kevin-marks-1.html,Buffalo,MAC,13,227,1035,4.6,8,79.6,12,41,3.4,0,3.2,239,1076,4.5,8,,2019
Ke'Shawn Vaughn,keshawn-vaughn-1,/cfb/players/keshawn-vaughn-1.html,Vanderbilt,SEC,12,198,1028,5.2,9,85.7,29,286,9.9,1,23.8,227,1314,5.8,10,,2019
John Rhys Plumlee,john-rhys-plumlee-1,/cfb/players/john-rhys-plumlee-1.html,Ole Miss,SEC,9,154,1023,6.6,12,113.7,0,0,,0,0.0,154,1023,6.6,12,,2019
Tre Harbison,tre-harbison-1,/cfb/players/tre-harbison-1.html,Northern Illinois,MAC,11,230,1021,4.4,8,92.8,6,47,7.8,0,4.3,236,1068,4.5,8,,2019
Salvon Ahmed,salvon-ahmed-1,/cfb/players/salvon-ahmed-1.html,Washington,Pac-12,12,188,1020,5.4,11,85.0,16,84,5.3,0,7.0,204,1104,5.4,11,,2019
George Holani,george-holani-1,/cfb/players/george-holani-1.html,Boise State,MWC,14,192,1014,5.3,7,72.4,26,206,7.9,3,14.7,218,1220,5.6,10,,2019
Kevin Mensah,kevin-mensah-1,/cfb/players/kevin-mensah-1.html,Connecticut,American,12,226,1013,4.5,9,84.4,8,91,11.4,0,7.6,234,1104,4.7,9,,2019
Kennedy Brooks,kennedy-brooks-1,/cfb/players/kennedy-brooks-1.html,Oklahoma,Big 12,13,155,1011,6.5,6,77.8,10,79,7.9,0,6.1,165,1090,6.6,6,,2019
Michael Carter,michael-carter-5,/cfb/players/michael-carter-5.html,North Carolina,ACC,13,177,1003,5.7,3,77.2,21,154,7.3,2,11.8,198,1157,5.8,5,,2019
Elijah Collins,elijah-collins-1,/cfb/players/elijah-collins-1.html,Michigan State,Big Ten,13,222,988,4.5,5,76.0,15,99,6.6,0,7.6,237,1087,4.6,5,,2019
Sincere McCormick,sincere-mccormick-1,/cfb/players/sincere-mccormick-1.html,UTSA,CUSA,12,177,983,5.6,8,81.9,24,194,8.1,1,16.2,201,1177,5.9,9,,2019
Isaiah Spiller,isaiah-spiller-1,/cfb/players/isaiah-spiller-1.html,Texas A&M,SEC,13,174,946,5.4,10,72.8,29,203,7.0,0,15.6,203,1149,5.7,10,,2019
Re'Mahn Davis,remahn-davis-1,/cfb/players/remahn-davis-1.html,Temple,American,12,193,936,4.8,8,78.0,15,181,12.1,2,15.1,208,1117,5.4,10,,2019
Javonte Williams,javonte-williams-1,/cfb/players/javonte-williams-1.html,North Carolina,ACC,13,166,933,5.6,5,71.8,17,176,10.4,1,13.5,183,1109,6.1,6,,2019
Gerold Bright,gerold-bright-1,/cfb/players/gerold-bright-1.html,Utah State,MWC,13,182,921,5.1,9,70.8,35,230,6.6,1,17.7,217,1151,5.3,10,,2019
Christopher Brooks,christopher-brooks-1,/cfb/players/christopher-brooks-1.html,California,Pac-12,13,208,914,4.4,8,70.3,22,166,7.5,4,12.8,230,1080,4.7,12,,2019
Miles Reed,miles-reed-1,/cfb/players/miles-reed-1.html,Hawaii,MWC,15,174,908,5.2,8,60.5,3,16,5.3,0,1.1,177,924,5.2,8,,2019
DK Billingsley,dk-billingsley-1,/cfb/players/dk-billingsley-1.html,Troy,Sun Belt,12,155,901,5.8,10,75.1,25,211,8.4,0,17.6,180,1112,6.2,10,,2019
Jordan Mason,jordan-mason-1,/cfb/players/jordan-mason-1.html,Georgia Tech,ACC,12,172,899,5.2,7,74.9,7,43,6.1,0,3.6,179,942,5.3,7,,2019
Ronnie Rivers,ronnie-rivers-1,/cfb/players/ronnie-rivers-1.html,Fresno State,MWC,12,177,899,5.1,13,74.9,43,348,8.1,3,29.0,220,1247,5.7,16,,2019
Breece Hall,breece-hall-1,/cfb/players/breece-hall-1.html,Iowa State,Big 12,12,186,897,4.8,9,74.8,23,252,11.0,1,21.0,209,1149,5.5,10,,2019
Journey Brown,journey-brown-1,/cfb/players/journey-brown-1.html,Penn State,Big Ten,13,129,890,6.9,12,68.5,15,134,8.9,1,10.3,144,1024,7.1,13,,2019
Raymond Calais,raymond-calais-1,/cfb/players/raymond-calais-1.html,Louisiana,Sun Belt,14,117,886,7.6,6,63.3,10,67,6.7,1,4.8,127,953,7.5,7,,2019
Alex Fontenot,alex-fontenot-1,/cfb/players/alex-fontenot-1.html,Colorado,Pac-12,11,185,874,4.7,5,79.5,27,122,4.5,0,11.1,212,996,4.7,5,,2019
Art Pierce,art-pierce-1,/cfb/players/art-pierce-1.html,Oregon State,Pac-12,12,146,873,6.0,6,72.8,23,169,7.3,1,14.1,169,1042,6.2,7,,2019
O'Shaan Allison,oshaan-allison-1,/cfb/players/oshaan-allison-1.html,Ohio,MAC,12,138,869,6.3,6,72.4,11,76,6.9,0,6.3,149,945,6.3,6,,2019
Anthony Jones,anthony-jones-8,/cfb/players/anthony-jones-8.html,Florida International,CUSA,12,187,867,4.6,9,72.3,10,123,12.3,2,10.3,197,990,5.0,11,,2019
Nathan Rourke,nathan-rourke-1,/cfb/players/nathan-rourke-1.html,Ohio,MAC,13,154,867,5.6,13,66.7,1,2,2.0,1,0.2,155,869,5.6,14,,2019
Tony Jones Jr.,tony-jones-jr-1,/cfb/players/tony-jones-jr-1.html,Notre Dame,Ind,12,144,857,6.0,6,71.4,15,104,6.9,1,8.7,159,961,6.0,7,,2019
Bilal Ally,bilal-ally-1,/cfb/players/bilal-ally-1.html,Massachusetts,Ind,12,166,853,5.1,7,71.1,7,32,4.6,0,2.7,173,885,5.1,7,,2019
Keaontay Ingram,keaontay-ingram-1,/cfb/players/keaontay-ingram-1.html,Texas,Big 12,13,144,853,5.9,7,65.6,29,242,8.3,3,18.6,173,1095,6.3,10,,2019
Tre Siggers,tre-siggers-1,/cfb/players/tre-siggers-1.html,North Texas,CUSA,10,152,853,5.6,6,85.3,11,60,5.5,0,6.0,163,913,5.6,6,,2019
Moe Neal,moe-neal-1,/cfb/players/moe-neal-1.html,Syracuse,ACC,12,170,846,5.0,7,70.5,29,242,8.3,0,20.2,199,1088,5.5,7,,2019
Stevie Scott,stevie-scott-1,/cfb/players/stevie-scott-1.html,Indiana,Big Ten,11,178,845,4.7,10,76.8,26,211,8.1,1,19.2,204,1056,5.2,11,,2019
David Bailey,david-bailey-4,/cfb/players/david-bailey-4.html,Boston College,ACC,13,148,844,5.7,7,64.9,10,94,9.4,1,7.2,158,938,5.9,8,,2019
Deshawn McClease,deshawn-mcclease-1,/cfb/players/deshawn-mcclease-1.html,Virginia Tech,ACC,13,177,843,4.8,7,64.8,11,70,6.4,0,5.4,188,913,4.9,7,,2019
Cameron Scarlett,cameron-scarlett-1,/cfb/players/cameron-scarlett-1.html,Stanford,Pac-12,12,201,840,4.2,7,70.0,25,240,9.6,0,20.0,226,1080,4.8,7,,2019
Taven Birdow,taven-birdow-1,/cfb/players/taven-birdow-1.html,Air Force,MWC,13,180,839,4.7,7,64.5,1,16,16.0,0,1.2,181,855,4.7,7,,2019
Ahmari Davis,ahmari-davis-1,/cfb/players/ahmari-davis-1.html,New Mexico,MWC,9,140,832,5.9,7,92.4,3,63,21.0,0,7.0,143,895,6.3,7,,2019
Larry Rountree III,larry-rountree-iii-1,/cfb/players/larry-rountree-iii-1.html,Missouri,SEC,12,186,829,4.5,9,69.1,13,70,5.4,0,5.8,199,899,4.5,9,,2019
Asim Rose,asim-rose-1,/cfb/players/asim-rose-1.html,Kentucky,SEC,13,149,826,5.5,6,63.5,11,67,6.1,0,5.2,160,893,5.6,6,,2019
Wesley Kennedy III,wesley-kennedy-iii-1,/cfb/players/wesley-kennedy-iii-1.html,Georgia Southern,Sun Belt,9,119,824,6.9,11,91.6,10,92,9.2,0,10.2,129,916,7.1,11,,2019
Darius Anderson,darius-anderson-1,/cfb/players/darius-anderson-1.html,Texas Christian,Big 12,12,151,823,5.5,6,68.6,22,128,5.8,0,10.7,173,951,5.5,6,,2019
Marcel Murray,marcel-murray-1,/cfb/players/marcel-murray-1.html,Arkansas State,Sun Belt,11,170,820,4.8,6,74.5,15,125,8.3,0,11.4,185,945,5.1,6,,2019
Trey Ragas,trey-ragas-1,/cfb/players/trey-ragas-1.html,Louisiana,Sun Belt,13,116,820,7.1,11,63.1,6,60,10.0,1,4.6,122,880,7.2,12,,2019
Max Borghi,max-borghi-1,/cfb/players/max-borghi-1.html,Washington State,Pac-12,13,127,817,6.4,11,62.8,86,597,6.9,5,45.9,213,1414,6.6,16,,2019
Toa Taua,toa-taua-1,/cfb/players/toa-taua-1.html,Nevada,MWC,13,196,807,4.1,6,62.1,30,185,6.2,0,14.2,226,992,4.4,6,,2019
J.D. King,jd-king-1,/cfb/players/jd-king-1.html,Georgia Southern,Sun Belt,12,185,804,4.3,8,67.0,2,14,7.0,0,1.2,187,818,4.4,8,,2019
Caleb Evans,caleb-evans-2,/cfb/players/caleb-evans-2.html,Louisiana-Monroe,Sun Belt,12,140,794,5.7,12,66.2,0,0,,0,0.0,140,794,5.7,12,,2019
Chris Reynolds,chris-reynolds-1,/cfb/players/chris-reynolds-1.html,Charlotte,CUSA,13,153,791,5.2,6,60.8,1,28,28.0,0,2.2,154,819,5.3,6,,2019
Master Teague,master-teague-1,/cfb/players/master-teague-1.html,Ohio State,Big Ten,13,135,789,5.8,4,60.7,4,60,15.0,0,4.6,139,849,6.1,4,,2019
Joshua Mack,joshua-mack-1,/cfb/players/joshua-mack-1.html,Liberty,Ind,13,133,774,5.8,7,59.5,13,177,13.6,0,13.6,146,951,6.5,7,,2019
Aston Walter,aston-walter-1,/cfb/players/aston-walter-1.html,Rice,CUSA,11,145,771,5.3,8,70.1,11,48,4.4,2,4.4,156,819,5.3,10,,2019
Bryce Perkins,bryce-perkins-1,/cfb/players/bryce-perkins-1.html,Virginia,ACC,14,227,769,3.4,11,54.9,0,0,,0,0.0,227,769,3.4,11,,2019
SaRodorick Thompson,sarodorick-thompson-1,/cfb/players/sarodorick-thompson-1.html,Texas Tech,Big 12,12,160,765,4.8,12,63.8,39,154,3.9,0,12.8,199,919,4.6,12,,2019
JaTarvious Whitlow,jatarvious-whitlow-1,/cfb/players/jatarvious-whitlow-1.html,Auburn,SEC,11,156,763,4.9,10,69.4,6,106,17.7,0,9.6,162,869,5.4,10,,2019
Dedrick Mills,dedrick-mills-1,/cfb/players/dedrick-mills-1.html,Nebraska,Big Ten,12,143,745,5.2,10,62.1,15,123,8.2,0,10.3,158,868,5.5,10,,2019
Justin McMillan,justin-mcmillan-1,/cfb/players/justin-mcmillan-1.html,Tulane,American,13,169,745,4.4,12,57.3,1,27,27.0,0,2.1,170,772,4.5,12,,2019
Timothy Jackson,timothy-jackson-1,/cfb/players/timothy-jackson-1.html,Air Force,MWC,10,122,745,6.1,6,74.5,1,-2,-2.0,0,-0.2,123,743,6.0,6,,2019
Zonovan Knight,zonovan-knight-1,/cfb/players/zonovan-knight-1.html,North Carolina State,ACC,12,136,745,5.5,5,62.1,7,45,6.4,0,3.8,143,790,5.5,5,,2019
Jaylon Bester,jaylon-bester-1,/cfb/players/jaylon-bester-1.html,Miami (OH),MAC,11,171,741,4.3,14,67.4,12,59,4.9,0,5.4,183,800,4.4,14,,2019
Shakif Seymour,shakif-seymour-1,/cfb/players/shakif-seymour-1.html,Toledo,MAC,12,154,741,4.8,5,61.8,16,124,7.8,1,10.3,170,865,5.1,6,,2019
Shai Werts,shai-werts-1,/cfb/players/shai-werts-1.html,Georgia Southern,Sun Belt,11,170,740,4.4,5,67.3,0,0,,0,0.0,170,740,4.4,5,,2019
James Gilbert,james-gilbert-2,/cfb/players/james-gilbert-2.html,Kansas State,Big 12,11,141,737,5.2,6,67.0,6,49,8.2,0,4.5,147,786,5.3,6,,2019
Javon Leake,javon-leake-1,/cfb/players/javon-leake-1.html,Maryland,Big Ten,12,102,736,7.2,8,61.3,9,55,6.1,0,4.6,111,791,7.1,8,,2019
Jamale Carothers,jamale-carothers-2,/cfb/players/jamale-carothers-2.html,Navy,American,10,111,734,6.6,14,73.4,4,105,26.3,2,10.5,115,839,7.3,16,,2019
Isiah Pacheco,isaih-pacheco-1,/cfb/players/isaih-pacheco-1.html,Rutgers,Big Ten,11,169,729,4.3,7,66.3,13,83,6.4,0,7.5,182,812,4.5,7,,2019
Otis Anderson,otis-anderson-1,/cfb/players/otis-anderson-1.html,UCF,American,13,113,726,6.4,5,55.8,31,365,11.8,3,28.1,144,1091,7.6,8,,2019
Walter Fletcher,walter-fletcher-1,/cfb/players/walter-fletcher-1.html,Ball State,MAC,12,132,726,5.5,5,60.5,26,306,11.8,2,25.5,158,1032,6.5,7,,2019
Zach Charbonnet,zach-charbonnet-1,/cfb/players/zach-charbonnet-1.html,Michigan,Big Ten,13,149,726,4.9,11,55.8,8,30,3.8,0,2.3,157,756,4.8,11,,2019
Jerrion Ealy,jerrion-ealy-1,/cfb/players/jerrion-ealy-1.html,Ole Miss,SEC,12,104,722,6.9,6,60.2,20,172,8.6,1,14.3,124,894,7.2,7,,2019
J.J. Taylor,jj-taylor-1,/cfb/players/jj-taylor-1.html,Arizona,Pac-12,11,148,721,4.9,5,65.5,32,289,9.0,0,26.3,180,1010,5.6,5,,2019
Shaq Vann,shaq-vann-1,/cfb/players/shaq-vann-1.html,Eastern Michigan,MAC,10,149,715,4.8,8,71.5,11,66,6.0,0,6.6,160,781,4.9,8,,2019
Malcolm Davidson,malcolm-davidson-1,/cfb/players/malcolm-davidson-1.html,Florida Atlantic,CUSA,11,102,711,7.0,9,64.6,4,46,11.5,0,4.2,106,757,7.1,9,,2019
Kelvin Hopkins Jr.,kelvin-hopkins-jr-1,/cfb/players/kelvin-hopkins-jr-1.html,Army,Ind,11,138,710,5.1,7,64.5,0,0,,0,0.0,138,710,5.1,7,,2019
Dustin Crum,dustin-crum-1,/cfb/players/dustin-crum-1.html,Kent State,MAC,13,168,707,4.2,6,54.4,1,0,0.0,0,0.0,169,707,4.2,6,,2019
Marvin Kinsey,marvin-kinsey-1,/cfb/players/marvin-kinsey-1.html,Colorado State,MWC,7,121,703,5.8,6,100.4,16,209,13.1,2,29.9,137,912,6.7,8,,2019
Deejay Dallas,deejay-dallas-1,/cfb/players/deejay-dallas-1.html,Miami (FL),ACC,10,115,693,6.0,8,69.3,14,140,10.0,2,14.0,129,833,6.5,10,,2019
Jordan Cronkrite,jordan-cronkrite-1,/cfb/players/jordan-cronkrite-1.html,South Florida,American,10,136,686,5.0,4,68.6,15,134,8.9,0,13.4,151,820,5.4,4,,2019
Jermar Jefferson,jermar-jefferson-1,/cfb/players/jermar-jefferson-1.html,Oregon State,Pac-12,9,142,685,4.8,8,76.1,9,85,9.4,2,9.4,151,770,5.1,10,,2019
Treyvon Hughes,treyvon-hughes-1,/cfb/players/treyvon-hughes-1.html,UTEP,CUSA,12,167,682,4.1,12,56.8,1,2,2.0,0,0.2,168,684,4.1,12,,2019
Lamical Perine,lamical-perine-1,/cfb/players/lamical-perine-1.html,Florida,SEC,13,132,676,5.1,6,52.0,40,262,6.6,5,20.2,172,938,5.5,11,,2019
Napoleon Maxwell,napoleon-maxwell-1,/cfb/players/napoleon-maxwell-1.html,Florida International,CUSA,13,128,675,5.3,9,51.9,13,94,7.2,0,7.2,141,769,5.5,9,,2019
Reggie Corbin,reggie-corbin-1,/cfb/players/reggie-corbin-1.html,Illinois,Big Ten,12,143,675,4.7,7,56.3,3,28,9.3,0,2.3,146,703,4.8,7,,2019
Tavien Feaster,tavien-feaster-1,/cfb/players/tavien-feaster-1.html,South Carolina,SEC,10,124,672,5.4,5,67.2,17,87,5.1,0,8.7,141,759,5.4,5,,2019
Dan Ellington,dan-ellington-1,/cfb/players/dan-ellington-1.html,Georgia State,Sun Belt,13,160,668,4.2,6,51.4,0,0,,0,0.0,160,668,4.2,6,,2019
Sam Ehlinger,sam-ehlinger-1,/cfb/players/sam-ehlinger-1.html,Texas,Big 12,13,163,663,4.1,7,51.0,2,14,7.0,0,1.1,165,677,4.1,7,,2019
Connor Slomka,connor-slomka-1,/cfb/players/connor-slomka-1.html,Army,Ind,12,149,658,4.4,8,54.8,0,0,,0,0.0,149,658,4.4,8,,2019
Travis Dye,travis-dye-1,/cfb/players/travis-dye-1.html,Oregon,Pac-12,14,106,658,6.2,0,47.0,16,159,9.9,1,11.4,122,817,6.7,1,,2019
John Lovett,john-lovett-1,/cfb/players/john-lovett-1.html,Baylor,Big 12,14,103,655,6.4,5,46.8,8,66,8.3,0,4.7,111,721,6.5,5,,2019
Ty Chandler,ty-chandler-1,/cfb/players/ty-chandler-1.html,Tennessee,SEC,13,135,655,4.9,3,50.4,13,63,4.8,0,4.8,148,718,4.9,3,,2019
Marcus Williams Jr.,marcus-williams-12,/cfb/players/marcus-williams-12.html,Appalachian State,Sun Belt,14,113,652,5.8,5,46.6,1,7,7.0,0,0.5,114,659,5.8,5,,2019
Desmond Ridder,desmond-ridder-1,/cfb/players/desmond-ridder-1.html,Cincinnati,American,13,144,650,4.5,5,50.0,0,0,,0,0.0,144,650,4.5,5,,2019
Roschon Johnson,roschon-johnson-1,/cfb/players/roschon-johnson-1.html,Texas,Big 12,13,123,649,5.3,7,49.9,23,158,6.9,1,12.2,146,807,5.5,8,,2019
De'Montre Tuggle,demontre-tuggle-1,/cfb/players/demontre-tuggle-1.html,Ohio,MAC,12,101,644,6.4,11,53.7,16,121,7.6,1,10.1,117,765,6.5,12,,2019
Deon Jackson,deon-jackson-1,/cfb/players/deon-jackson-1.html,Duke,ACC,12,172,641,3.7,6,53.4,21,192,9.1,2,16.0,193,833,4.3,8,,2019
Tyler Goodson,tyler-goodson-1,/cfb/players/tyler-goodson-1.html,Iowa,Big Ten,13,134,638,4.8,5,49.1,24,166,6.9,0,12.8,158,804,5.1,5,,2019
Lyn-J Dixon,lyn-j-dixon-1,/cfb/players/lyn-j-dixon-1.html,Clemson,ACC,15,104,635,6.1,6,42.3,14,121,8.6,0,8.1,118,756,6.4,6,,2019
Drake Anderson,drake-anderson-1,/cfb/players/drake-anderson-1.html,Northwestern,Big Ten,12,154,634,4.1,3,52.8,6,28,4.7,0,2.3,160,662,4.1,3,,2019
Adrian Killins,adrian-killins-1,/cfb/players/adrian-killins-1.html,UCF,American,12,87,629,7.2,7,52.4,8,120,15.0,1,10.0,95,749,7.9,8,,2019
