Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Eric Gray,eric-gray-2,/cfb/players/eric-gray-2.html,Oklahoma,Big 12,12,213,1366,6.4,11,113.8,33,229,6.9,0,19.1,246,1595,6.5,11,,2022
Zach Charbonnet,zach-charbonnet-1,/cfb/players/zach-charbonnet-1.html,UCLA,Pac-12,10,195,1359,7.0,14,135.9,37,321,8.7,0,32.1,232,1680,7.2,14,,2022
Marquez Cooper,marquez-cooper-1,/cfb/players/marquez-cooper-1.html,Kent State,MAC,12,285,1326,4.7,13,110.5,8,94,11.8,0,7.8,293,1420,4.8,13,,2022
Braelon Allen,braelon-allen-1,/cfb/players/braelon-allen-1.html,Wisconsin,Big Ten,12,230,1242,5.4,11,103.5,13,104,8.0,0,8.7,243,1346,5.5,11,,2022
Xazavian Valladay,xazavian-valladay-1,/cfb/players/xazavian-valladay-1.html,Arizona State,Pac-12,12,215,1192,5.5,16,99.3,37,289,7.8,2,24.1,252,1481,5.9,18,,2022
Brian Battie,brian-battie-1,/cfb/players/brian-battie-1.html,South Florida,American,12,175,1185,6.8,8,98.8,14,91,6.5,0,7.6,189,1276,6.8,8,,2022
Will Shipley,will-shipley-1,/cfb/players/will-shipley-1.html,Clemson,ACC,14,210,1182,5.6,15,84.4,38,242,6.4,0,17.3,248,1424,5.7,15,,2022
Samson Evans,samson-evans-1,/cfb/players/samson-evans-1.html,Eastern Michigan,MAC,12,249,1166,4.7,15,97.2,15,93,6.2,0,7.8,264,1259,4.8,15,,2022
George Holani,george-holani-1,/cfb/players/george-holani-1.html,Boise State,MWC,13,221,1157,5.2,10,89.0,24,151,6.3,3,11.6,245,1308,5.3,13,,2022
Kimani Vidal,kimani-vidal-1,/cfb/players/kimani-vidal-1.html,Troy,Sun Belt,14,231,1132,4.9,10,80.9,26,140,5.4,0,10.0,257,1272,4.9,10,,2022
Calvin Tyler Jr.,calvin-tyler-jr-1,/cfb/players/calvin-tyler-jr-1.html,Utah State,MWC,13,253,1122,4.4,7,86.3,15,129,8.6,1,9.9,268,1251,4.7,8,,2022
Devon Achane,devon-achane-1,/cfb/players/devon-achane-1.html,Texas A&M,SEC,10,196,1102,5.6,8,110.2,36,196,5.4,3,19.6,232,1298,5.6,11,,2022
Devin Neal,devin-neal-3,/cfb/players/devin-neal-3.html,Kansas,Big 12,13,180,1090,6.1,9,83.8,21,183,8.7,1,14.1,201,1273,6.3,10,,2022
Sieh Bangura,sieh-bangura-1,/cfb/players/sieh-bangura-1.html,Ohio,MAC,12,222,1078,4.9,13,89.8,27,226,8.4,2,18.8,249,1304,5.2,15,,2022
La'Damian Webb,ladamian-webb-1,/cfb/players/ladamian-webb-1.html,South Alabama,Sun Belt,12,210,1067,5.1,13,88.9,21,213,10.1,2,17.8,231,1280,5.5,15,,2022
Nicholas Singleton,nicholas-singleton-1,/cfb/players/nicholas-singleton-1.html,Penn State,Big Ten,13,156,1061,6.8,12,81.6,11,85,7.7,1,6.5,167,1146,6.9,13,,2022
Sean Tucker,sean-tucker-2,/cfb/players/sean-tucker-2.html,Syracuse,ACC,12,206,1060,5.1,11,88.3,36,248,6.9,2,20.7,242,1308,5.4,13,,2022
Bucky Irving,markeise-irving-1,/cfb/players/markeise-irving-1.html,Oregon,Pac-12,13,156,1058,6.8,5,81.4,31,299,9.6,3,23.0,187,1357,7.3,8,,2022
Re'Mahn Davis,remahn-davis-1,/cfb/players/remahn-davis-1.html,Vanderbilt,SEC,12,232,1042,4.5,5,86.8,29,169,5.8,3,14.1,261,1211,4.6,8,,2022
Titus Swen,titus-swen-1,/cfb/players/titus-swen-1.html,Wyoming,MWC,12,207,1039,5.0,8,86.6,14,108,7.7,0,9.0,221,1147,5.2,8,,2022
Sean Tyler,sean-tyler-1,/cfb/players/sean-tyler-1.html,Western Michigan,MAC,12,209,1027,4.9,7,85.6,12,111,9.3,1,9.3,221,1138,5.1,8,,2022
Aidan Robbins,aidan-robbins-1,/cfb/players/aidan-robbins-1.html,Nevada-Las Vegas,MWC,11,209,1009,4.8,9,91.7,23,125,5.4,1,11.4,232,1134,4.9,10,,2022
Larry McCammon III,larry-mccammon-iii-1,/cfb/players/larry-mccammon-iii-1.html,Florida Atlantic,CUSA,12,193,1001,5.2,7,83.4,15,166,11.1,1,13.8,208,1167,5.6,8,,2022
Donovan Edwards,donovan-edwards-1,/cfb/players/donovan-edwards-1.html,Michigan,Big Ten,11,140,991,7.1,7,90.1,18,200,11.1,2,18.2,158,1191,7.5,9,,2022
Trey Benson,trey-benson-2,/cfb/players/trey-benson-2.html,Florida State,ACC,13,154,990,6.4,9,76.2,13,144,11.1,0,11.1,167,1134,6.8,9,,2022
Roman Hemby,roman-hemby-1,/cfb/players/roman-hemby-1.html,Maryland,Big Ten,13,188,989,5.3,10,76.1,33,298,9.0,1,22.9,221,1287,5.8,11,,2022
Damien Martinez,damien-martinez-1,/cfb/players/damien-martinez-1.html,Oregon State,Pac-12,13,161,982,6.1,7,75.5,4,61,15.3,0,4.7,165,1043,6.3,7,,2022
Richard Reese,richard-reese-1,/cfb/players/richard-reese-1.html,Baylor,Big 12,13,198,972,4.9,14,74.8,13,89,6.8,0,6.8,211,1061,5.0,14,,2022
Tank Bigsby,tank-bigsby-1,/cfb/players/tank-bigsby-1.html,Auburn,SEC,12,179,970,5.4,10,80.8,30,180,6.0,0,15.0,209,1150,5.5,10,,2022
Devin Mockobee,devin-mockobee-1,/cfb/players/devin-mockobee-1.html,Purdue,Big Ten,13,195,968,5.0,9,74.5,32,274,8.6,0,21.1,227,1242,5.5,9,,2022
Jermaine Brown Jr.,jermaine-brown-jr-1,/cfb/players/jermaine-brown-jr-1.html,UAB,CUSA,13,166,948,5.7,8,72.9,19,120,6.3,0,9.2,185,1068,5.8,8,,2022
Zach Evans,zach-evans-1,/cfb/players/zach-evans-1.html,Ole Miss,SEC,12,144,936,6.5,9,78.0,12,119,9.9,1,9.9,156,1055,6.8,10,,2022
Jahmyr Gibbs,jahmyr-gibbs-1,/cfb/players/jahmyr-gibbs-1.html,Alabama,SEC,12,151,926,6.1,7,77.2,44,444,10.1,3,37.0,195,1370,7.0,10,,2022
Audric Estime,audric-estime-1,/cfb/players/audric-estime-1.html,Notre Dame,Ind,13,156,920,5.9,11,70.8,9,135,15.0,1,10.4,165,1055,6.4,12,,2022
Blake Watson,blake-watson-2,/cfb/players/blake-watson-2.html,Old Dominion,Sun Belt,11,158,918,5.8,5,83.5,37,314,8.5,2,28.5,195,1232,6.3,7,,2022
Marquis Crosby,marquis-crosby-1,/cfb/players/marquis-crosby-1.html,Louisiana Tech,CUSA,12,183,918,5.0,9,76.5,9,65,7.2,0,5.4,192,983,5.1,9,,2022
Anthony Grant,anthony-grant-1,/cfb/players/anthony-grant-1.html,Nebraska,Big Ten,12,218,915,4.2,6,76.3,18,104,5.8,0,8.7,236,1019,4.3,6,,2022
Jalen White,jalen-white-1,/cfb/players/jalen-white-1.html,Georgia Southern,Sun Belt,11,162,914,5.6,10,83.1,22,217,9.9,1,19.7,184,1131,6.1,11,,2022
Evan Hull,evan-hull-2,/cfb/players/evan-hull-2.html,Northwestern,Big Ten,12,221,913,4.1,5,76.1,55,546,9.9,2,45.5,276,1459,5.3,7,,2022
Toa Taua,toa-taua-1,/cfb/players/toa-taua-1.html,Nevada,MWC,12,217,911,4.2,11,75.9,41,295,7.2,1,24.6,258,1206,4.7,12,,2022
Percy Agyei-Obese,percy-agyei-obese-1,/cfb/players/percy-agyei-obese-1.html,James Madison,Sun Belt,10,159,908,5.7,8,90.8,2,11,5.5,0,1.1,161,919,5.7,8,,2022
Christopher Rodriguez Jr.,christopher-rodriguez-jr-1,/cfb/players/christopher-rodriguez-jr-1.html,Kentucky,SEC,8,175,904,5.2,6,113.0,5,41,8.2,0,5.1,180,945,5.3,6,,2022
Harrison Waylee,harrison-waylee-1,/cfb/players/harrison-waylee-1.html,Northern Illinois,MAC,11,165,899,5.4,5,81.7,17,119,7.0,0,10.8,182,1018,5.6,5,,2022
Jaydn Ott,jaydn-ott-1,/cfb/players/jaydn-ott-1.html,California,Pac-12,12,170,897,5.3,8,74.8,46,345,7.5,3,28.8,216,1242,5.8,11,,2022
Wayne Taulapapa,wayne-taulapapa-1,/cfb/players/wayne-taulapapa-1.html,Washington,Pac-12,13,140,887,6.3,11,68.2,24,225,9.4,1,17.3,164,1112,6.8,12,,2022
Jayden Daniels,jayden-daniels-1,/cfb/players/jayden-daniels-1.html,LSU,SEC,14,186,885,4.8,11,63.2,1,5,5.0,1,0.4,187,890,4.8,12,,2022
Travis Dye,travis-dye-1,/cfb/players/travis-dye-1.html,USC,Pac-12,10,145,884,6.1,9,88.4,21,202,9.6,0,20.2,166,1086,6.5,9,,2022
Jaylen Wright,jaylen-wright-1,/cfb/players/jaylen-wright-1.html,Tennessee,SEC,13,146,875,6.0,10,67.3,2,8,4.0,0,0.6,148,883,6.0,10,,2022
Kaytron Allen,kaytron-allen-1,/cfb/players/kaytron-allen-1.html,Penn State,Big Ten,13,167,867,5.2,10,66.7,20,188,9.4,1,14.5,187,1055,5.6,11,,2022
John Rhys Plumlee,john-rhys-plumlee-1,/cfb/players/john-rhys-plumlee-1.html,UCF,American,13,159,862,5.4,11,66.3,1,16,16.0,0,1.2,160,878,5.5,11,,2022
Dae Dae Hunter,dae-dae-hunter-1,/cfb/players/dae-dae-hunter-1.html,Liberty,Ind,9,130,854,6.6,8,94.9,18,149,8.3,1,16.6,148,1003,6.8,9,,2022
Charles McClelland,charles-mcclelland-1,/cfb/players/charles-mcclelland-1.html,Cincinnati,American,13,146,849,5.8,7,65.3,14,116,8.3,0,8.9,160,965,6.0,7,,2022
Kevorian Barnes,kevorian-barnes-1,/cfb/players/kevorian-barnes-1.html,UTSA,CUSA,13,135,845,6.3,6,65.0,10,115,11.5,0,8.8,145,960,6.6,6,,2022
Montrell Johnson,montrell-johnson-1,/cfb/players/montrell-johnson-1.html,Florida,SEC,13,155,841,5.4,10,64.7,12,58,4.8,1,4.5,167,899,5.4,11,,2022
Avery Morrow,avery-morrow-1,/cfb/players/avery-morrow-1.html,Colorado State,MWC,12,173,834,4.8,4,69.5,18,63,3.5,0,5.3,191,897,4.7,4,,2022
Dedrick Parson,dedrick-parson-1,/cfb/players/dedrick-parson-1.html,Hawaii,MWC,13,187,830,4.4,11,63.8,30,171,5.7,1,13.2,217,1001,4.6,12,,2022
Kenny McIntosh,kenny-mcintosh-1,/cfb/players/kenny-mcintosh-1.html,Georgia,SEC,15,150,829,5.5,10,55.3,43,505,11.7,2,33.7,193,1334,6.9,12,,2022
Miyan Williams,miyan-williams-1,/cfb/players/miyan-williams-1.html,Ohio State,Big Ten,11,128,825,6.4,14,75.0,5,27,5.4,0,2.5,133,852,6.4,14,,2022
Logan Diggs,logan-diggs-1,/cfb/players/logan-diggs-1.html,Notre Dame,Ind,12,165,822,5.0,4,68.5,10,211,21.1,2,17.6,175,1033,5.9,6,,2022
Ashton Jeanty,ashton-jeanty-1,/cfb/players/ashton-jeanty-1.html,Boise State,MWC,14,156,821,5.3,7,58.6,14,155,11.1,0,11.1,170,976,5.7,7,,2022
Christopher Brooks,christopher-brooks-1,/cfb/players/christopher-brooks-1.html,BYU,Ind,11,130,817,6.3,6,74.3,10,98,9.8,0,8.9,140,915,6.5,6,,2022
Jawhar Jordan,jawhar-jordan-1,/cfb/players/jawhar-jordan-1.html,Louisville,ACC,13,142,815,5.7,4,62.7,10,85,8.5,0,6.5,152,900,5.9,4,,2022
Ayo Adeyi,ayo-adeyi-1,/cfb/players/ayo-adeyi-1.html,North Texas,CUSA,12,112,807,7.2,4,67.3,2,12,6.0,0,1.0,114,819,7.2,4,,2022
Isaiah Bowser,isaiah-bowser-1,/cfb/players/isaiah-bowser-1.html,UCF,American,14,205,799,3.9,16,57.1,14,185,13.2,0,13.2,219,984,4.5,16,,2022
R.J. Harvey,rj-harvey-1,/cfb/players/rj-harvey-1.html,UCF,American,13,118,796,6.7,5,61.2,22,215,9.8,0,16.5,140,1011,7.2,5,,2022
Kaleb Johnson,kaleb-johnson-2,/cfb/players/kaleb-johnson-2.html,Iowa,Big Ten,13,151,779,5.2,6,59.9,4,27,6.8,0,2.1,155,806,5.2,6,,2022
Noah Whittington,noah-whittington-1,/cfb/players/noah-whittington-1.html,Oregon,Pac-12,13,139,779,5.6,5,59.9,22,169,7.7,1,13.0,161,948,5.9,6,,2022
Frank Peasant,frank-peasant-1,/cfb/players/frank-peasant-1.html,Middle Tennessee State,CUSA,13,182,777,4.3,9,59.8,28,286,10.2,2,22.0,210,1063,5.1,11,,2022
Lincoln Pare,lincoln-pare-1,/cfb/players/lincoln-pare-1.html,Texas State,Sun Belt,12,172,772,4.5,5,64.3,29,229,7.9,1,19.1,201,1001,5.0,6,,2022
Michael Wiley,michael-wiley-3,/cfb/players/michael-wiley-3.html,Arizona,Pac-12,11,113,771,6.8,8,70.1,36,349,9.7,3,31.7,149,1120,7.5,11,,2022
Jacquez Stuart,jacquez-stuart-1,/cfb/players/jacquez-stuart-1.html,Toledo,MAC,14,134,770,5.7,4,55.0,10,45,4.5,0,3.2,144,815,5.7,4,,2022
Daba Fofana,daba-fofana-1,/cfb/players/daba-fofana-1.html,Navy,American,12,186,769,4.1,6,64.1,0,0,,0,0.0,186,769,4.1,6,,2022
Daijun Edwards,daijun-edwards-1,/cfb/players/daijun-edwards-1.html,Georgia,SEC,15,140,769,5.5,7,51.3,14,101,7.2,0,6.7,154,870,5.6,7,,2022
Nakia Watson,nakia-watson-1,/cfb/players/nakia-watson-1.html,Washington State,Pac-12,11,144,769,5.3,9,69.9,30,296,9.9,4,26.9,174,1065,6.1,13,,2022
John Lee Eldridge III,john-lee-eldridge-iii-1,/cfb/players/john-lee-eldridge-iii-1.html,Air Force,MWC,13,99,766,7.7,4,58.9,1,4,4.0,0,0.3,100,770,7.7,4,,2022
Ikaika Ragsdale,ikaika-ragsdale-1,/cfb/players/ikaika-ragsdale-1.html,North Texas,CUSA,13,142,755,5.3,7,58.1,19,135,7.1,3,10.4,161,890,5.5,10,,2022
Kairee Robinson,kairee-robinson-1,/cfb/players/kairee-robinson-1.html,San Jose State,MWC,12,157,752,4.8,10,62.7,26,144,5.5,0,12.0,183,896,4.9,10,,2022
Cody Schrader,cody-schrader-1,/cfb/players/cody-schrader-1.html,Missouri,SEC,13,170,745,4.4,9,57.3,19,137,7.2,0,10.5,189,882,4.7,9,,2022
Darren Grainger,darren-grainger-1,/cfb/players/darren-grainger-1.html,Georgia State,Sun Belt,12,164,734,4.5,6,61.2,0,0,,0,0.0,164,734,4.5,6,,2022
Jabari Small,jabari-small-1,/cfb/players/jabari-small-1.html,Tennessee,SEC,13,157,734,4.7,13,56.5,12,106,8.8,2,8.2,169,840,5.0,15,,2022
Ronald Awatt,ronald-awatt-1,/cfb/players/ronald-awatt-1.html,UTEP,CUSA,12,163,734,4.5,2,61.2,6,76,12.7,0,6.3,169,810,4.8,2,,2022
Deneric Prince,deneric-prince-1,/cfb/players/deneric-prince-1.html,Tulsa,American,8,126,729,5.8,5,91.1,9,84,9.3,1,10.5,135,813,6.0,6,,2022
CJ Beasley,cj-beasley-1,/cfb/players/cj-beasley-1.html,Coastal Carolina,Sun Belt,13,140,719,5.1,5,55.3,19,193,10.2,1,14.8,159,912,5.7,6,,2022
Trevor Etienne,trevor-etienne-1,/cfb/players/trevor-etienne-1.html,Florida,SEC,13,118,719,6.1,6,55.3,9,66,7.3,0,5.1,127,785,6.2,6,,2022
Robby Ashford,robby-ashford-1,/cfb/players/robby-ashford-1.html,Auburn,SEC,12,153,710,4.6,7,59.2,0,0,,0,0.0,153,710,4.6,7,,2022
Austin Jones,austin-jones-6,/cfb/players/austin-jones-6.html,USC,Pac-12,14,135,705,5.2,5,50.4,25,267,10.7,1,19.1,160,972,6.1,6,,2022
Tucker Gregg,tucker-gregg-1,/cfb/players/tucker-gregg-1.html,Georgia State,Sun Belt,12,172,705,4.1,12,58.8,6,67,11.2,0,5.6,178,772,4.3,12,,2022
Deion Hankins,deion-hankins-1,/cfb/players/deion-hankins-1.html,UTEP,CUSA,12,140,701,5.0,3,58.4,4,42,10.5,0,3.5,144,743,5.2,3,,2022
Brenden Brady,brenden-brady-1,/cfb/players/brenden-brady-1.html,UTSA,CUSA,12,156,699,4.5,9,58.3,18,190,10.6,0,15.8,174,889,5.1,9,,2022
Justice Ellison,justice-ellison-1,/cfb/players/justice-ellison-1.html,Wake Forest,ACC,13,170,699,4.1,6,53.8,6,62,10.3,0,4.8,176,761,4.3,6,,2022
Riley Leonard,riley-leonard-1,/cfb/players/riley-leonard-1.html,Duke,ACC,13,124,699,5.6,13,53.8,0,0,,0,0.0,124,699,5.6,13,,2022
Drake Maye,drake-maye-1,/cfb/players/drake-maye-1.html,North Carolina,ACC,14,184,698,3.8,7,49.9,0,0,,0,0.0,184,698,3.8,7,H-10,2022
Haaziq Daniels,haaziq-daniels-1,/cfb/players/haaziq-daniels-1.html,Air Force,MWC,13,138,695,5.0,8,53.5,0,0,,0,0.0,138,695,5.0,8,,2022
Tahj Brooks,tahj-brooks-1,/cfb/players/tahj-brooks-1.html,Texas Tech,Big 12,13,147,691,4.7,7,53.2,26,164,6.3,1,12.6,173,855,4.9,8,,2022
Antario Brown,antario-brown-1,/cfb/players/antario-brown-1.html,Northern Illinois,MAC,10,110,689,6.3,7,68.9,1,7,7.0,0,0.7,111,696,6.3,7,,2022
Tavion Thomas,tavion-thomas-1,/cfb/players/tavion-thomas-1.html,Utah,Pac-12,10,142,687,4.8,7,68.7,6,43,7.2,0,4.3,148,730,4.9,7,,2022
SaRodorick Thompson,sarodorick-thompson-1,/cfb/players/sarodorick-thompson-1.html,Texas Tech,Big 12,13,139,684,4.9,7,52.6,23,119,5.2,1,9.2,162,803,5.0,8,,2022
Jalen Berger,jalen-berger-1,/cfb/players/jalen-berger-1.html,Michigan State,Big Ten,12,148,683,4.6,6,56.9,19,128,6.7,0,10.7,167,811,4.9,6,,2022
Emari Demercado,emari-demercado-1,/cfb/players/emari-demercado-1.html,Texas Christian,Big 12,15,121,681,5.6,6,45.4,13,65,5.0,1,4.3,134,746,5.6,7,,2022
DK Billingsley,dk-billingsley-1,/cfb/players/dk-billingsley-1.html,Troy,Sun Belt,14,142,670,4.7,8,47.9,4,20,5.0,0,1.4,146,690,4.7,8,,2022
Jarquez Hunter,jarquez-hunter-1,/cfb/players/jarquez-hunter-1.html,Auburn,SEC,12,104,668,6.4,7,55.7,17,224,13.2,2,18.7,121,892,7.4,9,,2022
Tyhier Tyler,tyhier-tyler-1,/cfb/players/tyhier-tyler-1.html,Army,Ind,11,143,663,4.6,12,60.3,2,17,8.5,0,1.5,145,680,4.7,12,,2022
Jase McClellan,jase-mcclellan-1,/cfb/players/jase-mcclellan-1.html,Alabama,SEC,13,112,655,5.8,7,50.4,14,174,12.4,3,13.4,126,829,6.6,10,,2022
Anthony Richardson,anthony-richardson-2,/cfb/players/anthony-richardson-2.html,Florida,SEC,12,103,654,6.3,9,54.5,0,0,,0,0.0,103,654,6.3,9,,2022
Dorian Thompson-Robinson,dorian-thompson-robinson-1,/cfb/players/dorian-thompson-robinson-1.html,UCLA,Pac-12,13,118,645,5.5,12,49.6,0,0,,0,0.0,118,645,5.5,12,,2022
Tyler Lavine,tyler-lavine-1,/cfb/players/tyler-lavine-1.html,SMU,American,13,142,642,4.5,10,49.4,16,122,7.6,0,9.4,158,764,4.8,10,,2022
K.J. Jefferson,kj-jefferson-1,/cfb/players/kj-jefferson-1.html,Arkansas,SEC,11,158,640,4.1,9,58.2,0,0,,0,0.0,158,640,4.1,9,,2022
Edward Saydee,edward-saydee-1,/cfb/players/edward-saydee-1.html,Temple,American,12,149,639,4.3,6,53.3,36,262,7.3,0,21.8,185,901,4.9,6,,2022
Victor Rosa,victor-rosa-1,/cfb/players/victor-rosa-1.html,Connecticut,Ind,12,140,636,4.5,11,53.0,5,15,3.0,0,1.3,145,651,4.5,11,,2022
Tylan Hines,tylan-hines-1,/cfb/players/tylan-hines-1.html,Hawaii,MWC,13,83,634,7.6,2,48.8,9,82,9.1,0,6.3,92,716,7.8,2,,2022
DeQuan Finn,dequan-finn-1,/cfb/players/dequan-finn-1.html,Toledo,MAC,12,130,632,4.9,9,52.7,0,0,,0,0.0,130,632,4.9,9,,2022
Treshaun Ward,treshaun-ward-1,/cfb/players/treshaun-ward-1.html,Florida State,ACC,10,95,628,6.6,7,62.8,6,19,3.2,0,1.9,101,647,6.4,7,,2022
Adrian Martinez,adrian-martinez-2,/cfb/players/adrian-martinez-2.html,Kansas State,Big 12,10,111,627,5.6,10,62.7,1,11,11.0,0,1.1,112,638,5.7,10,,2022
Chris Smith,chris-smith-22,/cfb/players/chris-smith-22.html,Louisiana,Sun Belt,11,126,625,5.0,3,56.8,21,155,7.4,1,14.1,147,780,5.3,4,,2022
Mike Washington,mike-washington-5,/cfb/players/mike-washington-5.html,Buffalo,MAC,13,150,625,4.2,7,48.1,23,135,5.9,1,10.4,173,760,4.4,8,,2022
Marcus Carroll,marcus-carroll-1,/cfb/players/marcus-carroll-1.html,Georgia State,Sun Belt,12,127,622,4.9,6,51.8,5,29,5.8,0,2.4,132,651,4.9,6,,2022
Shadrick Byrd,shadrick-byrd-1,/cfb/players/shadrick-byrd-1.html,Charlotte,CUSA,12,149,620,4.2,4,51.7,21,222,10.6,1,18.5,170,842,5.0,5,,2022
Henry Parrish Jr.,henry-parrish-jr-1,/cfb/players/henry-parrish-jr-1.html,Miami (FL),ACC,10,130,616,4.7,4,61.6,17,120,7.1,2,12.0,147,736,5.0,6,,2022
Lew Nichols,lew-nichols-1,/cfb/players/lew-nichols-1.html,Central Michigan,MAC,9,176,616,3.5,6,68.4,21,128,6.1,0,14.2,197,744,3.8,6,,2022
Jaxson Dart,jaxson-dart-1,/cfb/players/jaxson-dart-1.html,Ole Miss,SEC,13,128,614,4.8,1,47.2,0,0,,0,0.0,128,614,4.8,1,,2022
Nate Noel,nate-noel-1,/cfb/players/nate-noel-1.html,Appalachian State,Sun Belt,9,87,604,6.9,6,67.1,24,145,6.0,0,16.1,111,749,6.7,6,,2022
Frank Harris,frank-harris-3,/cfb/players/frank-harris-3.html,UTSA,CUSA,14,129,602,4.7,9,43.0,2,12,6.0,0,0.9,131,614,4.7,9,,2022
Ron Cook Jr.,ron-cook-jr-1,/cfb/players/ron-cook-jr-1.html,Buffalo,MAC,10,139,600,4.3,4,60.0,16,207,12.9,0,20.7,155,807,5.2,4,,2022
Camerun Peoples,camerun-peoples-1,/cfb/players/camerun-peoples-1.html,Appalachian State,Sun Belt,9,101,593,5.9,5,65.9,6,43,7.2,0,4.8,107,636,5.9,5,,2022
Kendall Milton,kendall-milton-1,/cfb/players/kendall-milton-1.html,Georgia,SEC,13,85,592,7.0,8,45.5,5,64,12.8,1,4.9,90,656,7.3,9,,2022
Shaun Shivers,shaun-shivers-1,/cfb/players/shaun-shivers-1.html,Indiana,Big Ten,12,143,592,4.1,6,49.3,22,128,5.8,1,10.7,165,720,4.4,7,,2022
Taylen Green,taylen-green-1,/cfb/players/taylen-green-1.html,Boise State,MWC,13,81,588,7.3,10,45.2,0,0,,0,0.0,81,588,7.3,10,,2022
Brady Cook,brady-cook-1,/cfb/players/brady-cook-1.html,Missouri,SEC,13,139,585,4.2,6,45.0,0,0,,0,0.0,139,585,4.2,6,,2022
Jaison Patterson,jaison-patterson-1,/cfb/players/jaison-patterson-1.html,Bowling Green,MAC,13,135,583,4.3,1,44.8,7,31,4.4,0,2.4,142,614,4.3,1,,2022
Oscar Adaway III,oscar-adaway-iii-1,/cfb/players/oscar-adaway-iii-1.html,North Texas,CUSA,9,118,583,4.9,5,64.8,5,29,5.8,1,3.2,123,612,5.0,6,,2022
Jo'quavious Marks,joquavious-marks-1,/cfb/players/joquavious-marks-1.html,Mississippi State,SEC,12,113,582,5.2,9,48.5,48,288,6.0,0,24.0,161,870,5.4,9,,2022
