season,team,conference,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent
2016,Bowling Green,Mid-American,280.0,273.0,26.0,4.0,44.0,7.0,8.0,8.0,7.0,8.0,12.0,1.0,3.0,135.0,348.0,25.0,9.0,0.0,0.0,834.0,552.0,48.0,36.0,2713.0,3280.0,449.0,380.0,243.0,243.0,9.0,25.0,19.0,32.0,70.0,90.0,696.0,859.0,20644.0,22569.0,0.0,0.0,99.0,96.0,22.0,20.0,503.0,504.0,18.0,28.0,2170.0,2288.0,24.0,25.0,55.0,67.0,55.0,77.0,181.0,172.0,4883.0,5568.0,33.0,17.0
2016,Buffalo,Mid-American,220.0,259.0,7.0,9.0,16.0,24.0,8.0,8.0,8.0,8.0,12.0,0.0,1.0,0.0,160.0,11.0,5.0,0.0,1.0,878.0,737.0,54.0,33.0,2406.0,2183.0,397.0,285.0,212.0,164.0,5.0,11.0,11.0,15.0,63.0,54.0,516.0,450.0,19422.0,23778.0,0.0,1.0,107.0,236.0,16.0,22.0,426.0,597.0,12.0,29.0,1839.0,3039.0,21.0,23.0,61.0,55.0,66.0,84.0,181.0,183.0,4245.0,5222.0,19.0,13.0
2016,California,Pac-12,336.0,319.0,23.0,9.0,31.0,11.0,3.0,7.0,8.0,3.0,12.0,1.0,2.0,173.0,107.0,12.0,11.0,0.0,2.0,1072.0,865.0,56.0,49.0,4306.0,2945.0,621.0,395.0,383.0,236.0,11.0,12.0,37.0,30.0,89.0,107.0,909.0,921.0,20403.0,22797.0,0.0,1.0,65.0,320.0,17.0,27.0,414.0,532.0,16.0,32.0,1852.0,3275.0,18.0,16.0,51.0,56.0,78.0,76.0,202.0,162.0,6158.0,6220.0,15.0,18.0
2016,Central Michigan,Mid-American,257.0,259.0,7.0,9.0,13.0,21.0,8.0,5.0,5.0,8.0,13.0,4.0,2.0,178.0,268.0,16.0,13.0,0.0,0.0,1122.0,829.0,60.0,47.0,3589.0,2898.0,471.0,414.0,280.0,248.0,13.0,16.0,23.0,33.0,62.0,59.0,630.0,586.0,25217.0,21583.0,0.0,1.0,80.0,105.0,15.0,20.0,407.0,474.0,18.0,15.0,1507.0,2197.0,19.0,38.0,70.0,72.0,76.0,79.0,183.0,190.0,5096.0,5095.0,24.0,18.0
2016,Charlotte,Conference USA,237.0,289.0,16.0,10.0,33.0,20.0,9.0,7.0,6.0,7.0,12.0,1.0,1.0,155.0,120.0,6.0,16.0,0.0,0.0,1023.0,1035.0,52.0,52.0,2313.0,3718.0,413.0,496.0,214.0,310.0,16.0,6.0,17.0,29.0,88.0,89.0,818.0,800.0,20874.0,22326.0,1.0,0.0,49.0,131.0,18.0,22.0,487.0,406.0,18.0,24.0,2114.0,1721.0,14.0,25.0,49.0,81.0,63.0,72.0,196.0,172.0,4427.0,5439.0,15.0,23.0
2016,Cincinnati,American Athletic,232.0,287.0,7.0,11.0,17.0,18.0,8.0,7.0,7.0,8.0,12.0,1.0,3.0,218.0,227.0,15.0,17.0,0.0,0.0,716.0,726.0,36.0,35.0,3071.0,2799.0,453.0,389.0,259.0,239.0,17.0,15.0,19.0,18.0,55.0,60.0,544.0,538.0,19077.0,24123.0,0.0,1.0,92.0,138.0,15.0,14.0,397.0,562.0,8.0,17.0,1418.0,2275.0,19.0,26.0,71.0,62.0,69.0,93.0,182.0,194.0,4489.0,5074.0,23.0,24.0
2016,Clemson,ACC,403.0,255.0,15.0,10.0,26.0,24.0,11.0,7.0,7.0,11.0,15.0,2.0,1.0,309.0,169.0,17.0,20.0,0.0,0.0,723.0,1123.0,35.0,57.0,5009.0,2728.0,629.0,483.0,422.0,252.0,20.0,17.0,45.0,13.0,95.0,118.0,870.0,1012.0,27541.0,26099.0,0.0,0.0,278.0,52.0,42.0,10.0,591.0,525.0,30.0,20.0,2546.0,1944.0,49.0,20.0,130.0,75.0,117.0,62.0,233.0,222.0,7555.0,4672.0,28.0,27.0
2016,Colorado,Pac-12,326.0,246.0,8.0,9.0,19.0,20.0,9.0,11.0,11.0,8.0,14.0,1.0,1.0,203.0,111.0,11.0,15.0,0.0,0.0,566.0,929.0,27.0,37.0,3563.0,2704.0,469.0,471.0,289.0,234.0,15.0,11.0,21.0,18.0,76.0,81.0,661.0,724.0,25980.0,24420.0,1.0,3.0,310.0,341.0,34.0,29.0,635.0,513.0,30.0,14.0,2557.0,2091.0,36.0,31.0,68.0,79.0,104.0,72.0,236.0,220.0,6120.0,4795.0,20.0,26.0
2016,Colorado State,Mountain West,292.0,269.0,13.0,10.0,23.0,22.0,8.0,6.0,5.0,8.0,13.0,1.0,1.0,85.0,102.0,7.0,8.0,0.0,0.0,711.0,632.0,35.0,32.0,3181.0,2673.0,361.0,316.0,218.0,186.0,8.0,7.0,29.0,18.0,78.0,79.0,699.0,629.0,22858.0,23942.0,1.0,0.0,174.0,113.0,25.0,17.0,539.0,577.0,30.0,34.0,2831.0,2782.0,29.0,13.0,82.0,62.0,73.0,94.0,173.0,194.0,6012.0,5455.0,15.0,14.0
2016,Duke,ACC,250.0,208.0,9.0,3.0,23.0,8.0,13.0,7.0,7.0,13.0,12.0,1.0,0.0,50.0,38.0,9.0,9.0,1.0,0.0,939.0,745.0,38.0,40.0,2833.0,2828.0,427.0,311.0,269.0,174.0,9.0,9.0,16.0,21.0,56.0,67.0,446.0,545.0,20644.0,18956.0,0.0,1.0,172.0,149.0,21.0,15.0,424.0,426.0,19.0,18.0,1698.0,1934.0,29.0,26.0,71.0,63.0,73.0,67.0,168.0,161.0,4531.0,4762.0,22.0,16.0
2016,East Carolina,American Athletic,286.0,256.0,21.0,6.0,35.0,16.0,12.0,3.0,3.0,12.0,12.0,0.0,3.0,44.0,270.0,12.0,5.0,0.0,1.0,990.0,1028.0,54.0,48.0,4016.0,2691.0,554.0,338.0,359.0,194.0,5.0,12.0,26.0,17.0,60.0,76.0,521.0,673.0,21700.0,21500.0,0.0,1.0,18.0,192.0,10.0,17.0,404.0,506.0,13.0,34.0,1589.0,2742.0,8.0,31.0,54.0,91.0,76.0,73.0,193.0,170.0,5605.0,5433.0,24.0,8.0
2016,Eastern Michigan,Mid-American,303.0,310.0,8.0,12.0,13.0,16.0,6.0,13.0,13.0,5.0,13.0,1.0,3.0,150.0,239.0,17.0,11.0,0.0,0.0,979.0,1072.0,51.0,57.0,3849.0,3415.0,519.0,461.0,309.0,279.0,11.0,17.0,25.0,25.0,76.0,73.0,773.0,694.0,24021.0,22779.0,0.0,1.0,27.0,115.0,9.0,16.0,480.0,502.0,21.0,23.0,2068.0,2168.0,19.0,13.0,60.0,42.0,95.0,75.0,203.0,179.0,5917.0,5583.0,23.0,24.0
2016,Florida,SEC,235.0,206.0,7.0,4.0,15.0,16.0,7.0,8.0,8.0,7.0,13.0,4.0,2.0,321.0,171.0,15.0,16.0,1.0,0.0,580.0,354.0,26.0,15.0,2805.0,1931.0,410.0,328.0,241.0,148.0,17.0,15.0,18.0,8.0,88.0,56.0,758.0,466.0,24357.0,22443.0,0.0,1.0,242.0,284.0,32.0,30.0,452.0,488.0,11.0,16.0,1667.0,1878.0,31.0,28.0,80.0,70.0,80.0,63.0,192.0,182.0,4472.0,3809.0,22.0,24.0
2016,Florida Atlantic,Conference USA,247.0,296.0,7.0,8.0,18.0,13.0,7.0,5.0,5.0,7.0,12.0,1.0,1.0,84.0,114.0,13.0,10.0,0.0,0.0,1379.0,415.0,62.0,18.0,2521.0,3221.0,366.0,355.0,215.0,233.0,10.0,13.0,9.0,24.0,63.0,64.0,570.0,569.0,19956.0,23244.0,0.0,1.0,50.0,181.0,14.0,21.0,472.0,537.0,31.0,37.0,2258.0,2945.0,23.0,25.0,58.0,63.0,58.0,78.0,171.0,165.0,4779.0,6166.0,20.0,15.0
2016,Florida International,Conference USA,238.0,269.0,13.0,10.0,26.0,18.0,6.0,8.0,6.0,5.0,12.0,1.0,6.0,106.0,339.0,17.0,6.0,0.0,1.0,893.0,967.0,45.0,44.0,2720.0,2830.0,407.0,366.0,238.0,226.0,6.0,17.0,19.0,22.0,64.0,70.0,574.0,611.0,22729.0,20471.0,0.0,0.0,148.0,147.0,15.0,14.0,423.0,457.0,16.0,26.0,1821.0,2385.0,17.0,31.0,45.0,67.0,61.0,67.0,170.0,156.0,4541.0,5215.0,23.0,14.0
2016,Florida State,ACC,321.0,244.0,3.0,8.0,5.0,18.0,12.0,8.0,8.0,12.0,13.0,0.0,1.0,37.0,84.0,8.0,15.0,0.0,0.0,745.0,595.0,33.0,33.0,3433.0,2874.0,421.0,404.0,244.0,224.0,15.0,8.0,23.0,18.0,100.0,86.0,948.0,768.0,25680.0,21120.0,1.0,1.0,163.0,279.0,23.0,15.0,518.0,457.0,33.0,19.0,2630.0,1664.0,49.0,36.0,92.0,86.0,74.0,61.0,170.0,180.0,6063.0,4538.0,20.0,23.0
2016,Fresno State,Mountain West,206.0,261.0,8.0,9.0,23.0,13.0,5.0,4.0,3.0,4.0,12.0,0.0,1.0,0.0,164.0,13.0,5.0,0.0,0.0,877.0,603.0,41.0,34.0,2557.0,2012.0,405.0,271.0,210.0,160.0,5.0,13.0,13.0,21.0,76.0,69.0,669.0,624.0,20744.0,22456.0,0.0,1.0,159.0,52.0,24.0,12.0,440.0,602.0,11.0,25.0,1394.0,2977.0,14.0,32.0,55.0,86.0,76.0,68.0,201.0,165.0,3951.0,4971.0,18.0,9.0
2016,Georgia,SEC,261.0,208.0,7.0,7.0,13.0,17.0,10.0,12.0,12.0,10.0,13.0,1.0,1.0,108.0,210.0,9.0,15.0,1.0,1.0,585.0,1001.0,29.0,42.0,2515.0,2389.0,386.0,339.0,212.0,200.0,15.0,9.0,16.0,14.0,74.0,65.0,547.0,517.0,26296.0,20504.0,1.0,0.0,245.0,122.0,25.0,20.0,533.0,470.0,18.0,24.0,2486.0,1868.0,29.0,25.0,62.0,84.0,81.0,64.0,195.0,174.0,5001.0,4257.0,19.0,27.0
2016,Georgia Southern,Sun Belt,248.0,254.0,8.0,13.0,18.0,21.0,9.0,10.0,10.0,9.0,12.0,0.0,1.0,45.0,111.0,9.0,9.0,0.0,1.0,1026.0,395.0,52.0,20.0,1868.0,2740.0,264.0,353.0,147.0,210.0,9.0,9.0,13.0,16.0,91.0,61.0,772.0,603.0,23511.0,19689.0,0.0,0.0,207.0,56.0,16.0,9.0,606.0,446.0,16.0,21.0,2690.0,2019.0,12.0,12.0,67.0,92.0,82.0,50.0,187.0,153.0,4558.0,4759.0,18.0,19.0
2016,Georgia State,Sun Belt,201.0,264.0,5.0,18.0,14.0,26.0,8.0,7.0,7.0,8.0,12.0,2.0,0.0,91.0,76.0,15.0,11.0,1.0,1.0,737.0,773.0,32.0,31.0,2955.0,2087.0,419.0,355.0,231.0,193.0,11.0,15.0,17.0,8.0,73.0,70.0,581.0,623.0,19050.0,24779.0,0.0,2.0,10.0,373.0,7.0,31.0,336.0,576.0,10.0,24.0,1052.0,2481.0,18.0,17.0,47.0,56.0,65.0,77.0,172.0,197.0,4007.0,4568.0,23.0,18.0
2016,Georgia Tech,ACC,231.0,281.0,11.0,10.0,22.0,19.0,11.0,8.0,6.0,10.0,13.0,1.0,0.0,137.0,6.0,4.0,11.0,1.0,0.0,578.0,404.0,27.0,20.0,1679.0,2982.0,160.0,434.0,83.0,270.0,11.0,4.0,9.0,14.0,58.0,65.0,512.0,525.0,23625.0,23175.0,0.0,0.0,131.0,131.0,12.0,14.0,611.0,473.0,34.0,22.0,3355.0,2239.0,18.0,16.0,57.0,71.0,64.0,93.0,154.0,189.0,5034.0,5221.0,15.0,19.0
2016,Hawai'i,Mountain West,263.0,335.0,15.0,11.0,25.0,22.0,10.0,6.0,6.0,12.0,14.0,1.0,4.0,78.0,281.0,15.0,11.0,0.0,0.0,1403.0,891.0,65.0,44.0,3185.0,3183.0,438.0,393.0,257.0,246.0,11.0,15.0,25.0,29.0,116.0,96.0,1003.0,915.0,24830.0,25570.0,0.0,0.0,63.0,292.0,8.0,30.0,477.0,620.0,25.0,31.0,2293.0,3279.0,32.0,32.0,92.0,65.0,64.0,96.0,183.0,201.0,5478.0,6462.0,25.0,17.0
2016,Houston,American Athletic,312.0,212.0,19.0,8.0,30.0,19.0,10.0,11.0,11.0,10.0,13.0,2.0,2.0,132.0,211.0,15.0,7.0,1.0,0.0,783.0,991.0,37.0,44.0,3852.0,2853.0,523.0,419.0,352.0,235.0,7.0,16.0,24.0,19.0,58.0,74.0,554.0,632.0,25790.0,21010.0,0.0,0.0,73.0,34.0,19.0,13.0,561.0,447.0,29.0,16.0,1912.0,1302.0,39.0,37.0,101.0,99.0,109.0,69.0,233.0,203.0,5764.0,4155.0,25.0,18.0
2016,Idaho,Sun Belt,281.0,290.0,13.0,11.0,22.0,20.0,6.0,11.0,9.0,6.0,13.0,1.0,2.0,130.0,164.0,11.0,17.0,0.0,0.0,981.0,876.0,53.0,51.0,3240.0,3685.0,432.0,447.0,265.0,282.0,17.0,11.0,19.0,31.0,73.0,80.0,680.0,651.0,25014.0,22415.0,2.0,0.0,148.0,124.0,19.0,18.0,489.0,446.0,24.0,17.0,1925.0,1874.0,24.0,24.0,67.0,67.0,72.0,74.0,182.0,176.0,5165.0,5559.0,17.0,28.0
2016,Illinois,Big Ten,180.0,258.0,7.0,5.0,16.0,16.0,11.0,11.0,11.0,11.0,12.0,1.0,0.0,133.0,161.0,9.0,7.0,0.0,0.0,754.0,676.0,40.0,28.0,2095.0,2231.0,358.0,308.0,183.0,194.0,7.0,9.0,13.0,11.0,75.0,62.0,639.0,537.0,18713.0,24487.0,0.0,1.0,101.0,273.0,24.0,24.0,353.0,569.0,14.0,35.0,1686.0,2630.0,28.0,20.0,97.0,62.0,44.0,78.0,155.0,175.0,3781.0,4861.0,20.0,18.0
2016,Indiana,Big Ten,279.0,253.0,7.0,17.0,27.0,27.0,11.0,10.0,9.0,9.0,13.0,2.0,2.0,142.0,279.0,18.0,13.0,0.0,0.0,1008.0,688.0,52.0,36.0,3559.0,2856.0,456.0,417.0,263.0,219.0,13.0,18.0,21.0,17.0,79.0,88.0,686.0,735.0,21947.0,24853.0,0.0,1.0,179.0,195.0,24.0,33.0,534.0,554.0,18.0,20.0,1979.0,2085.0,33.0,29.0,98.0,95.0,81.0,68.0,203.0,207.0,5538.0,4941.0,29.0,23.0
2016,Iowa,Big Ten,217.0,236.0,11.0,14.0,17.0,23.0,2.0,9.0,9.0,2.0,13.0,1.0,2.0,56.0,173.0,10.0,9.0,0.0,0.0,831.0,428.0,32.0,22.0,1991.0,2618.0,310.0,401.0,175.0,202.0,9.0,10.0,17.0,18.0,65.0,67.0,538.0,522.0,23310.0,23490.0,1.0,0.0,412.0,134.0,33.0,12.0,502.0,492.0,23.0,10.0,2234.0,1947.0,28.0,30.0,61.0,69.0,56.0,70.0,173.0,199.0,4225.0,4565.0,12.0,18.0
2016,Iowa State,Big 12,254.0,293.0,11.0,9.0,23.0,15.0,8.0,4.0,4.0,7.0,12.0,1.0,0.0,90.0,39.0,8.0,9.0,1.0,0.0,1017.0,629.0,44.0,31.0,3106.0,2817.0,398.0,385.0,235.0,235.0,9.0,8.0,21.0,25.0,76.0,62.0,681.0,599.0,21353.0,21847.0,0.0,0.0,226.0,66.0,25.0,15.0,458.0,526.0,18.0,23.0,1953.0,2618.0,19.0,32.0,80.0,62.0,76.0,78.0,178.0,176.0,5059.0,5435.0,16.0,13.0
2016,Kansas,Big 12,213.0,277.0,5.0,8.0,20.0,18.0,14.0,12.0,12.0,14.0,12.0,1.0,4.0,131.0,410.0,22.0,10.0,1.0,0.0,868.0,432.0,48.0,21.0,2885.0,2637.0,464.0,357.0,278.0,211.0,10.0,22.0,16.0,26.0,71.0,78.0,654.0,696.0,20017.0,23183.0,0.0,1.0,-10.0,241.0,10.0,26.0,405.0,549.0,11.0,27.0,1429.0,2837.0,28.0,27.0,90.0,72.0,60.0,62.0,183.0,174.0,4314.0,5474.0,36.0,22.0
2016,Kansas State,Big 12,278.0,262.0,9.0,10.0,15.0,24.0,7.0,9.0,8.0,5.0,13.0,3.0,0.0,205.0,59.0,5.0,16.0,1.0,0.0,991.0,773.0,38.0,42.0,2041.0,3545.0,309.0,474.0,177.0,297.0,16.0,5.0,10.0,26.0,88.0,85.0,710.0,793.0,25422.0,19578.0,1.0,0.0,227.0,87.0,22.0,21.0,572.0,400.0,39.0,11.0,3013.0,1495.0,30.0,25.0,70.0,80.0,79.0,64.0,175.0,172.0,5054.0,5040.0,12.0,25.0
2016,Kent State,Mid-American,178.0,260.0,5.0,10.0,14.0,16.0,5.0,12.0,12.0,6.0,12.0,0.0,2.0,157.0,110.0,8.0,12.0,0.0,0.0,750.0,865.0,42.0,42.0,1700.0,2361.0,292.0,353.0,147.0,183.0,12.0,8.0,11.0,16.0,63.0,58.0,539.0,550.0,20858.0,22342.0,0.0,1.0,123.0,185.0,22.0,22.0,473.0,537.0,15.0,24.0,2008.0,2277.0,20.0,34.0,69.0,91.0,60.0,72.0,181.0,182.0,3708.0,4638.0,13.0,24.0
2016,Kentucky,SEC,260.0,295.0,12.0,7.0,16.0,13.0,16.0,8.0,8.0,15.0,13.0,1.0,1.0,129.0,77.0,12.0,13.0,0.0,0.0,863.0,999.0,39.0,50.0,2419.0,2679.0,312.0,352.0,170.0,202.0,13.0,13.0,17.0,20.0,65.0,85.0,595.0,678.0,23286.0,23514.0,1.0,0.0,131.0,125.0,17.0,25.0,560.0,576.0,31.0,25.0,3044.0,2966.0,21.0,27.0,69.0,74.0,72.0,80.0,184.0,182.0,5463.0,5645.0,28.0,21.0
2016,LSU,SEC,235.0,192.0,1.0,10.0,8.0,19.0,10.0,8.0,7.0,10.0,12.0,1.0,0.0,80.0,46.0,7.0,9.0,0.0,0.0,459.0,919.0,24.0,50.0,2281.0,2366.0,298.0,364.0,174.0,194.0,9.0,7.0,12.0,9.0,58.0,64.0,492.0,502.0,22416.0,20784.0,1.0,0.0,186.0,38.0,24.0,11.0,459.0,429.0,30.0,7.0,2796.0,1407.0,36.0,20.0,78.0,71.0,66.0,61.0,152.0,189.0,5077.0,3773.0,17.0,17.0
2016,Louisiana,Sun Belt,255.0,265.0,7.0,9.0,24.0,20.0,4.0,8.0,8.0,4.0,13.0,1.0,1.0,120.0,135.0,13.0,10.0,0.0,0.0,710.0,643.0,40.0,39.0,2308.0,3249.0,342.0,439.0,203.0,271.0,10.0,14.0,12.0,18.0,94.0,80.0,721.0,689.0,23162.0,23638.0,0.0,1.0,87.0,207.0,19.0,10.0,586.0,490.0,21.0,17.0,2326.0,1679.0,25.0,36.0,80.0,102.0,74.0,72.0,198.0,195.0,4634.0,4928.0,17.0,18.0
2016,Louisiana Tech,Conference USA,358.0,336.0,6.0,15.0,10.0,24.0,8.0,9.0,9.0,8.0,14.0,1.0,0.0,127.0,59.0,9.0,9.0,3.0,0.0,1436.0,1693.0,57.0,84.0,5087.0,3846.0,543.0,494.0,362.0,323.0,10.0,9.0,43.0,35.0,71.0,89.0,675.0,852.0,23838.0,26562.0,0.0,1.0,178.0,180.0,17.0,13.0,417.0,524.0,30.0,27.0,2119.0,2047.0,44.0,26.0,89.0,52.0,78.0,85.0,155.0,187.0,7206.0,5893.0,17.0,18.0
2016,Louisville,ACC,323.0,227.0,11.0,9.0,16.0,19.0,22.0,10.0,10.0,22.0,13.0,1.0,0.0,221.0,121.0,10.0,15.0,0.0,0.0,825.0,1857.0,41.0,90.0,3777.0,2692.0,436.0,411.0,248.0,224.0,15.0,10.0,32.0,29.0,101.0,77.0,919.0,738.0,22448.0,24344.0,1.0,0.0,211.0,183.0,29.0,21.0,525.0,483.0,37.0,7.0,3148.0,1497.0,30.0,47.0,97.0,83.0,74.0,64.0,180.0,203.0,6925.0,4189.0,32.0,25.0
2016,Marshall,Conference USA,241.0,286.0,16.0,14.0,24.0,23.0,4.0,12.0,12.0,4.0,12.0,0.0,3.0,107.0,233.0,12.0,8.0,1.0,1.0,1279.0,471.0,62.0,22.0,2902.0,3044.0,438.0,372.0,264.0,220.0,8.0,12.0,28.0,21.0,90.0,81.0,921.0,820.0,21498.0,21702.0,0.0,1.0,148.0,162.0,18.0,19.0,396.0,488.0,12.0,28.0,1298.0,2421.0,27.0,28.0,70.0,80.0,59.0,66.0,175.0,166.0,4200.0,5465.0,16.0,20.0
2016,Maryland,Big Ten,236.0,298.0,11.0,10.0,29.0,26.0,10.0,7.0,7.0,10.0,13.0,1.0,1.0,54.0,110.0,9.0,5.0,0.0,0.0,874.0,952.0,42.0,53.0,2317.0,2760.0,342.0,394.0,196.0,221.0,5.0,9.0,15.0,19.0,88.0,81.0,794.0,737.0,21665.0,25135.0,2.0,0.0,223.0,100.0,27.0,20.0,533.0,586.0,26.0,31.0,2594.0,2792.0,37.0,49.0,87.0,109.0,62.0,72.0,181.0,192.0,4911.0,5552.0,19.0,12.0
2016,Massachusetts,FBS Independents,230.0,286.0,12.0,15.0,24.0,25.0,10.0,11.0,9.0,9.0,12.0,0.0,2.0,84.0,133.0,15.0,4.0,0.0,0.0,1213.0,1029.0,62.0,47.0,3080.0,3115.0,436.0,394.0,253.0,254.0,4.0,15.0,27.0,27.0,93.0,83.0,794.0,806.0,19419.0,23781.0,0.0,0.0,102.0,229.0,14.0,33.0,366.0,492.0,10.0,23.0,1194.0,2317.0,25.0,47.0,70.0,78.0,52.0,69.0,160.0,171.0,4274.0,5432.0,25.0,15.0
2016,Memphis,American Athletic,304.0,309.0,13.0,14.0,22.0,23.0,11.0,13.0,13.0,10.0,13.0,3.0,1.0,200.0,81.0,10.0,16.0,3.0,0.0,1249.0,465.0,49.0,29.0,3957.0,3246.0,477.0,494.0,303.0,304.0,16.0,10.0,34.0,20.0,82.0,85.0,771.0,777.0,21235.0,25565.0,0.0,0.0,175.0,66.0,21.0,9.0,487.0,530.0,23.0,28.0,2071.0,2664.0,23.0,35.0,74.0,94.0,79.0,73.0,196.0,192.0,6028.0,5910.0,21.0,29.0
2016,Miami,ACC,260.0,245.0,6.0,7.0,13.0,24.0,3.0,11.0,11.0,3.0,13.0,0.0,0.0,58.0,87.0,7.0,8.0,0.0,1.0,445.0,763.0,21.0,33.0,3564.0,2779.0,426.0,446.0,263.0,262.0,8.0,7.0,27.0,17.0,95.0,92.0,876.0,800.0,21824.0,24976.0,1.0,0.0,243.0,158.0,22.0,21.0,435.0,499.0,24.0,10.0,1973.0,1713.0,35.0,25.0,107.0,73.0,62.0,81.0,172.0,210.0,5537.0,4492.0,10.0,19.0
2016,Miami (OH),Mid-American,254.0,263.0,7.0,11.0,15.0,22.0,13.0,7.0,6.0,13.0,13.0,1.0,0.0,98.0,96.0,7.0,14.0,0.0,0.0,854.0,908.0,44.0,44.0,2998.0,2715.0,358.0,408.0,212.0,238.0,14.0,7.0,27.0,15.0,88.0,61.0,720.0,644.0,25272.0,21528.0,0.0,1.0,18.0,150.0,6.0,20.0,484.0,468.0,9.0,21.0,1772.0,1875.0,24.0,41.0,70.0,74.0,62.0,73.0,164.0,180.0,4770.0,4590.0,20.0,21.0
2016,Michigan,Big Ten,284.0,187.0,13.0,11.0,20.0,27.0,5.0,6.0,6.0,5.0,13.0,3.0,1.0,147.0,126.0,7.0,13.0,0.0,0.0,486.0,928.0,27.0,42.0,2756.0,1853.0,370.0,328.0,228.0,143.0,13.0,7.0,20.0,11.0,63.0,70.0,593.0,544.0,25778.0,21022.0,2.0,0.0,357.0,137.0,26.0,21.0,574.0,481.0,41.0,9.0,2768.0,1550.0,46.0,22.0,119.0,86.0,79.0,37.0,183.0,177.0,5524.0,3403.0,12.0,19.0
2016,Michigan State,Big Ten,246.0,223.0,10.0,11.0,21.0,17.0,7.0,5.0,5.0,7.0,12.0,2.0,0.0,129.0,80.0,11.0,8.0,0.0,1.0,621.0,678.0,30.0,31.0,2668.0,2474.0,370.0,332.0,211.0,198.0,8.0,11.0,19.0,19.0,77.0,50.0,724.0,463.0,22810.0,20390.0,0.0,0.0,132.0,87.0,20.0,16.0,471.0,460.0,14.0,21.0,2072.0,1904.0,11.0,27.0,56.0,73.0,67.0,71.0,174.0,168.0,4740.0,4378.0,18.0,13.0
2016,Middle Tennessee,Conference USA,323.0,319.0,4.0,25.0,14.0,41.0,6.0,8.0,9.0,6.0,13.0,2.0,1.0,175.0,256.0,15.0,11.0,0.0,0.0,569.0,1365.0,30.0,65.0,4236.0,3260.0,556.0,491.0,349.0,286.0,11.0,15.0,39.0,24.0,78.0,79.0,730.0,739.0,21936.0,24864.0,0.0,0.0,162.0,68.0,22.0,16.0,417.0,577.0,26.0,37.0,2494.0,2583.0,28.0,14.0,64.0,63.0,82.0,81.0,184.0,210.0,6730.0,5843.0,21.0,19.0
2016,Minnesota,Big Ten,250.0,247.0,5.0,12.0,10.0,26.0,5.0,16.0,15.0,4.0,13.0,1.0,1.0,136.0,173.0,12.0,9.0,1.0,0.0,928.0,563.0,39.0,31.0,2257.0,3002.0,328.0,487.0,181.0,274.0,9.0,12.0,9.0,22.0,88.0,61.0,743.0,547.0,24263.0,22537.0,0.0,0.0,136.0,129.0,24.0,32.0,558.0,453.0,34.0,12.0,2387.0,1532.0,37.0,16.0,101.0,73.0,73.0,83.0,193.0,214.0,4644.0,4534.0,17.0,25.0
2016,Mississippi State,SEC,287.0,298.0,14.0,19.0,28.0,28.0,6.0,9.0,8.0,6.0,13.0,3.0,1.0,300.0,81.0,10.0,14.0,0.0,0.0,868.0,843.0,42.0,42.0,2726.0,3660.0,411.0,472.0,230.0,291.0,14.0,10.0,24.0,33.0,68.0,68.0,617.0,561.0,22506.0,24294.0,0.0,1.0,76.0,133.0,20.0,9.0,532.0,485.0,24.0,17.0,2997.0,2308.0,25.0,18.0,81.0,68.0,78.0,78.0,192.0,191.0,5723.0,5968.0,16.0,23.0
2016,Missouri,SEC,291.0,273.0,13.0,5.0,24.0,12.0,13.0,5.0,5.0,13.0,12.0,2.0,3.0,170.0,227.0,10.0,15.0,0.0,1.0,811.0,541.0,43.0,21.0,3545.0,2962.0,448.0,418.0,249.0,241.0,15.0,10.0,25.0,17.0,80.0,75.0,657.0,596.0,16892.0,25708.0,1.0,0.0,265.0,111.0,27.0,20.0,500.0,531.0,24.0,28.0,2461.0,2794.0,27.0,14.0,72.0,36.0,83.0,86.0,194.0,195.0,6006.0,5756.0,23.0,20.0
