season,team,conference,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent
2020,UCF,American Athletic,281.0,276.0,12.0,11.0,22.0,20.0,6.0,13.0,13.0,6.0,10.0,0.0,0.0,56.0,36.0,4.0,9.0,0.0,0.0,317.0,571.0,20.0,25.0,3521.0,2992.0,408.0,350.0,244.0,209.0,9.0,4.0,32.0,26.0,92.0,70.0,750.0,593.0,16500.0,19436.0,0.0,0.0,53.0,120.0,9.0,11.0,444.0,442.0,23.0,17.0,2107.0,1927.0,26.0,21.0,71.0,58.0,78.0,62.0,158.0,145.0,5628.0,4919.0,10.0,22.0
2020,UCLA,Pac-12,172.0,156.0,7.0,3.0,17.0,9.0,7.0,2.0,2.0,7.0,7.0,0.0,1.0,55.0,132.0,6.0,9.0,0.0,0.0,201.0,373.0,10.0,17.0,1571.0,1919.0,200.0,263.0,130.0,161.0,8.0,6.0,18.0,13.0,48.0,50.0,374.0,415.0,12109.0,13072.0,0.0,0.0,49.0,60.0,5.0,8.0,319.0,264.0,13.0,14.0,1614.0,1014.0,22.0,12.0,46.0,46.0,43.0,49.0,96.0,106.0,3185.0,2933.0,13.0,11.0
2020,UL Monroe,Sun Belt,166.0,219.0,17.0,13.0,32.0,19.0,6.0,6.0,6.0,6.0,10.0,0.0,3.0,111.0,314.0,12.0,4.0,0.0,0.0,758.0,315.0,42.0,18.0,2290.0,2153.0,383.0,217.0,223.0,126.0,4.0,12.0,14.0,20.0,48.0,53.0,437.0,474.0,16347.0,19544.0,0.0,2.0,30.0,171.0,6.0,14.0,249.0,459.0,8.0,29.0,761.0,2486.0,17.0,27.0,53.0,52.0,34.0,81.0,133.0,142.0,3051.0,4639.0,18.0,10.0
2020,UNLV,Mountain West,112.0,136.0,10.0,4.0,15.0,6.0,5.0,3.0,3.0,5.0,6.0,0.0,0.0,23.0,30.0,4.0,2.0,0.0,0.0,409.0,427.0,21.0,18.0,1115.0,1363.0,196.0,163.0,115.0,99.0,2.0,4.0,6.0,6.0,39.0,41.0,324.0,327.0,10538.0,11053.0,0.0,0.0,39.0,74.0,5.0,15.0,223.0,241.0,7.0,22.0,841.0,1530.0,14.0,29.0,31.0,58.0,34.0,36.0,92.0,77.0,1956.0,2893.0,9.0,5.0
2020,USC,Pac-12,134.0,126.0,10.0,5.0,15.0,12.0,4.0,6.0,6.0,4.0,6.0,0.0,0.0,141.0,24.0,7.0,9.0,0.0,0.0,305.0,100.0,13.0,6.0,1916.0,1298.0,263.0,186.0,178.0,120.0,9.0,7.0,17.0,14.0,40.0,32.0,431.0,313.0,10887.0,10706.0,0.0,0.0,43.0,61.0,10.0,5.0,184.0,217.0,8.0,4.0,584.0,921.0,13.0,12.0,34.0,35.0,39.0,31.0,89.0,79.0,2500.0,2219.0,11.0,15.0
2020,UTEP,Conference USA,149.0,149.0,6.0,7.0,13.0,11.0,6.0,6.0,6.0,6.0,8.0,0.0,0.0,8.0,49.0,9.0,2.0,1.0,0.0,668.0,464.0,26.0,22.0,1674.0,1922.0,239.0,224.0,126.0,142.0,2.0,9.0,7.0,19.0,57.0,49.0,519.0,473.0,15691.0,13039.0,0.0,0.0,23.0,55.0,7.0,6.0,299.0,273.0,16.0,14.0,1121.0,1129.0,12.0,12.0,47.0,36.0,48.0,37.0,109.0,95.0,2795.0,3051.0,15.0,8.0
2020,UTSA,Conference USA,262.0,242.0,10.0,9.0,19.0,17.0,4.0,8.0,8.0,4.0,12.0,1.0,1.0,147.0,80.0,8.0,11.0,0.0,0.0,508.0,670.0,29.0,33.0,2399.0,2655.0,370.0,360.0,222.0,219.0,11.0,8.0,16.0,22.0,84.0,71.0,803.0,659.0,21272.0,21842.0,0.0,1.0,66.0,266.0,21.0,17.0,496.0,457.0,24.0,16.0,2585.0,1947.0,25.0,22.0,85.0,64.0,78.0,66.0,179.0,165.0,4984.0,4602.0,12.0,19.0
2020,Utah,Pac-12,102.0,91.0,5.0,2.0,11.0,10.0,6.0,6.0,6.0,6.0,5.0,1.0,0.0,201.0,74.0,7.0,7.0,0.0,0.0,113.0,403.0,4.0,17.0,1079.0,1286.0,156.0,191.0,95.0,110.0,7.0,7.0,6.0,8.0,26.0,29.0,238.0,258.0,9978.0,8001.0,1.0,1.0,147.0,92.0,9.0,4.0,190.0,141.0,9.0,7.0,971.0,539.0,7.0,4.0,27.0,25.0,26.0,23.0,69.0,67.0,2050.0,1825.0,13.0,13.0
2020,Utah State,Mountain West,82.0,156.0,5.0,11.0,10.0,14.0,5.0,2.0,2.0,5.0,6.0,0.0,0.0,11.0,14.0,4.0,2.0,1.0,0.0,564.0,243.0,23.0,14.0,815.0,1564.0,169.0,192.0,89.0,130.0,2.0,3.0,6.0,14.0,32.0,37.0,284.0,328.0,9065.0,12190.0,0.0,0.0,22.0,13.0,5.0,9.0,192.0,252.0,4.0,14.0,840.0,1348.0,16.0,14.0,38.0,28.0,35.0,38.0,91.0,82.0,1655.0,2912.0,9.0,4.0
2020,Vanderbilt,SEC,180.0,219.0,12.0,6.0,20.0,10.0,6.0,7.0,8.0,6.0,9.0,0.0,1.0,32.0,150.0,11.0,2.0,0.0,0.0,336.0,265.0,20.0,14.0,1979.0,2668.0,300.0,301.0,192.0,221.0,2.0,12.0,13.0,24.0,42.0,58.0,343.0,496.0,16028.0,15947.0,0.0,0.0,46.0,201.0,5.0,16.0,330.0,298.0,4.0,16.0,980.0,1714.0,13.0,19.0,33.0,62.0,55.0,43.0,139.0,97.0,2959.0,4382.0,17.0,9.0
2020,Virginia,ACC,236.0,204.0,16.0,5.0,25.0,15.0,5.0,7.0,7.0,5.0,10.0,2.0,1.0,175.0,80.0,14.0,11.0,0.0,0.0,533.0,316.0,23.0,16.0,2605.0,3044.0,379.0,323.0,221.0,203.0,11.0,14.0,22.0,19.0,53.0,79.0,483.0,667.0,18644.0,18256.0,0.0,0.0,71.0,142.0,14.0,12.0,366.0,369.0,16.0,14.0,1629.0,1386.0,32.0,20.0,72.0,42.0,53.0,60.0,143.0,144.0,4234.0,4430.0,19.0,18.0
2020,Virginia Tech,ACC,246.0,255.0,7.0,18.0,12.0,25.0,8.0,5.0,5.0,8.0,11.0,0.0,0.0,140.0,20.0,6.0,12.0,0.0,0.0,546.0,382.0,23.0,21.0,2212.0,2910.0,253.0,387.0,157.0,238.0,12.0,6.0,13.0,19.0,58.0,81.0,514.0,714.0,19894.0,19432.0,0.0,0.0,66.0,28.0,17.0,7.0,472.0,406.0,27.0,24.0,2648.0,2026.0,36.0,22.0,75.0,64.0,51.0,62.0,133.0,153.0,4860.0,4936.0,14.0,17.0
2020,Wake Forest,ACC,212.0,209.0,10.0,6.0,21.0,10.0,2.0,4.0,4.0,2.0,9.0,3.0,0.0,132.0,176.0,5.0,13.0,1.0,0.0,352.0,469.0,15.0,21.0,2533.0,2271.0,310.0,298.0,175.0,189.0,13.0,5.0,14.0,17.0,48.0,58.0,401.0,536.0,14795.0,17352.0,0.0,0.0,96.0,52.0,10.0,9.0,378.0,365.0,22.0,20.0,1491.0,1650.0,16.0,27.0,68.0,65.0,56.0,52.0,139.0,125.0,4024.0,3921.0,7.0,17.0
2020,Washington,Pac-12,87.0,80.0,5.0,4.0,6.0,8.0,0.0,5.0,5.0,0.0,4.0,0.0,0.0,24.0,119.0,3.0,3.0,0.0,0.0,124.0,332.0,7.0,13.0,906.0,740.0,111.0,117.0,68.0,74.0,3.0,3.0,4.0,5.0,21.0,18.0,162.0,145.0,7593.0,6723.0,0.0,1.0,56.0,64.0,3.0,3.0,156.0,142.0,11.0,8.0,705.0,645.0,10.0,1.0,18.0,10.0,26.0,22.0,54.0,52.0,1611.0,1385.0,3.0,8.0
2020,Washington State,Pac-12,78.0,93.0,3.0,6.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,36.0,72.0,4.0,2.0,0.0,0.0,200.0,181.0,10.0,9.0,1019.0,1228.0,152.0,152.0,94.0,103.0,2.0,4.0,6.0,11.0,21.0,19.0,187.0,195.0,7553.0,6847.0,0.0,0.0,10.0,38.0,1.0,7.0,110.0,124.0,8.0,9.0,517.0,619.0,8.0,9.0,25.0,25.0,20.0,25.0,51.0,52.0,1536.0,1847.0,8.0,6.0
2020,West Virginia,Big 12,219.0,159.0,12.0,6.0,22.0,11.0,8.0,2.0,2.0,8.0,10.0,1.0,0.0,112.0,60.0,4.0,11.0,0.0,1.0,460.0,686.0,23.0,36.0,2775.0,1596.0,401.0,254.0,253.0,157.0,11.0,4.0,16.0,12.0,82.0,60.0,741.0,518.0,19093.0,16674.0,0.0,0.0,105.0,33.0,21.0,12.0,358.0,371.0,15.0,11.0,1350.0,1313.0,21.0,21.0,62.0,76.0,67.0,55.0,162.0,140.0,4125.0,2909.0,12.0,13.0
2020,Western Kentucky,Conference USA,197.0,232.0,18.0,19.0,32.0,33.0,11.0,4.0,4.0,11.0,12.0,1.0,0.0,69.0,36.0,4.0,6.0,0.0,1.0,492.0,477.0,31.0,24.0,1984.0,2128.0,369.0,335.0,208.0,175.0,6.0,4.0,12.0,16.0,54.0,55.0,481.0,517.0,20839.0,22145.0,0.0,1.0,28.0,230.0,11.0,19.0,389.0,492.0,11.0,20.0,1500.0,2052.0,23.0,26.0,74.0,69.0,50.0,77.0,156.0,184.0,3484.0,4180.0,15.0,10.0
2020,Western Michigan,Mid-American,142.0,122.0,5.0,10.0,8.0,14.0,4.0,1.0,1.0,4.0,6.0,1.0,0.0,42.0,15.0,2.0,2.0,1.0,0.0,536.0,439.0,28.0,22.0,1704.0,1454.0,155.0,199.0,98.0,127.0,2.0,2.0,18.0,12.0,46.0,43.0,391.0,345.0,10138.0,11223.0,0.0,0.0,31.0,30.0,9.0,6.0,236.0,228.0,13.0,12.0,1175.0,936.0,19.0,7.0,51.0,25.0,29.0,36.0,67.0,90.0,2879.0,2390.0,6.0,3.0
2020,Wisconsin,Big Ten,137.0,107.0,5.0,2.0,12.0,11.0,5.0,4.0,4.0,5.0,7.0,0.0,0.0,217.0,21.0,7.0,8.0,0.0,0.0,251.0,278.0,11.0,13.0,1267.0,1426.0,202.0,218.0,124.0,110.0,8.0,6.0,10.0,12.0,36.0,29.0,296.0,261.0,15263.0,9880.0,0.0,0.0,30.0,39.0,11.0,8.0,293.0,200.0,13.0,2.0,1152.0,676.0,11.0,12.0,36.0,41.0,38.0,25.0,100.0,87.0,2419.0,2102.0,12.0,12.0
2020,Wyoming,Mountain West,111.0,105.0,6.0,0.0,12.0,6.0,4.0,6.0,6.0,4.0,6.0,0.0,1.0,60.0,35.0,5.0,4.0,0.0,0.0,290.0,407.0,15.0,17.0,920.0,1201.0,134.0,176.0,62.0,111.0,4.0,5.0,1.0,7.0,31.0,37.0,279.0,311.0,11047.0,10553.0,0.0,0.0,66.0,64.0,12.0,8.0,275.0,219.0,16.0,7.0,1317.0,742.0,17.0,15.0,46.0,37.0,27.0,29.0,89.0,80.0,2237.0,1943.0,9.0,10.0
2021,Air Force,Mountain West,284.0,198.0,32.0,10.0,41.0,24.0,6.0,8.0,9.0,7.0,13.0,0.0,0.0,53.0,89.0,4.0,8.0,0.0,1.0,68.0,794.0,14.0,39.0,1242.0,2526.0,113.0,341.0,55.0,191.0,8.0,4.0,8.0,15.0,55.0,71.0,505.0,568.0,28564.0,18236.0,0.0,0.0,36.0,26.0,5.0,7.0,836.0,397.0,44.0,18.0,4267.0,1330.0,37.0,11.0,68.0,41.0,88.0,69.0,195.0,171.0,5509.0,3856.0,10.0,16.0
2021,Akron,Mid-American,225.0,286.0,14.0,7.0,32.0,10.0,12.0,5.0,6.0,13.0,12.0,1.0,2.0,79.0,77.0,5.0,6.0,1.0,1.0,662.0,452.0,53.0,24.0,2610.0,2622.0,352.0,301.0,226.0,201.0,6.0,5.0,21.0,26.0,68.0,78.0,553.0,651.0,22428.0,20772.0,0.0,0.0,50.0,217.0,9.0,26.0,432.0,482.0,8.0,32.0,1463.0,2987.0,15.0,61.0,45.0,101.0,62.0,77.0,163.0,142.0,4073.0,5609.0,17.0,11.0
2021,Alabama,SEC,367.0,265.0,9.0,17.0,17.0,31.0,6.0,6.0,6.0,6.0,15.0,2.0,1.0,189.0,96.0,7.0,15.0,2.0,1.0,480.0,455.0,20.0,26.0,5073.0,3271.0,571.0,471.0,380.0,297.0,15.0,7.0,48.0,25.0,107.0,100.0,990.0,731.0,29142.0,25448.0,2.0,0.0,260.0,85.0,33.0,14.0,548.0,485.0,21.0,9.0,2250.0,1271.0,57.0,41.0,119.0,105.0,117.0,65.0,225.0,209.0,7323.0,4542.0,13.0,21.0
2021,App State,Sun Belt,317.0,255.0,25.0,9.0,38.0,24.0,14.0,7.0,7.0,17.0,14.0,4.0,0.0,347.0,110.0,12.0,15.0,2.0,1.0,1141.0,850.0,43.0,54.0,3487.0,3108.0,413.0,442.0,255.0,251.0,15.0,12.0,29.0,18.0,85.0,73.0,744.0,682.0,25964.0,24437.0,0.0,0.0,168.0,53.0,25.0,14.0,567.0,481.0,26.0,18.0,2691.0,1765.0,37.0,17.0,111.0,64.0,68.0,68.0,188.0,199.0,6178.0,4873.0,26.0,22.0
2021,Arizona,Pac-12,248.0,231.0,18.0,4.0,28.0,8.0,5.0,2.0,3.0,6.0,12.0,1.0,4.0,89.0,275.0,18.0,4.0,0.0,0.0,483.0,215.0,27.0,7.0,2716.0,2281.0,444.0,283.0,268.0,164.0,4.0,18.0,12.0,25.0,105.0,82.0,845.0,868.0,21767.0,21415.0,1.0,2.0,202.0,193.0,23.0,22.0,426.0,474.0,6.0,17.0,1556.0,2188.0,22.0,35.0,69.0,89.0,61.0,54.0,190.0,148.0,4272.0,4469.0,23.0,6.0
2021,Arizona State,Pac-12,260.0,254.0,9.0,13.0,14.0,25.0,12.0,5.0,5.0,12.0,13.0,2.0,0.0,229.0,40.0,10.0,16.0,0.0,0.0,681.0,338.0,37.0,22.0,2530.0,2533.0,313.0,382.0,206.0,229.0,16.0,10.0,12.0,13.0,113.0,66.0,1015.0,608.0,22955.0,23844.0,0.0,0.0,255.0,84.0,21.0,16.0,495.0,471.0,34.0,18.0,2514.0,1710.0,27.0,27.0,75.0,69.0,67.0,67.0,150.0,180.0,5044.0,4243.0,22.0,21.0
2021,Arkansas,SEC,284.0,250.0,12.0,15.0,19.0,25.0,6.0,3.0,6.0,8.0,13.0,0.0,0.0,97.0,9.0,5.0,13.0,0.0,0.0,310.0,211.0,20.0,10.0,2781.0,2779.0,314.0,387.0,205.0,226.0,13.0,5.0,22.0,16.0,103.0,84.0,820.0,616.0,23010.0,23790.0,1.0,1.0,264.0,149.0,25.0,21.0,588.0,497.0,26.0,17.0,2961.0,2001.0,24.0,30.0,79.0,88.0,64.0,62.0,173.0,185.0,5742.0,4780.0,11.0,16.0
2021,Arkansas State,Sun Belt,257.0,268.0,5.0,11.0,17.0,13.0,5.0,6.0,5.0,5.0,12.0,0.0,3.0,93.0,204.0,17.0,11.0,2.0,0.0,1400.0,517.0,63.0,31.0,3757.0,2938.0,525.0,352.0,310.0,206.0,9.0,17.0,27.0,26.0,67.0,82.0,552.0,825.0,20968.0,22232.0,1.0,0.0,131.0,77.0,17.0,21.0,349.0,488.0,4.0,32.0,975.0,3133.0,24.0,48.0,66.0,104.0,58.0,67.0,179.0,162.0,4732.0,6071.0,22.0,17.0
2021,Army,FBS Independents,261.0,216.0,30.0,11.0,41.0,31.0,5.0,6.0,7.0,6.0,13.0,0.0,1.0,141.0,83.0,3.0,10.0,0.0,2.0,161.0,626.0,25.0,39.0,1233.0,2745.0,110.0,340.0,60.0,202.0,10.0,3.0,11.0,15.0,50.0,63.0,479.0,484.0,27673.0,19127.0,0.0,0.0,154.0,40.0,14.0,8.0,758.0,401.0,46.0,19.0,3648.0,1531.0,30.0,7.0,66.0,54.0,82.0,61.0,178.0,150.0,4881.0,4276.0,8.0,16.0
2021,Auburn,SEC,271.0,262.0,13.0,10.0,23.0,27.0,8.0,3.0,4.0,9.0,13.0,2.0,0.0,110.0,-3.0,4.0,9.0,0.0,0.0,621.0,382.0,27.0,24.0,3121.0,3195.0,455.0,450.0,267.0,289.0,9.0,4.0,17.0,23.0,73.0,69.0,598.0,566.0,21736.0,25063.0,1.0,0.0,204.0,33.0,23.0,8.0,443.0,470.0,22.0,8.0,2096.0,1641.0,36.0,22.0,97.0,63.0,74.0,67.0,184.0,187.0,5217.0,4836.0,12.0,12.0
2021,BYU,FBS Independents,301.0,278.0,16.0,17.0,24.0,26.0,7.0,5.0,4.0,8.0,13.0,0.0,0.0,82.0,60.0,5.0,15.0,0.0,0.0,298.0,665.0,18.0,32.0,3433.0,3015.0,389.0,411.0,253.0,269.0,15.0,5.0,26.0,14.0,66.0,68.0,539.0,520.0,22845.0,23955.0,1.0,0.0,238.0,112.0,27.0,15.0,480.0,470.0,30.0,24.0,2457.0,2042.0,20.0,15.0,64.0,61.0,72.0,77.0,158.0,179.0,5890.0,5057.0,12.0,20.0
2021,Ball State,Mid-American,248.0,288.0,11.0,11.0,21.0,21.0,5.0,4.0,4.0,7.0,13.0,0.0,4.0,140.0,171.0,7.0,15.0,1.0,0.0,703.0,378.0,31.0,24.0,2699.0,3159.0,440.0,397.0,267.0,262.0,15.0,7.0,18.0,17.0,64.0,74.0,531.0,704.0,21572.0,25228.0,0.0,0.0,169.0,28.0,20.0,7.0,444.0,528.0,17.0,22.0,1685.0,2293.0,23.0,24.0,69.0,63.0,75.0,70.0,188.0,171.0,4384.0,5452.0,12.0,19.0
2021,Baylor,Big 12,290.0,270.0,22.0,17.0,35.0,28.0,8.0,8.0,6.0,7.0,14.0,2.0,0.0,254.0,49.0,7.0,19.0,1.0,0.0,650.0,112.0,30.0,6.0,2843.0,3185.0,365.0,443.0,237.0,266.0,19.0,7.0,24.0,13.0,75.0,72.0,677.0,627.0,26367.0,24033.0,0.0,0.0,154.0,44.0,19.0,12.0,572.0,497.0,29.0,16.0,3070.0,1656.0,44.0,18.0,103.0,84.0,77.0,68.0,183.0,201.0,5913.0,4841.0,15.0,27.0
2021,Boise State,Mountain West,264.0,225.0,6.0,6.0,16.0,15.0,5.0,10.0,10.0,7.0,12.0,1.0,0.0,268.0,82.0,10.0,13.0,0.0,0.0,484.0,683.0,24.0,38.0,3127.0,2483.0,410.0,323.0,254.0,186.0,13.0,10.0,20.0,12.0,60.0,95.0,595.0,758.0,21573.0,21627.0,3.0,0.0,238.0,93.0,17.0,12.0,460.0,478.0,15.0,14.0,1466.0,1903.0,28.0,27.0,66.0,72.0,80.0,66.0,181.0,174.0,4593.0,4386.0,15.0,23.0
2021,Boston College,ACC,231.0,223.0,12.0,11.0,21.0,22.0,7.0,7.0,7.0,9.0,12.0,1.0,0.0,27.0,13.0,11.0,10.0,1.0,1.0,596.0,589.0,24.0,30.0,2217.0,2082.0,304.0,309.0,169.0,179.0,10.0,11.0,13.0,14.0,65.0,84.0,596.0,732.0,21745.0,21455.0,0.0,1.0,79.0,212.0,16.0,18.0,475.0,451.0,21.0,15.0,1987.0,2043.0,20.0,24.0,56.0,75.0,64.0,51.0,159.0,148.0,4204.0,4125.0,18.0,17.0
2021,Bowling Green,Mid-American,187.0,256.0,6.0,11.0,18.0,25.0,8.0,6.0,6.0,8.0,12.0,1.0,0.0,158.0,48.0,9.0,12.0,0.0,1.0,703.0,806.0,38.0,40.0,2578.0,2234.0,407.0,308.0,238.0,180.0,12.0,9.0,12.0,15.0,96.0,57.0,853.0,560.0,21353.0,21847.0,0.0,1.0,188.0,208.0,23.0,31.0,370.0,543.0,15.0,30.0,1228.0,2254.0,28.0,39.0,82.0,89.0,61.0,70.0,179.0,172.0,3806.0,4488.0,17.0,18.0
2021,Buffalo,Mid-American,285.0,245.0,14.0,14.0,24.0,20.0,8.0,9.0,12.0,9.0,12.0,0.0,0.0,19.0,165.0,11.0,3.0,0.0,0.0,683.0,384.0,36.0,23.0,2579.0,2654.0,367.0,298.0,218.0,184.0,3.0,11.0,12.0,20.0,65.0,95.0,624.0,846.0,22745.0,20544.0,0.0,0.0,88.0,173.0,13.0,17.0,539.0,489.0,30.0,27.0,2346.0,2342.0,37.0,16.0,87.0,63.0,87.0,62.0,187.0,159.0,4925.0,4996.0,19.0,12.0
2021,California,Pac-12,228.0,255.0,9.0,6.0,27.0,12.0,2.0,7.0,7.0,3.0,12.0,1.0,0.0,28.0,62.0,8.0,13.0,1.0,0.0,491.0,565.0,18.0,28.0,2659.0,2754.0,382.0,411.0,235.0,242.0,13.0,8.0,16.0,20.0,74.0,70.0,694.0,598.0,21905.0,21295.0,0.0,0.0,100.0,113.0,14.0,11.0,402.0,418.0,17.0,13.0,1970.0,1646.0,23.0,26.0,64.0,56.0,68.0,83.0,167.0,179.0,4629.0,4400.0,10.0,20.0
2021,Central Michigan,Mid-American,300.0,255.0,17.0,14.0,29.0,31.0,4.0,10.0,11.0,5.0,13.0,0.0,0.0,31.0,53.0,10.0,5.0,1.0,0.0,647.0,864.0,32.0,47.0,3450.0,3380.0,448.0,422.0,273.0,257.0,5.0,10.0,31.0,22.0,82.0,69.0,726.0,633.0,24220.0,22586.0,2.0,1.0,290.0,98.0,15.0,15.0,520.0,466.0,18.0,18.0,2329.0,1605.0,36.0,26.0,98.0,82.0,71.0,56.0,191.0,188.0,5779.0,4985.0,14.0,15.0
2021,Charlotte,Conference USA,265.0,268.0,22.0,15.0,35.0,24.0,10.0,6.0,6.0,15.0,12.0,2.0,0.0,44.0,184.0,10.0,8.0,0.0,0.0,877.0,264.0,40.0,14.0,3044.0,3130.0,394.0,324.0,247.0,209.0,8.0,10.0,27.0,27.0,77.0,91.0,636.0,793.0,23205.0,19995.0,0.0,0.0,46.0,22.0,8.0,8.0,430.0,458.0,13.0,27.0,1805.0,2437.0,16.0,25.0,51.0,71.0,66.0,63.0,165.0,141.0,4849.0,5567.0,20.0,14.0
2021,Cincinnati,American Athletic,277.0,268.0,12.0,19.0,19.0,37.0,10.0,15.0,15.0,12.0,14.0,1.0,1.0,214.0,127.0,9.0,19.0,1.0,0.0,667.0,579.0,28.0,35.0,3377.0,2369.0,400.0,413.0,257.0,223.0,19.0,9.0,33.0,13.0,101.0,91.0,754.0,684.0,22810.0,27590.0,0.0,0.0,224.0,26.0,22.0,17.0,464.0,584.0,34.0,14.0,2406.0,2089.0,39.0,26.0,102.0,54.0,62.0,71.0,158.0,210.0,5783.0,4458.0,19.0,34.0
2021,Clemson,ACC,258.0,223.0,9.0,10.0,16.0,24.0,8.0,8.0,9.0,10.0,13.0,1.0,2.0,69.0,137.0,11.0,12.0,0.0,1.0,522.0,431.0,21.0,19.0,2485.0,2715.0,414.0,455.0,228.0,260.0,12.0,11.0,12.0,11.0,79.0,113.0,657.0,889.0,22933.0,23867.0,0.0,0.0,92.0,82.0,20.0,20.0,488.0,439.0,26.0,7.0,2184.0,1256.0,41.0,21.0,90.0,66.0,69.0,71.0,186.0,207.0,4669.0,3971.0,19.0,20.0
2021,Coastal Carolina,Sun Belt,309.0,230.0,10.0,14.0,13.0,30.0,6.0,7.0,8.0,6.0,13.0,0.0,0.0,27.0,59.0,4.0,6.0,0.0,0.0,542.0,1037.0,28.0,57.0,3457.0,2474.0,322.0,358.0,227.0,208.0,6.0,4.0,33.0,15.0,70.0,51.0,666.0,388.0,24394.0,22406.0,3.0,0.0,241.0,0.0,25.0,4.0,509.0,477.0,36.0,21.0,2974.0,1942.0,32.0,21.0,82.0,63.0,77.0,61.0,143.0,171.0,6431.0,4416.0,10.0,13.0
2021,Colorado,Pac-12,173.0,267.0,6.0,8.0,18.0,17.0,4.0,4.0,6.0,4.0,12.0,1.0,0.0,143.0,2.0,3.0,9.0,1.0,0.0,603.0,378.0,21.0,17.0,1575.0,2908.0,269.0,403.0,154.0,247.0,9.0,3.0,10.0,17.0,76.0,83.0,677.0,787.0,19582.0,23618.0,1.0,1.0,273.0,407.0,20.0,39.0,438.0,431.0,12.0,22.0,1514.0,2143.0,13.0,32.0,60.0,79.0,51.0,72.0,158.0,167.0,3089.0,5051.0,7.0,13.0
2021,Colorado State,Mountain West,254.0,238.0,10.0,11.0,25.0,17.0,8.0,8.0,9.0,12.0,12.0,0.0,1.0,106.0,53.0,11.0,6.0,0.0,0.0,461.0,644.0,19.0,34.0,3020.0,2533.0,396.0,335.0,237.0,194.0,6.0,11.0,15.0,23.0,85.0,68.0,822.0,580.0,20906.0,22294.0,1.0,1.0,166.0,279.0,24.0,21.0,515.0,494.0,14.0,18.0,1969.0,1995.0,39.0,28.0,83.0,69.0,82.0,66.0,202.0,179.0,4989.0,4528.0,19.0,14.0
2021,Duke,ACC,262.0,293.0,11.0,9.0,29.0,12.0,12.0,6.0,6.0,14.0,12.0,0.0,0.0,101.0,115.0,9.0,8.0,2.0,0.0,995.0,288.0,43.0,19.0,2855.0,3741.0,410.0,405.0,265.0,241.0,8.0,9.0,9.0,32.0,78.0,77.0,740.0,643.0,21103.0,22097.0,0.0,0.0,135.0,221.0,16.0,27.0,524.0,468.0,22.0,26.0,2163.0,2475.0,21.0,27.0,60.0,83.0,86.0,84.0,203.0,173.0,5018.0,6216.0,21.0,14.0
2021,East Carolina,American Athletic,267.0,232.0,26.0,11.0,36.0,17.0,11.0,7.0,8.0,11.0,12.0,2.0,1.0,147.0,142.0,11.0,15.0,0.0,2.0,403.0,861.0,23.0,37.0,3249.0,2797.0,424.0,378.0,261.0,225.0,15.0,11.0,21.0,17.0,63.0,68.0,591.0,594.0,24471.0,18729.0,0.0,0.0,81.0,35.0,13.0,8.0,475.0,412.0,20.0,20.0,1949.0,1941.0,26.0,36.0,73.0,80.0,66.0,49.0,191.0,152.0,5198.0,4738.0,22.0,22.0
2021,Eastern Michigan,Mid-American,289.0,298.0,14.0,10.0,29.0,21.0,5.0,9.0,11.0,5.0,13.0,2.0,2.0,166.0,94.0,9.0,8.0,0.0,2.0,459.0,652.0,32.0,31.0,3417.0,3093.0,455.0,393.0,309.0,230.0,8.0,9.0,19.0,19.0,50.0,89.0,448.0,786.0,23820.0,22980.0,1.0,0.0,114.0,69.0,16.0,14.0,455.0,508.0,26.0,27.0,1541.0,2600.0,24.0,41.0,52.0,81.0,73.0,71.0,175.0,164.0,4958.0,5693.0,14.0,17.0
2021,Florida,SEC,291.0,261.0,14.0,9.0,26.0,20.0,3.0,4.0,4.0,5.0,13.0,0.0,2.0,43.0,302.0,18.0,9.0,0.0,0.0,413.0,773.0,26.0,34.0,3304.0,2651.0,416.0,395.0,265.0,226.0,9.0,18.0,27.0,19.0,104.0,68.0,918.0,559.0,23790.0,23023.0,0.0,0.0,176.0,92.0,25.0,10.0,495.0,478.0,26.0,19.0,2714.0,2131.0,36.0,14.0,81.0,68.0,72.0,62.0,174.0,175.0,6018.0,4782.0,21.0,13.0
